category,top_experiment,mean_score,std_score
food_cpi: Bakery and cereal products (excluding baby food),ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_,0.04007581193579957,0.03678217154804222
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_,0.030786181474048806,0.012534114614458308
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_,0.02056335570809606,0.016005989995520453
food_cpi: Food purchased from restaurants,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_,0.01408198350237621,0.011938391495923219
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_,0.022071861227909672,0.018778038967533876
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_,0.03176184934081412,0.0193656539354353
food_cpi: Meat,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_,0.0252231638074004,0.009511649288236489
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_,0.03374122029189421,0.02952874633714065
food_cpi: Vegetables and vegetable preparations,ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P3_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P4_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P1_+ag_global_all_TemporalFusionTransformerModel_exp2_GPT_P2_,0.04944716530288883,0.019871634757751423
