timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2020-08-01,160.43454885074362,159.6410574631532,159.87350757166539,159.99742586438376,160.20448789822194,160.6646098032653,160.8716718371035,160.99559012982186,161.22804023833405
2020-09-01,160.67858858152738,159.5680053005662,159.8933462030745,160.06678423435068,160.35659158008738,161.00058558296737,161.29039292870408,161.46383095998027,161.78917186248856
2020-10-01,160.92262831231116,159.56716125772726,159.96423987616,160.17592101834623,160.52963092561453,161.3156256990078,161.6693356062761,161.88101674846232,162.27809536689506
2020-11-01,161.16666804309494,159.60419700902418,160.06191661014017,160.30592523580646,160.71365295054628,161.6196831356436,162.02741085038343,162.27141947604972,162.7291390771657
2020-12-01,161.41070777387873,159.66558037838905,160.1768084254646,160.44934220567595,160.90473420295288,161.91668134480457,162.3720733420815,162.64460712229285,163.1558351693684
2021-01-01,161.65474750466248,159.74431492736693,160.3039684621659,160.60231769069497,161.10084617021232,162.20864883911264,162.70717731863,163.00552654715906,163.56518008195803
2021-02-01,161.89878723544626,159.83622456638253,160.4404439993028,160.7625511432142,161.30077805765114,162.49679641324138,163.03502332767832,163.35713047158973,163.96134990451
2021-03-01,162.14282696623005,159.93857969458543,160.58430506160843,160.92853886540667,161.50373845835375,162.78191547410634,163.35711506705343,163.70134887085166,164.34707423787466
2021-04-01,162.38686669701383,160.04948002416765,160.73420804294034,161.09923401606574,161.70917641230966,163.064556981718,163.67449937796192,164.03952535108732,164.72425336986
2021-05-01,162.63090642779758,160.1675396160644,160.88917300950484,161.27387310130558,161.9166900872289,163.34512276836628,163.98793975428958,164.37263984609032,165.09427323953076
2021-06-01,162.87494615858137,160.29171081881927,161.04845921512336,161.4518789850155,162.12597573225068,163.62391658491205,164.29801333214724,164.70143310203937,165.45818149834346
2021-07-01,163.11898588936515,160.42117885650762,161.2114905691992,161.63280281886404,162.33679711528958,163.9011746634407,164.60516895986626,165.02648120953108,165.81679292222267
2021-08-01,163.36302562014893,160.5552952269733,161.37780854567293,161.81628735234582,162.5489662128508,164.17708502744708,164.90976388795204,165.34824269462493,166.17075601332456
2021-09-01,163.6070653509327,160.69353375558825,161.54704111065612,162.00204272343043,162.76233046847557,164.4518002333898,165.21208797843494,165.66708959120925,166.52059694627712
2021-10-01,163.85110508171647,160.83546054211064,161.7188814732365,162.18982990271888,162.97676407928253,164.7254460841504,165.51238026071405,165.98332869019643,166.8667496213223
2021-11-01,164.09514481250025,160.9807127822403,161.89307311117352,162.37944902654326,163.19216185559455,164.99812776940595,165.81084059845725,166.29721651382698,167.2095768427602
2021-12-01,164.33918454328403,161.12898345668074,162.06939894523796,162.57073096239142,163.40843478176137,165.2699343048067,166.10763812417665,166.6089701413301,167.54938562988733
2022-01-01,164.5832242740678,161.28001001534818,162.24767333833643,162.76353107520058,163.62550673531555,165.54094181282002,166.402917472935,166.91877520979915,167.8864385327874
