timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2021-08-01,158.31321716308594,155.81353759765625,155.81353759765625,156.56343688964844,157.47998046875,158.52152252197266,159.1464385986328,159.18809967041017,159.82134796142577
2021-09-01,158.31321716308594,155.13861587524414,155.77187576293946,156.56343688964844,157.47998046875,159.35474395751953,159.9796600341797,159.9796600341797,159.9796600341797
2021-10-01,157.47998046875,154.30539154052735,154.93863983154296,156.48011322021483,157.47998046875,158.52152252197266,159.2297607421875,160.02132186889648,160.6545817565918
2021-11-01,157.47998046875,155.13861587524414,155.77187576293946,156.56343688964844,157.27167510986328,159.1464385986328,159.1464385986328,159.18809967041017,159.82134796142577
2021-12-01,158.31321716308594,153.63046981811524,154.89697799682617,155.73021392822267,156.64675903320312,159.1464385986328,160.06298370361327,160.81289672851562,160.81289672851562
2022-01-01,158.72982788085938,154.30539154052735,154.93863983154296,154.9803009033203,156.64675903320312,159.9796600341797,160.81289672851562,160.85455780029298,161.48780609130858
2022-02-01,159.1464385986328,153.63046981811524,154.89697799682617,155.73021392822267,157.27167510986328,160.81289672851562,162.47935485839844,162.47935485839844,162.47935485839844
2022-03-01,159.1464385986328,153.3138427734375,153.3138427734375,154.81365509033202,156.4384536743164,161.02120208740234,161.72944183349608,162.6043388366699,164.5040953063965
2022-04-01,158.31321716308594,151.96402404785155,153.23052062988282,155.56356811523438,156.64675903320312,161.6461181640625,162.56267700195312,163.3542381286621,163.98749801635742
2022-05-01,158.31321716308594,152.12233901977538,154.02209548950196,154.14707946777344,155.60522842407227,161.6461181640625,162.47935485839844,162.5210159301758,163.1542642211914
2022-06-01,158.31321716308594,151.96402404785155,153.23052062988282,153.3138427734375,156.4384536743164,162.47935485839844,163.3958999633789,164.22913513183593,165.4956317138672
2022-07-01,157.47998046875,146.40638763427734,152.1056686401367,153.23052062988282,154.9803009033203,161.6461181640625,162.7293228149414,165.02069549560548,165.65394378662108
2022-08-01,157.47998046875,151.80571197509767,152.43896026611327,153.23052062988282,154.9803009033203,163.3125762939453,163.3958999633789,164.22913513183593,165.4956317138672
2022-09-01,157.89659881591797,150.97247817993164,151.60573806762696,151.64739990234375,154.7719955444336,161.85442733764648,164.22913513183593,165.06235733032227,166.3288655090332
2022-10-01,156.64675903320312,151.80571197509767,152.43896026611327,153.23052062988282,154.7719955444336,161.6461181640625,164.39578094482422,166.6871536254883,167.3204019165039
2022-11-01,156.64675903320312,151.28910232543944,153.18885879516603,153.3138427734375,154.14707946777344,162.0627326965332,163.4792221069336,165.1040184020996,167.00377487182618
2022-12-01,156.64675903320312,150.97247817993164,151.60573806762696,151.64739990234375,153.93877029418945,162.47935485839844,165.812255859375,165.93724060058594,167.83700866699218
2023-01-01,157.89659881591797,147.59790664672852,151.39743118286134,152.39729919433594,153.93877029418945,161.6461181640625,166.64549255371094,166.81213760375977,169.34514236450195
