Date,Energy 
1994-06-01,78.0
1994-07-01,78.9
1994-08-01,78.9
1994-09-01,80.4
1994-10-01,78.4
1994-11-01,78.7
1994-12-01,82.0
1995-01-01,81.8
1995-02-01,81.6
1995-03-01,81.9
1995-04-01,82.0
1995-05-01,82.7
1995-06-01,83.4
1995-07-01,83.5
1995-08-01,83.3
1995-09-01,83.0
1995-10-01,84.1
1995-11-01,84.4
1995-12-01,84.0
1996-01-01,84.4
1996-02-01,84.5
1996-03-01,84.7
1996-04-01,85.0
1996-05-01,86.8
1996-06-01,86.8
1996-07-01,86.7
1996-08-01,86.7
1996-09-01,86.7
1996-10-01,86.7
1996-11-01,87.4
1996-12-01,87.4
1997-01-01,88.5
1997-02-01,88.7
1997-03-01,87.7
1997-04-01,87.2
1997-05-01,86.8
1997-06-01,86.9
1997-07-01,87.0
1997-08-01,86.7
1997-09-01,85.8
1997-10-01,85.2
1997-11-01,85.9
1997-12-01,86.0
1998-01-01,86.1
1998-02-01,85.1
1998-03-01,85.0
1998-04-01,84.2
1998-05-01,84.1
1998-06-01,83.7
1998-07-01,83.9
1998-08-01,83.9
1998-09-01,82.4
1998-10-01,83.1
1998-11-01,83.5
1998-12-01,82.9
1999-01-01,81.6
1999-02-01,81.7
1999-03-01,81.5
1999-04-01,82.6
1999-05-01,83.2
1999-06-01,84.5
1999-07-01,84.6
1999-08-01,85.3
1999-09-01,88.5
1999-10-01,89.2
1999-11-01,90.0
1999-12-01,90.3
2000-01-01,92.2
2000-02-01,93.5
2000-03-01,96.2
2000-04-01,96.6
2000-05-01,96.6
2000-06-01,97.3
2000-07-01,97.9
2000-08-01,96.8
2000-09-01,99.4
2000-10-01,100.8
2000-11-01,100.9
2000-12-01,101.4
2001-01-01,100.0
2001-02-01,99.4
2001-03-01,98.4
2001-04-01,97.9
2001-05-01,98.7
2001-06-01,100.8
2001-07-01,98.8
2001-08-01,98.8
2001-09-01,103.5
2001-10-01,98.0
2001-11-01,94.4
2001-12-01,91.6
2002-01-01,91.3
2002-02-01,90.9
2002-03-01,92.5
2002-04-01,98.7
2002-05-01,98.0
2002-06-01,98.0
2002-07-01,101.5
2002-08-01,101.9
2002-09-01,105.3
2002-10-01,107.1
2002-11-01,107.6
2002-12-01,107.4
2003-01-01,107.4
2003-02-01,110.9
2003-03-01,116.3
2003-04-01,112.9
2003-05-01,106.8
2003-06-01,106.2
2003-07-01,106.2
2003-08-01,106.2
2003-09-01,105.7
2003-10-01,103.4
2003-11-01,104.6
2003-12-01,105.5
2004-01-01,106.8
2004-02-01,107.4
2004-03-01,109.2
2004-04-01,108.6
2004-05-01,111.1
2004-06-01,115.2
2004-07-01,113.6
2004-08-01,113.0
2004-09-01,114.9
2004-10-01,116.7
2004-11-01,117.2
2004-12-01,114.9
2005-01-01,114.2
2005-02-01,118.0
2005-03-01,119.3
2005-04-01,121.0
2005-05-01,120.7
2005-06-01,120.7
2005-07-01,123.0
2005-08-01,125.1
2005-09-01,137.3
2005-10-01,141.7
2005-11-01,137.0
2005-12-01,130.8
2006-01-01,132.7
2006-02-01,131.5
2006-03-01,130.6
2006-04-01,137.4
2006-05-01,137.4
2006-06-01,137.7
2006-07-01,135.4
2006-08-01,137.0
2006-09-01,130.5
2006-10-01,123.1
2006-11-01,123.0
2006-12-01,122.2
2007-01-01,129.2
2007-02-01,126.3
2007-03-01,134.1
2007-04-01,143.4
2007-05-01,146.4
2007-06-01,147.8
2007-07-01,147.4
2007-08-01,145.5
2007-09-01,146.3
2007-10-01,143.3
2007-11-01,144.6
2007-12-01,151.8
2008-01-01,151.3
2008-02-01,156.7
2008-03-01,163.6
2008-04-01,173.2
2008-05-01,176.6
2008-06-01,179.5
2008-07-01,181.1
2008-08-01,179.2
2008-09-01,184.8
2008-10-01,173.6
2008-11-01,159.9
2008-12-01,147.0
2009-01-01,141.2
2009-02-01,141.1
2009-03-01,137.7
2009-04-01,141.9
2009-05-01,142.5
2009-06-01,147.6
2009-07-01,148.1
2009-08-01,147.3
2009-09-01,149.2
2009-10-01,149.8
2009-11-01,152.2
2009-12-01,152.5
2010-01-01,155.0
2010-02-01,153.2
2010-03-01,152.9
2010-04-01,153.6
2010-05-01,153.6
2010-06-01,153.6
2010-07-01,153.7
2010-08-01,153.7
2010-09-01,152.5
2010-10-01,156.0
2010-11-01,158.9
2010-12-01,161.0
2011-01-01,162.1
2011-02-01,162.6
2011-03-01,170.8
2011-04-01,174.4
2011-05-01,176.4
2011-06-01,176.7
2011-07-01,177.8
2011-08-01,177.8
2011-09-01,174.9
2011-10-01,176.9
2011-11-01,176.7
2011-12-01,179.8
2012-01-01,180.6
2012-02-01,179.6
2012-03-01,179.5
2012-04-01,179.8
2012-05-01,179.6
2012-06-01,179.8
2012-07-01,182.7
2012-08-01,182.9
2012-09-01,180.8
2012-10-01,180.9
2012-11-01,179.9
2012-12-01,179.9
2013-01-01,180.8
2013-02-01,181.4
2013-03-01,181.5
2013-04-01,180.9
2013-05-01,180.9
2013-06-01,181.1
2013-07-01,183.3
2013-08-01,183.4
2013-09-01,183.7
2013-10-01,183.5
2013-11-01,186.3
2013-12-01,188.3
2014-01-01,190.5
2014-02-01,193.3
2014-03-01,194.1
2014-04-01,192.2
2014-05-01,193.7
2014-06-01,192.9
2014-07-01,191.7
2014-08-01,193.4
2014-09-01,193.5
2014-10-01,193.5
2014-11-01,194.8
2014-12-01,187.2
2015-01-01,173.7
2015-02-01,171.3
2015-03-01,173.7
2015-04-01,171.9
2015-05-01,173.4
2015-06-01,180.1
2015-07-01,182.8
2015-08-01,181.7
2015-09-01,175.8
2015-10-01,178.3
2015-11-01,174.6
2015-12-01,165.4
2016-01-01,160.9
2016-02-01,153.8
2016-03-01,155.9
2016-04-01,158.7
2016-05-01,160.8
2016-06-01,168.4
2016-07-01,168.0
2016-08-01,166.2
2016-09-01,165.2
2016-10-01,169.3
2016-11-01,169.3
2016-12-01,168.9
2017-01-01,172.6
2017-02-01,171.2
2017-03-01,172.3
2017-04-01,172.5
2017-05-01,173.0
2017-06-01,172.7
2017-07-01,171.1
2017-08-01,172.0
2017-09-01,171.7
2017-10-01,173.3
2017-11-01,180.9
2017-12-01,184.4
2018-01-01,186.1
2018-02-01,187.5
2018-03-01,184.9
2018-04-01,186.9
2018-05-01,190.9
2018-06-01,194.3
2018-07-01,195.0
2018-08-01,195.0
2018-09-01,197.0
2018-10-01,195.7
2018-11-01,193.8
2018-12-01,185.5
2019-01-01,176.8
2019-02-01,182.6
2019-03-01,189.0
2019-04-01,192.2
2019-05-01,197.0
2019-06-01,194.1
2019-07-01,187.2
2019-08-01,186.0
2019-09-01,188.4
2019-10-01,194.4
2019-11-01,195.7
2019-12-01,198.4
2020-01-01,197.0
2020-02-01,188.3
2020-03-01,179.1
2020-04-01,158.6
2020-05-01,151.5
2020-06-01,160.3
2020-07-01,167.6
2020-08-01,166.5
2020-09-01,167.3
2020-10-01,169.3
2020-11-01,170.8
2020-12-01,174.7
2021-01-01,177.3
2021-02-01,181.2
2021-03-01,187.8
2021-04-01,189.0
2021-05-01,193.1
2021-06-01,194.1
2021-07-01,195.3
2021-08-01,196.5
2021-09-01,198.1
2021-10-01,206.9
2021-11-01,205.2
2021-12-01,202.4
2022-01-01,208.0
2022-02-01,218.1
2022-03-01,235.3
2022-04-01,239.6
2022-05-01,255.4
2022-06-01,260.9
2022-07-01,256.9
2022-08-01,245.7
2022-09-01,249.3
2022-10-01,245.5
2022-11-01,251.7
2022-12-01,241.3
2023-01-01,239.1
2023-02-01,233.4
2023-03-01,230.7
2023-04-01,244.3
2023-05-01,237.0
2023-06-01,234.7
2023-07-01,239.2
2023-08-01,252.2
2023-09-01,252.2
2023-10-01,250.8
2023-11-01,257.3
2023-12-01,255.0
2024-01-01,251.5
2024-02-01,240.8
2024-03-01,244.2
2024-04-01,236.3
