Date,Energy 
1986-12-01,64.0
1987-01-01,64.5
1987-02-01,64.9
1987-03-01,65.3
1987-04-01,66.5
1987-05-01,66.6
1987-06-01,66.6
1987-07-01,64.9
1987-08-01,65.5
1987-09-01,63.6
1987-10-01,61.0
1987-11-01,65.7
1987-12-01,64.7
1988-01-01,65.8
1988-02-01,62.0
1988-03-01,62.2
1988-04-01,63.8
1988-05-01,62.5
1988-06-01,64.0
1988-07-01,61.5
1988-08-01,64.0
1988-09-01,64.4
1988-10-01,64.4
1988-11-01,64.0
1988-12-01,64.0
1989-01-01,63.8
1989-02-01,63.8
1989-03-01,63.5
1989-04-01,65.6
1989-05-01,67.8
1989-06-01,66.1
1989-07-01,69.7
1989-08-01,69.7
1989-09-01,70.3
1989-10-01,69.7
1989-11-01,70.3
1989-12-01,70.3
1990-01-01,71.6
1990-02-01,71.7
1990-03-01,72.6
1990-04-01,72.7
1990-05-01,73.4
1990-06-01,73.8
1990-07-01,71.6
1990-08-01,74.5
1990-09-01,76.2
1990-10-01,81.2
1990-11-01,82.5
1990-12-01,83.8
1991-01-01,85.8
1991-02-01,80.0
1991-03-01,76.1
1991-04-01,74.4
1991-05-01,75.9
1991-06-01,74.2
1991-07-01,78.6
1991-08-01,79.2
1991-09-01,78.4
1991-10-01,73.5
1991-11-01,78.6
1991-12-01,77.1
1992-01-01,75.7
1992-02-01,72.9
1992-03-01,70.1
1992-04-01,73.9
1992-05-01,71.9
1992-06-01,76.4
1992-07-01,79.3
1992-08-01,79.5
1992-09-01,78.7
1992-10-01,76.1
1992-11-01,79.3
1992-12-01,79.4
1993-01-01,79.5
1993-02-01,79.4
1993-03-01,78.0
1993-04-01,78.5
1993-05-01,78.8
1993-06-01,78.8
1993-07-01,78.8
1993-08-01,78.6
1993-09-01,77.4
1993-10-01,77.1
1993-11-01,78.0
1993-12-01,78.0
1994-01-01,77.4
1994-02-01,77.7
1994-03-01,77.7
1994-04-01,78.2
1994-05-01,79.0
1994-06-01,80.2
1994-07-01,82.5
1994-08-01,82.8
1994-09-01,83.5
1994-10-01,82.5
1994-11-01,82.5
1994-12-01,80.9
1995-01-01,80.3
1995-02-01,80.2
1995-03-01,81.2
1995-04-01,82.0
1995-05-01,84.9
1995-06-01,83.8
1995-07-01,83.7
1995-08-01,82.0
1995-09-01,81.8
1995-10-01,81.8
1995-11-01,81.5
1995-12-01,81.1
1996-01-01,81.1
1996-02-01,79.4
1996-03-01,81.6
1996-04-01,82.8
1996-05-01,85.1
1996-06-01,83.7
1996-07-01,84.4
1996-08-01,84.0
1996-09-01,84.6
1996-10-01,84.9
1996-11-01,84.3
1996-12-01,86.4
1997-01-01,85.9
1997-02-01,86.3
1997-03-01,86.2
1997-04-01,85.3
1997-05-01,86.3
1997-06-01,87.2
1997-07-01,85.6
1997-08-01,85.6
1997-09-01,86.6
1997-10-01,86.6
1997-11-01,85.0
1997-12-01,84.9
1998-01-01,84.8
1998-02-01,83.0
1998-03-01,84.0
1998-04-01,83.4
1998-05-01,84.8
1998-06-01,84.8
1998-07-01,84.8
1998-08-01,86.8
1998-09-01,86.8
1998-10-01,86.8
1998-11-01,86.8
1998-12-01,86.2
1999-01-01,85.7
1999-02-01,85.0
1999-03-01,83.8
1999-04-01,87.4
1999-05-01,88.7
1999-06-01,88.7
1999-07-01,88.8
1999-08-01,90.8
1999-09-01,92.4
1999-10-01,92.4
1999-11-01,91.0
1999-12-01,92.9
2000-01-01,92.8
2000-02-01,93.8
2000-03-01,97.7
2000-04-01,94.9
2000-05-01,93.5
2000-06-01,96.4
2000-07-01,96.5
2000-08-01,96.2
2000-09-01,102.2
2000-10-01,101.1
2000-11-01,103.6
2000-12-01,102.1
2001-01-01,98.9
2001-02-01,107.3
2001-03-01,105.5
2001-04-01,104.4
2001-05-01,109.9
2001-06-01,114.4
2001-07-01,106.8
2001-08-01,102.9
2001-09-01,109.3
2001-10-01,102.4
2001-11-01,93.7
2001-12-01,89.9
2002-01-01,91.7
2002-02-01,91.6
2002-03-01,96.6
2002-04-01,100.8
2002-05-01,102.3
2002-06-01,102.7
2002-07-01,104.2
2002-08-01,103.9
2002-09-01,103.6
2002-10-01,100.8
2002-11-01,102.9
2002-12-01,99.0
2003-01-01,103.6
2003-02-01,110.6
2003-03-01,112.4
2003-04-01,107.5
2003-05-01,101.2
2003-06-01,101.0
2003-07-01,102.9
2003-08-01,105.9
2003-09-01,109.5
2003-10-01,103.0
2003-11-01,100.7
2003-12-01,100.0
2004-01-01,102.1
2004-02-01,105.8
2004-03-01,106.9
2004-04-01,107.1
2004-05-01,117.4
2004-06-01,117.7
2004-07-01,113.5
2004-08-01,115.5
2004-09-01,115.0
2004-10-01,116.7
2004-11-01,116.2
2004-12-01,115.0
2005-01-01,113.3
2005-02-01,116.0
2005-03-01,118.4
2005-04-01,123.5
2005-05-01,124.2
2005-06-01,124.0
2005-07-01,127.5
2005-08-01,132.2
2005-09-01,139.1
2005-10-01,136.2
2005-11-01,128.6
2005-12-01,124.5
2006-01-01,127.1
2006-02-01,122.9
