Date,Total index
2015-05-01,134.7
2015-06-01,135.3
2015-07-01,136.4
2015-08-01,136.7
2015-09-01,136.6
2015-10-01,134.0
2015-11-01,129.1
2015-12-01,125.2
2016-01-01,129.4
2016-02-01,130.8
2016-03-01,131.4
2016-04-01,130.7
2016-05-01,133.9
2016-06-01,134.6
2016-07-01,131.4
2016-08-01,127.5
2016-09-01,123.4
2016-10-01,120.0
2016-11-01,121.6
2016-12-01,127.7
2017-01-01,128.0
2017-02-01,131.5
2017-03-01,133.2
2017-04-01,132.3
2017-05-01,136.8
2017-06-01,140.4
2017-07-01,139.1
2017-08-01,137.3
2017-09-01,130.4
2017-10-01,130.4
2017-11-01,132.8
2017-12-01,130.9
2018-01-01,131.4
2018-02-01,133.1
2018-03-01,132.3
2018-04-01,130.3
2018-05-01,133.9
2018-06-01,136.8
2018-07-01,135.7
2018-08-01,129.5
2018-09-01,128.7
2018-10-01,132.0
2018-11-01,132.4
2018-12-01,131.4
2019-01-01,133.1
2019-02-01,133.2
2019-03-01,134.2
2019-04-01,139.4
2019-05-01,140.2
2019-06-01,136.2
2019-07-01,132.6
2019-08-01,132.2
2019-09-01,124.4
2019-10-01,130.0
2019-11-01,129.5
2019-12-01,131.2
2020-01-01,132.2
2020-02-01,130.8
2020-03-01,130.4
2020-04-01,128.2
2020-05-01,131.8
2020-06-01,127.2
2020-07-01,128.4
2020-08-01,127.8
2020-09-01,132.0
2020-10-01,137.0
2020-11-01,136.6
2020-12-01,139.4
2021-01-01,142.9
2021-02-01,150.4
2021-03-01,156.8
2021-04-01,163.6
2021-05-01,165.2
2021-06-01,171.2
2021-07-01,176.8
2021-08-01,171.7
2021-09-01,172.0
2021-10-01,173.3
2021-11-01,181.2
2021-12-01,182.5
2022-01-01,194.1
2022-02-01,206.1
2022-03-01,220.0
2022-04-01,229.0
2022-05-01,231.4
2022-06-01,234.5
2022-07-01,226.4
2022-08-01,215.9
2022-09-01,205.5
2022-10-01,206.8
2022-11-01,211.9
2022-12-01,208.2
2023-01-01,207.5
2023-02-01,206.8
2023-03-01,206.1
2023-04-01,201.2
2023-05-01,197.7
2023-06-01,194.0
2023-07-01,197.2
2023-08-01,199.3
2023-09-01,191.1
2023-10-01,194.4
2023-11-01,188.8
2023-12-01,183.6
