Date,Energy 
1999-07-01,76.5
1999-08-01,79.9
1999-09-01,83.0
1999-10-01,83.2
1999-11-01,89.2
1999-12-01,89.2
2000-01-01,91.7
2000-02-01,91.8
2000-03-01,96.1
2000-04-01,96.8
2000-05-01,99.9
2000-06-01,100.9
2000-07-01,100.9
2000-08-01,104.1
2000-09-01,104.1
2000-10-01,106.6
2000-11-01,110.7
2000-12-01,108.9
2001-01-01,113.1
2001-02-01,103.6
2001-03-01,103.4
2001-04-01,106.9
2001-05-01,107.6
2001-06-01,108.7
2001-07-01,108.6
2001-08-01,106.4
2001-09-01,102.4
2001-10-01,104.4
2001-11-01,100.1
2001-12-01,94.9
2002-01-01,90.9
2002-02-01,89.7
2002-03-01,90.1
2002-04-01,96.6
2002-05-01,102.2
2002-06-01,100.9
2002-07-01,100.4
2002-08-01,102.6
2002-09-01,104.0
2002-10-01,107.1
2002-11-01,109.6
2002-12-01,105.9
2003-01-01,106.9
2003-02-01,113.7
2003-03-01,123.3
2003-04-01,123.6
2003-05-01,110.5
2003-06-01,107.5
2003-07-01,107.4
2003-08-01,108.9
2003-09-01,111.0
2003-10-01,108.6
2003-11-01,106.9
2003-12-01,105.5
2004-01-01,107.0
2004-02-01,111.3
2004-03-01,113.8
2004-04-01,118.2
2004-05-01,119.5
2004-06-01,124.4
2004-07-01,121.0
2004-08-01,120.4
2004-09-01,125.9
2004-10-01,126.8
2004-11-01,133.7
2004-12-01,127.4
2005-01-01,122.8
2005-02-01,124.5
2005-03-01,129.0
2005-04-01,137.3
2005-05-01,139.8
2005-06-01,138.3
2005-07-01,141.5
2005-08-01,143.0
2005-09-01,161.9
2005-10-01,157.5
2005-11-01,143.4
2005-12-01,138.9
2006-01-01,142.3
2006-02-01,143.1
2006-03-01,137.7
2006-04-01,152.0
2006-05-01,159.0
2006-06-01,155.1
2006-07-01,158.2
2006-08-01,160.0
2006-09-01,144.3
2006-10-01,133.1
2006-11-01,133.4
2006-12-01,141.1
2007-01-01,140.7
2007-02-01,139.1
2007-03-01,150.3
2007-04-01,154.3
2007-05-01,156.3
2007-06-01,154.6
2007-07-01,152.3
2007-08-01,148.3
2007-09-01,148.4
2007-10-01,149.2
2007-11-01,152.9
2007-12-01,160.8
2008-01-01,161.4
2008-02-01,160.6
2008-03-01,167.1
2008-04-01,175.6
2008-05-01,189.8
2008-06-01,197.2
2008-07-01,199.0
2008-08-01,193.2
2008-09-01,195.8
2008-10-01,177.7
2008-11-01,155.3
2008-12-01,138.7
2009-01-01,137.1
2009-02-01,142.6
2009-03-01,137.6
2009-04-01,141.1
2009-05-01,144.0
2009-06-01,152.1
2009-07-01,148.8
2009-08-01,150.8
2009-09-01,154.9
2009-10-01,148.8
2009-11-01,159.4
2009-12-01,154.9
2010-01-01,158.0
2010-02-01,154.5
2010-03-01,158.3
2010-04-01,158.9
2010-05-01,158.2
2010-06-01,155.6
2010-07-01,156.1
2010-08-01,162.0
2010-09-01,158.6
2010-10-01,163.6
2010-11-01,164.4
2010-12-01,168.0
2011-01-01,169.4
2011-02-01,172.9
2011-03-01,176.9
2011-04-01,183.7
2011-05-01,185.3
2011-06-01,183.0
2011-07-01,181.6
2011-08-01,181.7
2011-09-01,180.5
2011-10-01,178.9
2011-11-01,179.4
2011-12-01,179.6
2012-01-01,177.8
2012-02-01,184.9
2012-03-01,190.0
2012-04-01,193.4
2012-05-01,185.4
2012-06-01,181.7
2012-07-01,179.1
2012-08-01,183.2
2012-09-01,190.1
2012-10-01,189.9
2012-11-01,184.2
2012-12-01,182.5
2013-01-01,183.4
2013-02-01,191.2
2013-03-01,193.4
2013-04-01,195.4
2013-05-01,189.2
2013-06-01,190.1
2013-07-01,194.3
2013-08-01,198.1
2013-09-01,200.1
2013-10-01,193.1
2013-11-01,194.6
2013-12-01,197.9
2014-01-01,201.1
2014-02-01,205.7
2014-03-01,209.3
2014-04-01,205.4
2014-05-01,205.3
2014-06-01,203.1
2014-07-01,201.6
2014-08-01,197.5
2014-09-01,197.1
2014-10-01,194.6
2014-11-01,182.3
2014-12-01,172.1
2015-01-01,158.0
2015-02-01,164.9
2015-03-01,176.9
2015-04-01,169.1
2015-05-01,173.0
2015-06-01,177.1
2015-07-01,176.3
2015-08-01,170.7
2015-09-01,159.7
2015-10-01,162.0
2015-11-01,160.3
2015-12-01,159.1
2016-01-01,151.8
2016-02-01,146.7
2016-03-01,148.6
2016-04-01,158.8
2016-05-01,158.7
2016-06-01,161.5
2016-07-01,157.0
2016-08-01,153.2
2016-09-01,158.1
2016-10-01,164.7
2016-11-01,167.5
2016-12-01,166.4
2017-01-01,173.0
2017-02-01,167.3
2017-03-01,167.8
2017-04-01,170.4
2017-05-01,167.3
2017-06-01,165.4
2017-07-01,160.3
2017-08-01,164.8
2017-09-01,172.1
2017-10-01,169.3
2017-11-01,177.6
2017-12-01,176.6
2018-01-01,180.9
2018-02-01,180.3
2018-03-01,182.5
2018-04-01,188.4
2018-05-01,195.3
2018-06-01,195.5
2018-07-01,192.1
2018-08-01,187.9
2018-09-01,187.6
2018-10-01,191.3
2018-11-01,183.5
2018-12-01,170.3
2019-01-01,164.0
2019-02-01,169.1
2019-03-01,177.9
2019-04-01,188.0
2019-05-01,192.2
2019-06-01,179.3
2019-07-01,184.6
2019-08-01,177.7
2019-09-01,178.2
2019-10-01,179.6
2019-11-01,180.0
2019-12-01,180.1
2020-01-01,181.5
2020-02-01,172.3
2020-03-01,153.5
2020-04-01,134.4
2020-05-01,134.9
2020-06-01,145.6
2020-07-01,153.6
2020-08-01,153.4
2020-09-01,152.4
2020-10-01,153.4
2020-11-01,150.9
2020-12-01,158.1
2021-01-01,165.4
2021-02-01,173.0
2021-03-01,184.9
2021-04-01,187.0
2021-05-01,190.9
2021-06-01,194.0
2021-07-01,200.9
2021-08-01,201.9
2021-09-01,203.4
2021-10-01,214.8
2021-11-01,216.0
2021-12-01,202.8
2022-01-01,221.2
2022-02-01,231.3
2022-03-01,262.2
2022-04-01,262.8
2022-05-01,311.6
2022-06-01,305.9
2022-07-01,285.3
2022-08-01,263.2
2022-09-01,253.1
2022-10-01,276.4
2022-11-01,288.8
2022-12-01,247.7
2023-01-01,255.2
2023-02-01,260.1
2023-03-01,244.1
2023-04-01,242.9
2023-05-01,229.6
2023-06-01,232.2
2023-07-01,252.4
2023-08-01,271.8
2023-09-01,273.5
2023-10-01,255.8
2023-11-01,247.5
2023-12-01,243.9
2024-01-01,241.6
2024-02-01,247.3
2024-03-01,249.7
2024-04-01,257.0
