Date,Total index
2002-07-01,181.6
2002-08-01,115.7
2002-09-01,93.1
2002-10-01,97.0
2002-11-01,99.3
2002-12-01,103.8
2003-01-01,101.1
2003-02-01,101.6
2003-03-01,100.2
2003-04-01,94.8
2003-05-01,93.5
2003-06-01,86.4
2003-07-01,92.8
2003-08-01,130.1
2003-09-01,104.4
2003-10-01,89.1
2003-11-01,81.3
2003-12-01,81.1
2004-01-01,77.4
2004-02-01,73.8
2004-03-01,76.4
2004-04-01,75.1
2004-05-01,82.0
2004-06-01,84.1
2004-07-01,83.8
2004-08-01,121.8
2004-09-01,111.2
2004-10-01,92.6
2004-11-01,80.7
2004-12-01,85.7
2005-01-01,81.5
2005-02-01,83.6
2005-03-01,85.2
2005-04-01,82.8
2005-05-01,85.2
2005-06-01,79.7
2005-07-01,78.6
2005-08-01,84.2
2005-09-01,99.3
2005-10-01,98.8
2005-11-01,109.0
2005-12-01,106.0
2006-01-01,104.2
2006-02-01,104.4
2006-03-01,113.4
2006-04-01,113.5
2006-05-01,104.5
2006-06-01,105.6
2006-07-01,104.3
2006-08-01,110.2
2006-09-01,112.2
2006-10-01,100.8
2006-11-01,99.0
2006-12-01,93.7
2007-01-01,92.8
2007-02-01,91.9
2007-03-01,91.1
2007-04-01,89.2
2007-05-01,97.0
2007-06-01,98.8
2007-07-01,96.2
2007-08-01,137.7
2007-09-01,139.0
2007-10-01,102.7
2007-11-01,89.3
2007-12-01,89.7
2008-01-01,89.1
2008-02-01,88.7
2008-03-01,90.9
2008-04-01,94.2
2008-05-01,101.9
2008-06-01,107.5
2008-07-01,120.8
2008-08-01,113.9
2008-09-01,119.9
2008-10-01,116.8
2008-11-01,129.5
2008-12-01,124.2
2009-01-01,124.5
2009-02-01,132.0
2009-03-01,131.8
2009-04-01,128.7
2009-05-01,127.7
2009-06-01,124.4
2009-07-01,125.2
2009-08-01,119.7
2009-09-01,121.2
2009-10-01,115.4
2009-11-01,116.0
2009-12-01,111.1
2010-01-01,114.0
2010-02-01,106.5
2010-03-01,109.3
2010-04-01,112.5
2010-05-01,115.6
2010-06-01,117.9
2010-07-01,127.7
2010-08-01,144.9
2010-09-01,140.6
2010-10-01,121.6
2010-11-01,113.3
2010-12-01,113.3
2011-01-01,127.1
2011-02-01,136.2
2011-03-01,129.9
2011-04-01,132.3
2011-05-01,132.3
2011-06-01,128.0
2011-07-01,133.7
2011-08-01,142.2
2011-09-01,127.7
2011-10-01,131.0
2011-11-01,131.8
2011-12-01,136.5
2012-01-01,134.9
2012-02-01,137.2
2012-03-01,135.9
2012-04-01,137.6
2012-05-01,140.9
2012-06-01,144.1
2012-07-01,146.1
2012-08-01,141.9
2012-09-01,135.3
2012-10-01,135.2
2012-11-01,130.9
2012-12-01,129.4
2013-01-01,127.7
2013-02-01,127.8
2013-03-01,125.6
2013-04-01,126.2
2013-05-01,130.9
2013-06-01,134.7
2013-07-01,147.1
2013-08-01,153.1
2013-09-01,148.2
2013-10-01,136.5
2013-11-01,132.5
2013-12-01,133.8
2014-01-01,130.2
2014-02-01,131.5
2014-03-01,142.2
2014-04-01,145.6
2014-05-01,145.6
2014-06-01,148.8
2014-07-01,156.4
2014-08-01,152.5
2014-09-01,146.3
2014-10-01,135.8
2014-11-01,133.0
2014-12-01,133.7
2015-01-01,136.8
2015-02-01,136.4
2015-03-01,136.2
2015-04-01,138.0
2015-05-01,140.8
2015-06-01,141.1
2015-07-01,147.8
2015-08-01,153.2
2015-09-01,149.1
2015-10-01,134.7
2015-11-01,132.2
2015-12-01,132.3
2016-01-01,132.1
2016-02-01,131.2
2016-03-01,136.1
2016-04-01,137.4
2016-05-01,138.5
2016-06-01,137.5
2016-07-01,145.9
2016-08-01,141.1
2016-09-01,137.0
2016-10-01,135.2
2016-11-01,133.5
2016-12-01,135.6
2017-01-01,131.4
2017-02-01,131.0
2017-03-01,132.9
2017-04-01,134.8
2017-05-01,137.2
2017-06-01,138.6
2017-07-01,145.6
2017-08-01,148.7
2017-09-01,143.5
2017-10-01,133.2
2017-11-01,132.9
2017-12-01,131.9
2018-01-01,130.8
2018-02-01,128.2
2018-03-01,130.6
2018-04-01,132.3
2018-05-01,133.7
2018-06-01,135.1
2018-07-01,141.8
2018-08-01,151.3
2018-09-01,141.6
2018-10-01,134.8
2018-11-01,135.8
2018-12-01,141.3
2019-01-01,140.6
2019-02-01,139.6
2019-03-01,146.0
2019-04-01,148.2
2019-05-01,152.5
2019-06-01,157.7
2019-07-01,160.2
2019-08-01,156.6
2019-09-01,152.8
2019-10-01,137.7
2019-11-01,141.7
2019-12-01,143.9
2020-01-01,146.2
2020-02-01,141.6
2020-03-01,150.8
2020-04-01,153.8
2020-05-01,154.1
2020-06-01,152.8
2020-07-01,157.8
2020-08-01,158.1
2020-09-01,157.8
2020-10-01,154.9
2020-11-01,156.9
2020-12-01,155.2
2021-01-01,157.7
2021-02-01,162.0
2021-03-01,166.7
2021-04-01,171.0
2021-05-01,169.4
2021-06-01,171.3
2021-07-01,171.6
2021-08-01,166.4
2021-09-01,164.7
2021-10-01,160.7
2021-11-01,160.8
2021-12-01,157.9
2022-01-01,159.0
2022-02-01,162.7
2022-03-01,164.2
2022-04-01,171.6
2022-05-01,175.4
2022-06-01,177.9
2022-07-01,185.4
2022-08-01,186.5
2022-09-01,180.8
2022-10-01,193.2
2022-11-01,195.5
2022-12-01,195.9
2023-01-01,193.9
2023-02-01,194.8
2023-03-01,197.2
2023-04-01,203.7
2023-05-01,202.7
2023-06-01,205.2
2023-07-01,208.1
2023-08-01,189.5
2023-09-01,189.2
2023-10-01,194.7
2023-11-01,195.1
2023-12-01,190.3
