Date,Total index
1986-01-01,51.7
1986-02-01,50.1
1986-03-01,49.3
1986-04-01,48.5
1986-05-01,51.4
1986-06-01,54.8
1986-07-01,54.9
1986-08-01,74.5
1986-09-01,72.1
1986-10-01,72.8
1986-11-01,71.0
1986-12-01,69.4
1987-01-01,69.3
1987-02-01,72.4
1987-03-01,72.3
1987-04-01,72.1
1987-05-01,85.2
1987-06-01,82.0
1987-07-01,77.2
1987-08-01,83.6
1987-09-01,68.5
1987-10-01,61.3
1987-11-01,60.3
1987-12-01,60.1
1988-01-01,62.2
1988-02-01,64.2
1988-03-01,64.0
1988-04-01,63.6
1988-05-01,63.0
1988-06-01,62.2
1988-07-01,61.0
1988-08-01,69.7
1988-09-01,69.0
1988-10-01,76.4
1988-11-01,73.7
1988-12-01,70.5
1989-01-01,70.6
1989-02-01,72.8
1989-03-01,82.0
1989-04-01,84.0
1989-05-01,89.7
1989-06-01,91.6
1989-07-01,85.8
1989-08-01,87.5
1989-09-01,74.1
1989-10-01,70.8
1989-11-01,72.9
1989-12-01,74.4
1990-01-01,75.9
1990-02-01,78.7
1990-03-01,85.0
1990-04-01,83.9
1990-05-01,78.3
1990-06-01,79.8
1990-07-01,79.3
1990-08-01,80.1
1990-09-01,73.6
1990-10-01,71.5
1990-11-01,71.6
1990-12-01,71.8
1991-01-01,70.4
1991-02-01,70.5
1991-03-01,69.3
1991-04-01,68.1
1991-05-01,77.5
1991-06-01,76.9
1991-07-01,73.1
1991-08-01,80.2
1991-09-01,72.8
1991-10-01,69.8
1991-11-01,70.3
1991-12-01,69.3
1992-01-01,71.3
1992-02-01,75.8
1992-03-01,75.0
1992-04-01,72.6
1992-05-01,74.2
1992-06-01,73.7
1992-07-01,67.3
1992-08-01,73.7
1992-09-01,72.7
1992-10-01,63.6
1992-11-01,61.8
1992-12-01,60.6
1993-01-01,58.9
1993-02-01,59.3
1993-03-01,62.7
1993-04-01,61.8
1993-05-01,68.5
1993-06-01,83.0
1993-07-01,73.5
1993-08-01,75.0
1993-09-01,78.3
1993-10-01,76.8
1993-11-01,89.3
1993-12-01,88.1
1994-01-01,95.4
1994-02-01,96.2
1994-03-01,98.1
1994-04-01,99.1
1994-05-01,96.3
1994-06-01,88.6
1994-07-01,75.9
1994-08-01,79.5
1994-09-01,79.7
1994-10-01,84.1
1994-11-01,85.9
1994-12-01,87.6
1995-01-01,92.6
1995-02-01,97.8
1995-03-01,99.5
1995-04-01,97.5
1995-05-01,96.0
1995-06-01,98.7
1995-07-01,93.5
1995-08-01,93.2
1995-09-01,80.2
1995-10-01,75.0
1995-11-01,81.6
1995-12-01,81.8
1996-01-01,79.3
1996-02-01,79.8
1996-03-01,77.2
1996-04-01,76.9
1996-05-01,80.4
1996-06-01,93.6
1996-07-01,90.9
1996-08-01,102.5
1996-09-01,87.1
1996-10-01,74.2
1996-11-01,61.8
1996-12-01,60.8
1997-01-01,71.1
1997-02-01,71.8
1997-03-01,70.9
1997-04-01,72.0
1997-05-01,70.7
1997-06-01,89.7
1997-07-01,82.8
1997-08-01,81.5
1997-09-01,85.2
1997-10-01,81.0
1997-11-01,78.5
1997-12-01,78.8
1998-01-01,80.8
1998-02-01,81.1
1998-03-01,83.4
1998-04-01,84.3
1998-05-01,87.1
1998-06-01,90.9
1998-07-01,80.7
1998-08-01,73.7
1998-09-01,74.9
1998-10-01,76.3
1998-11-01,82.4
1998-12-01,84.1
1999-01-01,92.0
1999-02-01,96.0
1999-03-01,97.7
1999-04-01,97.9
1999-05-01,100.1
1999-06-01,96.1
1999-07-01,99.0
1999-08-01,95.9
1999-09-01,92.4
1999-10-01,82.0
1999-11-01,83.3
1999-12-01,84.0
2000-01-01,83.1
2000-02-01,87.4
2000-03-01,89.2
2000-04-01,92.0
2000-05-01,91.5
2000-06-01,96.9
2000-07-01,103.2
2000-08-01,103.4
2000-09-01,90.9
2000-10-01,77.6
2000-11-01,73.6
2000-12-01,78.6
2001-01-01,79.0
2001-02-01,79.3
2001-03-01,76.6
2001-04-01,81.9
2001-05-01,84.8
2001-06-01,97.8
2001-07-01,97.4
2001-08-01,99.3
2001-09-01,102.9
2001-10-01,108.4
2001-11-01,112.6
2001-12-01,119.0
2002-01-01,118.0
2002-02-01,119.7
2002-03-01,122.2
2002-04-01,145.7
2002-05-01,141.8
2002-06-01,147.7
