Date,Energy 
1986-12-01,61.8
1987-01-01,62.6
1987-02-01,63.0
1987-03-01,63.4
1987-04-01,63.6
1987-05-01,63.8
1987-06-01,63.8
1987-07-01,63.8
1987-08-01,64.0
1987-09-01,64.7
1987-10-01,64.6
1987-11-01,64.6
1987-12-01,64.7
1988-01-01,64.6
1988-02-01,64.6
1988-03-01,64.1
1988-04-01,63.9
1988-05-01,63.6
1988-06-01,63.6
1988-07-01,63.6
1988-08-01,63.6
1988-09-01,63.6
1988-10-01,63.4
1988-11-01,63.3
1988-12-01,63.3
1989-01-01,63.2
1989-02-01,63.2
1989-03-01,63.3
1989-04-01,60.5
1989-05-01,61.3
1989-06-01,61.5
1989-07-01,61.8
1989-08-01,61.8
1989-09-01,62.5
1989-10-01,62.5
1989-11-01,62.6
1989-12-01,62.7
1990-01-01,64.1
1990-02-01,64.1
1990-03-01,64.4
1990-04-01,66.4
1990-05-01,65.2
1990-06-01,65.3
1990-07-01,65.2
1990-08-01,65.2
1990-09-01,66.6
1990-10-01,72.0
1990-11-01,73.6
1990-12-01,74.5
1991-01-01,80.6
1991-02-01,79.1
1991-03-01,75.1
1991-04-01,73.4
1991-05-01,72.6
1991-06-01,72.4
1991-07-01,73.7
1991-08-01,73.7
1991-09-01,73.7
1991-10-01,73.6
1991-11-01,73.6
1991-12-01,73.6
1992-01-01,73.7
1992-02-01,73.6
1992-03-01,74.0
1992-04-01,73.7
1992-05-01,74.3
1992-06-01,73.5
1992-07-01,73.4
1992-08-01,73.2
1992-09-01,72.7
1992-10-01,72.3
1992-11-01,72.4
1992-12-01,72.5
1993-01-01,72.1
1993-02-01,72.1
1993-03-01,72.1
1993-04-01,72.5
1993-05-01,72.5
1993-06-01,74.0
1993-07-01,75.5
1993-08-01,75.9
1993-09-01,75.9
1993-10-01,75.9
1993-11-01,76.3
1993-12-01,77.0
1994-01-01,76.0
1994-02-01,76.5
1994-03-01,76.5
1994-04-01,76.4
1994-05-01,75.8
1994-06-01,76.4
1994-07-01,79.2
1994-08-01,79.8
1994-09-01,81.9
1994-10-01,81.7
1994-11-01,81.9
1994-12-01,81.7
1995-01-01,78.2
1995-02-01,78.4
1995-03-01,79.6
1995-04-01,79.3
1995-05-01,79.2
1995-06-01,80.8
1995-07-01,80.8
1995-08-01,80.9
1995-09-01,80.8
1995-10-01,80.8
1995-11-01,80.9
1995-12-01,80.8
1996-01-01,80.8
1996-02-01,80.1
1996-03-01,79.4
1996-04-01,81.0
1996-05-01,83.4
1996-06-01,83.5
1996-07-01,83.6
1996-08-01,83.6
1996-09-01,83.9
1996-10-01,85.0
1996-11-01,85.0
1996-12-01,84.8
1997-01-01,83.8
1997-02-01,85.8
1997-03-01,86.8
1997-04-01,87.0
1997-05-01,87.4
1997-06-01,91.9
1997-07-01,90.3
1997-08-01,88.8
1997-09-01,89.0
1997-10-01,89.1
1997-11-01,89.3
1997-12-01,89.1
1998-01-01,86.9
1998-02-01,86.7
1998-03-01,85.9
1998-04-01,84.5
1998-05-01,89.0
1998-06-01,88.8
1998-07-01,89.0
1998-08-01,88.9
1998-09-01,87.5
1998-10-01,87.4
1998-11-01,87.4
1998-12-01,84.5
1999-01-01,83.9
1999-02-01,81.9
1999-03-01,81.7
1999-04-01,83.4
1999-05-01,84.2
1999-06-01,85.3
1999-07-01,85.7
1999-08-01,87.2
1999-09-01,87.4
1999-10-01,88.8
1999-11-01,88.9
1999-12-01,90.0
2000-01-01,91.9
2000-02-01,94.2
2000-03-01,95.5
2000-04-01,97.7
2000-05-01,98.1
2000-06-01,99.3
2000-07-01,100.5
2000-08-01,100.9
2000-09-01,103.6
2000-10-01,105.7
2000-11-01,106.6
2000-12-01,107.2
2001-01-01,106.3
2001-02-01,104.9
2001-03-01,104.1
2001-04-01,102.5
2001-05-01,104.6
2001-06-01,106.9
2001-07-01,106.3
2001-08-01,103.0
2001-09-01,106.0
2001-10-01,103.4
2001-11-01,99.7
2001-12-01,94.0
2002-01-01,93.7
2002-02-01,92.2
2002-03-01,94.2
2002-04-01,98.7
2002-05-01,100.5
2002-06-01,101.5
2002-07-01,101.6
2002-08-01,101.6
2002-09-01,103.4
2002-10-01,104.1
2002-11-01,104.4
2002-12-01,104.0
2003-01-01,105.3
2003-02-01,108.9
2003-03-01,112.3
2003-04-01,106.6
2003-05-01,100.7
2003-06-01,102.6
2003-07-01,104.3
2003-08-01,104.9
2003-09-01,106.9
2003-10-01,100.8
2003-11-01,99.7
2003-12-01,98.1
2004-01-01,100.2
2004-02-01,105.6
2004-03-01,108.6
2004-04-01,109.4
2004-05-01,114.6
2004-06-01,116.7
2004-07-01,114.5
2004-08-01,113.8
2004-09-01,115.1
2004-10-01,119.2
2004-11-01,120.7
2004-12-01,116.1
2005-01-01,113.1
2005-02-01,116.2
2005-03-01,118.5
2005-04-01,123.5
2005-05-01,122.7
2005-06-01,121.2
2005-07-01,124.3
2005-08-01,127.1
2005-09-01,137.0
2005-10-01,139.5
2005-11-01,136.5
2005-12-01,129.6
2006-01-01,127.6
2006-02-01,127.3
2006-03-01,123.1
2006-04-01,134.2
2006-05-01,134.5
2006-06-01,134.7
2006-07-01,135.2
2006-08-01,136.4
2006-09-01,134.1
2006-10-01,123.9
2006-11-01,120.0
2006-12-01,120.5
2007-01-01,127.3
2007-02-01,124.1
2007-03-01,127.8
2007-04-01,132.9
2007-05-01,133.1
2007-06-01,136.9
2007-07-01,143.2
2007-08-01,143.2
2007-09-01,143.7
2007-10-01,142.9
2007-11-01,144.0
