Date,Energy 
2007-12-01,147.8
2008-01-01,147.1
2008-02-01,145.1
2008-03-01,149.1
2008-04-01,154.8
2008-05-01,164.6
2008-06-01,168.4
2008-07-01,169.4
2008-08-01,167.4
2008-09-01,167.4
2008-10-01,163.0
2008-11-01,149.6
2008-12-01,134.0
2009-01-01,128.6
2009-02-01,131.9
2009-03-01,125.6
2009-04-01,124.5
2009-05-01,124.5
2009-06-01,128.0
2009-07-01,127.4
2009-08-01,126.1
2009-09-01,127.9
2009-10-01,128.7
2009-11-01,131.2
2009-12-01,129.3
2010-01-01,135.7
2010-02-01,135.4
2010-03-01,135.5
2010-04-01,135.7
2010-05-01,136.0
2010-06-01,136.0
2010-07-01,138.7
2010-08-01,138.6
2010-09-01,137.9
2010-10-01,139.7
2010-11-01,140.2
2010-12-01,142.1
2011-01-01,146.3
2011-02-01,147.2
2011-03-01,153.0
2011-04-01,157.4
2011-05-01,160.5
2011-06-01,160.8
2011-07-01,159.5
2011-08-01,157.6
2011-09-01,156.0
2011-10-01,157.2
2011-11-01,157.1
2011-12-01,157.7
2012-01-01,157.4
2012-02-01,156.6
2012-03-01,160.5
2012-04-01,162.8
2012-05-01,162.9
2012-06-01,162.8
2012-07-01,163.0
2012-08-01,163.1
2012-09-01,163.2
2012-10-01,165.4
2012-11-01,164.2
2012-12-01,161.2
2013-01-01,161.4
2013-02-01,161.6
2013-03-01,161.5
2013-04-01,160.3
2013-05-01,162.7
2013-06-01,171.9
2013-07-01,171.7
2013-08-01,171.6
2013-09-01,172.1
2013-10-01,171.7
2013-11-01,168.4
2013-12-01,166.6
2014-01-01,167.4
2014-02-01,168.9
2014-03-01,170.7
2014-04-01,171.2
2014-05-01,174.5
2014-06-01,173.5
2014-07-01,172.7
2014-08-01,169.9
2014-09-01,167.7
2014-10-01,166.5
2014-11-01,162.7
2014-12-01,155.5
2015-01-01,140.4
2015-02-01,138.4
2015-03-01,142.2
2015-04-01,143.4
2015-05-01,145.5
2015-06-01,148.6
2015-07-01,149.1
2015-08-01,151.5
2015-09-01,147.7
2015-10-01,146.1
2015-11-01,143.2
2015-12-01,134.3
2016-01-01,131.5
2016-02-01,122.3
2016-03-01,125.0
2016-04-01,129.6
2016-05-01,134.5
2016-06-01,142.1
2016-07-01,140.2
2016-08-01,139.0
2016-09-01,141.3
2016-10-01,143.5
2016-11-01,142.4
2016-12-01,140.8
2017-01-01,145.5
2017-02-01,145.1
2017-03-01,145.5
2017-04-01,146.1
2017-05-01,143.2
2017-06-01,141.0
2017-07-01,137.5
2017-08-01,137.6
2017-09-01,144.8
2017-10-01,143.1
2017-11-01,154.6
2017-12-01,154.3
2018-01-01,153.8
2018-02-01,155.0
2018-03-01,153.8
2018-04-01,159.6
2018-05-01,167.1
2018-06-01,167.8
2018-07-01,166.6
2018-08-01,167.1
2018-09-01,167.0
2018-10-01,169.9
2018-11-01,169.3
2018-12-01,157.7
2019-01-01,154.1
2019-02-01,154.2
2019-03-01,157.9
2019-04-01,165.8
2019-05-01,166.4
2019-06-01,166.2
2019-07-01,170.2
2019-08-01,169.7
2019-09-01,169.5
2019-10-01,170.8
2019-11-01,171.5
2019-12-01,173.7
2020-01-01,183.0
2020-02-01,181.6
2020-03-01,171.0
2020-04-01,154.8
2020-05-01,149.4
2020-06-01,157.1
2020-07-01,161.8
2020-08-01,161.8
2020-09-01,161.3
2020-10-01,162.0
2020-11-01,163.5
2020-12-01,164.8
2021-01-01,169.0
2021-02-01,171.6
2021-03-01,177.7
2021-04-01,182.6
2021-05-01,182.6
2021-06-01,185.1
2021-07-01,187.5
2021-08-01,188.7
2021-09-01,191.3
2021-10-01,194.0
2021-11-01,193.7
2021-12-01,195.7
2022-01-01,197.3
2022-02-01,204.2
2022-03-01,223.5
2022-04-01,225.9
2022-05-01,240.7
2022-06-01,246.1
2022-07-01,240.9
2022-08-01,227.4
2022-09-01,227.5
2022-10-01,237.4
2022-11-01,237.0
2022-12-01,227.7
2023-01-01,223.3
2023-02-01,220.3
2023-03-01,218.4
2023-04-01,228.4
2023-05-01,226.8
2023-06-01,225.8
2023-07-01,223.7
2023-08-01,230.9
2023-09-01,232.4
2023-10-01,231.0
2023-11-01,227.9
2023-12-01,225.9
2024-01-01,219.2
2024-02-01,220.3
2024-03-01,221.0
2024-04-01,225.9
