timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2024-08-01,128.6747055053711,118.42548011779785,124.64896736145019,125.86552200317382,127.45722389221191,129.9457778930664,131.10450592041016,132.76958770751952,136.70333984375
2024-09-01,116.84961700439453,98.0749323272705,110.85574378967286,113.65327911376953,115.64032554626465,117.71130561828613,118.89069061279297,119.77730941772461,124.87756454467771
2024-10-01,121.57120132446289,112.47390106201172,117.8829387664795,118.80738754272461,120.62820053100586,123.1185531616211,125.06390762329102,125.68804321289062,129.88818267822265
2024-11-01,130.02864837646484,120.94070495605469,125.40678405761719,127.48036880493164,128.5941390991211,131.74738693237305,133.8006851196289,135.39823303222656,141.2783624267578
2024-12-01,133.3437957763672,117.8776259613037,127.53775405883789,130.12342529296876,131.73933029174805,135.14604568481445,137.68523406982422,139.1390068054199,149.14135467529297
2025-01-01,141.73308563232422,129.13194869995118,135.78549728393554,138.20335083007814,140.0363540649414,143.46489334106445,146.18165893554686,147.1840621948242,154.70099502563477
2025-02-01,147.84351348876953,136.85261474609376,141.78693923950195,143.7533157348633,145.83147048950195,149.97433471679688,152.89752807617188,154.40374450683595,158.09578552246094
2025-03-01,155.0787353515625,141.14594116210938,148.20720672607422,150.6332275390625,152.78725814819336,157.25763702392578,160.3332275390625,162.1819190979004,166.9073597717285
2025-04-01,154.8096466064453,145.83615905761718,148.32240295410156,150.86571350097657,152.49889755249023,156.59976959228516,159.80959930419922,161.63272094726562,167.36522994995113
2025-05-01,153.85562896728516,140.51937438964845,147.47350463867187,149.37535705566407,151.83800888061523,156.09482955932617,158.4400436401367,160.26726913452148,168.48598510742187
2025-06-01,149.22500610351562,138.8830860900879,143.28594055175782,145.01062622070313,146.94377517700195,151.2850570678711,153.8884078979492,155.91988143920898,162.7685871887207
2025-07-01,136.4672622680664,126.41218437194824,130.258699798584,132.5866470336914,134.57697677612305,138.2969856262207,140.80980224609374,143.3426139831543,147.13785034179688
2025-08-01,138.9804229736328,129.8156900024414,132.89401473999024,134.5315948486328,137.06826400756836,140.7243995666504,143.07621154785156,145.2722396850586,149.6479248046875
2025-09-01,147.3310317993164,136.330411529541,140.53348770141602,143.09776153564454,145.07229614257812,149.95432662963867,152.65829010009764,155.86596298217773,160.26891036987303
2025-10-01,152.0016098022461,142.33582061767578,146.13659210205077,146.91007385253906,149.32011032104492,153.92137908935547,156.16427001953124,157.85281524658203,161.1761589050293
2025-11-01,155.18988800048828,145.8505549621582,148.87172622680663,150.57833709716797,152.89498901367188,157.5991439819336,159.90640716552736,161.3943878173828,164.08521881103516
2025-12-01,157.30015563964844,144.39152130126953,150.40478286743163,152.17228088378906,154.5271224975586,160.2224464416504,162.69164123535157,164.91769943237304,168.27638824462892
2026-01-01,159.03192901611328,141.03508529663085,151.64591751098632,153.88725891113282,156.45611572265625,161.6633071899414,164.32303619384766,165.7229965209961,171.56438400268556
