category,model,forecast_YoY_%,actual_YoY_%,residual_%
Food,ag_global_all_ChronosModel,2.0501535008173017,2.509550396708799,-0.45939689589149735
Food,ag_global_all_DLinearModel,0.16489979429916427,2.509550396708799,-2.3446506024096347
Food,ag_global_all_DeepARModel,1.651296018678382,2.509550396708799,-0.858254378030417
Food,ag_global_all_DeepARModel_exp1_human_,-14.35982353575889,2.509550396708799,-16.86937393246769
Food,ag_global_all_DeepARModel_exp1_human_ purchased from restaurants,-14.35982353575889,2.509550396708799,-16.86937393246769
Food,ag_global_all_DeepARModel_exp1_llm_,-10.308531638702288,2.509550396708799,-12.818082035411088
Food,ag_global_all_DeepARModel_exp1_llm_ purchased from restaurants,-10.308531638702288,2.509550396708799,-12.818082035411088
Food,ag_global_all_DeepARModel_exp5_climate_,-13.96253542657673,2.509550396708799,-16.47208582328553
Food,ag_global_all_DeepARModel_exp5_climate_ purchased from restaurants,-13.96253542657673,2.509550396708799,-16.47208582328553
Food,ag_global_all_DeepARModel_exp5_geopolitical_,-14.337528126750515,2.509550396708799,-16.847078523459313
Food,ag_global_all_DeepARModel_exp5_geopolitical_ purchased from restaurants,-14.337528126750515,2.509550396708799,-16.847078523459313
Food,ag_global_all_DeepARModel_exp5_manufacturing_,-22.11113458095912,2.509550396708799,-24.62068497766792
Food,ag_global_all_DeepARModel_exp5_manufacturing_ purchased from restaurants,-22.11113458095912,2.509550396708799,-24.62068497766792
Food,ag_global_all_PatchTSTModel,4.443250661181311,2.509550396708799,1.9337002644725123
Food,ag_global_all_SimpleFeedForwardModel,4.738987951807239,2.509550396708799,2.22943755509844
Food,ag_global_all_SimpleFeedForwardModel_exp1_human_,3.313134880987375,2.509550396708799,0.8035844842785758
Food,ag_global_all_SimpleFeedForwardModel_exp1_llm_,5.114853952394957,2.509550396708799,2.6053035556861577
Food,ag_global_all_SimpleFeedForwardModel_exp5_climate_,4.270411401704384,2.509550396708799,1.7608610049955846
