STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BSH,M,82,SNO ADJ,19860201 0000,19860201 0000,23.30,,INCHES
BSH,M,82,SNO ADJ,19860301 0000,19860301 0000,52.30,,INCHES
BSH,M,82,SNO ADJ,19860401 0000,19860401 0000,62.20,,INCHES
BSH,M,82,SNO ADJ,19860501 0000,19860501 0000,62.00,,INCHES
BSH,M,82,SNO ADJ,19870201 0000,19870201 0000,7.00,,INCHES
BSH,M,82,SNO ADJ,19870301 0000,19870301 0000,13.50,,INCHES
BSH,M,82,SNO ADJ,19870401 0000,19870401 0000,18.50,,INCHES
BSH,M,82,SNO ADJ,19870501 0000,19870501 0000,15.10,,INCHES
BSH,M,82,SNO ADJ,19880201 0000,19880201 0000,16.90,,INCHES
BSH,M,82,SNO ADJ,19880301 0000,19880301 0000,20.40,,INCHES
BSH,M,82,SNO ADJ,19880401 0000,19880401 0000,19.30,,INCHES
BSH,M,82,SNO ADJ,19880501 0000,19880501 0000,17.60,,INCHES
BSH,M,82,SNO ADJ,19890201 0000,19890201 0000,11.90,,INCHES
BSH,M,82,SNO ADJ,19890301 0000,19890301 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19890401 0000,19890401 0000,22.70,,INCHES
BSH,M,82,SNO ADJ,19890501 0000,19890501 0000,17.60,,INCHES
BSH,M,82,SNO ADJ,19900101 0000,19900101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19900201 0000,19900201 0000,8.60,e,INCHES
BSH,M,82,SNO ADJ,19900301 0000,19900301 0000,15.20,e,INCHES
BSH,M,82,SNO ADJ,19900401 0000,19900401 0000,17.00,e,INCHES
BSH,M,82,SNO ADJ,19900501 0000,19900501 0000,18.00,e,INCHES
BSH,M,82,SNO ADJ,19900601 0000,19900601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19900701 0000,19900701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19910101 0000,19910101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19910201 0000,19910201 0000,4.00,e,INCHES
BSH,M,82,SNO ADJ,19910301 0000,19910301 0000,---,,INCHES
BSH,M,82,SNO ADJ,19910401 0000,19910401 0000,25.40,e,INCHES
BSH,M,82,SNO ADJ,19910501 0000,19910501 0000,26.60,e,INCHES
BSH,M,82,SNO ADJ,19910601 0000,19910601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19910701 0000,19910701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19920101 0000,19920101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19920201 0000,19920201 0000,6.90,e,INCHES
BSH,M,82,SNO ADJ,19920301 0000,19920301 0000,13.00,e,INCHES
BSH,M,82,SNO ADJ,19920401 0000,19920401 0000,19.70,e,INCHES
BSH,M,82,SNO ADJ,19920501 0000,19920501 0000,15.80,e,INCHES
BSH,M,82,SNO ADJ,19920601 0000,19920601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19920701 0000,19920701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19930101 0000,19930101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19930201 0000,19930201 0000,33.20,e,INCHES
BSH,M,82,SNO ADJ,19930301 0000,19930301 0000,47.30,e,INCHES
BSH,M,82,SNO ADJ,19930401 0000,19930401 0000,49.60,e,INCHES
BSH,M,82,SNO ADJ,19930501 0000,19930501 0000,61.40,e,INCHES
BSH,M,82,SNO ADJ,19930601 0000,19930601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19930701 0000,19930701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19940101 0000,19940101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19940201 0000,19940201 0000,9.20,e,INCHES
BSH,M,82,SNO ADJ,19940301 0000,19940301 0000,18.90,e,INCHES
BSH,M,82,SNO ADJ,19940401 0000,19940401 0000,22.60,e,INCHES
BSH,M,82,SNO ADJ,19940501 0000,19940501 0000,23.40,e,INCHES
BSH,M,82,SNO ADJ,19940601 0000,19940601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19940701 0000,19940701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19950101 0000,19950101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19950201 0000,19950201 0000,31.10,e,INCHES
BSH,M,82,SNO ADJ,19950301 0000,19950301 0000,34.60,e,INCHES
BSH,M,82,SNO ADJ,19950401 0000,19950401 0000,69.00,e,INCHES
BSH,M,82,SNO ADJ,19950501 0000,19950501 0000,58.30,e,INCHES
BSH,M,82,SNO ADJ,19950601 0000,19950601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19950701 0000,19950701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19960101 0000,19960101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19960201 0000,19960201 0000,17.20,e,INCHES
BSH,M,82,SNO ADJ,19960301 0000,19960301 0000,31.00,e,INCHES
BSH,M,82,SNO ADJ,19960401 0000,19960401 0000,40.50,e,INCHES
BSH,M,82,SNO ADJ,19960501 0000,19960501 0000,41.50,e,INCHES
BSH,M,82,SNO ADJ,19960601 0000,19960601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19960701 0000,19960701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19970101 0000,19970101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19970201 0000,19970201 0000,45.70,e,INCHES
BSH,M,82,SNO ADJ,19970301 0000,19970301 0000,48.30,e,INCHES
BSH,M,82,SNO ADJ,19970401 0000,19970401 0000,43.50,e,INCHES
BSH,M,82,SNO ADJ,19970501 0000,19970501 0000,40.70,e,INCHES
BSH,M,82,SNO ADJ,19970601 0000,19970601 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19970701 0000,19970701 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19980101 0000,19980101 0000,---, ,INCHES
BSH,M,82,SNO ADJ,19980201 0000,19980201 0000,22.70,e,INCHES
BSH,M,82,SNO ADJ,19980301 0000,19980301 0000,44.80,e,INCHES
BSH,M,82,SNO ADJ,19980401 0000,19980401 0000,50.60,e,INCHES
BSH,M,82,SNO ADJ,19980501 0000,19980501 0000,55.00,e,INCHES
