3,Livestock production index (2014-2016 = 100)
1961.0,54.26
1962.0,54.42
1963.0,55.74
1964.0,58.86
1965.0,61.09
1966.0,61.26
1967.0,62.24
1968.0,63.41
1969.0,62.92
1970.0,64.95
1971.0,65.77
1972.0,65.7
1973.0,64.97
1974.0,66.02
1975.0,67.92
1976.0,70.3
1977.0,70.14
1978.0,69.11
1979.0,67.16
1980.0,70.51
1981.0,71.92
1982.0,72.8
1983.0,72.49
1984.0,72.62
1985.0,74.04
1986.0,74.42
1987.0,73.66
1988.0,75.09
1989.0,75.18
1990.0,73.53
1991.0,71.86
1992.0,73.52
1993.0,72.44
1994.0,75.82
1995.0,77.92
1996.0,80.22
1997.0,83.26
1998.0,88.72
1999.0,93.92
2000.0,95.71
2001.0,97.71
2002.0,99.86
2003.0,97.11
2004.0,106.11
2005.0,105.62
2006.0,102.48
2007.0,101.12
2008.0,102.85
2009.0,101.04
2010.0,100.3
2011.0,92.6
2012.0,90.5
2013.0,89.82
2014.0,97.39
2015.0,99.0
2016.0,103.6
2017.0,108.97
2018.0,112.68
2019.0,115.01
2020.0,116.06
2021.0,118.15
2022.0,119.08
