category,top_experiment,mean_score,path,scores
food_cpi: Meat,ag_local_PatchTSTModel,0.02534515619511532,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02753331332640372, 0.04293210653351928, 0.01447773537677366, 0.016437469543764634]"
food_cpi: Meat,ag_global_all_ChronosModel,0.027695175649336243,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.012703680164263396, 0.0327433778399722, 0.03350858304088604, 0.03182506155222334]"
food_cpi: Meat,ag_local_AutoARIMAModel,0.029694820138081248,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.017687201591241826, 0.032269028215397885, 0.049346148624640554, 0.019476902121044738]"
food_cpi: Meat,ag_local_AutoETSModel,0.031283721543208215,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.009480868957196346, 0.031814290261905485, 0.04263342697317321, 0.04120629998055783]"
food_cpi: Meat,ag_local_ChronosModel,0.03144478162827251,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013654055082659412, 0.03615352902328766, 0.04503532432736558, 0.030936218079777374]"
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel,0.033507970272451136,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.027226011913270984, 0.03700567026860467, 0.025283419841470915, 0.04451677906645799]"
food_cpi: Vegetables and vegetable preparations,ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.0346995808477502,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.03652536246583645, 0.03959942746316373, 0.036213527555584824, 0.02646000590641579]"
food_cpi: Vegetables and vegetable preparations,ag_global_all_PatchTSTModel,0.043743733405946936,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.036312252488721185, 0.029596948541677357, 0.07458883133098174, 0.03447690126240747]"
food_cpi: Vegetables and vegetable preparations,ag_local_DeepARModel,0.04384616866009307,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.030218199010917175, 0.02872857614087557, 0.048310761022682815, 0.06812713846589673]"
food_cpi: Vegetables and vegetable preparations,ag_local_SimpleFeedForwardModel,0.04663024269826966,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.031142444090982133, 0.03391011498611477, 0.04185294797549083, 0.0796154637404909]"
food_cpi: Bakery and cereal products (excluding baby food),ag_local_AutoARIMAModel,0.03637683167528341,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.010589278783422333, 0.011394185707413792, 0.08471185834680861, 0.0388120038634889]"
food_cpi: Bakery and cereal products (excluding baby food),ag_local_ChronosModel,0.040728732217277616,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.006575327253885224, 0.012884407632950979, 0.08712169369003325, 0.05633350029224101]"
food_cpi: Bakery and cereal products (excluding baby food),ag_local_DeepARModel,0.04092700396223324,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01083870090824001, 0.015306215792048435, 0.07934682164654504, 0.058216277502099484]"
food_cpi: Bakery and cereal products (excluding baby food),ag_global_all_ChronosModel,0.04170296565953099,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.0111927542351045, 0.013191568475740125, 0.08886348485395511, 0.05356405507332421]"
food_cpi: Bakery and cereal products (excluding baby food),ag_local_AutoETSModel,0.04219739825554256,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.008929066042039024, 0.01143400348452529, 0.0848103649521851, 0.06361615854342084]"
