index,FPCPITOTLZGUSA
1975-01-01,0.6831258624595208
1975-02-01,0.6627591133202977
1975-03-01,0.6423923641810746
1975-04-01,0.6220256150418515
1975-05-01,0.6016588659026285
1975-06-01,0.5812921167634053
1975-07-01,0.5609253676241822
1975-08-01,0.5405586184849592
1975-09-01,0.5201918693457361
1975-10-01,0.499825120206513
1975-11-01,0.4794583710672899
1975-12-01,0.4590916219280668
1976-01-01,0.4387248727888437
1976-02-01,0.4432609213574928
1976-03-01,0.4477969699261419
1976-04-01,0.4523330184947909
1976-05-01,0.45686906706344
1976-06-01,0.4614051156320891
1976-07-01,0.4659411642007381
1976-08-01,0.4704772127693872
1976-09-01,0.4750132613380363
1976-10-01,0.4795493099066852
1976-11-01,0.4840853584753343
1976-12-01,0.4886214070439834
1977-01-01,0.4931574556126324
1977-02-01,0.4999254065362616
1977-03-01,0.5066933574598907
1977-04-01,0.5134613083835199
1977-05-01,0.520229259307149
1977-06-01,0.5269972102307781
1977-07-01,0.5337651611544073
1977-08-01,0.5405331120780363
1977-09-01,0.5473010630016655
1977-10-01,0.5540690139252946
1977-11-01,0.5608369648489236
1977-12-01,0.5676049157725529
1978-01-01,0.574372866696182
1978-02-01,0.5960891132467583
1978-03-01,0.6178053597973345
1978-04-01,0.6395216063479109
1978-05-01,0.6612378528984871
1978-06-01,0.6829540994490633
1978-07-01,0.7046703459996397
1978-08-01,0.7263865925502161
1978-09-01,0.7481028391007923
1978-10-01,0.7698190856513686
1978-11-01,0.7915353322019448
1978-12-01,0.8132515787525212
1979-01-01,0.8349678253030975
1979-02-01,0.8487205065278393
1979-03-01,0.8624731877525812
1979-04-01,0.8762258689773231
1979-05-01,0.889978550202065
1979-06-01,0.9037312314268068
1979-07-01,0.9174839126515488
1979-08-01,0.9312365938762904
1979-09-01,0.9449892751010324
1979-10-01,0.9587419563257744
1979-11-01,0.9724946375505162
1979-12-01,0.9862473187752582
1980-01-01,1.0000000000000002
1980-02-01,0.9807350783137668
1980-03-01,0.9614701566275328
1980-04-01,0.9422052349412996
1980-05-01,0.922940313255066
1980-06-01,0.9036753915688326
1980-07-01,0.8844104698825991
1980-08-01,0.8651455481963657
1980-09-01,0.845880626510132
1980-10-01,0.8266157048238987
1980-11-01,0.8073507831376651
1980-12-01,0.7880858614514317
1981-01-01,0.7688209397651982
1981-02-01,0.7436299746079537
1981-03-01,0.7184390094507089
1981-04-01,0.6932480442934645
1981-05-01,0.66805707913622
1981-06-01,0.6428661139789754
1981-07-01,0.6176751488217309
1981-08-01,0.5924841836644864
1981-09-01,0.5672932185072418
1981-10-01,0.5421022533499974
1981-11-01,0.5169112881927528
1981-12-01,0.4917203230355082
1982-01-01,0.4665293578782638
1982-02-01,0.4490353831735018
1982-03-01,0.4315414084687399
1982-04-01,0.414047433763978
1982-05-01,0.3965534590592161
1982-06-01,0.3790594843544542
1982-07-01,0.3615655096496923
1982-08-01,0.3440715349449303
1982-09-01,0.3265775602401685
1982-10-01,0.3090835855354066
1982-11-01,0.2915896108306446
1982-12-01,0.2740956361258828
1983-01-01,0.2566016614211209
1983-02-01,0.2631228165422115
1983-03-01,0.269643971663302
1983-04-01,0.2761651267843926
1983-05-01,0.2826862819054832
1983-06-01,0.2892074370265738
1983-07-01,0.2957285921476644
1983-08-01,0.302249747268755
1983-09-01,0.3087709023898455
1983-10-01,0.3152920575109362
1983-11-01,0.3218132126320268
1983-12-01,0.3283343677531173
1984-01-01,0.3348555228742079
1984-02-01,0.3303313409773268
1984-03-01,0.3258071590804458
1984-04-01,0.3212829771835647
1984-05-01,0.3167587952866837
1984-06-01,0.3122346133898026
1984-07-01,0.3077104314929215
1984-08-01,0.3031862495960405
1984-09-01,0.2986620676991595
1984-10-01,0.2941378858022784
1984-11-01,0.2896137039053973
1984-12-01,0.2850895220085163
1985-01-01,0.2805653401116352
1985-02-01,0.2706910367319793
1985-03-01,0.2608167333523233
1985-04-01,0.2509424299726673
1985-05-01,0.2410681265930114
1985-06-01,0.2311938232133554
1985-07-01,0.2213195198336995
1985-08-01,0.2114452164540435
1985-09-01,0.2015709130743876
1985-10-01,0.1916966096947316
1985-11-01,0.1818223063150757
1985-12-01,0.1719480029354197
1986-01-01,0.1620736995557637
1986-02-01,0.1726607035178732
1986-03-01,0.1832477074799827
1986-04-01,0.1938347114420922
1986-05-01,0.2044217154042016
1986-06-01,0.2150087193663111
1986-07-01,0.2255957233284206
1986-08-01,0.23618272729053
1986-09-01,0.2467697312526395
1986-10-01,0.257356735214749
1986-11-01,0.2679437391768584
1986-12-01,0.2785307431389679
1987-01-01,0.2891177471010774
1987-02-01,0.2915939868837478
1987-03-01,0.2940702266664183
1987-04-01,0.2965464664490888
1987-05-01,0.2990227062317592
1987-06-01,0.3014989460144296
1987-07-01,0.3039751857971001
1987-08-01,0.3064514255797705
1987-09-01,0.308927665362441
1987-10-01,0.3114039051451114
1987-11-01,0.3138801449277819
1987-12-01,0.3163563847104523
1988-01-01,0.3188326244931228
1988-02-01,0.3233230685143728
1988-03-01,0.3278135125356229
1988-04-01,0.3323039565568729
1988-05-01,0.336794400578123
1988-06-01,0.341284844599373
1988-07-01,0.3457752886206231
1988-08-01,0.3502657326418731
1988-09-01,0.3547561766631232
1988-10-01,0.3592466206843733
1988-11-01,0.3637370647056233
1988-12-01,0.3682275087268733
1989-01-01,0.3727179527481234
1989-02-01,0.376139765932065
1989-03-01,0.3795615791160066
1989-04-01,0.3829833922999482
1989-05-01,0.3864052054838898
1989-06-01,0.3898270186678313
1989-07-01,0.3932488318517729
1989-08-01,0.3966706450357145
1989-09-01,0.400092458219656
1989-10-01,0.4035142714035976
1989-11-01,0.4069360845875392
1989-12-01,0.4103578977714808
1990-01-01,0.4137797109554224
1990-02-01,0.4068097149556089
1990-03-01,0.3998397189557955
1990-04-01,0.392869722955982
1990-05-01,0.3858997269561686
1990-06-01,0.3789297309563551
1990-07-01,0.3719597349565416
1990-08-01,0.3649897389567282
1990-09-01,0.3580197429569147
1990-10-01,0.3510497469571013
1990-11-01,0.3440797509572878
1990-12-01,0.3371097549574743
1991-01-01,0.3301397589576609
1991-02-01,0.3229111473919773
1991-03-01,0.3156825358262939
1991-04-01,0.3084539242606104
1991-05-01,0.3012253126949269
1991-06-01,0.2939967011292434
1991-07-01,0.2867680895635599
1991-08-01,0.2795394779978764
1991-09-01,0.272310866432193
1991-10-01,0.2650822548665095
1991-11-01,0.257853643300826
1991-12-01,0.2506250317351425
1992-01-01,0.243396420169459
1992-02-01,0.2429339719545858
1992-03-01,0.2424715237397125
1992-04-01,0.2420090755248393
1992-05-01,0.2415466273099661
1992-06-01,0.2410841790950928
1992-07-01,0.2406217308802196
1992-08-01,0.2401592826653464
1992-09-01,0.2396968344504731
1992-10-01,0.2392343862355999
1992-11-01,0.2387719380207266
1992-12-01,0.2383094898058534
1993-01-01,0.2378470415909801
1993-02-01,0.2357841049586048
1993-03-01,0.2337211683262296
1993-04-01,0.2316582316938543
1993-05-01,0.229595295061479
1993-06-01,0.2275323584291037
1993-07-01,0.2254694217967284
1993-08-01,0.2234064851643531
1993-09-01,0.2213435485319779
1993-10-01,0.2192806118996026
1993-11-01,0.2172176752672273
1993-12-01,0.215154738634852
1994-01-01,0.2130918020024767
1994-02-01,0.2142783157364892
1994-03-01,0.2154648294705017
1994-04-01,0.2166513432045142
1994-05-01,0.2178378569385267
1994-06-01,0.2190243706725392
1994-07-01,0.2202108844065517
1994-08-01,0.2213973981405642
1994-09-01,0.2225839118745767
1994-10-01,0.2237704256085892
1994-11-01,0.2249569393426017
1994-12-01,0.2261434530766142
1995-01-01,0.2273299668106267
1995-02-01,0.2280838130799316
1995-03-01,0.2288376593492366
1995-04-01,0.2295915056185416
1995-05-01,0.2303453518878465
1995-06-01,0.2310991981571515
1995-07-01,0.2318530444264564
1995-08-01,0.2326068906957614
1995-09-01,0.2333607369650663
1995-10-01,0.2341145832343713
1995-11-01,0.2348684295036762
1995-12-01,0.2356222757729812
1996-01-01,0.2363761220422862
1996-02-01,0.2328190981338192
1996-03-01,0.2292620742253522
1996-04-01,0.2257050503168851
1996-05-01,0.2221480264084181
1996-06-01,0.2185910024999511
1996-07-01,0.2150339785914841
1996-08-01,0.211476954683017
1996-09-01,0.20791993077455
1996-10-01,0.204362906866083
1996-11-01,0.200805882957616
1996-12-01,0.1972488590491489
1997-01-01,0.1936918351406819
1997-02-01,0.188984745011771
1997-03-01,0.1842776548828602
1997-04-01,0.1795705647539493
1997-05-01,0.1748634746250384
1997-06-01,0.1701563844961275
1997-07-01,0.1654492943672166
1997-08-01,0.1607422042383057
1997-09-01,0.1560351141093948
1997-10-01,0.1513280239804839
1997-11-01,0.146620933851573
1997-12-01,0.1419138437226621
1998-01-01,0.1372067535937513
1998-02-01,0.1410168914881938
1998-03-01,0.1448270293826364
1998-04-01,0.1486371672770789
1998-05-01,0.1524473051715214
1998-06-01,0.1562574430659639
1998-07-01,0.1600675809604065
1998-08-01,0.163877718854849
1998-09-01,0.1676878567492916
1998-10-01,0.1714979946437342
1998-11-01,0.1753081325381767
1998-12-01,0.1791182704326192
1999-01-01,0.1829284083270617
1999-02-01,0.1900532531032397
1999-03-01,0.1971780978794175
1999-04-01,0.2043029426555954
1999-05-01,0.2114277874317733
1999-06-01,0.2185526322079512
1999-07-01,0.2256774769841291
1999-08-01,0.232802321760307
1999-09-01,0.2399271665364849
1999-10-01,0.2470520113126628
1999-11-01,0.2541768560888406
1999-12-01,0.2613017008650186
2000-01-01,0.2684265456411965
2000-02-01,0.2651261973078225
2000-03-01,0.2618258489744486
2000-04-01,0.2585255006410746
2000-05-01,0.2552251523077007
2000-06-01,0.2519248039743268
2000-07-01,0.2486244556409529
2000-08-01,0.245324107307579
2000-09-01,0.242023758974205
2000-10-01,0.2387234106408311
2000-11-01,0.2354230623074572
2000-12-01,0.2321227139740833
2001-01-01,0.2288223656407093
2001-02-01,0.2213900154886151
2001-03-01,0.2139576653365208
2001-04-01,0.2065253151844266
2001-05-01,0.1990929650323324
2001-06-01,0.1916606148802381
2001-07-01,0.1842282647281439
2001-08-01,0.1767959145760496
2001-09-01,0.1693635644239554
2001-10-01,0.1619312142718612
2001-11-01,0.154498864119767
2001-12-01,0.1470665139676727
2002-01-01,0.1396341638155785
2002-02-01,0.1437338625563111
2002-03-01,0.1478335612970437
2002-04-01,0.1519332600377763
2002-05-01,0.1560329587785089
2002-06-01,0.1601326575192416
2002-07-01,0.1642323562599742
2002-08-01,0.1683320550007068
2002-09-01,0.1724317537414395
2002-10-01,0.176531452482172
2002-11-01,0.1806311512229047
2002-12-01,0.1847308499636373
2003-01-01,0.1888305487043699
2003-02-01,0.1912706127811019
2003-03-01,0.193710676857834
2003-04-01,0.196150740934566
2003-05-01,0.198590805011298
2003-06-01,0.20103086908803
2003-07-01,0.2034709331647621
2003-08-01,0.2059109972414941
2003-09-01,0.2083510613182262
2003-10-01,0.2107911253949582
2003-11-01,0.2132311894716902
2003-12-01,0.2156712535484222
2004-01-01,0.2181113176251543
2004-02-01,0.2223994819980716
2004-03-01,0.2266876463709889
2004-04-01,0.2309758107439062
2004-05-01,0.2352639751168235
2004-06-01,0.2395521394897408
2004-07-01,0.2438403038626581
2004-08-01,0.2481284682355755
2004-09-01,0.2524166326084928
2004-10-01,0.2567047969814101
2004-11-01,0.2609929613543273
2004-12-01,0.2652811257272447
2005-01-01,0.269569290100162
2005-02-01,0.2685696151380021
2005-03-01,0.2675699401758422
2005-04-01,0.2665702652136822
2005-05-01,0.2655705902515223
2005-06-01,0.2645709152893624
2005-07-01,0.2635712403272024
2005-08-01,0.2625715653650425
2005-09-01,0.2615718904028826
2005-10-01,0.2605722154407227
2005-11-01,0.2595725404785627
2005-12-01,0.2585728655164028
2006-01-01,0.2575731905542429
2006-02-01,0.2553361152960612
2006-03-01,0.2530990400378796
2006-04-01,0.250861964779698
2006-05-01,0.2486248895215164
2006-06-01,0.2463878142633348
2006-07-01,0.2441507390051532
2006-08-01,0.2419136637469715
2006-09-01,0.2396765884887899
2006-10-01,0.2374395132306083
2006-11-01,0.2352024379724267
2006-12-01,0.2329653627142451
2007-01-01,0.2307282874560635
2007-02-01,0.2366401038026437
2007-03-01,0.2425519201492239
2007-04-01,0.248463736495804
2007-05-01,0.2543755528423841
2007-06-01,0.2602873691889644
2007-07-01,0.2661991855355445
2007-08-01,0.2721110018821247
2007-09-01,0.2780228182287049
2007-10-01,0.2839346345752851
2007-11-01,0.2898464509218653
2007-12-01,0.2957582672684454
2008-01-01,0.3016700836150256
2008-02-01,0.2765309099804401
2008-03-01,0.2513917363458547
2008-04-01,0.2262525627112692
2008-05-01,0.2011133890766837
2008-06-01,0.1759742154420983
2008-07-01,0.1508350418075128
2008-08-01,0.1256958681729273
2008-09-01,0.1005566945383418
2008-10-01,0.0754175209037563
2008-11-01,0.0502783472691709
2008-12-01,0.0251391736345854
2009-01-01,0.0
2009-02-01,0.0119598815822337
2009-03-01,0.0239197631644674
2009-04-01,0.0358796447467011
2009-05-01,0.0478395263289349
2009-06-01,0.0597994079111686
2009-07-01,0.0717592894934023
2009-08-01,0.0837191710756361
2009-09-01,0.0956790526578698
2009-10-01,0.1076389342401035
2009-11-01,0.1195988158223373
2009-12-01,0.131558697404571
2010-01-01,0.1435185789868047
2010-02-01,0.1526089876566584
2010-03-01,0.161699396326512
2010-04-01,0.1707898049963657
2010-05-01,0.1798802136662194
2010-06-01,0.188970622336073
2010-07-01,0.1980610310059267
2010-08-01,0.2071514396757803
2010-09-01,0.2162418483456339
2010-10-01,0.2253322570154876
2010-11-01,0.2344226656853413
2010-12-01,0.2435130743551949
2011-01-01,0.2526034830250486
2011-02-01,0.2460858994537017
2011-03-01,0.239568315882355
2011-04-01,0.2330507323110082
2011-05-01,0.2265331487396615
2011-06-01,0.2200155651683146
2011-07-01,0.2134979815969679
2011-08-01,0.2069803980256211
2011-09-01,0.2004628144542743
2011-10-01,0.1939452308829276
2011-11-01,0.1874276473115808
2011-12-01,0.180910063740234
2012-01-01,0.1743924801688872
2012-02-01,0.1707695893960137
2012-03-01,0.1671466986231403
2012-04-01,0.1635238078502668
2012-05-01,0.1599009170773933
2012-06-01,0.1562780263045198
2012-07-01,0.1526551355316463
2012-08-01,0.1490322447587728
2012-09-01,0.1454093539858993
2012-10-01,0.1417864632130258
2012-11-01,0.1381635724401523
2012-12-01,0.1345406816672789
2013-01-01,0.1309177908944054
2013-02-01,0.1318610557317633
2013-03-01,0.1328043205691212
2013-04-01,0.1337475854064791
2013-05-01,0.134690850243837
2013-06-01,0.1356341150811949
2013-07-01,0.1365773799185529
2013-08-01,0.1375206447559108
2013-09-01,0.1384639095932687
2013-10-01,0.1394071744306266
2013-11-01,0.1403504392679845
2013-12-01,0.1412937041053425
2014-01-01,0.1422369689427004
2014-02-01,0.1332256836400107
2014-03-01,0.124214398337321
2014-04-01,0.1152031130346314
2014-05-01,0.1061918277319417
2014-06-01,0.0971805424292521
2014-07-01,0.0881692571265624
2014-08-01,0.0791579718238728
2014-09-01,0.0701466865211831
2014-10-01,0.0611354012184935
2014-11-01,0.0521241159158038
2014-12-01,0.0431128306131142
2015-01-01,0.0341015453104245
2015-02-01,0.0409514599978454
2015-03-01,0.0478013746852664
2015-04-01,0.0546512893726873
2015-05-01,0.0615012040601082
2015-06-01,0.0683511187475292
2015-07-01,0.0752010334349501
2015-08-01,0.082050948122371
2015-09-01,0.088900862809792
2015-10-01,0.0957507774972129
2015-11-01,0.1026006921846338
2015-12-01,0.1094506068720548
2016-01-01,0.1163005215594757
2016-02-01,0.1215057386506618
2016-03-01,0.1267109557418479
2016-04-01,0.1319161728330339
2016-05-01,0.13712138992422
2016-06-01,0.1423266070154061
2016-07-01,0.1475318241065922
2016-08-01,0.1527370411977782
2016-09-01,0.1579422582889643
2016-10-01,0.1631474753801504
2016-11-01,0.1683526924713365
2016-12-01,0.1735579095625226
2017-01-01,0.1787631266537087
2017-02-01,0.1806358280245912
2017-03-01,0.1825085293954736
2017-04-01,0.1843812307663562
2017-05-01,0.1862539321372387
2017-06-01,0.1881266335081212
2017-07-01,0.1899993348790037
2017-08-01,0.1918720362498862
2017-09-01,0.1937447376207687
2017-10-01,0.1956174389916512
2017-11-01,0.1974901403625337
2017-12-01,0.1993628417334162
2018-01-01,0.2012355431042987
2018-02-01,0.1974576176833028
2018-03-01,0.1936796922623067
2018-04-01,0.1899017668413108
2018-05-01,0.1861238414203148
2018-06-01,0.1823459159993189
2018-07-01,0.1785679905783229
2018-08-01,0.1747900651573269
2018-09-01,0.171012139736331
2018-10-01,0.167234214315335
2018-11-01,0.163456288894339
2018-12-01,0.159678363473343
2019-01-01,0.155900438052347
2019-02-01,0.1524326437589925
2019-03-01,0.1489648494656378
2019-04-01,0.1454970551722832
2019-05-01,0.1420292608789286
2019-06-01,0.138561466585574
2019-07-01,0.1350936722922194
2019-08-01,0.1316258779988648
2019-09-01,0.1281580837055102
2019-10-01,0.1246902894121556
2019-11-01,0.1212224951188009
2019-12-01,0.1177547008254463
2020-01-01,0.1142869065320917
2020-02-01,0.1350488458423319
2020-03-01,0.155810785152572
2020-04-01,0.176572724462812
2020-05-01,0.1973346637730521
2020-06-01,0.2180966030832922
2020-07-01,0.2388585423935323
2020-08-01,0.2596204817037724
2020-09-01,0.2803824210140125
2020-10-01,0.3011443603242526
2020-11-01,0.3219062996344927
2020-12-01,0.3426682389447328
2021-01-01,0.3634301782549728
2021-02-01,0.3832372068859274
2021-03-01,0.4030442355168819
2021-04-01,0.4228512641478366
2021-05-01,0.4426582927787911
2021-06-01,0.4624653214097456
2021-07-01,0.4822723500407002
2021-08-01,0.5020793786716548
2021-09-01,0.5218864073026093
2021-10-01,0.5416934359335638
2021-11-01,0.5615004645645184
2021-12-01,0.5813074931954729
2022-01-01,0.6011145218264274
