index,FPCPITOTLZGUSA
1960-01-01,0.1304246737315755
1960-02-01,0.128103812831955
1960-03-01,0.1257829519323344
1960-04-01,0.1234620910327139
1960-05-01,0.1211412301330933
1960-06-01,0.1188203692334728
1960-07-01,0.1164995083338523
1960-08-01,0.1141786474342317
1960-09-01,0.1118577865346112
1960-10-01,0.1095369256349907
1960-11-01,0.1072160647353701
1960-12-01,0.1048952038357496
1961-01-01,0.102574342936129
1961-02-01,0.1033417618412078
1961-03-01,0.1041091807462865
1961-04-01,0.1048765996513653
1961-05-01,0.105644018556444
1961-06-01,0.1064114374615228
1961-07-01,0.1071788563666015
1961-08-01,0.1079462752716802
1961-09-01,0.108713694176759
1961-10-01,0.1094811130818377
1961-11-01,0.1102485319869165
1961-12-01,0.1110159508919952
1962-01-01,0.1117833697970739
1962-02-01,0.1120284663659215
1962-03-01,0.1122735629347691
1962-04-01,0.1125186595036167
1962-05-01,0.1127637560724644
1962-06-01,0.1130088526413119
1962-07-01,0.1132539492101595
1962-08-01,0.1134990457790071
1962-09-01,0.1137441423478548
1962-10-01,0.1139892389167023
1962-11-01,0.11423433548555
1962-12-01,0.1144794320543976
1963-01-01,0.1147245286232452
1963-02-01,0.1149597129366296
1963-03-01,0.115194897250014
1963-04-01,0.1154300815633984
1963-05-01,0.1156652658767828
1963-06-01,0.1159004501901672
1963-07-01,0.1161356345035516
1963-08-01,0.116370818816936
1963-09-01,0.1166060031303204
1963-10-01,0.1168411874437048
1963-11-01,0.1170763717570892
1963-12-01,0.1173115560704736
1964-01-01,0.117546740383858
1964-02-01,0.1193821907266834
1964-03-01,0.1212176410695087
1964-04-01,0.1230530914123341
1964-05-01,0.1248885417551595
1964-06-01,0.1267239920979849
1964-07-01,0.1285594424408102
1964-08-01,0.1303948927836356
1964-09-01,0.132230343126461
1964-10-01,0.1340657934692863
1964-11-01,0.1359012438121117
1964-12-01,0.1377366941549371
1965-01-01,0.1395721444977624
1965-02-01,0.1481417957224781
1965-03-01,0.1567114469471937
1965-04-01,0.1652810981719094
1965-05-01,0.173850749396625
1965-06-01,0.1824204006213407
1965-07-01,0.1909900518460563
1965-08-01,0.1995597030707719
1965-09-01,0.2081293542954876
1965-10-01,0.2166990055202032
1965-11-01,0.2252686567449189
1965-12-01,0.2338383079696345
1966-01-01,0.2424079591943501
1966-02-01,0.2409558787617783
1966-03-01,0.2395037983292065
1966-04-01,0.2380517178966346
1966-05-01,0.2365996374640628
1966-06-01,0.2351475570314909
1966-07-01,0.2336954765989191
1966-08-01,0.2322433961663473
1966-09-01,0.2307913157337754
1966-10-01,0.2293392353012036
1966-11-01,0.2278871548686318
1966-12-01,0.2264350744360599
1967-01-01,0.2249829940034881
1967-02-01,0.2339667988194034
1967-03-01,0.2429506036353187
1967-04-01,0.251934408451234
1967-05-01,0.2609182132671493
1967-06-01,0.2699020180830647
1967-07-01,0.2788858228989799
1967-08-01,0.2878696277148952
1967-09-01,0.2968534325308106
1967-10-01,0.3058372373467259
1967-11-01,0.3148210421626412
1967-12-01,0.3238048469785565
1968-01-01,0.3327886517944718
1968-02-01,0.3399240443644089
1968-03-01,0.347059436934346
1968-04-01,0.354194829504283
1968-05-01,0.3613302220742201
1968-06-01,0.3684656146441572
1968-07-01,0.3756010072140943
1968-08-01,0.3827363997840313
1968-09-01,0.3898717923539683
1968-10-01,0.3970071849239054
1968-11-01,0.4041425774938425
1968-12-01,0.4112779700637796
1969-01-01,0.4184133626337166
1969-02-01,0.4206660052299754
1969-03-01,0.422918647826234
1969-04-01,0.4251712904224927
1969-05-01,0.4274239330187515
1969-06-01,0.4296765756150102
1969-07-01,0.4319292182112689
1969-08-01,0.4341818608075276
1969-09-01,0.4364345034037862
1969-10-01,0.438687146000045
1969-11-01,0.4409397885963037
1969-12-01,0.4431924311925623
1970-01-01,0.4454450737888211
1970-02-01,0.4361827183223705
1970-03-01,0.4269203628559199
1970-04-01,0.4176580073894694
1970-05-01,0.4083956519230189
1970-06-01,0.3991332964565683
1970-07-01,0.3898709409901177
1970-08-01,0.3806085855236672
1970-09-01,0.3713462300572166
1970-10-01,0.3620838745907661
1970-11-01,0.3528215191243155
1970-12-01,0.343559163657865
1971-01-01,0.3342968081914144
1971-02-01,0.3281808611801272
1971-03-01,0.3220649141688398
1971-04-01,0.3159489671575525
1971-05-01,0.3098330201462652
1971-06-01,0.3037170731349779
1971-07-01,0.2976011261236906
1971-08-01,0.2914851791124032
1971-09-01,0.285369232101116
1971-10-01,0.2792532850898286
1971-11-01,0.2731373380785413
1971-12-01,0.267021391067254
1972-01-01,0.2609054440559667
1972-02-01,0.2783184515150397
1972-03-01,0.2957314589741127
1972-04-01,0.3131444664331857
1972-05-01,0.3305574738922587
1972-06-01,0.3479704813513317
1972-07-01,0.3653834888104046
1972-08-01,0.3827964962694776
1972-09-01,0.4002095037285506
1972-10-01,0.4176225111876236
1972-11-01,0.4350355186466966
1972-12-01,0.4524485261057696
1973-01-01,0.4698615335648426
1973-02-01,0.4990904262976449
1973-03-01,0.5283193190304474
1973-04-01,0.5575482117632496
1973-05-01,0.586777104496052
1973-06-01,0.6160059972288544
1973-07-01,0.6452348899616567
1973-08-01,0.6744637826944591
1973-09-01,0.7036926754272613
1973-10-01,0.7329215681600638
1973-11-01,0.7621504608928663
1973-12-01,0.7913793536256684
1974-01-01,0.8206082463584707
1974-02-01,0.8091513810335582
1974-03-01,0.7976945157086459
1974-04-01,0.7862376503837333
1974-05-01,0.7747807850588209
1974-06-01,0.7633239197339082
1974-07-01,0.7518670544089958
1974-08-01,0.7404101890840832
1974-09-01,0.7289533237591708
1974-10-01,0.7174964584342584
1974-11-01,0.7060395931093456
1974-12-01,0.6945827277844333
