index,PCU311311
1986-01-01,0.0075658226571169
1986-02-01,0.0037829113285584
1986-03-01,0.0025219408857056
1986-04-01,0.0
1986-05-01,0.0044133965499848
1986-06-01,0.006304852214264
1986-07-01,0.0151316453142338
1986-08-01,0.0195450418642186
1986-09-01,0.0182840714213659
1986-10-01,0.017023100978513
1986-11-01,0.0182840714213659
1986-12-01,0.0176535861999395
1987-01-01,0.0145011600928074
1987-02-01,0.0157621305356602
1987-03-01,0.0151316453142338
1987-04-01,0.0214364975284979
1987-05-01,0.0296328054070412
1987-06-01,0.0302632906284676
1987-07-01,0.030893775849894
1987-08-01,0.0302632906284676
1987-09-01,0.0290023201856148
1987-10-01,0.0283718349641883
1987-11-01,0.0283718349641883
1987-12-01,0.0302632906284676
1988-01-01,0.0334157167355997
1988-02-01,0.0340462019570261
1988-03-01,0.0384595985070109
1988-04-01,0.0403510541712902
1988-05-01,0.0435034802784223
1988-06-01,0.0548522142640975
1988-07-01,0.0624180369212146
1988-08-01,0.0617875516997882
1988-09-01,0.0687228891354786
1988-10-01,0.069353374356905
1988-11-01,0.069353374356905
1988-12-01,0.0687228891354786
1989-01-01,0.0769191970140219
1989-02-01,0.0775496822354484
1989-03-01,0.0838545344497125
1989-04-01,0.0819630787854331
1989-05-01,0.0857459901139917
1989-06-01,0.0851155048925652
1989-07-01,0.0876374457782709
1989-08-01,0.0863764753354181
1989-09-01,0.0870069605568445
1989-10-01,0.0863764753354181
1989-11-01,0.0920508423282558
1989-12-01,0.0952032684353878
1990-01-01,0.0996166649853728
1990-02-01,0.1008776354282254
1990-03-01,0.104660546756784
1990-04-01,0.1059215171996368
1990-05-01,0.115378795521033
1990-06-01,0.115378795521033
1990-07-01,0.1179007364067386
1990-08-01,0.1172702511853122
1990-09-01,0.115378795521033
1990-10-01,0.115378795521033
1990-11-01,0.1122263694139009
1990-12-01,0.1115958841924744
1991-01-01,0.1141178250781801
1991-02-01,0.115378795521033
1991-03-01,0.1172702511853122
1991-04-01,0.1166397659638858
1991-05-01,0.1147483102996065
1991-06-01,0.1134873398567537
1991-07-01,0.1115958841924744
1991-08-01,0.1103349137496216
1991-09-01,0.1090739433067689
1991-10-01,0.1128568546353273
1991-11-01,0.1109653989710481
1991-12-01,0.1097044285281952
1992-01-01,0.1097044285281952
1992-02-01,0.1115958841924744
1992-03-01,0.1128568546353273
1992-04-01,0.1128568546353273
1992-05-01,0.1179007364067386
1992-06-01,0.1191617068495914
1992-07-01,0.1172702511853122
1992-08-01,0.1166397659638858
1992-09-01,0.1172702511853122
1992-10-01,0.1160092807424594
