index,Seed crushed,Oil  produced,Meal produced
1986-01-01,0.03208322473673411,0.03139469722207157,0.029082355813895816
1986-02-01,0.030851046131835355,0.03204288912819479,0.02564474314242056
1986-03-01,0.057791505620220604,0.05755479287557039,0.053698867419176996
1986-04-01,0.015271916642174671,0.016814252991108655,0.01202592135459489
1986-05-01,0.012441565787357695,0.01123618718542678,0.010492158542238561
1986-06-01,0.019721512108289763,0.020491644522261904,0.01414533738012709
1986-07-01,0.03251465360919642,0.03329795393447321,0.024467713720500342
1986-08-01,0.003968258369331956,0.003992448951659344,0.0
1986-09-01,0.053022497518452186,0.050316219517548944,0.05622270846488274
1986-10-01,0.07230703539602178,0.06868510010820414,0.0716843348257634
1986-11-01,0.06560269726225663,0.062453677520653034,0.06605099952117603
1986-12-01,0.08347095064076614,0.07896836771849361,0.08404982058408893
1987-01-01,0.0756475592105628,0.07251743791173743,0.07693422942726168
1987-02-01,0.0613172444005745,0.05755995775131639,0.06045581752037864
1987-03-01,0.08009493653337475,0.07619224700501767,0.0813142287023489
1987-04-01,0.0629542341582978,0.060163055127301274,0.06459163565121014
1987-05-01,0.07488119069932513,0.07130110967355402,0.07355766204185037
1987-06-01,0.07472037530984689,0.07240381064532539,0.07318948266027726
1987-07-01,0.04499392783270763,0.04268511560283138,0.04359778024078549
1987-08-01,0.0018432770849160784,0.0013816042620554553,0.0012037367345731909
1987-09-01,0.06249951478115244,0.057810454224997476,0.06502849097960516
1987-10-01,0.08253933045344396,0.07753253226110512,0.08411468120053185
1987-11-01,0.0953879255369293,0.0893549328437031,0.0979338078332548
1987-12-01,0.09012094426360416,0.08246240616066378,0.09438364291559918
1988-01-01,0.08705768836195664,0.08075283228873723,0.09115968874534768
1988-02-01,0.08950208228202584,0.08411774883725734,0.09338211869111275
1988-03-01,0.08323250023567773,0.07793797500716626,0.08864729369077891
1988-04-01,0.06955653770011812,0.06593480377345823,0.07350806274692341
1988-05-01,0.038250772191137414,0.03812711275698484,0.040705759813506645
1988-06-01,0.07170370041756548,0.07239089845596039,0.07272592001922927
1988-07-01,0.04333253849864971,0.042561158584927344,0.04346042834714166
1988-08-01,0.0,0.0,0.0009061409650115149
1988-09-01,0.06416866761677138,0.056950502413288195,0.06671677467231081
1988-10-01,0.06913619954417156,0.061363888738246664,0.07396399472721342
1988-11-01,0.061590076026861715,0.055088564706854554,0.06492166172899326
1988-12-01,0.0442475226111983,0.037639031998987674,0.04971566250350533
1989-01-01,0.02893678846121854,0.025103878563441456,0.0335863533263004
1989-02-01,0.02472120711358558,0.021281870511400167,0.02855774788678389
1989-03-01,0.035693252962607655,0.03152381911572162,0.03932270255112065
1989-04-01,0.028309053906427628,0.0246519519356663,0.03291867050997613
1989-05-01,0.07825720480671654,0.0721223249171683,0.08318564825324638
1989-06-01,0.05932535171434751,0.054613396138222414,0.06274501574777615
1989-07-01,0.047949603784152486,0.04520815740475323,0.049212038893477875
1989-08-01,0.03232943864338356,0.030217105551983175,0.035181161424720664
1989-09-01,0.036029301673034586,0.030723263375091348,0.041699653377235066
1989-10-01,0.051106021704532226,0.04425782026748891,0.059271157437700436
1989-11-01,0.05601033654779268,0.04802301468632418,0.06510861291756408
1989-12-01,0.053086823674243486,0.044518646492662,0.06238065169658204
1990-01-01,0.0397513461357171,0.03349680165069428,0.04599762304917389
1990-02-01,0.03175272138456506,0.026343448742481873,0.03794918361468215
1990-03-01,0.04228002950130594,0.03598627176026713,0.04958784893580896
1990-04-01,0.018151066649660902,0.013859944064395668,0.023103733110009322
1990-05-01,0.01113286123850031,0.0076440161040825655,0.015566547946303036
1990-06-01,0.01469187216840144,0.00889133359674199,0.019767226693577458
1990-07-01,0.008356854894610466,0.005288832763905779,0.012161365583049241
1990-08-01,0.025301251587358797,0.020669832735498966,0.028666484802585268
1990-09-01,0.06089579717297637,0.052624918976011736,0.06860536320991377
1990-10-01,0.06869811624179979,0.0629107690241742,0.07476902943718154
1990-11-01,0.06454242476335183,0.05789309223693351,0.07184648636687073
1990-12-01,0.04761688228868026,0.048180543396577236,0.047191821457799585
1991-01-01,0.04551962779555373,0.04123378551820489,0.04907468699983404
1991-02-01,0.05157848622810278,0.04561876502656037,0.05576296115421374
1991-03-01,0.056675779538737106,0.05138793123484431,0.062455050638972456
1991-04-01,0.05239143574870654,0.046716301122585735,0.05697051321916592
1991-05-01,0.05833273258618872,0.05299420759185086,0.06276409239967111
1991-06-01,0.05867321758322196,0.05398069885933718,0.06408610437599317
1991-07-01,0.040293682173336814,0.036675782672358354,0.04373513213442935
1991-08-01,0.02307201756769496,0.020584612285689932,0.026060614153731107
1991-09-01,0.07624423975910964,0.06292626365141221,0.07107960496069256
1991-10-01,0.07462943143441782,0.07061159876146281,0.07813224316626637
1991-11-01,0.07353699585761737,0.07020873845327466,0.07740542272906768
1991-12-01,0.08132933328157667,0.07655895318298381,0.08461067414980132
1992-01-01,0.07733556626425851,0.07319661907233665,0.07981098853302455
1992-02-01,0.09014201662498407,0.08562589255508984,0.09581248414253311
