index,Crop and animal production   ,Animal food manufacturing  ,Grain and oilseed milling  ,Sugar and confectionery product manufacturing  ,Fruit and vegetable preserving and specialty food manufacturing  ,Dairy product manufacturing  ,Meat product manufacturing  ,Seafood product preparation and packaging  ,Bakeries and tortilla manufacturing  ,Other food manufacturing  
1997-11-01,0.007094627654369301,0.10027855153203336,0.45842068483577925,0.17547568710359407,0.1004464285714286,0.11147186147186128,0.08731642189586108,0.2452135493372607,0.034309240622141024,0.0411108086033215
1997-12-01,0.008366767785497609,0.16527390900649952,0.4479385045422781,0.08773784355179703,0.09375,0.3116883116883118,0.13110814419225636,0.23932253313696616,0.0,0.04818949087939012
1998-01-01,0.041197768861923945,0.1160631383472609,0.43675751222921044,0.22093023255813948,0.049107142857142794,0.3495670995670994,0.1428571428571428,0.2709867452135494,0.0736505032021959,0.05472365913422267
1998-02-01,0.03684313533613859,0.12163416898792945,0.45842068483577925,0.2621564482029599,0.10491071428571441,0.40909090909090917,0.14018691588785037,0.2511045655375552,0.06953339432753891,0.05853525728287501
1998-03-01,0.030188863881005945,0.1402042711234912,0.45842068483577925,0.21141649048625788,0.0848214285714286,0.3885281385281383,0.1607476635514018,0.26067746686303384,0.08234217749313832,0.06398039749523549
1998-04-01,0.04731382718465604,0.1392757660167131,0.45772187281621246,0.18287526427061307,0.0,0.43939393939393945,0.18210947930574095,0.20324005891016206,0.14455626715462033,0.06234685543152735
1998-05-01,0.04310597905861635,0.1392757660167131,0.4626135569531795,0.17230443974630028,0.030133928571428603,0.3896103896103895,0.1658210947930574,0.19587628865979378,0.13952424519670648,0.07051456575006804
1998-06-01,0.041784910460906155,0.14670380687093776,0.4640111809923131,0.13636363636363646,0.033482142857142794,0.43181818181818166,0.18344459279038716,0.18998527245949925,0.15004574565416307,0.07841001905799072
1998-07-01,0.07182698894216655,0.11884865366759512,0.4451432564640112,0.2283298097251587,0.0859375,0.4924242424242422,0.19546061415220284,0.12739322533136965,0.14867337602927733,0.06779199564388783
1998-08-01,0.07466484000391427,0.1522748375116063,0.43675751222921044,0.2885835095137421,0.05133928571428581,0.4339826839826837,0.1754339118825099,0.18114874815905746,0.15645013723696266,0.05907977130411107
1998-09-01,0.07060377727762013,0.1615598885793872,0.4227812718378756,0.33720930232558133,0.10602678571428581,0.4707792207792205,0.20053404539385844,0.2533136966126657,0.145013723696249,0.060168799346583146
1998-10-01,0.09624229376651339,0.14298978644382543,0.4081062194269742,0.2917547568710359,0.0803571428571428,0.4469696969696968,0.19786381842456602,0.25184094256259204,0.1386093321134494,0.05227334603866046
1998-11-01,0.10260299442215481,0.13741875580315688,0.437456324248777,0.2494714587737843,0.05803571428571441,0.3982683982683981,0.21708945260347123,0.27025036818851256,0.11161939615736505,0.0430166076776477
1998-12-01,0.11336725707016349,0.10956360259981424,0.3682739343116701,0.20930232558139528,0.12053571428571441,0.3614718614718613,0.20133511348464617,0.28276877761413843,0.13311985361390688,0.04818949087939012
1999-01-01,0.12471866131715437,0.128133704735376,0.3752620545073375,0.2389006342494715,0.3046875,0.34090909090909083,0.179973297730307,0.3217967599410898,0.09789569990850877,0.04955077593248025
1999-02-01,0.13455328310010772,0.1411327762302692,0.32704402515723263,0.34038054968287534,0.1819196428571428,0.29761904761904745,0.16608811748998664,0.32842415316642126,0.13083257090576406,0.05771848625102094
1999-03-01,0.14199041002055002,0.13091922005571033,0.350104821802935,0.2991543340380549,0.16517857142857162,0.3614718614718613,0.19225634178905193,0.34241531664212077,0.1216834400731932,0.0411108086033215
1999-04-01,0.14066934142283982,0.1290622098421541,0.31516422082459816,0.31923890063424953,0.28125,0.32359307359307365,0.17089452603471278,0.3608247422680413,0.13632204940530657,0.04274435066702964
1999-05-01,0.15485859673157842,0.1392757660167131,0.29070580013976244,0.34883720930232553,0.3147321428571428,0.32900432900432897,0.16101468624833104,0.3217967599410898,0.12900274473924989,0.049823032943098255
1999-06-01,0.16811821117526182,0.12999071494893222,0.25786163522012584,0.40486257928118397,0.3638392857142856,0.30194805194805197,0.16955941255006657,0.33284241531664216,0.12763037511436415,0.04900626191124419
1999-07-01,0.16131715432038363,0.1754874651810585,0.24737945492662472,0.37315010570824536,0.3180803571428572,0.25,0.1748998664886514,0.3784977908689249,0.08600182982616666,0.046283691805063976
1999-08-01,0.17124963303650065,0.17827298050139273,0.222921034241789,0.32875264270613114,0.4185267857142856,0.2867965367965368,0.17943925233644853,0.3667157584683358,0.12214089661482164,0.05690171521916687
1999-09-01,0.16934142283980824,0.21448467966573814,0.22152341020265554,0.3128964059196617,0.3694196428571428,0.27922077922077904,0.19786381842456602,0.32474226804123707,0.13815187557182074,0.06806425265450583
1999-10-01,0.17550640962912223,0.22005571030640658,0.21872816212438861,0.2864693446088795,0.3415178571428572,0.25216450216450204,0.20881174899866473,0.2989690721649485,0.1161939615736507,0.046828205826299985
1999-11-01,0.17780604755846952,0.23769730733519034,0.13766596785464713,0.34460887949260055,0.4676339285714284,0.3181818181818179,0.21975967957276366,0.3122238586156112,0.15233302836230567,0.06289136945276341
1999-12-01,0.16929249437322635,0.3240482822655525,0.15513626834381555,0.33615221987315014,0.453125,0.5043290043290041,0.20320427236315086,0.3225331369661266,0.15279048490393432,0.06942553770759596
2000-01-01,0.17907818768959782,0.3008356545961003,0.17330538085255065,0.2610993657505285,0.3973214285714284,0.35930735930735924,0.2488651535380506,0.32695139911634763,0.041628545288197705,0.06370814048461748
2000-02-01,0.16224679518543894,0.2701949860724234,0.13626834381551367,0.3181818181818181,0.3627232142857144,0.2424242424242422,0.30520694259012005,0.3438880706921944,0.047118023787740215,0.08439967329158726
2000-03-01,0.1778549760250514,0.34354688950789225,0.1320754716981133,0.2558139534883721,0.3470982142857144,0.3344155844155843,0.3025367156208276,0.37260677466863035,0.04391582799634053,0.08222161720664306
2000-04-01,0.16733535570995206,0.3593314763231198,0.08595387840670865,0.30443974630021153,0.3560267857142856,0.304112554112554,0.3265687583444592,0.4204712812960235,0.024245196706313088,0.08684998638714947
2000-05-01,0.1603875134553283,0.3704735376044569,0.09923130677847658,0.34672304439746315,0.3381696428571428,0.3398268398268396,0.36715620827770357,0.41752577319587625,0.0320219579139982,0.07977130411108085
2000-06-01,0.16263822291809382,0.39090064995357465,0.11390635918937808,0.36152219873150115,0.3203125,0.3214285714285712,0.3770360480640853,0.48895434462444776,0.02104300091491318,0.10073509392866864
2000-07-01,0.16185536745278406,0.4057567316620242,0.0768693221523411,0.17653276955602548,0.3493303571428572,0.3755411255411256,0.4202937249666221,0.49705449189985274,0.09149130832570918,0.1097195752790634
2000-08-01,0.1614150112535474,0.479108635097493,0.09084556254367582,0.18498942917547567,0.3984375,0.41233766233766245,0.4267022696929239,0.4204712812960235,0.11665141811527913,0.12741628096923496
2000-09-01,0.16444857618162245,0.4410399257195915,0.10482180293501053,0.2156448202959831,0.4475446428571428,0.4253246753246751,0.42456608811748997,0.3755522827687776,0.09332113449222335,0.1140756874489518
2000-10-01,0.16347000684998536,0.4382544103992573,0.09154437456324249,0.2399577167019027,0.4642857142857144,0.4253246753246751,0.4419225634178905,0.2857142857142857,0.11161939615736505,0.12033759869316629
2000-11-01,0.16312750758391237,0.4512534818941504,0.10831586303284424,0.3012684989429175,0.5200892857142856,0.41341991341991324,0.4574098798397863,0.33726067746686306,0.11710887465690778,0.11897631364007621
2000-12-01,0.16376357764947647,0.4280408542246982,0.11180992313067795,0.3076109936575053,0.5334821428571428,0.40800865800865793,0.4707610146862482,0.3446244477172312,0.1386093321134494,0.1140756874489518
2001-01-01,0.17682747822683242,0.43546889507892284,0.11460517120894487,0.31923890063424953,0.5647321428571428,0.4329004329004329,0.45393858477970617,0.31001472754050075,0.1335773101555353,0.1290498230329431
2001-02-01,0.17442998336432136,0.44661095636025994,0.10831586303284424,0.32452431289640593,0.6216517857142856,0.5887445887445888,0.4702269692923897,0.34609720176730485,0.14547118023787742,0.11271440239586172
2001-03-01,0.17545748116254045,0.43454038997214484,0.10062893081761015,0.35412262156448215,0.6160714285714284,0.4956709956709955,0.4878504672897195,0.3475699558173785,0.1953339432753889,0.11788728559760409
2001-04-01,0.17188570310206486,0.4521819870009286,0.09433962264150952,0.30232558139534893,0.6428571428571428,0.5551948051948052,0.47877169559412547,0.3615611192930781,0.13083257090576406,0.1246937108630547
2001-05-01,0.1749681964967218,0.5292479108635096,0.09573724668064298,0.36680761099365755,0.6785714285714284,0.5616883116883118,0.5303070761014685,0.4013254786450663,0.18023787740164687,0.1290498230329431
2001-06-01,0.17423426949799392,0.45961002785515326,0.07407407407407407,0.40274841437632136,0.7388392857142856,0.5530303030303028,0.4942590120160213,0.4116347569955817,0.1985361390667888,0.1309556221072693
2001-07-01,0.1682160681084255,0.42432683379758596,0.06498951781970652,0.470401691331924,0.7745535714285716,0.6277056277056277,0.48304405874499334,0.37628865979381443,0.14867337602927733,0.14102913150013607
2001-08-01,0.1620021528525296,0.4298978644382544,0.09154437456324249,0.4038054968287528,0.8147321428571428,0.5010822510822508,0.4720961281708944,0.41826215022091306,0.155992680695334,0.13286142118159538
2001-09-01,0.1688521381739897,0.3844011142061282,0.10272536687631029,0.5084566596194504,0.8381696428571428,0.4686147186147185,0.4814419225634179,0.39985272459499266,0.20356816102470288,0.13612850530901166
2001-10-01,0.1526568157353949,0.4271123491179202,0.11460517120894487,0.41014799154334036,0.8950892857142856,0.4826839826839828,0.49586114819759675,0.37702503681885124,0.23970722781335785,0.14538524367002448
2001-11-01,0.14311576475193266,0.41132776230269263,0.1390635918937806,0.4534883720930234,0.9095982142857144,0.45346320346320335,0.4389853137516688,0.398379970544919,0.2680695333943277,0.14729104274435068
2001-12-01,0.12599080144828267,0.43361188486536684,0.1320754716981133,0.543340380549683,0.8247767857142856,0.42207792207792183,0.42963951935914535,0.4558173784977909,0.23376029277218668,0.17315545875306293
2002-01-01,0.1107251198747432,0.4772516248839368,0.13696715583508046,0.29492600422832993,0.6886160714285716,0.39502164502164483,0.4106809078771694,0.4558173784977909,0.23467520585544377,0.1483800707868227
2002-02-01,0.10475584695175655,0.4549675023212628,0.156533892382949,0.34460887949260055,0.7299107142857144,0.304112554112554,0.38050734312416545,0.49852724594992637,0.22689844464775866,0.14946909882929482
2002-03-01,0.0855269595850866,0.5468895078922934,0.1495457721872817,0.31923890063424953,0.6953125,0.2738095238095237,0.3826435246995994,0.4558173784977909,0.16697163769441925,0.16743806153008434
2002-04-01,0.09120266170858204,0.5645311049210769,0.18448637316561844,0.33192389006342493,0.8515625,0.18506493506493493,0.4096128170894524,0.5618556701030928,0.12717291857273572,0.1701606316362646
2002-05-01,0.08929445151188964,0.5571030640668523,0.1865828092243187,0.3107822410147991,0.8203125,0.1298701298701297,0.4502002670226968,0.5176730486008837,0.14455626715462033,0.17751157092295122
2002-06-01,0.1013308542910265,0.5663881151346332,0.2082459818308875,0.3107822410147991,0.8839285714285716,0.07359307359307365,0.46194926568758343,0.46170839469808544,0.18526989935956095,0.1701606316362646
2002-07-01,0.10573441628339375,0.5515320334261838,0.19566736547868624,0.422832980972516,0.7332589285714284,0.04761904761904745,0.40080106809078764,0.5095729013254786,0.1793229643183898,0.16879934658317453
2002-08-01,0.10279870828848225,0.4911792014856081,0.23969252271139063,0.463002114164905,0.8604910714285716,0.03571428571428559,0.4005340453938584,0.5066273932253313,0.18847209515096086,0.17669479989109715
2002-09-01,0.10725119874743128,0.5515320334261838,0.15164220824598185,0.503171247357294,1.0,0.023809523809523725,0.4120160213618156,0.4374079528718704,0.22781335773101574,0.12142662673563842
2002-10-01,0.1168411781974753,0.5357474466109563,0.12578616352201266,0.5676532769556026,0.8928571428571428,0.0,0.3642189586114819,0.43151693667157587,0.23787740164684368,0.1415736455213722
2002-11-01,0.1329875721694882,0.5645311049210769,0.14116002795248084,0.5306553911205074,0.8649553571428572,0.06385281385281383,0.37276368491321743,0.4005891016200295,0.2200365965233304,0.1489245848080588
2002-12-01,0.15148253253743027,0.500464252553389,0.11949685534591203,0.5211416490486258,0.7834821428571428,0.10389610389610393,0.3930574098798396,0.4005891016200295,0.2104300091491309,0.15409746800980129
2003-01-01,0.1829924650161464,0.4540389972144846,0.10552061495457721,0.415433403805497,0.859375,0.09090909090909083,0.3813084112149532,0.4072164948453608,0.17246111619396176,0.15981486523277977
2003-02-01,0.19781779039044922,0.4568245125348188,0.11460517120894487,0.5422832980972516,0.8303571428571428,0.12445887445887438,0.4277703604806409,0.39543446244477176,0.16193961573650517,0.15001361285053094
2003-03-01,0.20686955670809282,0.41318477251624885,0.12299091544374563,0.6416490486257929,0.9821428571428572,0.13203463203463217,0.4061415220293725,0.4543446244477173,0.12259835315645029,0.16226517832834197
2003-04-01,0.22008024268519433,0.39090064995357465,0.14465408805031454,0.6384778012684991,0.703125,0.16233766233766245,0.3716955941255007,0.4329896907216495,0.12534309240622155,0.17179417369997274
2003-05-01,0.2214502397494863,0.3862581244196842,0.14535290006988122,0.6405919661733617,0.7265625,0.1969696969696968,0.3182910547396527,0.4734904270986745,0.08783165599268083,0.1696161176150286
2003-06-01,0.22482630394363445,0.3723305478180129,0.13556953179594688,0.6627906976744187,0.6651785714285716,0.2153679653679652,0.2590120160213618,0.5618556701030928,0.06267154620311088,0.174516743806153
2003-07-01,0.24092376944906546,0.3974001857010213,0.12578616352201266,0.6839323467230445,0.734375,0.2370129870129869,0.3647530040053404,0.58100147275405,0.04071363220494062,0.16199292131772391
2003-08-01,0.247284470104707,0.34354688950789225,0.13626834381551367,0.6744186046511629,0.46875,0.15259740259740262,0.41308411214953256,0.6111929307805597,0.013723696248856498,0.1658045194663762
2003-09-01,0.25393874155983953,0.3370473537604456,0.14465408805031454,0.6490486257928119,0.4921875,0.1829004329004329,0.3500667556742323,0.6693667157584684,0.0160109789569991,0.18649605227334598
2003-10-01,0.269204423133379,0.34540389972144847,0.13766596785464713,0.6786469344608881,0.5033482142857144,0.19372294372294352,0.39893190921228294,0.6509572901325478,0.02790484903934143,0.19656956166621287
2003-11-01,0.27160191799588995,0.3249767873723305,0.13766596785464713,0.8002114164904861,0.5524553571428572,0.18506493506493493,0.34526034712950593,0.6686303387334316,0.027447392497712775,0.18812959433705412
2003-12-01,0.2918093746941972,0.3249767873723305,0.12368972746331242,0.7367864693446089,0.5178571428571428,0.17857142857142838,0.34979973297730305,0.5007363770250368,0.057639524245196805,0.18431799618840183
2004-01-01,0.3085918387317741,0.3240482822655525,0.08944793850454236,0.6109936575052854,0.3950892857142856,0.16450216450216448,0.4005340453938584,0.6023564064801179,0.0160109789569991,0.17587802885924309
2004-02-01,0.3082493394657011,0.2785515320334261,0.10831586303284424,0.6511627906976745,0.4977678571428572,0.13961038961038952,0.3324432576769025,0.6237113402061856,0.07273559011893882,0.18050639803974955
2004-03-01,0.3322242880908113,0.2804085422469823,0.14535290006988122,0.5792811839323468,0.5323660714285716,0.17640692640692635,0.35246995994659547,0.5817378497790868,0.10887465690759379,0.1913966784644704
2004-04-01,0.3392210588120168,0.2776230269266481,0.07617051013277432,0.5021141649048626,0.6071428571428572,0.20346320346320335,0.3343124165554072,0.5861561119293077,0.12351326623970738,0.140212360468282
2004-05-01,0.3408846266758001,0.24698235840297122,0.08455625436757519,0.5813953488372094,0.4229910714285716,0.195887445887446,0.3439252336448597,0.5213549337260678,0.17978042086001844,0.1576368091478355
2004-06-01,0.35037674919268036,0.26462395543175476,0.07127882599580715,0.6321353065539113,0.5379464285714284,0.2424242424242422,0.3393858477970626,0.38659793814432986,0.17749313815187562,0.16607677647699426
2004-07-01,0.3622174381054899,0.25162488393686167,0.10062893081761015,0.5761099365750528,0.5334821428571428,0.2424242424242422,0.3895861148197597,0.5854197349042709,0.2534309240622141,0.17369997277429894
2004-08-01,0.3586945885115962,0.3268337975858867,0.06429070580013985,0.5961945031712474,0.5870535714285716,0.21320346320346317,0.4542056074766354,0.48821796759941094,0.22369624885635875,0.17506125782738902
2004-09-01,0.36525100303356495,0.2766945218198701,0.0,0.6289640591966175,0.6026785714285716,0.2803030303030303,0.5660881174899866,0.48895434462444776,0.2383348581884721,0.17696705690171521
2004-10-01,0.36035815637537927,0.24326833797585878,0.052410901467505266,0.6437632135306555,0.5200892857142856,0.29220779220779214,0.5246995994659545,0.4867452135493373,0.20677035681610256,0.20337598693166348
2004-11-01,0.3612388687738526,0.2683379758588672,0.044025157232704504,0.5835095137420718,0.4006696428571428,0.2900432900432901,0.622429906542056,0.47496318114874814,0.22781335773101574,0.17506125782738902
2004-12-01,0.36554457383305605,0.2701949860724234,0.052410901467505266,0.5824524312896406,0.4564732142857144,0.3008658008658007,0.5562082777036048,0.4911634756995582,0.13677950594693522,0.18486251020963784
2005-01-01,0.35624816518250313,0.363045496750232,0.023060796645702375,0.6321353065539113,0.4486607142857144,0.38095238095238093,0.5495327102803738,0.5316642120765832,0.18344007319304678,0.21399401034576637
2005-02-01,0.3431353361385654,0.32219127205199627,0.05310971348707205,0.6701902748414377,0.3738839285714284,0.34523809523809534,0.55781041388518,0.5537555228276878,0.1976212259835317,0.23114620201470182
2005-03-01,0.34851746746256973,0.33333333333333337,0.0405310971348708,0.6099365750528543,0.4564732142857144,0.3181818181818179,0.5994659546061414,0.49779086892488955,0.20356816102470288,0.22107269262183504
2005-04-01,0.350866033858499,0.3351903435468896,0.017470300489168422,0.6543340380549683,0.4877232142857144,0.32467532467532445,0.639252336448598,0.3571428571428571,0.1921317474839892,0.23032943098284775
2005-05-01,0.3602113709756336,0.33054781801299915,0.02515723270440251,0.5771670190274842,0.5178571428571428,0.36904761904761907,0.6368491321762348,0.42562592047128134,0.19121683440073212,0.25728287503403213
2005-06-01,0.35556316665035714,0.30919220055710295,0.04192872117400426,0.56553911205074,0.4598214285714284,0.35173160173160145,0.6560747663551401,0.4322533136966127,0.18115279048490396,0.24775387966240126
2005-07-01,0.3540953126529016,0.3036211699164345,0.046820405310971425,0.5813953488372094,0.3783482142857144,0.3787878787878789,0.6576769025367155,0.4116347569955817,0.19716376944190306,0.2319629730465559
2005-08-01,0.3615813680399256,0.3147632311977716,0.049615653389238346,0.6099365750528543,0.3917410714285716,0.445887445887446,0.6336448598130839,0.42194403534609726,0.1921317474839892,0.2344132861421181
2005-09-01,0.3712692044231334,0.31847725162488383,0.05660377358490576,0.5613107822410148,0.2578125,0.4491341991341993,0.612283044058745,0.4631811487481591,0.2081427264409883,0.26163898720392054
2005-10-01,0.3599667286427244,0.3259052924791087,0.06289308176100639,0.32663847780126853,0.4174107142857144,0.46103896103896114,0.6208277703604805,0.46759941089838,0.2090576395242454,0.2150830383882385
2005-11-01,0.3560524513161758,0.31847725162488383,0.06988120195667369,0.4883720930232558,0.4274553571428572,0.43722943722943697,0.7054739652870494,0.5655375552282769,0.211344922232388,0.2257010618023414
2005-12-01,0.3645170760348371,0.3481894150417827,0.06568832983927331,0.5338266384778014,0.5267857142857144,0.46645021645021645,0.7543391188251001,0.5353460972017673,0.22186642268984458,0.24612033759869312
2006-01-01,0.3715627752226245,0.37697307335190333,0.0803633822501747,0.4682875264270614,0.3649553571428572,0.46753246753246724,0.7457943925233643,0.5861561119293077,0.20768526989935965,0.2436700245031309
2006-02-01,0.37141598982287904,0.3704735376044569,0.058700209643605894,0.5454545454545454,0.2399553571428572,0.49783549783549796,0.7241655540720962,0.49852724594992637,0.2328453796889296,0.20174244486795534
2006-03-01,0.3666210000978569,0.4271123491179202,0.07966457023060802,0.5782241014799154,0.2444196428571428,0.5,0.7428571428571429,0.5353460972017673,0.24153705397987202,0.24203648243942277
2006-04-01,0.36070065564145226,0.362116991643454,0.09923130677847658,0.580338266384778,0.2901785714285716,0.49350649350649345,0.7399198931909212,0.5449189985272459,0.2328453796889296,0.25102096378981753
2006-05-01,0.3586456600450143,0.3064066852367687,0.030747728860936463,0.6585623678646935,0.3895089285714284,0.5043290043290041,0.7137516688918557,0.5257731958762887,0.230558096980787,0.198203103729921
2006-06-01,0.3592328016439965,0.34261838440111425,0.07896575821104124,0.6490486257928119,0.2801339285714284,0.48809523809523814,0.7311081441922562,0.29749631811487487,0.30054894784995434,0.21481078137762044
2006-07-01,0.35717780604755855,0.3853296193129062,0.0880503144654089,0.5718816067653278,0.390625,0.5281385281385282,0.703871829105474,0.3519882179675994,0.2424519670631291,0.24829839368363738
2006-08-01,0.3422546237400921,0.3918291550603529,0.10342417889587707,0.5380549682875264,0.4642857142857144,0.5400432900432901,0.7156208277703604,0.446980854197349,0.2849954254345839,0.24720936564116525
2006-09-01,0.34841961052940595,0.3955431754874651,0.13417190775681342,0.4577167019027484,0.6841517857142856,0.529220779220779,0.7172229639519359,0.4455081001472754,0.35407136322049415,0.22679008984481352
2006-10-01,0.3377042763479794,0.3936861652739091,0.08944793850454236,0.4577167019027484,0.5390625,0.5227272727272725,0.6969292389853137,0.5051546391752577,0.32708142726441003,0.21671658045194664
2006-11-01,0.32552108816909686,0.4187558031569173,0.09993011879804337,0.40909090909090917,0.4363839285714284,0.606060606060606,0.6990654205607476,0.4911634756995582,0.33806038426349505,0.23359651511026402
2006-12-01,0.32009002837851064,0.4419684308263695,0.11390635918937808,0.4809725158562368,0.5368303571428572,0.5454545454545454,0.6795727636849132,0.6303387334315169,0.36688014638609334,0.23032943098284775
2007-01-01,0.30291613660827865,0.35747446610956357,0.13277428371767996,0.514799154334038,0.6194196428571428,0.48593073593073566,0.6702269692923897,0.5103092783505154,0.29322964318389766,0.21780560849441877
2007-02-01,0.2935218710245622,0.38161559888579377,0.07547169811320764,0.37632135306553915,0.5524553571428572,0.5238095238095237,0.6942590120160212,0.44845360824742264,0.2538883806038428,0.21726109447318265
2007-03-01,0.2762990507877483,0.35468895078922935,0.09713487071977644,0.39640591966173355,0.4944196428571428,0.5303030303030303,0.5730307076101468,0.3755522827687776,0.26120768526989946,0.24775387966240126
2007-04-01,0.26524121734024864,0.3732590529247911,0.13417190775681342,0.4112050739957718,0.4676339285714284,0.583333333333333,0.6622162883845126,0.2857142857142857,0.2488563586459287,0.2624557582357746
2007-05-01,0.27096584793032585,0.4558960074280408,0.1132075471698114,0.35517970401691334,0.4587053571428572,0.635281385281385,0.711882510013351,0.491899852724595,0.27081427264409896,0.24666485161992924
2007-06-01,0.25966337214991686,0.4308263695450324,0.11250873515024462,0.3181818181818181,0.4810267857142856,0.6818181818181817,0.6899866488651534,0.5058910162002945,0.2648673376029278,0.23740811325891642
2007-07-01,0.2660240728055583,0.37790157845868155,0.11530398322851154,0.33720930232558133,0.5167410714285716,0.722943722943723,0.6942590120160212,0.4558173784977909,0.3129002744739251,0.2899537163081949
2007-08-01,0.29264115862608864,0.41039925719591464,0.16282320055904964,0.4344608879492602,0.7109375,0.7359307359307357,0.714018691588785,0.5574374079528719,0.2904849039341264,0.2812414919684182
2007-09-01,0.2833447499755357,0.37697307335190333,0.15583508036338234,0.39429175475687117,0.53125,0.7813852813852815,0.6210947930574098,0.4226804123711341,0.22872827081427283,0.2575551320446502
2007-10-01,0.31005969272922984,0.37883008356545955,0.16561844863731656,0.39640591966173355,0.4497767857142856,0.801948051948052,0.667022696929239,0.3667157584683358,0.27310155535224157,0.27715763680914784
2007-11-01,0.32101966924356606,0.3862581244196842,0.16631726065688335,0.4904862579281184,0.5022321428571428,0.829004329004329,0.6686248331108144,0.31516936671575846,0.2593778591033853,0.26844541246937104
2007-12-01,0.3318817888247383,0.3862581244196842,0.16212438853948297,0.40909090909090917,0.3772321428571428,0.804112554112554,0.6926568758344458,0.3807069219440353,0.3417200365965234,0.28695888919139667
2008-01-01,0.34450533320285737,0.3147632311977716,0.21453529000698812,0.470401691331924,0.4765625,0.8885281385281383,0.629105473965287,0.3924889543446245,0.36596523330283626,0.27715763680914784
2008-02-01,0.36422350523534597,0.3361188486536676,0.15793151642208247,0.34249471458773795,0.5747767857142856,0.9123376623376624,0.695060080106809,0.5272459499263623,0.41079597438243387,0.29077048734004896
2008-03-01,0.385115960465799,0.3147632311977716,0.13277428371767996,0.33826638477801274,0.4866071428571428,0.9145021645021645,0.6427236315086782,0.3431516936671576,0.4112534309240623,0.27198475360740537
2008-04-01,0.4061062726294158,0.3491179201485609,0.16911250873515027,0.34038054968287534,0.5435267857142856,0.9826839826839824,0.7567423230974633,0.4867452135493373,0.46294602012808794,0.29757691260549957
2008-05-01,0.4167726783442607,0.3714020427112349,0.2264150943396227,0.3224101479915433,0.4966517857142856,0.9274891774891776,0.6566088117489985,0.4602356406480118,0.4368709972552609,0.3041110808603321
2008-06-01,0.4250905176631765,0.3379758588672238,0.2487770789657583,0.3181818181818181,0.5290178571428572,0.9718614718614718,0.6168224299065419,0.5066273932253313,0.4272644098810614,0.3092839640620746
2008-07-01,0.43399549858107456,0.35283194057567313,0.23829489867225717,0.3181818181818181,0.5290178571428572,0.9556277056277058,0.7321762349799732,0.4860088365243005,0.41811527904849055,0.2913150013612851
2008-08-01,0.4408944123691163,0.32219127205199627,0.19077568134171907,0.2758985200845667,0.5558035714285716,0.9826839826839824,0.6931909212283043,0.3784977908689249,0.45654162854528835,0.28586986114892454
2008-09-01,0.4457383305607203,0.3268337975858867,0.2487770789657583,0.34778012684989434,0.5100446428571428,0.964285714285714,0.7847797062750332,0.3519882179675994,0.4807868252516012,0.33188129594337057
2008-10-01,0.4493590370877778,0.3509749303621169,0.26904262753319363,0.37315010570824536,0.5245535714285716,0.9512987012987009,0.7580774365821095,0.3475699558173785,0.5091491308325711,0.3498502586441601
2008-11-01,0.44823368235639505,0.3259052924791087,0.2557651991614256,0.2758985200845667,0.5680803571428572,0.9025974025974026,0.7412550066755674,0.3917525773195877,0.5324794144556269,0.3435883473999456
