index,"Farm, fishing and intermediate food products",Farm and fishing products,Intermediate food products,"Food, beverage and tobacco products"
2017-01-01,0.73800462144896,0.7521276595744681,0.6228287841191067,0.05922140387794972
2017-02-01,0.6881201576729645,0.6968338399189467,0.6186931348221671,0.10105716719274449
2017-03-01,0.6382356938969687,0.6415400202634243,0.6145574855252276,0.1428929305075406
2017-04-01,0.5883512301209732,0.5862462006079028,0.610421836228288,0.1847286938223358
2017-05-01,0.5756648996420641,0.5880445795339408,0.47890818858560813,0.16278370659852692
2017-06-01,0.5629785691631546,0.5898429584599798,0.3473945409429282,0.14083871937471804
2017-07-01,0.5502922386842464,0.5916413373860183,0.2158808933002483,0.11889373215090959
2017-08-01,0.5688233428480807,0.5973657548125635,0.33829611248966085,0.12686006312941522
2017-09-01,0.5873544470119163,0.6030901722391082,0.4607113316790734,0.1348263941079213
2017-10-01,0.605885551175751,0.6088145896656534,0.583126550868486,0.14279272508642737
2017-11-01,0.5929726790811469,0.5967325227963527,0.5641025641025639,0.14845433137932762
2017-12-01,0.5800598069865432,0.5846504559270516,0.5450785773366418,0.15411593767222742
2018-01-01,0.5671469348919396,0.5725683890577509,0.5260545905707197,0.15977754396512855
2018-02-01,0.6163517738208508,0.6148682877406282,0.6294458229942101,0.20481988075554902
2018-03-01,0.6655566127497621,0.6571681864235059,0.7328370554177006,0.2498622175459686
2018-04-01,0.7147614516786733,0.6994680851063828,0.8362282878411911,0.2949045543363895
2018-05-01,0.7004213674051925,0.6831306990881458,0.838709677419355,0.2659952903452081
2018-06-01,0.6860812831317111,0.6667933130699089,0.8411910669975189,0.23708602635402487
2018-07-01,0.6717411988582302,0.6504559270516719,0.8436724565756819,0.20817676236284388
2018-08-01,0.6909972361922887,0.6785967578520773,0.7899090157154669,0.21368806052407452
2018-09-01,0.7102532735263463,0.7067375886524823,0.7361455748552528,0.21919935868530427
2018-10-01,0.7295093108604052,0.7348784194528877,0.6823821339950369,0.22471065684653535
2018-11-01,0.6460513796384397,0.6491641337386018,0.6203473945409428,0.22796733303271743
2018-12-01,0.5625934484164739,0.563449848024316,0.5583126550868487,0.23122400921889819
2019-01-01,0.4791355171945084,0.47773556231003056,0.4962779156327546,0.23448068540508027
2019-02-01,0.5537356712428068,0.5534447821681865,0.5583126550868487,0.24585400070143804
2019-03-01,0.628335825291106,0.6291540020263424,0.6203473945409428,0.2572273159977949
2019-04-01,0.7029359793394048,0.7048632218844983,0.6823821339950369,0.2686006312941531
2019-05-01,0.6803497802546321,0.671149949341439,0.7526881720430101,0.2538704343905005
2019-06-01,0.6577635811698612,0.6374366767983788,0.8229942100909842,0.23914023748684787
2019-07-01,0.635177382085089,0.603723404255319,0.8933002481389574,0.2244100405831957
2019-08-01,0.570227900865389,0.5365754812563321,0.849462365591398,0.2599328623678532
2019-09-01,0.5052784196456881,0.4694275582573457,0.8056244830438377,0.2954556841525129
2019-10-01,0.44032893842598897,0.40227963525835886,0.7617866004962774,0.33097850593717126
2019-11-01,0.5277966562457523,0.49577001013171174,0.7973531844499586,0.3222606343003158
2019-12-01,0.6152643740655157,0.5892603850050655,0.8329197684036398,0.31354276266345993
2020-01-01,0.7027320918852791,0.6827507598784193,0.8684863523573201,0.3048248910266045
2020-02-01,0.7771510126410219,0.7633738601823707,0.8916459884201817,0.20321659401773617
2020-03-01,0.8515699333967648,0.8439969604863222,0.9148056244830443,0.10160829700886831
2020-04-01,0.9259888541525076,0.9246200607902737,0.9379652605459059,0.0
2020-05-01,0.9506592361016719,0.9497467071935151,0.9578163771712154,0.11022596322460965
2020-06-01,0.9753296180508357,0.9748733535967582,0.9776674937965257,0.22045192644922107
2020-07-01,1.0,1.0,0.9975186104218361,0.33067788967383116
2020-08-01,0.9274613746545235,0.91950354609929,0.9933829611248965,0.3963124405030314
2020-09-01,0.8549227493090483,0.8390070921985817,0.989247311827957,0.4619469913322303
2020-10-01,0.7823841239635723,0.7585106382978721,0.9851116625310175,0.5275815421614314
2020-11-01,0.8069185809433193,0.7855116514690983,0.9900744416873444,0.525677639160278
2020-12-01,0.8314530379230662,0.8125126646403236,0.9950372208436722,0.5237737361591264
2021-01-01,0.8559874949028137,0.8395136778115502,1.0,0.5218698331579739
2021-02-01,0.7875266186398435,0.7701621073961502,0.9379652605459059,0.5719725437146139
2021-03-01,0.7190657423768747,0.7008105369807494,0.8759305210918109,0.6220752542712567
2021-04-01,0.650604866113905,0.6314589665653494,0.8138957816377168,0.6721779648278976
2021-05-01,0.5101264102215577,0.49009625126646394,0.6765922249793217,0.7021894884513258
2021-06-01,0.3696479543292104,0.34873353596757806,0.5392886683209257,0.7322010120747522
2021-07-01,0.22916949843686263,0.20737082066869306,0.4019851116625306,0.7622125356981813
2021-08-01,0.1766798060803767,0.16471631205673765,0.2746071133167911,0.7668720877799493
2021-09-01,0.12419011372389122,0.12206180344478179,0.14722911497104985,0.7715316398617165
2021-10-01,0.07170042136740529,0.07940729483282682,0.01985111662531036,0.7761911919434845
2021-11-01,0.05230845906393,0.05790273556231007,0.014888337468982549,0.8350117741369805
2021-12-01,0.03291649676045427,0.036398176291793316,0.009925558312654736,0.8938323563304773
2022-01-01,0.013524534456979431,0.014893617021276562,0.004962779156327812,0.9526529385239741
2022-02-01,0.00901635630465325,0.009929078014184523,0.0033085194375512827,0.9684352923493162
2022-03-01,0.004508178152326181,0.004964539007091817,0.0016542597187756414,0.9842176461746583
2022-04-01,0.0,0.0,0.0,1.0000000000000004
2022-05-01,0.12722577137420155,0.12502532928064802,0.15715467328370547,0.9437346560448918
2022-06-01,0.25445154274840265,0.25005065856129693,0.31430934656741094,0.8874693120897832
2022-07-01,0.3816773141226042,0.3750759878419454,0.4714640198511164,0.8312039681346763
