index,Energy 5
1986-01-01,0.0561613958560523
1986-02-01,0.0561613958560523
1986-03-01,0.0436205016357687
1986-04-01,0.0190839694656488
1986-05-01,0.010359869138495
1986-06-01,0.0092693565976008
1986-07-01,0.0081788440567066
1986-08-01,0.0070883315158123
1986-09-01,0.0027262813522355
1986-10-01,0.0
1986-11-01,0.0032715376226826
1986-12-01,0.0043620501635768
1987-01-01,0.0087241003271537
1987-02-01,0.0158124318429661
1987-03-01,0.0223555070883315
1987-04-01,0.0245365321701199
1987-05-01,0.025081788440567
1987-06-01,0.0288985823336968
1987-07-01,0.0305343511450381
1987-08-01,0.0321701199563794
1987-09-01,0.034896401308615
1987-10-01,0.0338058887677207
1987-11-01,0.034896401308615
1987-12-01,0.034896401308615
1988-01-01,0.034896401308615
1988-02-01,0.029989094874591
1988-03-01,0.0272628135223554
1988-04-01,0.0310796074154852
1988-05-01,0.0343511450381679
1988-06-01,0.0332606324972737
1988-07-01,0.0338058887677207
1988-08-01,0.0278080697928026
1988-09-01,0.0283533260632496
1988-10-01,0.0261723009814612
1988-11-01,0.0229007633587786
1988-12-01,0.0218102508178844
1989-01-01,0.0245365321701199
1989-02-01,0.0267175572519083
1989-03-01,0.0288985823336968
1989-04-01,0.0321701199563794
1989-05-01,0.0458015267175572
1989-06-01,0.0479825517993456
1989-07-01,0.0490730643402398
1989-08-01,0.0490730643402398
1989-09-01,0.0485278080697927
1989-10-01,0.0474372955288985
1989-11-01,0.0490730643402398
1989-12-01,0.0474372955288985
1990-01-01,0.0561613958560523
1990-02-01,0.0605234460196292
1990-03-01,0.0637949836423118
1990-04-01,0.0670665212649945
1990-05-01,0.0714285714285714
1990-06-01,0.0736095965103598
1990-07-01,0.0725190839694656
1990-08-01,0.0736095965103598
1990-09-01,0.0779716466739367
1990-10-01,0.0959651035986913
1990-11-01,0.1101417666303162
1990-12-01,0.1095965103598691
1991-01-01,0.1281352235550708
1991-02-01,0.1025081788440567
1991-03-01,0.0888767720828789
1991-04-01,0.0817884405670664
1991-05-01,0.0937840785169029
1991-06-01,0.0948745910577971
1991-07-01,0.1003271537622682
1991-08-01,0.099236641221374
1991-09-01,0.1019629225736095
1991-10-01,0.0937840785169029
1991-11-01,0.0937840785169029
1991-12-01,0.0888767720828789
1992-01-01,0.1008724100327153
1992-02-01,0.0899672846237731
1992-03-01,0.0872410032715375
1992-04-01,0.0877862595419847
1992-05-01,0.0937840785169029
1992-06-01,0.1003271537622682
1992-07-01,0.1085059978189749
1992-08-01,0.1035986913849508
1992-09-01,0.1008724100327153
1992-10-01,0.1003271537622682
1992-11-01,0.1046892039258451
1992-12-01,0.104143947655398
1993-01-01,0.1063249727371864
1993-02-01,0.104143947655398
1993-03-01,0.1008724100327153
1993-04-01,0.1014176663031625
1993-05-01,0.104143947655398
1993-06-01,0.1079607415485278
1993-07-01,0.1063249727371864
1993-08-01,0.1035986913849508
1993-09-01,0.1052344601962922
1993-10-01,0.1030534351145038
1993-11-01,0.1030534351145038
1993-12-01,0.0981461286804797
1994-01-01,0.09432933478735
1994-02-01,0.099236641221374
1994-03-01,0.1003271537622682
1994-04-01,0.0997818974918212
1994-05-01,0.1035986913849508
1994-06-01,0.1095965103598691
1994-07-01,0.1134133042529989
1994-08-01,0.1172300981461286
1994-09-01,0.1128680479825517
1994-10-01,0.104143947655398
1994-11-01,0.1112322791712104
1994-12-01,0.1074154852780806
1995-01-01,0.1057797164667393
1995-02-01,0.1068702290076336
1995-03-01,0.1095965103598691
1995-04-01,0.1112322791712104
1995-05-01,0.1210468920392584
1995-06-01,0.1205016357688113
1995-07-01,0.1172300981461286
1995-08-01,0.1112322791712104
1995-09-01,0.1123227917121046
1995-10-01,0.1074154852780806
1995-11-01,0.1057797164667393
1995-12-01,0.1112322791712104
1996-01-01,0.1112322791712104
1996-02-01,0.1101417666303162
1996-03-01,0.1172300981461286
1996-04-01,0.1232279171210469
1996-05-01,0.1374045801526717
1996-06-01,0.1308615049073064
1996-07-01,0.1194111232279171
1996-08-01,0.1199563794983641
1996-09-01,0.1232279171210469
1996-10-01,0.1324972737186477
1996-11-01,0.1319520174482006
1996-12-01,0.1346782988004362
1997-01-01,0.1379498364231188
1997-02-01,0.1406761177753544
1997-03-01,0.1384950926935659
1997-04-01,0.1308615049073064
1997-05-01,0.1314067611777535
1997-06-01,0.1335877862595419
1997-07-01,0.1297709923664122
1997-08-01,0.139040348964013
1997-09-01,0.1406761177753544
1997-10-01,0.1368593238822246
1997-11-01,0.1314067611777535
1997-12-01,0.1297709923664122
1998-01-01,0.1264994547437295
1998-02-01,0.1183206106870228
1998-03-01,0.1134133042529989
1998-04-01,0.113958560523446
1998-05-01,0.1205016357688113
1998-06-01,0.1199563794983641
1998-07-01,0.1161395856052344
1998-08-01,0.1155943293347873
1998-09-01,0.109051254089422
1998-10-01,0.1183206106870228
1998-11-01,0.1155943293347873
1998-12-01,0.1106870229007633
1999-01-01,0.1112322791712104
1999-02-01,0.1079607415485278
1999-03-01,0.113958560523446
1999-04-01,0.1303162486368593
1999-05-01,0.1335877862595419
1999-06-01,0.1303162486368593
1999-07-01,0.1401308615049072
1999-08-01,0.1564885496183206
1999-09-01,0.1630316248636859
1999-10-01,0.169029443838604
1999-11-01,0.1646673936750272
1999-12-01,0.1755725190839694
2000-01-01,0.1766630316248637
2000-02-01,0.1913849509269357
2000-03-01,0.2115594329334787
2000-04-01,0.1919302071973828
2000-05-01,0.197928026172301
2000-06-01,0.2181025081788439
2000-07-01,0.2224645583424209
2000-08-01,0.21319520174482
2000-09-01,0.2366412213740458
2000-10-01,0.2437295528898582
2000-11-01,0.252453653217012
2000-12-01,0.2431842966194111
2001-01-01,0.2284623773173391
2001-02-01,0.2241003271537623
2001-03-01,0.2311886586695746
2001-04-01,0.2513631406761178
2001-05-01,0.2813522355507088
2001-06-01,0.2737186477644492
2001-07-01,0.23773173391494
2001-08-01,0.2388222464558342
2001-09-01,0.2540894220283533
2001-10-01,0.2284623773173391
2001-11-01,0.1804798255179934
2001-12-01,0.1788440567066521
2002-01-01,0.1902944383860413
2002-02-01,0.1924754634678299
2002-03-01,0.2126499454743729
2002-04-01,0.2224645583424209
2002-05-01,0.2181025081788439
2002-06-01,0.2121046892039258
2002-07-01,0.2202835332606325
2002-08-01,0.2388222464558342
2002-09-01,0.2442748091603053
2002-10-01,0.2600872410032714
2002-11-01,0.2508178844056706
2002-12-01,0.2142857142857143
2003-01-01,0.2682660850599781
2003-02-01,0.2938931297709924
2003-03-01,0.3064340239912759
2003-04-01,0.2557251908396946
2003-05-01,0.2431842966194111
2003-06-01,0.2540894220283533
2003-07-01,0.2568157033805888
2003-08-01,0.2813522355507088
2003-09-01,0.2808069792802617
2003-10-01,0.2540894220283533
2003-11-01,0.2470010905125408
2003-12-01,0.2508178844056706
2004-01-01,0.2617230098146128
2004-02-01,0.2748091603053434
2004-03-01,0.2808069792802617
2004-04-01,0.2928026172300981
2004-05-01,0.3347873500545256
2004-06-01,0.3287895310796074
2004-07-01,0.3184296619411123
2004-08-01,0.3189749182115594
2004-09-01,0.3157033805888767
2004-10-01,0.3293347873500545
2004-11-01,0.3162486368593238
2004-12-01,0.297164667393675
2005-01-01,0.3047982551799346
2005-02-01,0.3184296619411123
2005-03-01,0.3375136314067612
2005-04-01,0.3587786259541984
2005-05-01,0.3456924754634679
2005-06-01,0.3544165757906215
2005-07-01,0.3773173391494003
2005-08-01,0.3985823336968374
2005-09-01,0.4525627044711014
2005-10-01,0.4171210468920392
2005-11-01,0.3724100327153762
2005-12-01,0.3604143947655397
2006-01-01,0.4013086150490729
2006-02-01,0.3707742639040348
2006-03-01,0.386586695747001
2006-04-01,0.4351145038167939
2006-05-01,0.4400218102508179
2006-06-01,0.4323882224645584
2006-07-01,0.4520174482006543
2006-08-01,0.4503816793893129
2006-09-01,0.3800436205016358
2006-10-01,0.3527808069792802
2006-11-01,0.3527808069792802
2006-12-01,0.3707742639040348
2007-01-01,0.3604143947655397
2007-02-01,0.3707742639040348
2007-03-01,0.4187568157033806
2007-04-01,0.4362050163576881
2007-05-01,0.4520174482006543
2007-06-01,0.4416575790621591
2007-07-01,0.4389312977099236
2007-08-01,0.4214830970556162
2007-09-01,0.4225736095965103
2007-10-01,0.411123227917121
2007-11-01,0.4220283533260632
2007-12-01,0.431297709923664
2008-01-01,0.435659760087241
2008-02-01,0.4378407851690294
2008-03-01,0.4585605234460195
2008-04-01,0.4967284623773172
2008-05-01,0.5414394765539805
2008-06-01,0.5790621592148311
2008-07-01,0.5997818974918212
2008-08-01,0.5719738276990185
2008-09-01,0.5583424209378407
2008-10-01,0.4820065430752453
2008-11-01,0.3904034896401308
2008-12-01,0.3484187568157034
2009-01-01,0.3527808069792802
2009-02-01,0.371319520174482
2009-03-01,0.3707742639040348
2009-04-01,0.3533260632497274
2009-05-01,0.3833151581243184
2009-06-01,0.4078516902944384
2009-07-01,0.3844056706652126
2009-08-01,0.4007633587786259
2009-09-01,0.3936750272628136
2009-10-01,0.3800436205016358
2009-11-01,0.3996728462377317
2009-12-01,0.3882224645583425
2010-01-01,0.4078516902944384
2010-02-01,0.3991275899672846
2010-03-01,0.411123227917121
2010-04-01,0.4193020719738277
2010-05-01,0.4269356597600872
2010-06-01,0.4176663031624862
2010-07-01,0.4400218102508179
2010-08-01,0.4367502726281352
2010-09-01,0.4340239912758996
2010-10-01,0.4438386041439476
2010-11-01,0.4482006543075246
2010-12-01,0.4629225736095965
2011-01-01,0.4738276990185386
2011-02-01,0.4754634678298801
2011-03-01,0.5049073064340239
2011-04-01,0.5458015267175571
2011-05-01,0.5512540894220284
2011-06-01,0.5338058887677208
2011-07-01,0.5387131952017448
2011-08-01,0.5387131952017448
2011-09-01,0.5283533260632498
