index,Rail transportation  
2012-11-01,0.44901866921972244
2012-12-01,0.45396521461624384
2013-01-01,0.49018669219722355
2013-02-01,0.49034625817775646
2013-03-01,0.48555927876176797
2013-04-01,0.5318334131163236
2013-05-01,0.546353917344822
2013-06-01,0.4975267273017392
2013-07-01,0.4386468804850805
2013-08-01,0.5071006861337164
2013-09-01,0.5380564863571087
2013-10-01,0.6039572363172172
2013-11-01,0.5782671134514121
2013-12-01,0.5150789851603639
2014-01-01,0.5406095420456358
2014-02-01,0.5677357587362375
2014-03-01,0.6181586085846498
2014-04-01,0.5785862454124782
2014-05-01,0.7469283548747407
2014-06-01,0.7416626775171533
2014-07-01,0.6787936811871709
2014-08-01,0.6625179511728099
2014-09-01,0.614169459071326
2014-10-01,0.6412956757619275
2014-11-01,0.5766714536460826
2014-12-01,0.6617201212701451
2015-01-01,0.6448061273336525
2015-02-01,0.6254986436891654
2015-03-01,0.6921972235519387
2015-04-01,0.6885272059996808
2015-05-01,0.6984202967927238
2015-06-01,0.6797510770703685
2015-07-01,0.6971437689484601
2015-08-01,0.701132918461784
2015-09-01,0.6661879687250678
2015-10-01,0.662677517153343
2015-11-01,0.6784745492261051
2015-12-01,0.659167065581618
2016-01-01,0.6583692356789532
2016-02-01,0.6390617520344664
2016-03-01,0.6275730014360938
2016-04-01,0.5801819052178077
2016-05-01,0.5536939524493378
2016-06-01,0.5742779639380884
2016-07-01,0.5907132599329823
2016-08-01,0.6535822562629647
2016-09-01,0.6314025849688847
2016-10-01,0.6791128131482367
2016-11-01,0.6987394287537896
2016-12-01,0.6326791128131481
2017-01-01,0.7086325195468326
2017-02-01,0.7346417743737035
2017-03-01,0.7129408010212224
2017-04-01,0.7759693633317377
2017-05-01,0.7233125897558641
2017-06-01,0.7121429711185576
2017-07-01,0.7119834051380245
2017-08-01,0.6921972235519387
2017-09-01,0.7494814105632679
2017-10-01,0.7194830062230733
2017-11-01,0.7616084250837722
2017-12-01,0.7501196744853997
2018-01-01,0.7332056805489069
2018-02-01,0.7745332695069411
2018-03-01,0.7860220201053136
2018-04-01,0.7585766714536462
2018-05-01,0.8115525769905856
2018-06-01,0.8374022658369236
2018-07-01,0.897558640497846
2018-08-01,0.8763363650869636
2018-09-01,0.9230891973831179
2018-10-01,0.890378171373863
2018-11-01,0.9206957076751237
2018-12-01,0.9811712142971118
2019-01-01,0.9299505345460348
2019-02-01,0.7695867241104197
2019-03-01,0.8067655975745971
2019-04-01,0.9326631562150949
2019-05-01,1.0
2019-06-01,0.9862773256741664
2019-07-01,0.936014041806287
2019-08-01,0.9628211265358226
2019-09-01,0.8011807882559439
2019-10-01,0.8051699377692676
2019-11-01,0.7309717568214456
2019-12-01,0.8642093505664592
2020-01-01,0.7446944311472794
2020-02-01,0.707196425722036
2020-03-01,0.7265039093665231
2020-04-01,0.5819371310036701
2020-05-01,0.575394925801819
2020-06-01,0.6041168022977501
2020-07-01,0.6001276527844264
2020-08-01,0.5876815063028562
2020-09-01,0.6775171533429072
2020-10-01,0.7062390298388384
2020-11-01,0.7595340673368438
2020-12-01,0.7750119674485401
2021-01-01,0.8299026647518748
2021-02-01,0.7288973990745173
2021-03-01,0.7419818094782193
2021-04-01,0.726663475347056
2021-05-01,0.6709749481410563
2021-06-01,0.6601244614648156
2021-07-01,0.6661879687250678
2021-08-01,0.6885272059996808
2021-09-01,0.720280836125738
2021-10-01,0.7100686133716292
2021-11-01,0.6484761448859102
2021-12-01,0.6349130365406095
2022-01-01,0.5982128610180311
2022-02-01,0.7188447423009414
2022-03-01,0.7079942556247008
2022-04-01,0.7568214456677835
2022-05-01,0.816818254348173
2022-06-01,0.7622466890059039
2022-07-01,0.758895803414712
2022-08-01,0.7421413754587523
2022-09-01,0.7389500558480933
2022-10-01,0.7646401787138981
2022-11-01,0.7750119674485401
2022-12-01,0.6483165789053773
2023-01-01,0.7901707355991703
2023-02-01,0.7644806127333652
2023-03-01,0.7542683899792564
2023-04-01,0.7446944311472794
2023-05-01,0.7030477102281794
2023-06-01,0.6218286261369077
2023-07-01,0.6712940801021223
2023-08-01,0.7102281793521621
2023-09-01,0.6856550183500878
2023-10-01,0.6835806606031594
2023-11-01,0.7478857507579384
2023-12-01,0.7485240146800702
