index,Livestock production index (2014-2016 = 100)
1981-08-01,0.2803661421372005
1981-09-01,0.2814974802015839
1981-10-01,0.2826288182659673
1981-11-01,0.2837601563303509
1981-12-01,0.284891494394734
1982-01-01,0.2860228324591176
1982-02-01,0.2856242929137096
1982-03-01,0.285225753368302
1982-04-01,0.2848272138228942
1982-05-01,0.2844286742774864
1982-06-01,0.2840301347320786
1982-07-01,0.2836315951866708
1982-08-01,0.283233055641263
1982-09-01,0.2828345160958552
1982-10-01,0.2824359765504474
1982-11-01,0.2820374370050396
1982-12-01,0.2816388974596318
1983-01-01,0.2812403579142239
1983-02-01,0.2814074874010079
1983-03-01,0.2815746168877917
1983-04-01,0.2817417463745757
1983-05-01,0.2819088758613597
1983-06-01,0.2820760053481437
1983-07-01,0.2822431348349277
1983-08-01,0.2824102643217114
1983-09-01,0.2825773938084954
1983-10-01,0.2827445232952794
1983-11-01,0.2829116527820632
1983-12-01,0.2830787822688472
1984-01-01,0.2832459117556312
1984-02-01,0.2850714799958862
1984-03-01,0.2868970482361412
1984-04-01,0.2887226164763963
1984-05-01,0.2905481847166513
1984-06-01,0.2923737529569064
1984-07-01,0.2941993211971616
1984-08-01,0.2960248894374166
1984-09-01,0.2978504576776717
1984-10-01,0.2996760259179267
1984-11-01,0.3015015941581818
1984-12-01,0.3033271623984368
1985-01-01,0.3051527306386918
1985-02-01,0.3056412629846756
1985-03-01,0.3061297953306594
1985-04-01,0.3066183276766432
1985-05-01,0.307106860022627
1985-06-01,0.3075953923686105
1985-07-01,0.3080839247145943
1985-08-01,0.3085724570605781
1985-09-01,0.3090609894065619
1985-10-01,0.3095495217525457
1985-11-01,0.3100380540985294
1985-12-01,0.310526586444513
1986-01-01,0.3110151187904968
1986-02-01,0.3100380540985294
1986-03-01,0.3090609894065619
1986-04-01,0.3080839247145943
1986-05-01,0.307106860022627
1986-06-01,0.3061297953306594
1986-07-01,0.3051527306386916
1986-08-01,0.3041756659467243
1986-09-01,0.3031986012547567
1986-10-01,0.3022215365627891
1986-11-01,0.3012444718708218
1986-12-01,0.3002674071788542
1987-01-01,0.2992903424868867
1987-02-01,0.3011287668415099
1987-03-01,0.3029671911961329
1987-04-01,0.3048056155507559
1987-05-01,0.3066440399053791
1987-06-01,0.3084824642600021
1987-07-01,0.3103208886146251
1987-08-01,0.3121593129692483
1987-09-01,0.3139977373238711
1987-10-01,0.3158361616784944
1987-11-01,0.3176745860331176
1987-12-01,0.3195130103877404
1988-01-01,0.3213514347423636
1988-02-01,0.3214671397716755
1988-03-01,0.3215828448009874
1988-04-01,0.3216985498302995
1988-05-01,0.3218142548596114
1988-06-01,0.3219299598889231
1988-07-01,0.3220456649182353
1988-08-01,0.3221613699475474
1988-09-01,0.3222770749768591
1988-10-01,0.322392780006171
1988-11-01,0.3225084850354831
1988-12-01,0.322624190064795
1989-01-01,0.3227398950941069
1989-02-01,0.320618636223388
1989-03-01,0.3184973773526689
1989-04-01,0.3163761184819502
1989-05-01,0.3142548596112313
1989-06-01,0.3121336007405124
1989-07-01,0.3100123418697933
1989-08-01,0.3078910829990744
1989-09-01,0.3057698241283555
1989-10-01,0.3036485652576366
1989-11-01,0.3015273063869177
1989-12-01,0.2994060475161988
1990-01-01,0.2972847886454799
1990-02-01,0.2951378175460248
1990-03-01,0.29299084644657
1990-04-01,0.2908438753471152
1990-05-01,0.2886969042476601
1990-06-01,0.2865499331482053
1990-07-01,0.2844029620487502
1990-08-01,0.2822559909492956
1990-09-01,0.2801090198498408
1990-10-01,0.2779620487503857
1990-11-01,0.2758150776509309
1990-12-01,0.2736681065514759
1991-01-01,0.271521135452021
1991-02-01,0.2736552504371079
1991-03-01,0.275789365422195
1991-04-01,0.2779234804072819
1991-05-01,0.2800575953923685
1991-06-01,0.2821917103774556
1991-07-01,0.2843258253625425
1991-08-01,0.2864599403476293
1991-09-01,0.2885940553327164
1991-10-01,0.290728170317803
1991-11-01,0.2928622853028899
1991-12-01,0.294996400287977
1992-01-01,0.2971305152730639
1992-02-01,0.2957420549213205
1992-03-01,0.2943535945695774
1992-04-01,0.2929651342178341
1992-05-01,0.2915766738660907
1992-06-01,0.2901882135143474
1992-07-01,0.2887997531626041
1992-08-01,0.287411292810861
1992-09-01,0.2860228324591176
1992-10-01,0.2846343721073743
1992-11-01,0.2832459117556312
1992-12-01,0.2818574514038878
1993-01-01,0.2804689910521445
1993-02-01,0.2848143577085262
1993-03-01,0.289159724364908
1993-04-01,0.2935050910212897
1993-05-01,0.2978504576776715
1993-06-01,0.3021958243340532
1993-07-01,0.306541190990435
1993-08-01,0.3108865576468167
1993-09-01,0.3152319243031987
1993-10-01,0.3195772909595804
1993-11-01,0.3239226576159622
1993-12-01,0.3282680242723439
1994-01-01,0.3326133909287256
1994-02-01,0.3353131749460043
1994-03-01,0.3380129589632827
1994-04-01,0.3407127429805616
1994-05-01,0.3434125269978401
1994-06-01,0.3461123110151187
1994-07-01,0.3488120950323976
1994-08-01,0.351511879049676
1994-09-01,0.3542116630669547
1994-10-01,0.3569114470842331
1994-11-01,0.3596112311015118
1994-12-01,0.3623110151187907
1995-01-01,0.3650107991360691
1995-02-01,0.3679677054407075
1995-03-01,0.3709246117453462
1995-04-01,0.3738815180499848
1995-05-01,0.3768384243546232
1995-06-01,0.3797953306592616
1995-07-01,0.3827522369639
1995-08-01,0.3857091432685386
1995-09-01,0.3886660495731771
1995-10-01,0.3916229558778155
1995-11-01,0.3945798621824541
1995-12-01,0.3975367684870925
1996-01-01,0.4004936747917309
1996-02-01,0.4044019335596009
1996-03-01,0.408310192327471
1996-04-01,0.412218451095341
1996-05-01,0.4161267098632111
1996-06-01,0.4200349686310809
1996-07-01,0.4239432273989512
1996-08-01,0.427851486166821
1996-09-01,0.431759744934691
1996-10-01,0.4356680037025611
1996-11-01,0.4395762624704309
1996-12-01,0.4434845212383012
1997-01-01,0.447392780006171
1997-02-01,0.4544122184510955
1997-03-01,0.4614316568960199
1997-04-01,0.4684510953409442
1997-05-01,0.4754705337858687
1997-06-01,0.4824899722307929
1997-07-01,0.4895094106757176
1997-08-01,0.4965288491206419
1997-09-01,0.5035482875655664
1997-10-01,0.5105677260104908
1997-11-01,0.5175871644554151
1997-12-01,0.5246066029003396
1998-01-01,0.5316260413452638
1998-02-01,0.5383112208166205
1998-03-01,0.5449964002879772
1998-04-01,0.5516815797593335
1998-05-01,0.55836675923069
1998-06-01,0.5650519387020472
1998-07-01,0.5717371181734032
1998-08-01,0.5784222976447597
1998-09-01,0.5851074771161167
1998-10-01,0.5917926565874732
1998-11-01,0.5984778360588299
1998-12-01,0.6051630155301861
1999-01-01,0.6118481950015429
1999-02-01,0.6141494394734135
1999-03-01,0.6164506839452844
1999-04-01,0.6187519284171554
1999-05-01,0.6210531728890263
1999-06-01,0.6233544173608969
1999-07-01,0.6256556618327678
1999-08-01,0.6279569063046389
1999-09-01,0.630258150776509
1999-10-01,0.6325593952483803
1999-11-01,0.634860639720251
1999-12-01,0.6371618841921216
2000-01-01,0.6394631286639927
2000-02-01,0.6420343515375915
2000-03-01,0.6446055744111898
2000-04-01,0.6471767972847886
2000-05-01,0.6497480201583876
2000-06-01,0.652319243031986
2000-07-01,0.6548904659055848
2000-08-01,0.6574616887791838
2000-09-01,0.6600329116527821
2000-10-01,0.6626041345263807
2000-11-01,0.6651753573999797
2000-12-01,0.667746580273578
2001-01-01,0.6703178031471768
2001-02-01,0.6730818677362951
2001-03-01,0.6758459323254138
2001-04-01,0.6786099969145327
2001-05-01,0.6813740615036512
2001-06-01,0.6841381260927697
2001-07-01,0.6869021906818884
2001-08-01,0.6896662552710073
2001-09-01,0.6924303198601254
2001-10-01,0.6951943844492443
2001-11-01,0.697958449038363
2001-12-01,0.7007225136274815
2002-01-01,0.7034865782166
2002-02-01,0.6999511467654014
2002-03-01,0.6964157153142039
2002-04-01,0.6928802838630053
2002-05-01,0.6893448524118069
2002-06-01,0.6858094209606094
2002-07-01,0.6822739895094108
2002-08-01,0.6787385580582124
2002-09-01,0.6752031266070146
2002-10-01,0.6716676951558163
2002-11-01,0.6681322637046176
2002-12-01,0.6645968322534201
2003-01-01,0.6610614008022215
2003-02-01,0.6726319037334156
2003-03-01,0.6842024066646097
2003-04-01,0.6957729095958038
2003-05-01,0.707343412526998
2003-06-01,0.718913915458192
2003-07-01,0.7304844183893862
2003-08-01,0.7420549213205803
2003-09-01,0.7536254242517744
2003-10-01,0.7651959271829682
2003-11-01,0.7767664301141624
2003-12-01,0.7883369330453565
2004-01-01,0.7999074359765506
2004-02-01,0.7992774863725187
2004-03-01,0.7986475367684873
2004-04-01,0.7980175871644555
2004-05-01,0.7973876375604241
2004-06-01,0.796757687956392
2004-07-01,0.7961277383523604
2004-08-01,0.7954977887483292
2004-09-01,0.7948678391442969
2004-10-01,0.7942378895402655
2004-11-01,0.7936079399362341
2004-12-01,0.7929779903322023
2005-01-01,0.7923480407281704
2005-02-01,0.7883112208166203
2005-03-01,0.7842744009050706
2005-04-01,0.7802375809935205
2005-05-01,0.7762007610819708
2005-06-01,0.7721639411704211
2005-07-01,0.7681271212588707
2005-08-01,0.764090301347321
2005-09-01,0.7600534814357713
2005-10-01,0.756016661524221
2005-11-01,0.7519798416126708
2005-12-01,0.7479430217011214
2006-01-01,0.7439062017895712
2006-02-01,0.7421577702355242
2006-03-01,0.7404093386814767
2006-04-01,0.7386609071274299
2006-05-01,0.7369124755733831
2006-06-01,0.7351640440193359
2006-07-01,0.7334156124652886
2006-08-01,0.7316671809112418
2006-09-01,0.7299187493571944
2006-10-01,0.7281703178031471
2006-11-01,0.7264218862491001
2006-12-01,0.7246734546950528
2007-01-01,0.722925023141006
2007-02-01,0.7251491309266691
2007-03-01,0.7273732387123315
2007-04-01,0.7295973464979946
2007-05-01,0.7318214542836576
2007-06-01,0.7340455620693203
2007-07-01,0.7362696698549831
2007-08-01,0.7384937776406459
2007-09-01,0.7407178854263088
2007-10-01,0.7429419932119719
2007-11-01,0.7451661009976349
2007-12-01,0.7473902087832971
2008-01-01,0.7496143165689602
2008-02-01,0.7472873598683534
2008-03-01,0.7449604031677464
2008-04-01,0.7426334464671398
2008-05-01,0.7403064897665335
2008-06-01,0.737979533065926
2008-07-01,0.7356525763653194
2008-08-01,0.7333256196647129
2008-09-01,0.7309986629641056
2008-10-01,0.7286717062634991
2008-11-01,0.7263447495628925
2008-12-01,0.7240177928622855
2009-01-01,0.7216908361616787
2009-02-01,0.7207394836984471
2009-03-01,0.7197881312352159
2009-04-01,0.718836778771984
2009-05-01,0.7178854263087526
2009-06-01,0.7169340738455212
2009-07-01,0.7159827213822896
2009-08-01,0.7150313689190577
2009-09-01,0.7140800164558267
2009-10-01,0.7131286639925949
2009-11-01,0.7121773115293633
2009-12-01,0.7112259590661318
2010-01-01,0.7102746066029004
2010-02-01,0.7003753985395453
2010-03-01,0.6904761904761907
2010-04-01,0.6805769824128356
2010-05-01,0.6706777743494805
2010-06-01,0.6607785662861261
2010-07-01,0.650879358222771
2010-08-01,0.6409801501594157
2010-09-01,0.6310809420960608
2010-10-01,0.6211817340327062
2010-11-01,0.6112825259693511
2010-12-01,0.6013833179059962
2011-01-01,0.5914841098426411
2011-02-01,0.5887843258253627
2011-03-01,0.586084541808084
2011-04-01,0.5833847577908053
2011-05-01,0.5806849737735269
2011-06-01,0.577985189756248
2011-07-01,0.5752854057389696
2011-08-01,0.5725856217216909
2011-09-01,0.5698858377044123
2011-10-01,0.5671860536871338
2011-11-01,0.5644862696698549
2011-12-01,0.5617864856525765
2012-01-01,0.5590867016352978
2012-02-01,0.558212485858274
2012-03-01,0.557338270081251
2012-04-01,0.5564640543042272
2012-05-01,0.5555898385272036
2012-06-01,0.5547156227501804
2012-07-01,0.5538414069731565
2012-08-01,0.5529671911961329
2012-09-01,0.5520929754191095
2012-10-01,0.5512187596420859
2012-11-01,0.5503445438650623
2012-12-01,0.5494703280880386
2013-01-01,0.548596112311015
2013-02-01,0.5583281908875861
2013-03-01,0.5680602694641572
2013-04-01,0.5777923480407283
2013-05-01,0.587524426617299
2013-06-01,0.5972565051938703
2013-07-01,0.6069885837704414
2013-08-01,0.6167206623470121
2013-09-01,0.6264527409235832
2013-10-01,0.6361848195001545
2013-11-01,0.6459168980767251
2013-12-01,0.6556489766532967
2014-01-01,0.6653810552298673
2014-02-01,0.6674508896431144
2014-03-01,0.669520724056361
2014-04-01,0.6715905584696082
2014-05-01,0.6736603928828551
2014-06-01,0.6757302272961019
2014-07-01,0.6778000617093489
2014-08-01,0.6798698961225962
2014-09-01,0.681939730535843
2014-10-01,0.6840095649490898
2014-11-01,0.6860793993623371
2014-12-01,0.6881492337755835
2015-01-01,0.6902190681888307
2015-02-01,0.6961328807981075
2015-03-01,0.7020466934073848
2015-04-01,0.7079605060166618
2015-05-01,0.7138743186259384
2015-06-01,0.7197881312352155
2015-07-01,0.7257019438444925
2015-08-01,0.7316157564537695
2015-09-01,0.7375295690630463
2015-10-01,0.7434433816723236
2015-11-01,0.7493571942816002
2015-12-01,0.7552710068908777
2016-01-01,0.7611848195001543
2016-02-01,0.7680885529157668
2016-03-01,0.7749922863313794
2016-04-01,0.7818960197469917
2016-05-01,0.7887997531626043
2016-06-01,0.7957034865782169
2016-07-01,0.8026072199938292
2016-08-01,0.8095109534094418
2016-09-01,0.8164146868250541
2016-10-01,0.8233184202406665
2016-11-01,0.830222153656279
2016-12-01,0.8371258870718914
2017-01-01,0.844029620487504
2017-02-01,0.8487992389180299
2017-03-01,0.8535688573485551
2017-04-01,0.8583384757790806
2017-05-01,0.8631080942096061
2017-06-01,0.8678777126401316
2017-07-01,0.8726473310706573
2017-08-01,0.8774169495011832
2017-09-01,0.8821865679317087
2017-10-01,0.886956186362234
2017-11-01,0.8917258047927599
2017-12-01,0.8964954232232851
2018-01-01,0.9012650416538108
2018-02-01,0.9042605163015534
2018-03-01,0.907255990949296
2018-04-01,0.9102514655970382
2018-05-01,0.9132469402447808
2018-06-01,0.916242414892523
2018-07-01,0.9192378895402656
2018-08-01,0.922233364188008
2018-09-01,0.92522883883575
2018-10-01,0.9282243134834928
2018-11-01,0.9312197881312356
2018-12-01,0.934215262778978
2019-01-01,0.9372107374267205
2019-02-01,0.9385606294353596
2019-03-01,0.9399105214439988
2019-04-01,0.941260413452638
2019-05-01,0.9426103054612776
2019-06-01,0.943960197469917
2019-07-01,0.945310089478556
2019-08-01,0.9466599814871954
2019-09-01,0.9480098734958348
2019-10-01,0.949359765504474
2019-11-01,0.9507096575131136
2019-12-01,0.9520595495217524
2020-01-01,0.953409441530392
2020-02-01,0.9560963694333028
2020-03-01,0.9587832973362128
2020-04-01,0.9614702252391238
2020-05-01,0.9641571531420344
2020-06-01,0.9668440810449452
2020-07-01,0.9695310089478556
2020-08-01,0.9722179368507666
2020-09-01,0.9749048647536768
2020-10-01,0.9775917926565876
2020-11-01,0.9802787205594984
2020-12-01,0.982965648462409
2021-01-01,0.9856525763653196
2021-02-01,0.9868481950015432
2021-03-01,0.9880438136377664
2021-04-01,0.9892394322739896
2021-05-01,0.9904350509102128
2021-06-01,0.9916306695464364
2021-07-01,0.9928262881826596
2021-08-01,0.9940219068188832
2021-09-01,0.9952175254551066
2021-10-01,0.99641314409133
2021-11-01,0.9976087627275534
2021-12-01,0.9988043813637768
2022-01-01,1.0000000000000002
