index,Livestock production index (2014-2016 = 100)
1961-01-01,0.0
1961-02-01,0.0002056978298878
1961-03-01,0.0004113956597757
1961-04-01,0.0006170934896636
1961-05-01,0.0008227913195515
1961-06-01,0.0010284891494395
1961-07-01,0.0012341869793274
1961-08-01,0.0014398848092153
1961-09-01,0.0016455826391031
1961-10-01,0.001851280468991
1961-11-01,0.0020569782988789
1961-12-01,0.0022626761287668
1962-01-01,0.0024683739586547
1962-02-01,0.0041653810552299
1962-03-01,0.005862388151805
1962-04-01,0.0075593952483801
1962-05-01,0.0092564023449552
1962-06-01,0.0109534094415304
1962-07-01,0.0126504165381055
1962-08-01,0.0143474236346807
1962-09-01,0.0160444307312557
1962-10-01,0.0177414378278308
1962-11-01,0.0194384449244061
1962-12-01,0.0211354520209812
1963-01-01,0.0228324591175563
1963-02-01,0.0268435668003702
1963-03-01,0.0308546744831843
1963-04-01,0.0348657821659982
1963-05-01,0.0388768898488121
1963-06-01,0.042887997531626
1963-07-01,0.0468991052144399
1963-08-01,0.0509102128972539
1963-09-01,0.0549213205800679
1963-10-01,0.0589324282628818
1963-11-01,0.0629435359456959
1963-12-01,0.0669546436285097
1964-01-01,0.0709657513113236
1964-02-01,0.073832664815386
1964-03-01,0.0766995783194488
1964-04-01,0.0795664918235112
1964-05-01,0.0824334053275738
1964-06-01,0.0853003188316363
1964-07-01,0.0881672323356989
1964-08-01,0.0910341458397614
1964-09-01,0.0939010593438239
1964-10-01,0.0967679728478865
1964-11-01,0.0996348863519489
1964-12-01,0.1025017998560116
1965-01-01,0.1053687133600741
1965-02-01,0.1055872673043301
1965-03-01,0.1058058212485859
1965-04-01,0.1060243751928418
1965-05-01,0.1062429291370976
1965-06-01,0.1064614830813536
1965-07-01,0.1066800370256093
1965-08-01,0.1068985909698653
1965-09-01,0.1071171449141211
1965-10-01,0.1073356988583771
1965-11-01,0.1075542528026329
1965-12-01,0.1077728067468888
1966-01-01,0.1079913606911446
1966-02-01,0.1092512598992081
1966-03-01,0.1105111591072713
1966-04-01,0.1117710583153348
1966-05-01,0.1130309575233982
1966-06-01,0.1142908567314615
1966-07-01,0.1155507559395249
1966-08-01,0.1168106551475881
1966-09-01,0.1180705543556515
1966-10-01,0.1193304535637149
1966-11-01,0.1205903527717783
1966-12-01,0.1218502519798416
1967-01-01,0.123110151187905
1967-02-01,0.1246143165689602
1967-03-01,0.1261184819500155
1967-04-01,0.1276226473310706
1967-05-01,0.129126812712126
1967-06-01,0.1306309780931811
1967-07-01,0.1321351434742363
1967-08-01,0.1336393088552916
1967-09-01,0.1351434742363468
1967-10-01,0.1366476396174021
1967-11-01,0.1381518049984573
1967-12-01,0.1396559703795125
1968-01-01,0.1411601357605677
1968-02-01,0.140530186156536
1968-03-01,0.1399002365525044
1968-04-01,0.1392702869484727
1968-05-01,0.138640337344441
1968-06-01,0.1380103877404093
1968-07-01,0.1373804381363776
1968-08-01,0.136750488532346
1968-09-01,0.1361205389283144
1968-10-01,0.1354905893242826
1968-11-01,0.1348606397202509
1968-12-01,0.1342306901162193
1969-01-01,0.1336007405121876
1969-02-01,0.1362105317288904
1969-03-01,0.138820322945593
1969-04-01,0.1414301141622956
1969-05-01,0.1440399053789983
1969-06-01,0.1466496965957009
1969-07-01,0.1492594878124036
1969-08-01,0.1518692790291064
1969-09-01,0.1544790702458091
1969-10-01,0.1570888614625115
1969-11-01,0.1596986526792142
1969-12-01,0.1623084438959169
1970-01-01,0.1649182351126197
1970-02-01,0.165972436490795
1970-03-01,0.1670266378689706
1970-04-01,0.168080839247146
1970-05-01,0.1691350406253213
1970-06-01,0.1701892420034969
1970-07-01,0.1712434433816723
1970-08-01,0.1722976447598476
1970-09-01,0.1733518461380232
1970-10-01,0.1744060475161988
1970-11-01,0.1754602488943741
1970-12-01,0.1765144502725497
1971-01-01,0.1775686516507251
1971-02-01,0.1774786588501491
1971-03-01,0.1773886660495731
1971-04-01,0.1772986732489971
1971-05-01,0.1772086804484214
1971-06-01,0.1771186876478452
1971-07-01,0.1770286948472694
1971-08-01,0.1769387020466934
1971-09-01,0.1768487092461175
1971-10-01,0.1767587164455415
1971-11-01,0.1766687236449657
1971-12-01,0.1765787308443895
1972-01-01,0.1764887380438138
1972-02-01,0.1755502416949501
1972-03-01,0.1746117453460867
1972-04-01,0.173673248997223
1972-05-01,0.1727347526483595
1972-06-01,0.1717962562994959
1972-07-01,0.1708577599506326
1972-08-01,0.1699192636017692
1972-09-01,0.1689807672529055
1972-10-01,0.1680422709040421
1972-11-01,0.1671037745551784
1972-12-01,0.166165278206315
1973-01-01,0.1652267818574513
1973-02-01,0.1665766738660907
1973-03-01,0.1679265658747299
1973-04-01,0.1692764578833694
1973-05-01,0.1706263498920086
1973-06-01,0.171976241900648
1973-07-01,0.1733261339092873
1973-08-01,0.1746760259179265
1973-09-01,0.1760259179265659
1973-10-01,0.1773758099352052
1973-11-01,0.1787257019438446
1973-12-01,0.1800755939524836
1974-01-01,0.181425485961123
1974-02-01,0.1838681476910417
1974-03-01,0.1863108094209604
1974-04-01,0.1887534711508793
1974-05-01,0.1911961328807983
1974-06-01,0.1936387946107169
1974-07-01,0.1960814563406356
1974-08-01,0.1985241180705543
1974-09-01,0.200966779800473
1974-10-01,0.2034094415303917
1974-11-01,0.2058521032603106
1974-12-01,0.2082947649902293
1975-01-01,0.2107374267201482
1975-02-01,0.2137971819397306
1975-03-01,0.2168569371593129
1975-04-01,0.2199166923788955
1975-05-01,0.2229764475984779
1975-06-01,0.2260362028180602
1975-07-01,0.2290959580376428
1975-08-01,0.2321557132572251
1975-09-01,0.2352154684768075
1975-10-01,0.2382752236963901
1975-11-01,0.2413349789159724
1975-12-01,0.2443947341355548
1976-01-01,0.2474544893551373
1976-02-01,0.2472487915252494
1976-03-01,0.2470430936953613
1976-04-01,0.2468373958654734
1976-05-01,0.2466316980355858
1976-06-01,0.2464260002056979
1976-07-01,0.24622030237581
1976-08-01,0.2460146045459219
1976-09-01,0.245808906716034
1976-10-01,0.2456032088861464
1976-11-01,0.2453975110562585
1976-12-01,0.2451918132263706
1977-01-01,0.2449861153964827
1977-02-01,0.2436619356165794
1977-03-01,0.2423377558366759
1977-04-01,0.2410135760567726
1977-05-01,0.2396893962768693
1977-06-01,0.238365216496966
1977-07-01,0.2370410367170627
1977-08-01,0.2357168569371592
1977-09-01,0.2343926771572559
1977-10-01,0.2330684973773529
1977-11-01,0.2317443175974494
1977-12-01,0.2304201378175459
1978-01-01,0.2290959580376428
1978-02-01,0.226589015735884
1978-03-01,0.2240820734341253
1978-04-01,0.2215751311323666
1978-05-01,0.2190681888306078
1978-06-01,0.2165612465288491
1978-07-01,0.2140543042270903
1978-08-01,0.2115473619253316
1978-09-01,0.2090404196235731
1978-10-01,0.2065334773218141
1978-11-01,0.2040265350200556
1978-12-01,0.2015195927182966
1979-01-01,0.1990126504165381
1979-02-01,0.203319448729816
1979-03-01,0.2076262470430938
1979-04-01,0.2119330453563714
1979-05-01,0.2162398436696493
1979-06-01,0.2205466419829271
1979-07-01,0.224853440296205
1979-08-01,0.2291602386094826
1979-09-01,0.2334670369227605
1979-10-01,0.2377738352360383
1979-11-01,0.2420806335493162
1979-12-01,0.246387431862594
1980-01-01,0.2506942301758719
1980-02-01,0.2525069423017587
1980-03-01,0.2543196544276458
1980-04-01,0.2561323665535331
1980-05-01,0.2579450786794199
1980-06-01,0.259757790805307
1980-07-01,0.2615705029311941
1980-08-01,0.2633832150570814
1980-09-01,0.2651959271829682
1980-10-01,0.2670086393088553
1980-11-01,0.2688213514347424
1980-12-01,0.2706340635606297
1981-01-01,0.2724467756865165
1981-02-01,0.2735781137509001
1981-03-01,0.2747094518152833
1981-04-01,0.2758407898796668
1981-05-01,0.2769721279440502
1981-06-01,0.2781034660084336
1981-07-01,0.279234804072817
