index,All industries,Manufacturing,Wholesale and retail trade ,Transportation ,Entertainment and hospitality 
1986-01-01,0.06501592278816305,0.07645552385892117,0.09024188138736534,0.11088128660407176,0.01289180990899899
1986-02-01,0.07239887040536507,0.10306989107883818,0.07461626484630864,0.10486195035790648,0.019211324570273004
1986-03-01,0.11496304146785992,0.18805108921161826,0.06680345657578028,0.07699637445384401,0.0661021233569262
1986-04-01,0.07488783247898434,0.14936138485477177,0.06806613265990608,0.02686622664311611,0.03703235591506572
1986-05-01,0.3926355918656924,0.15075531639004147,0.062068421260308565,0.014850794831272659,0.1520475227502528
1986-06-01,0.48105213755128473,0.24288446576763484,0.060845203803811705,0.012735892906944315,0.08771486349848331
1986-07-01,0.12384958494185246,0.3480938796680498,0.05788580673164188,0.007134888909547271,0.08531344792719919
1986-08-01,0.27239901638554537,0.9036728475103735,0.20759183995580632,0.002649437575532211,0.09618301314459049
1986-09-01,0.32382053488597856,0.9878598288381742,0.1543226926567494,0.07669424560751138,0.04057128412537917
1986-10-01,0.2795812412548749,1.0,0.03693327546067948,0.06649158687366366,0.04006572295247725
1986-11-01,0.24857505096533045,0.8985671680497925,0.026476739139012745,0.04999070372780515,0.03804347826086957
1986-12-01,0.1419657253134742,0.485104382780083,0.042812610977390204,0.01106256391187134,0.056622851365015166
1987-01-01,0.09504769537439903,0.3043633298755187,0.1685672572307935,0.01275913358743144,0.05965621840242669
1987-02-01,0.05693956931467415,0.09926089211618258,0.1581501795367557,0.007762387282699637,0.1813700707785642
1987-03-01,0.06068761044313014,0.08122082468879668,0.04506175275223928,0.001440922190201729,0.18806875631951467
1987-04-01,0.09417546379728024,0.11166039937759337,0.05930631732628339,0.13454029933996467,0.17163801820020222
1987-05-01,0.0987446434397602,0.23651452282157676,0.0718936195399124,0.086129961885284,0.22965116279069767
1987-06-01,0.23208658960372952,0.37320085580912865,0.1500217022451959,0.08487496513897927,0.2879170879676441
1987-07-01,0.14463351310792535,0.5325466804979253,0.14197214220889395,0.02014966998233708,0.09213852376137513
1987-08-01,0.17903374258876875,0.3861676607883818,0.12165094897999447,0.42332899507297567,0.059403437815975735
1987-09-01,0.11603234628834444,0.20644774377593358,0.14923252969261727,0.041949428279260015,0.04221435793731042
1987-10-01,0.14721736229872073,0.14795124481327798,0.12851675018742847,0.3396625453193269,0.028816986855409506
1987-11-01,0.0666654988252245,0.18685165975103732,0.06451485617330228,0.07836757460258437,0.0173154701718908
1987-12-01,0.07969058040989775,0.1017570020746888,0.07165686777413881,0.2339871711443711,0.10452477249747219
1988-01-01,0.06503417031069691,0.1153559387966805,0.05906956556050981,0.021497629450590312,0.09277047522750254
1988-02-01,0.09336527379677662,0.16767699688796678,0.06625103578897526,0.00513619038765455,0.2549292214357937
1988-03-01,0.08923768419961622,0.28280601659751037,0.05516316142524563,0.01933624616528772,0.08139534883720931
1988-04-01,0.05173537588801569,0.14608726659751037,0.0419050625419248,0.025471785813888627,0.054979777553083926
1988-05-01,0.1854057774575946,0.19944566908713693,0.04525904589038393,0.17604815468996932,0.060793731041456016
1988-06-01,0.22298837486834416,0.19305951763485477,0.04904707414276131,0.18718044064330203,0.04777553083923155
1988-07-01,0.2226672184717481,0.17036760892116182,0.04458824922069211,0.027865575904062467,0.033114256825075836
1988-08-01,0.27263258467397883,0.221440612033195,0.05137513317286825,0.05433671097889746,0.09011627906976745
1988-09-01,0.2912341091450014,0.1935619813278008,0.06266030067474253,0.07167425862229246,0.3640040444893832
1988-10-01,0.18053003943654572,0.13529240145228213,0.07007852266898157,0.023682253416380028,0.38511122345803844
1988-11-01,0.061486851930113454,0.16667206950207467,0.06195004537742178,0.01954541228967184,0.16228513650151669
1988-12-01,0.0336119365073804,0.09058934128630705,0.056465296137000354,0.016268476340987263,0.09782608695652174
1989-01-01,0.053936027105599874,0.16197160269709543,0.0551237027976167,0.020242632704285578,0.06964105156723964
1989-02-01,0.08627793604462322,0.2992576504149378,0.07745728603559168,0.020335595426234077,0.019464105156723963
1989-03-01,0.11457984349464874,0.3082209543568465,0.07970642781044075,0.04139165194756902,0.02666835187057634
1989-04-01,0.08529621933230126,0.16591026970954356,0.0752081442607426,0.02419354838709677,0.03008088978766431
1989-05-01,0.07704833914699402,0.174322484439834,0.04545633902852859,0.02031235474574695,0.039307381193124366
1989-06-01,0.12803556661112123,0.19892699688796678,0.08416525273250995,0.015431811843450776,0.03640040444893832
