index,Crop production index (2014-2016 = 100)
1961-01-01,0.0
1961-02-01,0.0081283345866007
1961-03-01,0.0162566691732015
1961-04-01,0.0243850037598023
1961-05-01,0.032513338346403
1961-06-01,0.0406416729330038
1961-07-01,0.0487700075196047
1961-08-01,0.0568983421062053
1961-09-01,0.0650266766928062
1961-10-01,0.073155011279407
1961-11-01,0.0812833458660078
1961-12-01,0.0894116804526085
1962-01-01,0.0975400150392093
1962-02-01,0.1012013463673147
1962-03-01,0.1048626776954202
1962-04-01,0.1085240090235256
1962-05-01,0.112185340351631
1962-06-01,0.1158466716797364
1962-07-01,0.1195080030078419
1962-08-01,0.1231693343359472
1962-09-01,0.1268306656640527
1962-10-01,0.1304919969921581
1962-11-01,0.1341533283202634
1962-12-01,0.1378146596483689
1963-01-01,0.1414759909764743
1963-02-01,0.1381458803308625
1963-03-01,0.1348157696852508
1963-04-01,0.131485659039639
1963-05-01,0.1281555483940273
1963-06-01,0.1248254377484155
1963-07-01,0.1214953271028037
1963-08-01,0.1181652164571919
1963-09-01,0.1148351058115802
1963-10-01,0.1115049951659684
1963-11-01,0.1081748845203566
1963-12-01,0.1048447738747448
1964-01-01,0.101514663229133
1964-02-01,0.1044598417302251
1964-03-01,0.1074050202313173
1964-04-01,0.1103501987324095
1964-05-01,0.1132953772335015
1964-06-01,0.1162405557345937
1964-07-01,0.1191857342356859
1964-08-01,0.122130912736778
1964-09-01,0.1250760912378701
1964-10-01,0.1280212697389623
1964-11-01,0.1309664482400544
1964-12-01,0.1339116267411465
1965-01-01,0.1368568052422386
1965-02-01,0.1416639810935654
1965-03-01,0.146471156944892
1965-04-01,0.1512783327962187
1965-05-01,0.1560855086475454
1965-06-01,0.1608926844988721
1965-07-01,0.1656998603501987
1965-08-01,0.1705070362015253
1965-09-01,0.1753142120528521
1965-10-01,0.1801213879041787
1965-11-01,0.1849285637555054
1965-12-01,0.1897357396068321
1966-01-01,0.1945429154581588
1966-02-01,0.1880706842840262
1966-03-01,0.1815984531098936
1966-04-01,0.1751262219357611
1966-05-01,0.1686539907616285
1966-06-01,0.1621817595874959
1966-07-01,0.1557095284133634
1966-08-01,0.1492372972392308
1966-09-01,0.1427650660650982
1966-10-01,0.1362928348909657
1966-11-01,0.1298206037168332
1966-12-01,0.1233483725427006
1967-01-01,0.116876141368568
1967-02-01,0.1201614924624914
1967-03-01,0.1234468435564149
1967-04-01,0.1267321946503384
1967-05-01,0.1300175457442618
1967-06-01,0.1333028968381852
1967-07-01,0.1365882479321087
1967-08-01,0.1398735990260321
1967-09-01,0.1431589501199555
1967-10-01,0.146444301213879
1967-11-01,0.1497296523078025
1967-12-01,0.1530150034017259
1968-01-01,0.1563003544956493
1968-02-01,0.1576699967773122
1968-03-01,0.1590396390589752
1968-04-01,0.160409281340638
1968-05-01,0.1617789236223009
1968-06-01,0.1631485659039639
1968-07-01,0.1645182081856268
1968-08-01,0.1658878504672896
1968-09-01,0.1672574927489526
1968-10-01,0.1686271350306155
1968-11-01,0.1699967773122783
1968-12-01,0.1713664195939413
1969-01-01,0.1727360618756042
1969-02-01,0.1695849894367457
1969-03-01,0.1664339169978873
1969-04-01,0.1632828445590289
1969-05-01,0.1601317721201704
1969-06-01,0.1569806996813119
1969-07-01,0.1538296272424535
1969-08-01,0.150678554803595
1969-09-01,0.1475274823647366
1969-10-01,0.1443764099258781
1969-11-01,0.1412253374870197
1969-12-01,0.1380742650481612
1970-01-01,0.1349231926093028
1970-02-01,0.141270097038708
1970-03-01,0.1476170014681133
1970-04-01,0.1539639058975185
1970-05-01,0.1603108103269237
1970-06-01,0.166657714756329
1970-07-01,0.1730046191857342
1970-08-01,0.1793515236151394
1970-09-01,0.1856984280445447
1970-10-01,0.1920453324739499
1970-11-01,0.1983922369033552
1970-12-01,0.2047391413327603
1971-01-01,0.2110860457621656
1971-02-01,0.2073978587030472
1971-03-01,0.2037096716439287
1971-04-01,0.2000214845848103
1971-05-01,0.1963332975256919
1971-06-01,0.1926451104665735
1971-07-01,0.1889569234074551
1971-08-01,0.1852687363483367
1971-09-01,0.1815805492892182
1971-10-01,0.1778923622300998
1971-11-01,0.1742041751709814
1971-12-01,0.170515988111863
1972-01-01,0.1668278010527446
1972-02-01,0.1682332509757582
1972-03-01,0.1696387008987717
1972-04-01,0.1710441508217852
1972-05-01,0.1724496007447989
1972-06-01,0.1738550506678125
1972-07-01,0.175260500590826
1972-08-01,0.1766659505138395
1972-09-01,0.1780714004368531
1972-10-01,0.1794768503598668
1972-11-01,0.1808823002828803
1972-12-01,0.1822877502058938
1973-01-01,0.1836932001289074
1973-02-01,0.180031868800802
1973-03-01,0.1763705374726966
1973-04-01,0.1727092061445912
1973-05-01,0.1690478748164858
1973-06-01,0.1653865434883803
1973-07-01,0.161725212160275
1973-08-01,0.1580638808321695
1973-09-01,0.1544025495040641
1973-10-01,0.1507412181759587
1973-11-01,0.1470798868478533
1973-12-01,0.1434185555197479
1974-01-01,0.1397572241916425
1974-02-01,0.1449940917391771
1974-03-01,0.1502309592867118
1974-04-01,0.1554678268342464
1974-05-01,0.1607046943817811
1974-06-01,0.1659415619293157
1974-07-01,0.1711784294768503
1974-08-01,0.176415297024385
1974-09-01,0.1816521645719196
1974-10-01,0.1868890321194543
1974-11-01,0.1921258996669889
1974-12-01,0.1973627672145235
1975-01-01,0.2025996347620582
1975-02-01,0.2056969957388907
1975-03-01,0.2087943567157231
1975-04-01,0.2118917176925555
1975-05-01,0.214989078669388
1975-06-01,0.2180864396462205
1975-07-01,0.2211838006230529
1975-08-01,0.2242811615998854
1975-09-01,0.2273785225767178
1975-10-01,0.2304758835535503
1975-11-01,0.2335732445303827
1975-12-01,0.2366706055072152
1976-01-01,0.2397679664840477
1976-02-01,0.2408153399935546
1976-03-01,0.2418627135030615
1976-04-01,0.2429100870125684
1976-05-01,0.2439574605220754
1976-06-01,0.2450048340315823
1976-07-01,0.2460522075410892
1976-08-01,0.2470995810505961
1976-09-01,0.248146954560103
1976-10-01,0.24919432806961
1976-11-01,0.2502417015791169
1976-12-01,0.2512890750886238
1977-01-01,0.2523364485981307
1977-02-01,0.2548608873133526
1977-03-01,0.2573853260285745
1977-04-01,0.2599097647437963
1977-05-01,0.2624342034590181
1977-06-01,0.26495864217424
1977-07-01,0.2674830808894618
1977-08-01,0.2700075196046836
1977-09-01,0.2725319583199054
1977-10-01,0.2750563970351273
1977-11-01,0.2775808357503491
1977-12-01,0.2801052744655709
1978-01-01,0.2826297131807928
1978-02-01,0.2791563719697784
1978-03-01,0.2756830307587639
1978-04-01,0.2722096895477495
1978-05-01,0.2687363483367351
1978-06-01,0.2652630071257206
1978-07-01,0.2617896659147062
1978-08-01,0.2583163247036918
1978-09-01,0.2548429834926773
1978-10-01,0.2513696422816629
1978-11-01,0.2478963010706485
1978-12-01,0.244422959859634
1979-01-01,0.2409496186486196
1979-02-01,0.242731048805815
1979-03-01,0.2445124789630106
1979-04-01,0.2462939091202063
1979-05-01,0.2480753392774018
1979-06-01,0.2498567694345973
1979-07-01,0.2516381995917929
1979-08-01,0.2534196297489883
1979-09-01,0.2552010599061839
1979-10-01,0.2569824900633795
1979-11-01,0.2587639202205749
1979-12-01,0.2605453503777706
1980-01-01,0.2623267805349661
1980-02-01,0.2678322053926307
1980-03-01,0.2733376302502954
1980-04-01,0.27884305510796
1980-05-01,0.2843484799656246
1980-06-01,0.2898539048232892
1980-07-01,0.2953593296809539
1980-08-01,0.3008647545386186
1980-09-01,0.3063701793962831
1980-10-01,0.3118756042539478
1980-11-01,0.3173810291116123
1980-12-01,0.3228864539692769
1981-01-01,0.3283918788269416
1981-02-01,0.331354961148709
1981-03-01,0.3343180434704765
1981-04-01,0.337281125792244
1981-05-01,0.3402442081140114
1981-06-01,0.3432072904357789
1981-07-01,0.3461703727575463
1981-08-01,0.3491334550793139
1981-09-01,0.3520965374010814
1981-10-01,0.3550596197228488
1981-11-01,0.3580227020446161
1981-12-01,0.3609857843663837
1982-01-01,0.3639488666881512
1982-02-01,0.3604307659254484
1982-03-01,0.3569126651627456
1982-04-01,0.3533945644000429
1982-05-01,0.3498764636373401
1982-06-01,0.3463583628746374
1982-07-01,0.3428402621119346
1982-08-01,0.3393221613492319
1982-09-01,0.3358040605865291
1982-10-01,0.3322859598238263
1982-11-01,0.3287678590611236
1982-12-01,0.3252497582984208
1983-01-01,0.3217316575357181
1983-02-01,0.3202366885093278
1983-03-01,0.3187417194829376
1983-04-01,0.3172467504565474
1983-05-01,0.3157517814301571
1983-06-01,0.3142568124037669
1983-07-01,0.3127618433773766
1983-08-01,0.3112668743509864
1983-09-01,0.3097719053245962
1983-10-01,0.3082769362982059
1983-11-01,0.3067819672718157
1983-12-01,0.3052869982454255
1984-01-01,0.3037920292190352
1984-02-01,0.3080173308984136
1984-03-01,0.312242632577792
1984-04-01,0.3164679342571704
1984-05-01,0.3206932359365487
1984-06-01,0.3249185376159271
1984-07-01,0.3291438392953055
1984-08-01,0.3333691409746838
1984-09-01,0.3375944426540623
1984-10-01,0.3418197443334407
1984-11-01,0.346045046012819
1984-12-01,0.3502703476921974
1985-01-01,0.3544956493715758
1985-02-01,0.3606635155942277
1985-03-01,0.3668313818168797
1985-04-01,0.3729992480395316
1985-05-01,0.3791671142621835
1985-06-01,0.3853349804848354
1985-07-01,0.3915028467074873
1985-08-01,0.3976707129301393
1985-09-01,0.4038385791527912
1985-10-01,0.410006445375443
1985-11-01,0.416174311598095
1985-12-01,0.422342177820747
1986-01-01,0.4285100440433989
1986-02-01,0.4260482687005407
1986-03-01,0.4235864933576825
1986-04-01,0.4211247180148243
1986-05-01,0.4186629426719662
1986-06-01,0.4162011673291079
1986-07-01,0.4137393919862498
1986-08-01,0.4112776166433917
1986-09-01,0.4088158413005335
1986-10-01,0.4063540659576753
1986-11-01,0.4038922906148172
1986-12-01,0.4014305152719589
1987-01-01,0.3989687399291008
1987-02-01,0.3872327854764206
1987-03-01,0.3754968310237404
1987-04-01,0.3637608765710602
1987-05-01,0.35202492211838
1987-06-01,0.3402889676656998
1987-07-01,0.3285530132130196
1987-08-01,0.3168170587603394
1987-09-01,0.3050811043076592
1987-10-01,0.293345149854979
1987-11-01,0.2816091954022988
1987-12-01,0.2698732409496186
1988-01-01,0.2581372864969383
1988-02-01,0.2657732660149675
1988-03-01,0.2734092455329967
1988-04-01,0.2810452250510258
1988-05-01,0.288681204569055
1988-06-01,0.2963171840870841
1988-07-01,0.3039531636051132
1988-08-01,0.3115891431231424
1988-09-01,0.3192251226411714
1988-10-01,0.3268611021592007
