Date,Exchange Rate
1992-03-01,0.1706081081081079
1992-04-01,0.16385135135135132
1992-05-01,0.1807432432432432
1992-06-01,0.17905405405405417
1992-07-01,0.17229729729729737
1992-08-01,0.17567567567567566
1992-09-01,0.22804054054054035
1992-10-01,0.2668918918918921
1992-11-01,0.2956081081081081
1992-12-01,0.3023648648648649
1993-01-01,0.3125
1993-02-01,0.28378378378378355
1993-03-01,0.2736486486486487
1993-04-01,0.3023648648648649
1993-05-01,0.3125
1993-06-01,0.3277027027027024
1993-07-01,0.3293918918918919
1993-08-01,0.37331081081081074
1993-09-01,0.39695945945945965
1993-10-01,0.40709459459459474
1993-11-01,0.38682432432432456
1993-12-01,0.41047297297297325
1994-01-01,0.39695945945945965
1994-02-01,0.4577702702702702
1994-03-01,0.5
1994-04-01,0.5304054054054053
1994-05-01,0.5354729729729728
1994-06-01,0.5422297297297294
1994-07-01,0.5371621621621623
1994-08-01,0.5371621621621623
1994-09-01,0.501689189189189
1994-10-01,0.5033783783783785
1994-11-01,0.5168918918918917
1994-12-01,0.5506756756756759
1995-01-01,0.5895270270270268
1995-02-01,0.5692567567567566
1995-03-01,0.5827702702702702
1995-04-01,0.5320945945945943
1995-05-01,0.5084459459459456
1995-06-01,0.5388513513513513
1995-07-01,0.5084459459459456
1995-08-01,0.5084459459459456
1995-09-01,0.5050675675675675
1995-10-01,0.5050675675675675
1995-11-01,0.5084459459459456
1995-12-01,0.5388513513513513
1996-01-01,0.5405405405405403
1996-02-01,0.5591216216216215
1996-03-01,0.5456081081081079
1996-04-01,0.5388513513513513
1996-05-01,0.5506756756756759
1996-06-01,0.5472972972972974
1996-07-01,0.5574324324324325
1996-08-01,0.5658783783783781
1996-09-01,0.5658783783783781
1996-10-01,0.5371621621621623
1996-11-01,0.5135135135135136
1996-12-01,0.5506756756756759
1997-01-01,0.5304054054054053
1997-02-01,0.5439189189189189
1997-03-01,0.5726351351351351
1997-04-01,0.6114864864864864
1997-05-01,0.5861486486486487
1997-06-01,0.5895270270270268
1997-07-01,0.5810810810810811
1997-08-01,0.6047297297297298
1997-09-01,0.6047297297297298
1997-10-01,0.6097972972972969
1997-11-01,0.6537162162162162
1997-12-01,0.6739864864864864
1998-01-01,0.6891891891891895
1998-02-01,0.679054054054054
1998-03-01,0.6537162162162162
1998-04-01,0.680743243243243
1998-05-01,0.7027027027027026
1998-06-01,0.7347972972972974
1998-07-01,0.7736486486486482
1998-08-01,0.8547297297297294
1998-09-01,0.8395270270270272
1998-10-01,0.873310810810811
1998-11-01,0.8648648648648649
1998-12-01,0.875
1999-01-01,0.8395270270270272
1999-02-01,0.804054054054054
1999-03-01,0.8327702702702702
1999-04-01,0.7888513513513513
1999-05-01,0.743243243243243
1999-06-01,0.748310810810811
1999-07-01,0.7837837837837838
1999-08-01,0.7888513513513513
1999-09-01,0.7685810810810811
1999-10-01,0.7702702702702702
1999-11-01,0.758445945945946
1999-12-01,0.7652027027027026
2000-01-01,0.7381756756756754
2000-02-01,0.7398648648648645
2000-03-01,0.758445945945946
2000-04-01,0.7787162162162162
2000-05-01,0.8158783783783785
2000-06-01,0.7837837837837838
2000-07-01,0.7837837837837838
2000-08-01,0.7922297297297298
2000-09-01,0.8006756756756754
2000-10-01,0.8429054054054053
2000-11-01,0.8851351351351351
2000-12-01,0.8496621621621623
2001-01-01,0.8445945945945943
2001-02-01,0.8716216216216215
2001-03-01,0.929054054054054
2001-04-01,0.9189189189189189
2001-05-01,0.8851351351351351
2001-06-01,0.8581081081081079
2001-07-01,0.868243243243243
2001-08-01,0.8851351351351351
2001-09-01,0.9358108108108105
2001-10-01,0.945945945945946
2001-11-01,1.0
2001-12-01,0.9594594594594592
2002-01-01,0.9983108108108105
2002-02-01,0.9847972972972969
2002-03-01,0.9662162162162162
2002-04-01,0.9560810810810811
2002-05-01,0.8986486486486487
2002-06-01,0.866554054054054
2002-07-01,0.876689189189189
2002-08-01,0.9104729729729732
2002-09-01,0.9273648648648645
2002-10-01,0.9273648648648645
2002-11-01,0.9104729729729732
2002-12-01,0.8952702702702702
2003-01-01,0.8547297297297294
2003-02-01,0.8074324324324325
2003-03-01,0.7567567567567566
2003-04-01,0.7398648648648645
2003-05-01,0.6148648648648649
2003-06-01,0.564189189189189
2003-07-01,0.6114864864864864
2003-08-01,0.6368243243243241
2003-09-01,0.5878378378378377
2003-10-01,0.5236486486486487
2003-11-01,0.4966216216216215
2003-12-01,0.493243243243243
2004-01-01,0.4746621621621623
2004-02-01,0.5354729729729728
2004-03-01,0.5388513513513513
2004-04-01,0.5658783783783781
2004-05-01,0.6182432432432434
2004-06-01,0.5895270270270268
2004-07-01,0.5287162162162158
2004-08-01,0.5185810810810807
2004-09-01,0.4797297297297298
2004-10-01,0.41891891891891886
2004-11-01,0.3293918918918919
2004-12-01,0.36317567567567566
2005-01-01,0.38006756756756754
2005-02-01,0.40709459459459474
2005-03-01,0.37331081081081074
2005-04-01,0.4138513513513513
2005-05-01,0.4408783783783785
2005-06-01,0.4138513513513513
2005-07-01,0.39020270270270263
2005-08-01,0.36317567567567566
2005-09-01,0.3260135135135136
2005-10-01,0.339527027027027
2005-11-01,0.3327702702702702
2005-12-01,0.29391891891891864
2006-01-01,0.2922297297297296
2006-02-01,0.285472972972973
2006-03-01,0.2989864864864864
2006-04-01,0.2820945945945945
2006-05-01,0.22635135135135154
2006-06-01,0.2398648648648649
2006-07-01,0.2702702702702704
2006-08-01,0.25168918918918903
2006-09-01,0.24831081081081074
2006-10-01,0.2635135135135136
2006-11-01,0.2702702702702704
2006-12-01,0.29729729729729715
2007-01-01,0.341216216216216
2007-02-01,0.3277027027027024
2007-03-01,0.3260135135135136
2007-04-01,0.2736486486486487
2007-05-01,0.21114864864864846
2007-06-01,0.1672297297297296
2007-07-01,0.14020270270270263
2007-08-01,0.15540540540540548
2007-09-01,0.10135135135135132
2007-10-01,0.025337837837837718
2007-11-01,0.016891891891891886
2007-12-01,0.07601351351351338
2008-01-01,0.09966216216216206
2008-02-01,0.07939189189189166
2008-03-01,0.09290540540540526
2008-04-01,0.10979729729729715
2008-05-01,0.08277027027027017
2008-06-01,0.11655405405405395
2008-07-01,0.11317567567567544
2008-08-01,0.1807432432432432
2008-09-01,0.1841216216216215
2008-10-01,0.4003378378378377
2008-11-01,0.4239864864864864
2008-12-01,0.444256756756757
2009-01-01,0.44594594594594605
2009-02-01,0.4729729729729728
2009-03-01,0.5067567567567566
2009-04-01,0.44594594594594605
2009-05-01,0.31418918918918903
2009-06-01,0.2820945945945945
2009-07-01,0.27871621621621623
2009-08-01,0.22466216216216206
2009-09-01,0.21621621621621623
2009-10-01,0.1739864864864864
2009-11-01,0.1739864864864864
2009-12-01,0.1672297297297296
2010-01-01,0.14864864864864868
2010-02-01,0.16554054054054057
2010-03-01,0.11486486486486491
2010-04-01,0.08277027027027017
2010-05-01,0.1385135135135136
2010-06-01,0.1351351351351351
2010-07-01,0.13344594594594583
2010-08-01,0.1351351351351351
2010-09-01,0.11993243243243223
2010-10-01,0.08952702702702675
2010-11-01,0.07939189189189166
2010-12-01,0.07432432432432434
2011-01-01,0.054054054054053946
2011-02-01,0.04729729729729715
2011-03-01,0.027027027027026973
2011-04-01,0.0016891891891890332
2011-05-01,0.01520270270270263
2011-06-01,0.038851351351351315
2011-07-01,0.0
2011-08-01,0.04729729729729715
2011-09-01,0.07939189189189166
2011-10-01,0.10304054054054035
2011-11-01,0.10979729729729715
2011-12-01,0.1114864864864864
2012-01-01,0.09459459459459452
2012-02-01,0.06756756756756754
2012-03-01,0.06756756756756754
2012-04-01,0.06418918918918926
2012-05-01,0.09290540540540526
2012-06-01,0.1283783783783785
2012-07-01,0.10304054054054035
2012-08-01,0.07094594594594583
2012-09-01,0.05236486486486491
2012-10-01,0.06418918918918926
2012-11-01,0.07601351351351338
2012-12-01,0.06925675675675658
2013-01-01,0.07770270270270263
2013-02-01,0.10135135135135132
2013-03-01,0.1283783783783785
2013-04-01,0.11993243243243223
2013-05-01,0.11993243243243223
2013-06-01,0.1452702702702704
2013-07-01,0.15878378378378377
2013-08-01,0.16216216216216228
2013-09-01,0.15033783783783772
2013-10-01,0.153716216216216
2013-11-01,0.17229729729729737
2013-12-01,0.20101351351351338
2014-01-01,0.2533783783783785
2014-02-01,0.26520270270270263
2014-03-01,0.2753378378378377
2014-04-01,0.25506756756756754
2014-05-01,0.23648648648648662
2014-06-01,0.22804054054054035
2014-07-01,0.21452702702702697
2014-08-01,0.24324324324324342
2014-09-01,0.25844594594594583
2014-10-01,0.285472972972973
2014-11-01,0.3023648648648649
2014-12-01,0.341216216216216
2015-01-01,0.43243243243243246
2015-02-01,0.4881756756756759
2015-03-01,0.5067567567567566
2015-04-01,0.4645270270270272
2015-05-01,0.4375
2015-06-01,0.47128378378378377
2015-07-01,0.554054054054054
2015-08-01,0.5979729729729728
2015-09-01,0.6182432432432434
2015-10-01,0.5827702702702702
2015-11-01,0.6148648648648649
2015-12-01,0.6891891891891895
2016-01-01,0.7753378378378377
2016-02-01,0.6993243243243246
2016-03-01,0.5996621621621618
2016-04-01,0.5354729729729728
2016-05-01,0.555743243243243
2016-06-01,0.5506756756756759
2016-07-01,0.5760135135135132
2016-08-01,0.5726351351351351
2016-09-01,0.5945945945945947
2016-10-01,0.616554054054054
2016-11-01,0.6537162162162162
2016-12-01,0.6385135135135136
2017-01-01,0.6097972972972969
2017-02-01,0.5996621621621618
2017-03-01,0.6452702702702702
2017-04-01,0.6520270270270272
2017-05-01,0.680743243243243
2017-06-01,0.631756756756757
2017-07-01,0.5270270270270272
2017-08-01,0.5168918918918917
2017-09-01,0.4695945945945943
2017-10-01,0.5202702702702702
2017-11-01,0.5422297297297294
2017-12-01,0.5489864864864864
2018-01-01,0.4881756756756759
2018-02-01,0.5118243243243241
2018-03-01,0.5692567567567566
2018-04-01,0.5371621621621623
2018-05-01,0.5675675675675675
2018-06-01,0.6114864864864864
2018-07-01,0.6013513513513513
2018-08-01,0.5878378378378377
2018-09-01,0.5979729729729728
2018-10-01,0.5912162162162162
2018-11-01,0.626689189189189
2018-12-01,0.6554054054054053
2019-01-01,0.6385135135135136
2019-02-01,0.616554054054054
2019-03-01,0.6418918918918921
2019-04-01,0.6452702702702702
2019-05-01,0.6554054054054053
2019-06-01,0.6300675675675675
2019-07-01,0.5929054054054053
2019-08-01,0.625
2019-09-01,0.6300675675675675
2019-10-01,0.6182432432432434
2019-11-01,0.6283783783783785
2019-12-01,0.6182432432432434
2020-01-01,0.6047297297297298
2020-02-01,0.6351351351351351
2020-03-01,0.7567567567567566
2020-04-01,0.7736486486486482
2020-05-01,0.751689189189189
2020-06-01,0.6739864864864864
2020-07-01,0.6756756756756759
2020-08-01,0.6418918918918921
2020-09-01,0.6486486486486487
2020-10-01,0.6351351351351351
2020-11-01,0.6081081081081083
2020-12-01,0.5692567567567566
2021-01-01,0.5506756756756759
2021-02-01,0.5472972972972974
2021-03-01,0.5287162162162158
2021-04-01,0.5236486486486487
2021-05-01,0.4695945945945943
2021-06-01,0.4983108108108105
2021-07-01,0.5506756756756759
2021-08-01,0.5591216216216215
2021-09-01,0.5743243243243241
2021-10-01,0.5354729729729728
2021-11-01,0.5591216216216215
2021-12-01,0.6114864864864864
2022-01-01,0.5810810810810811
2022-02-01,0.5962837837837838
2022-03-01,0.5827702702702702
2022-04-01,0.5777027027027026
2022-05-01,0.6114864864864864
2022-06-01,0.6097972972972969
2022-07-01,0.6368243243243241
2022-08-01,0.6402027027027026
2022-09-01,0.7145270270270268
2022-10-01,0.7719594594594597
2022-11-01,0.7246621621621623
2022-12-01,0.7567567567567566
2023-01-01,0.7314189189189189
2023-02-01,0.741554054054054
2023-03-01,0.7753378378378377
2023-04-01,0.7381756756756754
2023-05-01,0.7398648648648645
2023-06-01,0.7043918918918917
2023-07-01,0.6824324324324325
2023-08-01,0.7314189189189189
2023-09-01,0.7499999999999996
2023-10-01,0.7787162162162162
2023-11-01,0.7719594594594597
2023-12-01,0.7331081081081079
2024-01-01,0.7364864864864864
2024-02-01,0.7567567567567566
2024-03-01,0.7652027027027026
2024-04-01,0.7719594594594597
