Date,Exchange Rate
1986-04-01,0.4729729729729728
1986-05-01,0.4476351351351351
1986-06-01,0.4780405405405408
1986-07-01,0.4476351351351351
1986-08-01,0.4594594594594592
1986-09-01,0.4679054054054057
1986-10-01,0.4577702702702702
1986-11-01,0.4476351351351351
1986-12-01,0.4375
1987-01-01,0.41554054054054035
1987-02-01,0.37331081081081074
1987-03-01,0.3547297297297296
1987-04-01,0.35304054054054057
1987-05-01,0.3817567567567566
1987-06-01,0.3783783783783783
1987-07-01,0.35304054054054057
1987-08-01,0.3614864864864864
1987-09-01,0.35641891891891886
1987-10-01,0.34628378378378377
1987-11-01,0.3496621621621623
1987-12-01,0.3344594594594592
1988-01-01,0.3023648648648649
1988-02-01,0.2736486486486487
1988-03-01,0.24324324324324342
1988-04-01,0.22635135135135154
1988-05-01,0.22466216216216206
1988-06-01,0.1976351351351351
1988-07-01,0.1807432432432432
1988-08-01,0.21114864864864846
1988-09-01,0.22466216216216206
1988-10-01,0.18749999999999978
1988-11-01,0.20608108108108114
1988-12-01,0.17567567567567566
1989-01-01,0.16891891891891908
1989-02-01,0.1604729729729728
1989-03-01,0.1706081081081079
1989-04-01,0.1672297297297296
1989-05-01,0.16385135135135132
1989-06-01,0.16891891891891908
1989-07-01,0.1469594594594592
1989-08-01,0.1283783783783785
1989-09-01,0.14189189189189189
1989-10-01,0.1317567567567568
1989-11-01,0.12331081081081074
1989-12-01,0.11317567567567544
1990-01-01,0.13344594594594583
1990-02-01,0.1672297297297296
1990-03-01,0.1452702702702704
1990-04-01,0.125
1990-05-01,0.1351351351351351
1990-06-01,0.1351351351351351
1990-07-01,0.1114864864864864
1990-08-01,0.10641891891891864
1990-09-01,0.1385135135135136
1990-10-01,0.1351351351351351
1990-11-01,0.13344594594594583
1990-12-01,0.13006756756756732
1991-01-01,0.08952702702702675
1991-02-01,0.09121621621621623
1991-03-01,0.08952702702702675
1991-04-01,0.08783783783783794
1991-05-01,0.07939189189189166
1991-06-01,0.06756756756756754
1991-07-01,0.07601351351351338
1991-08-01,0.07094594594594583
1991-09-01,0.07094594594594583
1991-10-01,0.0625
1991-11-01,0.06418918918918926
1991-12-01,0.09797297297297303
1992-01-01,0.10810810810810811
1992-02-01,0.153716216216216
