Date,food bank,free food
2012-02-01,0.2,0.4285714285714284
2012-03-01,0.1647058823529412,0.33333333333333326
2012-04-01,0.1764705882352941,0.33333333333333326
2012-05-01,0.1764705882352941,0.38095238095238093
2012-06-01,0.1294117647058824,0.4285714285714284
2012-07-01,0.1647058823529412,0.4285714285714284
2012-08-01,0.18823529411764706,0.5238095238095237
2012-09-01,0.22352941176470592,0.47619047619047605
2012-10-01,0.3058823529411765,0.4285714285714284
2012-11-01,0.4470588235294118,0.4285714285714284
2012-12-01,0.5647058823529412,0.38095238095238093
2013-01-01,0.23529411764705882,0.6666666666666665
2013-02-01,0.2,0.4285714285714284
2013-03-01,0.2,0.6190476190476191
2013-04-01,0.1647058823529412,0.5714285714285714
2013-05-01,0.1764705882352941,0.5238095238095237
2013-06-01,0.18823529411764706,0.5238095238095237
2013-07-01,0.18823529411764706,0.4285714285714284
2013-08-01,0.1647058823529412,0.47619047619047605
2013-09-01,0.22352941176470592,0.47619047619047605
2013-10-01,0.32941176470588235,0.5238095238095237
2013-11-01,0.4352941176470589,0.4285714285714284
2013-12-01,0.5529411764705883,0.33333333333333326
2014-01-01,0.23529411764705882,0.5238095238095237
2014-02-01,0.22352941176470592,0.5714285714285714
2014-03-01,0.18823529411764706,0.47619047619047605
2014-04-01,0.22352941176470592,0.47619047619047605
2014-05-01,0.21176470588235297,0.5238095238095237
2014-06-01,0.1764705882352941,0.2857142857142856
2014-07-01,0.2,0.4285714285714284
2014-08-01,0.2,0.47619047619047605
2014-09-01,0.27058823529411763,0.38095238095238093
2014-10-01,0.36470588235294116,0.4285714285714284
2014-11-01,0.4705882352941177,0.38095238095238093
2014-12-01,0.6705882352941177,0.33333333333333326
2015-01-01,0.25882352941176473,0.47619047619047605
2015-02-01,0.25882352941176473,0.38095238095238093
2015-03-01,0.24705882352941178,0.4285714285714284
2015-04-01,0.24705882352941178,0.4285714285714284
2015-05-01,0.2,0.33333333333333326
2015-06-01,0.22352941176470592,0.38095238095238093
2015-07-01,0.24705882352941178,0.4285714285714284
2015-08-01,0.24705882352941178,0.47619047619047605
2015-09-01,0.35294117647058826,0.4285714285714284
2015-10-01,0.36470588235294116,0.33333333333333326
2015-11-01,0.5529411764705883,0.38095238095238093
2015-12-01,0.7058823529411764,0.38095238095238093
2016-01-01,0.31764705882352945,0.38095238095238093
2016-02-01,0.25882352941176473,0.4285714285714284
2016-03-01,0.29411764705882354,0.4285714285714284
2016-04-01,0.24705882352941178,0.38095238095238093
2016-05-01,0.29411764705882354,0.38095238095238093
2016-06-01,0.25882352941176473,0.4285714285714284
2016-07-01,0.23529411764705882,0.38095238095238093
2016-08-01,0.24705882352941178,0.23809523809523803
2016-09-01,0.34117647058823525,0.33333333333333326
2016-10-01,0.36470588235294116,0.38095238095238093
2016-11-01,0.5411764705882354,0.2857142857142856
2016-12-01,0.6823529411764706,0.2857142857142856
2017-01-01,0.29411764705882354,0.47619047619047605
2017-02-01,0.25882352941176473,0.4285714285714284
2017-03-01,0.25882352941176473,0.4285714285714284
2017-04-01,0.23529411764705882,0.4285714285714284
2017-05-01,0.27058823529411763,0.33333333333333326
2017-06-01,0.25882352941176473,0.4285714285714284
2017-07-01,0.23529411764705882,0.47619047619047605
2017-08-01,0.27058823529411763,0.47619047619047605
2017-09-01,0.34117647058823525,0.4285714285714284
2017-10-01,0.36470588235294116,0.4285714285714284
2017-11-01,0.5294117647058822,0.38095238095238093
2017-12-01,0.5647058823529412,0.38095238095238093
2018-01-01,0.34117647058823525,0.5238095238095237
2018-02-01,0.29411764705882354,0.47619047619047605
2018-03-01,0.27058823529411763,0.5238095238095237
2018-04-01,0.27058823529411763,0.4285714285714284
2018-05-01,0.27058823529411763,0.4285714285714284
2018-06-01,0.24705882352941178,0.47619047619047605
2018-07-01,0.23529411764705882,0.5714285714285714
2018-08-01,0.31764705882352945,0.6190476190476191
2018-09-01,0.35294117647058826,0.5238095238095237
2018-10-01,0.38823529411764707,0.47619047619047605
2018-11-01,0.5529411764705883,0.5714285714285714
2018-12-01,0.588235294117647,0.4285714285714284
2019-01-01,0.35294117647058826,0.6190476190476191
2019-02-01,0.32941176470588235,0.5714285714285714
2019-03-01,0.2823529411764706,0.47619047619047605
2019-04-01,0.29411764705882354,0.5714285714285714
2019-05-01,0.29411764705882354,0.5714285714285714
2019-06-01,0.25882352941176473,0.7142857142857142
2019-07-01,0.29411764705882354,1.0
2019-08-01,0.31764705882352945,0.6190476190476191
2019-09-01,0.36470588235294116,0.5714285714285714
2019-10-01,0.4235294117647059,0.6190476190476191
2019-11-01,0.5411764705882354,0.5238095238095237
2019-12-01,0.6352941176470588,0.5238095238095237
2020-01-01,0.38823529411764707,0.6666666666666665
2020-02-01,0.35294117647058826,0.6666666666666665
2020-03-01,0.6941176470588235,0.6190476190476191
2020-04-01,0.976470588235294,0.6666666666666665
2020-05-01,0.4352941176470589,0.7619047619047619
2020-06-01,0.3058823529411765,0.6666666666666665
2020-07-01,0.31764705882352945,0.9047619047619047
2020-08-01,0.27058823529411763,0.7142857142857142
2020-09-01,0.31764705882352945,0.7142857142857142
2020-10-01,0.4235294117647059,0.5238095238095237
2020-11-01,0.5764705882352941,0.38095238095238093
2020-12-01,0.8941176470588235,0.33333333333333326
2021-01-01,0.35294117647058826,0.4285714285714284
2021-02-01,0.35294117647058826,0.47619047619047605
2021-03-01,0.31764705882352945,0.4285714285714284
2021-04-01,0.27058823529411763,0.5714285714285714
2021-05-01,0.25882352941176473,0.6190476190476191
2021-06-01,0.2823529411764706,0.5238095238095237
2021-07-01,0.2823529411764706,0.4285714285714284
2021-08-01,0.29411764705882354,0.6190476190476191
2021-09-01,0.36470588235294116,0.7619047619047619
2021-10-01,0.4352941176470589,0.5714285714285714
2021-11-01,0.6000000000000001,0.47619047619047605
2021-12-01,0.8117647058823529,0.4285714285714284
2022-01-01,0.39999999999999997,0.5238095238095237
2022-02-01,0.38823529411764707,0.6666666666666665
2022-03-01,0.4235294117647059,0.8095238095238093
2022-04-01,0.38823529411764707,0.6666666666666665
2022-05-01,0.39999999999999997,0.5714285714285714
2022-06-01,0.4470588235294118,0.7142857142857142
2022-07-01,0.39999999999999997,0.8095238095238093
2022-08-01,0.5294117647058822,0.7142857142857142
2022-09-01,0.5058823529411764,0.6190476190476191
2022-10-01,0.5764705882352941,0.6190476190476191
2022-11-01,0.7647058823529411,0.5714285714285714
2022-12-01,1.0,0.5714285714285714
2023-01-01,0.5529411764705883,0.6666666666666665
2023-02-01,0.5294117647058822,0.6666666666666665
2023-03-01,0.5411764705882354,0.7619047619047619
2023-04-01,0.5294117647058822,0.7142857142857142
2023-05-01,0.5176470588235293,0.6666666666666665
2023-06-01,0.5294117647058822,0.7619047619047619
2023-07-01,0.4705882352941177,0.857142857142857
2023-08-01,0.6352941176470588,0.857142857142857
2023-09-01,0.6705882352941177,0.8095238095238093
2023-10-01,0.6705882352941177,0.6666666666666665
2023-11-01,0.8941176470588235,0.7142857142857142
2023-12-01,0.8470588235294116,0.7142857142857142
2024-01-01,0.611764705882353,0.7142857142857142
2024-02-01,0.6588235294117648,0.8095238095238093
2024-03-01,0.4941176470588235,0.8095238095238093
2024-04-01,0.6000000000000001,0.7619047619047619
2024-05-01,0.7176470588235293,0.7619047619047619
2024-06-01,0.6000000000000001,0.7619047619047619
