,1
1980-01-01,0.8130081300813008
1981-01-01,0.9999999999999999
1982-01-01,0.8617886178861789
1983-01-01,0.45528455284552843
1984-01-01,0.3333333333333333
1985-01-01,0.3089430894308943
1986-01-01,0.3252032520325204
1987-01-01,0.34146341463414637
1988-01-01,0.3089430894308943
1989-01-01,0.3902439024390244
1990-01-01,0.37398373983739835
1991-01-01,0.43902439024390244
1992-01-01,0.1056910569105691
1993-01-01,0.1382113821138211
1994-01-01,0.0
1995-01-01,0.15447154471544716
1996-01-01,0.11382113821138212
1997-01-01,0.11382113821138212
1998-01-01,0.06504065040650406
1999-01-01,0.12195121951219512
2000-01-01,0.2032520325203252
2001-01-01,0.18699186991869918
2002-01-01,0.17073170731707316
2003-01-01,0.2113821138211382
2004-01-01,0.1382113821138211
2005-01-01,0.16260162601626016
2006-01-01,0.14634146341463414
2007-01-01,0.15447154471544716
2008-01-01,0.17886178861788615
2009-01-01,0.008130081300813004
2010-01-01,0.13008130081300812
2011-01-01,0.2195121951219512
2012-01-01,0.1056910569105691
2013-01-01,0.05691056910569105
2014-01-01,0.1382113821138211
2015-01-01,0.07317073170731707
2016-01-01,0.09756097560975609
2017-01-01,0.11382113821138212
2018-01-01,0.17073170731707316
2019-01-01,0.1382113821138211
2020-01-01,0.04065040650406504
2021-01-01,0.2601626016260163
2022-01-01,0.5365853658536586
2023-01-01,0.3008130081300813
2024-01-01,0.1951219512195122
2025-01-01,0.1382113821138211
2026-01-01,0.1382113821138211
2027-01-01,0.1382113821138211
2028-01-01,0.1382113821138211
2029-01-01,0.14634146341463414
