Date,Total index
2016-05-01,130.2
2016-06-01,132.9
2016-07-01,127.7
2016-08-01,124.5
2016-09-01,125.4
2016-10-01,127.7
2016-11-01,126.3
2016-12-01,127.2
2017-01-01,128.2
2017-02-01,131.0
2017-03-01,133.4
2017-04-01,131.8
2017-05-01,133.7
2017-06-01,134.5
2017-07-01,135.2
2017-08-01,132.1
2017-09-01,127.4
2017-10-01,126.0
2017-11-01,125.5
2017-12-01,125.0
2018-01-01,126.7
2018-02-01,126.7
2018-03-01,127.8
2018-04-01,127.1
2018-05-01,128.8
2018-06-01,130.4
2018-07-01,130.6
2018-08-01,129.4
2018-09-01,127.3
2018-10-01,129.1
2018-11-01,128.5
2018-12-01,127.5
2019-01-01,128.7
2019-02-01,128.2
2019-03-01,129.6
2019-04-01,135.6
2019-05-01,136.6
2019-06-01,136.0
2019-07-01,133.6
2019-08-01,135.1
2019-09-01,131.9
2019-10-01,130.9
2019-11-01,132.1
2019-12-01,132.8
2020-01-01,135.6
2020-02-01,137.5
2020-03-01,137.0
2020-04-01,135.0
2020-05-01,138.3
2020-06-01,138.4
2020-07-01,134.5
2020-08-01,135.6
2020-09-01,137.7
2020-10-01,140.9
2020-11-01,140.5
2020-12-01,140.8
2021-01-01,144.6
2021-02-01,148.6
2021-03-01,152.7
2021-04-01,155.5
2021-05-01,153.9
2021-06-01,154.8
2021-07-01,155.7
2021-08-01,157.1
2021-09-01,155.3
2021-10-01,155.1
2021-11-01,155.8
2021-12-01,156.3
2022-01-01,159.5
2022-02-01,169.2
2022-03-01,172.7
2022-04-01,174.2
2022-05-01,173.7
2022-06-01,174.4
2022-07-01,178.2
2022-08-01,177.4
2022-09-01,174.8
2022-10-01,177.2
2022-11-01,182.4
2022-12-01,177.1
2023-01-01,178.0
2023-02-01,181.7
2023-03-01,182.9
2023-04-01,181.4
2023-05-01,180.0
2023-06-01,179.3
2023-07-01,178.5
2023-08-01,176.9
2023-09-01,177.8
2023-10-01,173.0
2023-11-01,169.4
2023-12-01,167.8
