Date,Total index
1997-04-01,87.4
1997-05-01,88.4
1997-06-01,89.3
1997-07-01,91.2
1997-08-01,91.3
1997-09-01,88.0
1997-10-01,89.1
1997-11-01,88.8
1997-12-01,88.9
1998-01-01,90.2
1998-02-01,87.6
1998-03-01,89.7
1998-04-01,89.8
1998-05-01,91.5
1998-06-01,89.8
1998-07-01,90.5
1998-08-01,91.1
1998-09-01,88.7
1998-10-01,87.7
1998-11-01,89.4
1998-12-01,89.4
1999-01-01,89.1
1999-02-01,89.0
1999-03-01,90.6
1999-04-01,90.4
1999-05-01,90.4
1999-06-01,90.6
1999-07-01,90.0
1999-08-01,87.9
1999-09-01,89.7
1999-10-01,89.8
1999-11-01,89.6
1999-12-01,89.6
2000-01-01,87.0
2000-02-01,86.8
2000-03-01,87.6
2000-04-01,87.5
2000-05-01,87.2
2000-06-01,87.7
2000-07-01,88.6
2000-08-01,96.3
2000-09-01,94.1
2000-10-01,86.1
2000-11-01,85.1
2000-12-01,85.8
2001-01-01,88.7
2001-02-01,89.7
2001-03-01,90.8
2001-04-01,90.5
2001-05-01,90.8
2001-06-01,90.6
2001-07-01,89.2
2001-08-01,87.8
2001-09-01,88.4
2001-10-01,91.2
2001-11-01,94.1
2001-12-01,93.9
2002-01-01,89.9
2002-02-01,90.0
2002-03-01,90.3
2002-04-01,90.0
2002-05-01,90.6
2002-06-01,86.0
2002-07-01,89.7
2002-08-01,89.6
2002-09-01,90.2
2002-10-01,90.4
2002-11-01,89.1
2002-12-01,90.4
2003-01-01,93.6
2003-02-01,94.0
2003-03-01,91.0
2003-04-01,90.6
2003-05-01,88.3
2003-06-01,86.6
2003-07-01,91.0
2003-08-01,89.9
2003-09-01,88.8
2003-10-01,91.0
2003-11-01,89.4
2003-12-01,89.5
2004-01-01,93.1
2004-02-01,93.4
2004-03-01,92.3
2004-04-01,92.4
2004-05-01,92.2
2004-06-01,93.2
2004-07-01,95.8
2004-08-01,96.4
2004-09-01,92.7
2004-10-01,93.2
2004-11-01,92.2
2004-12-01,93.0
2005-01-01,89.1
2005-02-01,90.5
2005-03-01,91.7
2005-04-01,91.8
2005-05-01,91.7
2005-06-01,96.7
2005-07-01,90.0
2005-08-01,91.0
2005-09-01,100.1
2005-10-01,99.6
2005-11-01,99.6
2005-12-01,93.0
2006-01-01,91.4
2006-02-01,91.6
2006-03-01,91.3
2006-04-01,90.1
2006-05-01,90.6
2006-06-01,87.2
2006-07-01,92.8
2006-08-01,95.8
2006-09-01,94.2
2006-10-01,96.6
2006-11-01,96.8
2006-12-01,98.3
2007-01-01,99.0
2007-02-01,99.6
2007-03-01,100.2
2007-04-01,100.5
2007-05-01,103.6
2007-06-01,106.8
2007-07-01,100.2
2007-08-01,100.5
2007-09-01,103.5
2007-10-01,101.1
2007-11-01,97.5
2007-12-01,97.4
2008-01-01,103.7
2008-02-01,104.9
2008-03-01,103.3
2008-04-01,102.8
2008-05-01,102.2
2008-06-01,105.1
2008-07-01,102.4
2008-08-01,102.5
2008-09-01,104.9
2008-10-01,106.8
2008-11-01,107.9
2008-12-01,107.7
2009-01-01,103.3
2009-02-01,102.9
2009-03-01,105.6
2009-04-01,103.9
2009-05-01,106.1
2009-06-01,102.4
2009-07-01,105.0
2009-08-01,106.9
2009-09-01,104.7
2009-10-01,107.9
2009-11-01,107.6
2009-12-01,108.1
2010-01-01,115.1
2010-02-01,117.1
2010-03-01,109.0
2010-04-01,108.7
2010-05-01,109.5
2010-06-01,110.7
2010-07-01,110.3
2010-08-01,108.7
2010-09-01,105.5
2010-10-01,104.4
2010-11-01,104.0
2010-12-01,103.3
2011-01-01,107.8
2011-02-01,110.3
2011-03-01,110.8
2011-04-01,110.5
2011-05-01,111.4
2011-06-01,112.2
2011-07-01,111.5
2011-08-01,115.5
2011-09-01,117.0
2011-10-01,115.3
2011-11-01,112.5
2011-12-01,113.0
2012-01-01,120.6
2012-02-01,121.8
2012-03-01,116.4
2012-04-01,115.8
2012-05-01,119.5
2012-06-01,123.5
2012-07-01,118.6
2012-08-01,117.5
2012-09-01,117.6
2012-10-01,118.0
2012-11-01,118.2
2012-12-01,118.4
2013-01-01,130.8
2013-02-01,131.3
2013-03-01,123.6
2013-04-01,124.8
2013-05-01,124.5
2013-06-01,123.6
2013-07-01,123.4
2013-08-01,124.0
2013-09-01,126.0
2013-10-01,125.1
2013-11-01,125.9
2013-12-01,125.1
2014-01-01,98.1
2014-02-01,95.4
2014-03-01,126.1
2014-04-01,127.3
2014-05-01,122.1
2014-06-01,133.3
2014-07-01,127.8
2014-08-01,127.3
2014-09-01,123.5
2014-10-01,126.0
2014-11-01,128.7
2014-12-01,126.7
2015-01-01,124.3
2015-02-01,123.6
2015-03-01,121.5
2015-04-01,119.3
2015-05-01,123.0
2015-06-01,123.5
2015-07-01,120.7
2015-08-01,120.6
2015-09-01,121.1
2015-10-01,120.7
2015-11-01,121.2
2015-12-01,121.6
2016-01-01,104.7
2016-02-01,104.0
2016-03-01,122.7
2016-04-01,122.1
2016-05-01,121.0
2016-06-01,126.0
2016-07-01,121.7
2016-08-01,121.0
2016-09-01,120.3
2016-10-01,122.8
2016-11-01,122.7
2016-12-01,120.9
2017-01-01,116.6
2017-02-01,128.1
2017-03-01,120.5
2017-04-01,122.4
2017-05-01,120.7
2017-06-01,123.9
2017-07-01,124.1
2017-08-01,122.6
2017-09-01,125.6
2017-10-01,124.0
2017-11-01,125.3
2017-12-01,124.5
2018-01-01,124.7
2018-02-01,122.9
2018-03-01,122.6
2018-04-01,125.0
2018-05-01,125.5
2018-06-01,125.1
2018-07-01,124.5
2018-08-01,125.3
2018-09-01,126.7
2018-10-01,128.9
2018-11-01,126.9
2018-12-01,127.5
2019-01-01,125.6
2019-02-01,120.6
2019-03-01,125.4
2019-04-01,125.5
2019-05-01,125.3
2019-06-01,129.8
2019-07-01,127.8
2019-08-01,127.5
2019-09-01,127.1
2019-10-01,127.6
2019-11-01,127.2
2019-12-01,127.0
2020-01-01,126.8
2020-02-01,126.7
2020-03-01,127.5
2020-04-01,127.1
2020-05-01,126.8
2020-06-01,126.5
2020-07-01,127.2
2020-08-01,128.0
2020-09-01,129.4
2020-10-01,130.1
2020-11-01,130.0
2020-12-01,130.1
2021-01-01,129.6
2021-02-01,129.6
2021-03-01,133.7
2021-04-01,133.6
2021-05-01,133.3
2021-06-01,133.6
2021-07-01,134.7
2021-08-01,135.1
2021-09-01,135.6
2021-10-01,135.2
2021-11-01,134.6
2021-12-01,135.2
2022-01-01,134.2
2022-02-01,136.4
2022-03-01,141.5
2022-04-01,141.5
2022-05-01,140.5
2022-06-01,144.3
2022-07-01,146.2
2022-08-01,145.9
2022-09-01,146.6
2022-10-01,146.1
2022-11-01,146.8
2022-12-01,146.6
2023-01-01,145.4
2023-02-01,147.1
2023-03-01,154.5
2023-04-01,154.1
2023-05-01,152.9
2023-06-01,154.6
2023-07-01,154.4
2023-08-01,154.1
2023-09-01,150.7
2023-10-01,154.0
2023-11-01,154.2
2023-12-01,154.1
