Date,Energy 
2011-01-01,143.1
2011-02-01,143.6
2011-03-01,149.9
2011-04-01,153.9
2011-05-01,156.0
2011-06-01,153.8
2011-07-01,153.9
2011-08-01,153.4
2011-09-01,156.3
2011-10-01,155.6
2011-11-01,152.8
2011-12-01,148.4
2012-01-01,149.9
2012-02-01,150.4
2012-03-01,158.2
2012-04-01,159.8
2012-05-01,160.2
2012-06-01,159.2
2012-07-01,156.7
2012-08-01,156.8
2012-09-01,156.3
2012-10-01,157.3
2012-11-01,149.6
2012-12-01,147.8
2013-01-01,149.0
2013-02-01,155.9
2013-03-01,158.1
2013-04-01,157.0
2013-05-01,161.8
2013-06-01,162.6
2013-07-01,164.6
2013-08-01,163.1
2013-09-01,160.7
2013-10-01,154.5
2013-11-01,151.5
2013-12-01,150.9
2014-01-01,153.0
2014-02-01,154.6
2014-03-01,160.4
2014-04-01,168.9
2014-05-01,171.0
2014-06-01,172.5
2014-07-01,168.9
2014-08-01,166.8
2014-09-01,165.9
2014-10-01,158.6
2014-11-01,155.2
2014-12-01,147.4
2015-01-01,139.2
2015-02-01,146.1
2015-03-01,152.5
2015-04-01,151.1
2015-05-01,156.3
2015-06-01,158.3
2015-07-01,158.9
2015-08-01,157.4
2015-09-01,149.4
2015-10-01,148.5
2015-11-01,152.0
2015-12-01,149.4
2016-01-01,140.6
2016-02-01,137.0
2016-03-01,142.1
2016-04-01,144.1
2016-05-01,147.9
2016-06-01,150.6
2016-07-01,150.4
2016-08-01,148.5
2016-09-01,151.1
2016-10-01,154.8
2016-11-01,149.7
2016-12-01,150.7
2017-01-01,156.4
2017-02-01,153.2
2017-03-01,157.3
2017-04-01,162.0
2017-05-01,159.3
2017-06-01,156.8
2017-07-01,156.4
2017-08-01,160.4
2017-09-01,161.8
2017-10-01,160.6
2017-11-01,166.5
2017-12-01,162.0
2018-01-01,162.4
2018-02-01,163.6
2018-03-01,168.4
2018-04-01,174.1
2018-05-01,178.3
2018-06-01,175.8
2018-07-01,177.0
2018-08-01,173.5
2018-09-01,173.5
2018-10-01,175.4
2018-11-01,168.0
2018-12-01,164.0
2019-01-01,161.7
2019-02-01,163.1
2019-03-01,171.5
2019-04-01,183.9
2019-05-01,185.9
2019-06-01,176.2
2019-07-01,175.1
2019-08-01,171.8
2019-09-01,174.3
2019-10-01,177.3
2019-11-01,169.6
2019-12-01,167.6
2020-01-01,170.3
2020-02-01,171.7
2020-03-01,157.2
2020-04-01,140.0
2020-05-01,149.4
2020-06-01,159.1
2020-07-01,162.2
2020-08-01,163.1
2020-09-01,161.1
2020-10-01,160.1
2020-11-01,159.3
2020-12-01,160.4
2021-01-01,168.0
2021-02-01,173.8
2021-03-01,180.2
2021-04-01,182.5
2021-05-01,185.7
2021-06-01,187.9
2021-07-01,194.7
2021-08-01,193.2
2021-09-01,188.6
2021-10-01,194.3
2021-11-01,192.9
2021-12-01,189.8
2022-01-01,200.6
2022-02-01,205.4
2022-03-01,224.3
2022-04-01,224.1
2022-05-01,239.7
2022-06-01,247.0
2022-07-01,234.5
2022-08-01,222.5
2022-09-01,227.8
2022-10-01,235.5
2022-11-01,218.6
2022-12-01,200.9
2023-01-01,209.3
2023-02-01,211.7
2023-03-01,213.1
2023-04-01,216.7
2023-05-01,215.4
2023-06-01,223.8
2023-07-01,219.2
2023-08-01,225.2
2023-09-01,224.5
2023-10-01,213.6
2023-11-01,207.7
2023-12-01,201.0
2024-01-01,196.0
2024-02-01,202.3
2024-03-01,216.2
2024-04-01,228.9
