Date,Energy 
1986-12-01,59.4
1987-01-01,59.4
1987-02-01,60.8
1987-03-01,63.1
1987-04-01,65.4
1987-05-01,65.2
1987-06-01,65.2
1987-07-01,65.6
1987-08-01,65.7
1987-09-01,66.7
1987-10-01,67.1
1987-11-01,66.9
1987-12-01,66.1
1988-01-01,66.7
1988-02-01,63.1
1988-03-01,64.4
1988-04-01,65.2
1988-05-01,65.0
1988-06-01,62.8
1988-07-01,65.3
1988-08-01,62.7
1988-09-01,64.5
1988-10-01,63.6
1988-11-01,63.5
1988-12-01,63.1
1989-01-01,63.9
1989-02-01,64.0
1989-03-01,63.9
1989-04-01,65.4
1989-05-01,67.7
1989-06-01,68.0
1989-07-01,68.9
1989-08-01,69.0
1989-09-01,69.1
1989-10-01,69.5
1989-11-01,70.0
1989-12-01,70.2
1990-01-01,71.5
1990-02-01,72.3
1990-03-01,72.4
1990-04-01,73.2
1990-05-01,73.4
1990-06-01,73.6
1990-07-01,73.8
1990-08-01,73.9
1990-09-01,74.3
1990-10-01,77.3
1990-11-01,80.7
1990-12-01,78.5
1991-01-01,81.7
1991-02-01,78.9
1991-03-01,74.5
1991-04-01,73.9
1991-05-01,75.1
1991-06-01,73.9
1991-07-01,74.1
1991-08-01,75.4
1991-09-01,75.9
1991-10-01,74.7
1991-11-01,75.3
1991-12-01,71.3
1992-01-01,74.7
1992-02-01,72.0
1992-03-01,71.4
1992-04-01,72.5
1992-05-01,72.0
1992-06-01,72.8
1992-07-01,75.1
1992-08-01,74.5
1992-09-01,73.6
1992-10-01,73.9
1992-11-01,75.0
1992-12-01,75.4
1993-01-01,75.6
1993-02-01,75.0
1993-03-01,74.2
1993-04-01,74.9
1993-05-01,74.8
1993-06-01,75.3
1993-07-01,74.7
1993-08-01,74.8
1993-09-01,75.7
1993-10-01,75.5
1993-11-01,75.6
1993-12-01,75.2
1994-01-01,75.8
1994-02-01,76.0
1994-03-01,77.0
1994-04-01,74.5
1994-05-01,76.9
1994-06-01,77.3
1994-07-01,78.1
1994-08-01,78.8
1994-09-01,78.2
1994-10-01,78.6
1994-11-01,80.3
1994-12-01,79.8
1995-01-01,78.1
1995-02-01,77.8
1995-03-01,79.8
1995-04-01,75.8
1995-05-01,77.2
1995-06-01,79.8
1995-07-01,80.1
1995-08-01,79.5
1995-09-01,79.4
1995-10-01,79.2
1995-11-01,80.9
1995-12-01,80.5
1996-01-01,78.1
1996-02-01,78.2
1996-03-01,79.0
1996-04-01,79.7
1996-05-01,82.6
1996-06-01,82.6
1996-07-01,80.3
1996-08-01,79.7
1996-09-01,80.9
1996-10-01,80.5
1996-11-01,81.4
1996-12-01,79.8
1997-01-01,81.9
1997-02-01,83.7
1997-03-01,83.2
1997-04-01,79.8
1997-05-01,81.6
1997-06-01,80.6
1997-07-01,78.3
1997-08-01,81.7
1997-09-01,82.5
1997-10-01,82.0
1997-11-01,82.3
1997-12-01,80.3
1998-01-01,78.1
1998-02-01,77.0
1998-03-01,75.9
1998-04-01,77.4
1998-05-01,78.5
1998-06-01,77.5
1998-07-01,74.9
1998-08-01,75.7
1998-09-01,74.4
1998-10-01,76.2
1998-11-01,75.4
1998-12-01,74.2
1999-01-01,73.6
1999-02-01,74.7
1999-03-01,74.8
1999-04-01,80.5
1999-05-01,81.5
1999-06-01,81.6
1999-07-01,83.9
1999-08-01,83.2
1999-09-01,86.3
1999-10-01,85.3
1999-11-01,85.3
1999-12-01,83.9
2000-01-01,87.6
2000-02-01,87.0
2000-03-01,92.5
2000-04-01,92.0
2000-05-01,92.6
2000-06-01,94.3
2000-07-01,101.1
2000-08-01,100.1
2000-09-01,102.4
2000-10-01,103.0
2000-11-01,101.4
2000-12-01,100.7
2001-01-01,102.6
2001-02-01,79.7
2001-03-01,87.7
2001-04-01,102.8
2001-05-01,104.7
2001-06-01,108.3
2001-07-01,102.2
2001-08-01,101.4
2001-09-01,107.6
2001-10-01,101.8
2001-11-01,95.4
2001-12-01,91.3
2002-01-01,91.0
2002-02-01,90.9
2002-03-01,96.0
2002-04-01,100.5
2002-05-01,101.6
2002-06-01,101.7
2002-07-01,102.5
2002-08-01,102.8
2002-09-01,103.6
2002-10-01,104.5
2002-11-01,103.8
2002-12-01,101.2
2003-01-01,102.9
2003-02-01,107.5
2003-03-01,112.9
2003-04-01,108.8
2003-05-01,104.6
2003-06-01,104.6
2003-07-01,105.4
2003-08-01,111.1
2003-09-01,110.2
2003-10-01,103.8
2003-11-01,104.2
2003-12-01,103.3
2004-01-01,103.6
2004-02-01,106.9
2004-03-01,109.2
2004-04-01,114.3
2004-05-01,120.6
2004-06-01,120.2
2004-07-01,116.9
2004-08-01,117.4
2004-09-01,116.9
2004-10-01,117.7
2004-11-01,114.9
2004-12-01,112.0
2005-01-01,112.2
2005-02-01,115.4
2005-03-01,118.1
2005-04-01,124.1
2005-05-01,122.8
2005-06-01,121.8
2005-07-01,123.6
2005-08-01,128.0
2005-09-01,134.8
2005-10-01,131.2
2005-11-01,124.7
2005-12-01,121.2
2006-01-01,122.7
2006-02-01,120.7
2006-03-01,124.4
2006-04-01,132.7
2006-05-01,136.8
2006-06-01,135.0
2006-07-01,137.3
2006-08-01,137.5
2006-09-01,126.9
2006-10-01,123.5
2006-11-01,123.7
2006-12-01,126.2
2007-01-01,127.5
2007-02-01,125.6
2007-03-01,131.2
2007-04-01,135.1
2007-05-01,140.3
2007-06-01,134.7
2007-07-01,134.0
2007-08-01,130.6
2007-09-01,131.4
2007-10-01,126.5
2007-11-01,129.7
2007-12-01,129.6
2008-01-01,130.3
2008-02-01,132.5
2008-03-01,138.0
2008-04-01,144.0
2008-05-01,151.1
2008-06-01,157.5
2008-07-01,166.1
2008-08-01,161.2
2008-09-01,159.9
2008-10-01,144.0
2008-11-01,126.5
2008-12-01,116.2
2009-01-01,120.6
2009-02-01,123.2
2009-03-01,124.7
2009-04-01,125.1
2009-05-01,128.1
2009-06-01,130.1
2009-07-01,126.4
2009-08-01,132.2
2009-09-01,133.8
2009-10-01,127.7
2009-11-01,130.2
2009-12-01,128.5
2010-01-01,132.2
2010-02-01,131.5
2010-03-01,134.3
2010-04-01,138.7
2010-05-01,140.0
2010-06-01,138.9
2010-07-01,140.6
2010-08-01,140.7
2010-09-01,139.8
2010-10-01,139.6
2010-11-01,140.3
2010-12-01,141.5
