Date,Total index
1995-05-01,91.3
1995-06-01,94.8
1995-07-01,93.3
1995-08-01,95.5
1995-09-01,100.8
1995-10-01,100.0
1995-11-01,102.6
1995-12-01,102.0
1996-01-01,100.9
1996-02-01,101.6
1996-03-01,102.0
1996-04-01,102.2
1996-05-01,100.2
1996-06-01,103.6
1996-07-01,105.3
1996-08-01,99.9
1996-09-01,99.2
1996-10-01,95.9
1996-11-01,93.6
1996-12-01,93.0
1997-01-01,92.8
1997-02-01,95.3
1997-03-01,97.1
1997-04-01,98.7
1997-05-01,98.6
1997-06-01,94.3
1997-07-01,94.7
1997-08-01,101.4
1997-09-01,94.4
1997-10-01,94.1
1997-11-01,94.1
1997-12-01,93.6
1998-01-01,94.2
1998-02-01,93.5
1998-03-01,94.2
1998-04-01,96.2
1998-05-01,96.5
1998-06-01,95.0
1998-07-01,93.0
1998-08-01,92.4
1998-09-01,89.4
1998-10-01,92.6
1998-11-01,91.2
1998-12-01,89.6
1999-01-01,94.0
1999-02-01,94.1
1999-03-01,92.8
1999-04-01,91.2
1999-05-01,92.1
1999-06-01,91.9
1999-07-01,89.9
1999-08-01,88.6
1999-09-01,84.3
1999-10-01,87.0
1999-11-01,87.6
1999-12-01,89.5
2000-01-01,90.1
2000-02-01,89.9
2000-03-01,93.8
2000-04-01,96.4
2000-05-01,95.7
2000-06-01,91.5
2000-07-01,89.9
2000-08-01,91.2
2000-09-01,88.1
2000-10-01,91.2
2000-11-01,94.0
2000-12-01,97.6
2001-01-01,96.7
2001-02-01,100.1
2001-03-01,104.7
2001-04-01,103.6
2001-05-01,101.2
2001-06-01,98.2
2001-07-01,97.6
2001-08-01,100.9
2001-09-01,102.6
2001-10-01,100.9
2001-11-01,100.3
2001-12-01,101.1
2002-01-01,106.0
2002-02-01,107.1
2002-03-01,108.8
2002-04-01,102.5
2002-05-01,100.6
2002-06-01,100.1
2002-07-01,101.4
2002-08-01,101.2
2002-09-01,103.5
2002-10-01,105.8
2002-11-01,107.7
2002-12-01,108.4
2003-01-01,113.5
2003-02-01,113.7
2003-03-01,113.4
2003-04-01,111.2
2003-05-01,110.7
2003-06-01,91.1
2003-07-01,78.0
2003-08-01,71.8
2003-09-01,89.4
2003-10-01,89.5
2003-11-01,91.0
2003-12-01,90.6
2004-01-01,91.1
2004-02-01,90.2
2004-03-01,94.6
2004-04-01,94.9
2004-05-01,95.3
2004-06-01,91.0
2004-07-01,89.2
2004-08-01,87.6
2004-09-01,90.5
2004-10-01,89.3
2004-11-01,86.6
2004-12-01,89.6
2005-01-01,91.6
2005-02-01,92.1
2005-03-01,89.3
2005-04-01,88.8
2005-05-01,87.3
2005-06-01,85.7
2005-07-01,88.2
2005-08-01,94.1
2005-09-01,89.3
2005-10-01,88.4
2005-11-01,86.3
2005-12-01,88.7
2006-01-01,88.3
2006-02-01,86.4
2006-03-01,85.5
2006-04-01,85.1
2006-05-01,86.5
2006-06-01,89.0
2006-07-01,87.5
2006-08-01,89.9
2006-09-01,90.1
2006-10-01,90.8
2006-11-01,91.0
2006-12-01,91.4
2007-01-01,92.2
2007-02-01,94.9
2007-03-01,99.3
2007-04-01,101.6
2007-05-01,101.0
2007-06-01,97.0
2007-07-01,95.6
2007-08-01,103.1
2007-09-01,104.9
2007-10-01,102.0
2007-11-01,105.9
2007-12-01,104.4
2008-01-01,104.7
2008-02-01,109.3
2008-03-01,111.8
2008-04-01,115.8
2008-05-01,119.5
2008-06-01,121.7
2008-07-01,124.8
2008-08-01,119.1
2008-09-01,114.2
2008-10-01,112.2
2008-11-01,112.2
2008-12-01,107.7
2009-01-01,107.2
2009-02-01,107.7
2009-03-01,111.4
2009-04-01,112.1
2009-05-01,107.8
2009-06-01,105.9
2009-07-01,105.7
2009-08-01,102.6
2009-09-01,99.1
2009-10-01,95.5
2009-11-01,93.5
2009-12-01,94.1
2010-01-01,94.3
2010-02-01,95.0
2010-03-01,98.2
2010-04-01,101.1
2010-05-01,101.8
2010-06-01,99.0
2010-07-01,99.6
2010-08-01,107.1
2010-09-01,106.7
2010-10-01,107.5
2010-11-01,106.0
2010-12-01,108.6
2011-01-01,113.2
2011-02-01,117.4
2011-03-01,119.8
2011-04-01,121.7
2011-05-01,118.7
2011-06-01,119.2
2011-07-01,120.9
2011-08-01,123.2
2011-09-01,121.6
2011-10-01,123.7
2011-11-01,124.1
2011-12-01,124.2
2012-01-01,125.8
2012-02-01,126.4
2012-03-01,128.2
2012-04-01,128.0
2012-05-01,128.8
2012-06-01,130.8
2012-07-01,129.1
2012-08-01,130.9
2012-09-01,128.6
2012-10-01,128.6
2012-11-01,132.0
2012-12-01,132.6
2013-01-01,134.9
2013-02-01,136.9
2013-03-01,138.0
2013-04-01,139.9
2013-05-01,142.1
2013-06-01,143.1
2013-07-01,140.0
2013-08-01,135.6
2013-09-01,130.2
2013-10-01,129.4
2013-11-01,127.4
2013-12-01,126.3
2014-01-01,129.7
2014-02-01,129.3
2014-03-01,133.6
2014-04-01,135.9
2014-05-01,138.3
2014-06-01,137.0
2014-07-01,138.5
2014-08-01,149.3
2014-09-01,142.8
2014-10-01,143.0
2014-11-01,140.6
2014-12-01,147.5
2015-01-01,151.8
2015-02-01,154.6
2015-03-01,157.0
2015-04-01,160.9
2015-05-01,162.2
2015-06-01,160.1
2015-07-01,159.0
2015-08-01,160.3
2015-09-01,153.8
2015-10-01,152.6
2015-11-01,146.5
2015-12-01,143.4
2016-01-01,152.5
2016-02-01,149.9
2016-03-01,150.7
2016-04-01,148.5
2016-05-01,150.2
2016-06-01,148.1
2016-07-01,144.8
2016-08-01,135.7
2016-09-01,131.8
2016-10-01,131.1
2016-11-01,134.2
2016-12-01,138.8
2017-01-01,142.0
2017-02-01,142.1
2017-03-01,146.4
2017-04-01,149.1
2017-05-01,153.1
2017-06-01,149.6
2017-07-01,144.6
2017-08-01,139.6
2017-09-01,134.9
2017-10-01,137.1
2017-11-01,141.9
2017-12-01,143.4
2018-01-01,145.3
2018-02-01,145.9
2018-03-01,147.2
2018-04-01,146.3
2018-05-01,146.5
2018-06-01,145.8
2018-07-01,147.3
2018-08-01,139.9
2018-09-01,140.1
2018-10-01,140.8
2018-11-01,139.9
2018-12-01,141.0
2019-01-01,143.9
2019-02-01,142.4
2019-03-01,146.9
2019-04-01,148.3
2019-05-01,145.8
2019-06-01,142.0
2019-07-01,141.4
2019-08-01,139.7
2019-09-01,134.3
2019-10-01,136.4
2019-11-01,136.7
2019-12-01,139.7
2020-01-01,144.6
2020-02-01,141.7
2020-03-01,141.5
2020-04-01,137.1
2020-05-01,138.2
2020-06-01,138.6
2020-07-01,138.5
2020-08-01,137.7
2020-09-01,139.0
2020-10-01,141.3
2020-11-01,143.0
2020-12-01,144.6
2021-01-01,149.9
2021-02-01,154.5
2021-03-01,159.5
2021-04-01,166.5
2021-05-01,171.0
2021-06-01,177.6
2021-07-01,179.1
2021-08-01,172.9
2021-09-01,176.9
2021-10-01,180.2
2021-11-01,188.0
2021-12-01,195.3
2022-01-01,203.0
2022-02-01,209.6
2022-03-01,222.8
2022-04-01,228.7
2022-05-01,233.0
2022-06-01,239.3
2022-07-01,230.8
2022-08-01,213.4
2022-09-01,208.9
2022-10-01,210.5
2022-11-01,213.5
2022-12-01,212.3
2023-01-01,214.0
2023-02-01,215.5
2023-03-01,219.0
2023-04-01,223.9
2023-05-01,227.0
2023-06-01,224.0
2023-07-01,224.9
2023-08-01,231.3
2023-09-01,221.7
2023-10-01,216.8
2023-11-01,209.7
2023-12-01,207.9
