Date,Energy 
2018-06-01,179.1
2018-07-01,184.1
2018-08-01,181.9
2018-09-01,182.3
2018-10-01,182.9
2018-11-01,174.3
2018-12-01,166.0
2019-01-01,163.3
2019-02-01,167.5
2019-03-01,174.4
2019-04-01,180.7
2019-05-01,181.0
2019-06-01,171.9
2019-07-01,177.0
2019-08-01,173.5
2019-09-01,172.5
2019-10-01,177.8
2019-11-01,178.3
2019-12-01,178.2
2020-01-01,179.3
2020-02-01,174.5
2020-03-01,160.9
2020-04-01,145.2
2020-05-01,149.4
2020-06-01,158.6
2020-07-01,163.0
2020-08-01,162.5
2020-09-01,161.9
2020-10-01,163.7
2020-11-01,165.4
2020-12-01,170.6
2021-01-01,176.5
2021-02-01,180.6
2021-03-01,189.3
2021-04-01,189.3
2021-05-01,191.7
2021-06-01,193.4
2021-07-01,201.7
2021-08-01,200.9
2021-09-01,202.5
2021-10-01,208.2
2021-11-01,207.8
2021-12-01,200.9
2022-01-01,208.3
2022-02-01,219.7
2022-03-01,238.4
2022-04-01,245.8
2022-05-01,270.7
2022-06-01,268.7
2022-07-01,250.6
2022-08-01,236.2
2022-09-01,224.6
2022-10-01,240.4
2022-11-01,239.4
2022-12-01,216.7
2023-01-01,222.9
2023-02-01,229.2
2023-03-01,220.5
2023-04-01,226.2
2023-05-01,216.9
2023-06-01,219.3
2023-07-01,231.4
2023-08-01,243.8
2023-09-01,246.3
2023-10-01,232.9
2023-11-01,227.0
2023-12-01,222.7
2024-01-01,218.5
2024-02-01,225.3
2024-03-01,229.0
2024-04-01,240.7
