Date,Energy 
1986-12-01,70.1
1987-01-01,70.6
1987-02-01,70.7
1987-03-01,71.4
1987-04-01,71.3
1987-05-01,71.4
1987-06-01,71.3
1987-07-01,70.8
1987-08-01,70.7
1987-09-01,70.7
1987-10-01,71.1
1987-11-01,71.3
1987-12-01,71.3
1988-01-01,71.3
1988-02-01,71.3
1988-03-01,71.1
1988-04-01,70.9
1988-05-01,70.9
1988-06-01,70.9
1988-07-01,70.7
1988-08-01,70.1
1988-09-01,69.5
1988-10-01,69.4
1988-11-01,68.5
1988-12-01,67.9
1989-01-01,67.8
1989-02-01,67.8
1989-03-01,68.2
1989-04-01,69.1
1989-05-01,70.8
1989-06-01,71.4
1989-07-01,70.7
1989-08-01,70.7
1989-09-01,71.0
1989-10-01,71.0
1989-11-01,71.0
1989-12-01,71.1
1990-01-01,72.4
1990-02-01,74.7
1990-03-01,74.9
1990-04-01,75.3
1990-05-01,75.6
1990-06-01,75.6
1990-07-01,78.2
1990-08-01,78.2
1990-09-01,79.6
1990-10-01,83.1
1990-11-01,85.8
1990-12-01,88.4
1991-01-01,94.1
1991-02-01,90.5
1991-03-01,85.2
1991-04-01,81.9
1991-05-01,82.8
1991-06-01,82.8
1991-07-01,83.1
1991-08-01,83.1
1991-09-01,83.0
1991-10-01,83.0
1991-11-01,83.0
1991-12-01,83.1
1992-01-01,83.9
1992-02-01,83.9
1992-03-01,83.7
1992-04-01,83.3
1992-05-01,83.3
1992-06-01,83.3
1992-07-01,83.6
1992-08-01,83.6
1992-09-01,84.1
1992-10-01,83.7
1992-11-01,83.3
1992-12-01,83.1
1993-01-01,82.2
1993-02-01,82.2
1993-03-01,81.9
1993-04-01,81.9
1993-05-01,82.6
1993-06-01,82.9
1993-07-01,83.7
1993-08-01,82.9
1993-09-01,82.9
1993-10-01,81.3
1993-11-01,80.0
1993-12-01,79.3
1994-01-01,78.7
1994-02-01,78.9
1994-03-01,80.0
1994-04-01,80.3
1994-05-01,81.7
1994-06-01,81.8
1994-07-01,81.9
1994-08-01,81.9
1994-09-01,82.0
1994-10-01,83.0
1994-11-01,83.0
1994-12-01,83.0
1995-01-01,82.6
1995-02-01,82.5
1995-03-01,83.1
1995-04-01,83.2
1995-05-01,85.1
1995-06-01,85.1
1995-07-01,85.0
1995-08-01,84.2
1995-09-01,83.3
1995-10-01,83.1
1995-11-01,82.5
1995-12-01,82.5
1996-01-01,83.2
1996-02-01,83.0
1996-03-01,82.8
1996-04-01,84.1
1996-05-01,85.3
1996-06-01,85.2
1996-07-01,81.8
1996-08-01,82.8
1996-09-01,84.4
1996-10-01,85.7
1996-11-01,86.6
1996-12-01,87.9
1997-01-01,88.5
1997-02-01,88.8
1997-03-01,88.8
1997-04-01,93.7
1997-05-01,92.6
1997-06-01,92.6
1997-07-01,93.0
1997-08-01,93.0
1997-09-01,92.7
1997-10-01,92.3
1997-11-01,92.0
1997-12-01,91.7
1998-01-01,91.2
1998-02-01,90.7
1998-03-01,88.9
1998-04-01,87.6
1998-05-01,87.0
1998-06-01,87.0
1998-07-01,87.1
1998-08-01,87.2
1998-09-01,80.5
1998-10-01,86.3
1998-11-01,85.3
1998-12-01,84.1
1999-01-01,82.8
1999-02-01,83.0
1999-03-01,82.8
1999-04-01,86.3
1999-05-01,88.3
1999-06-01,88.0
1999-07-01,88.6
1999-08-01,90.9
1999-09-01,93.2
1999-10-01,95.1
1999-11-01,94.7
1999-12-01,97.8
2000-01-01,98.6
2000-02-01,103.2
2000-03-01,105.8
2000-04-01,102.9
2000-05-01,102.6
2000-06-01,105.2
2000-07-01,106.3
2000-08-01,104.0
2000-09-01,108.6
2000-10-01,109.1
2000-11-01,111.3
2000-12-01,110.4
2001-01-01,107.4
2001-02-01,105.8
2001-03-01,104.8
2001-04-01,96.9
2001-05-01,108.8
2001-06-01,107.0
2001-07-01,103.0
2001-08-01,102.5
2001-09-01,102.7
2001-10-01,99.8
2001-11-01,96.2
2001-12-01,93.5
2002-01-01,92.5
2002-02-01,94.0
2002-03-01,94.3
2002-04-01,97.7
2002-05-01,101.3
2002-06-01,100.3
2002-07-01,99.9
2002-08-01,101.1
2002-09-01,103.4
2002-10-01,104.7
2002-11-01,106.5
2002-12-01,104.3
2003-01-01,107.7
2003-02-01,108.9
2003-03-01,112.0
2003-04-01,106.0
2003-05-01,103.7
2003-06-01,103.0
2003-07-01,103.9
2003-08-01,105.2
2003-09-01,108.7
2003-10-01,104.0
2003-11-01,104.5
2003-12-01,104.4
2004-01-01,105.7
2004-02-01,107.7
2004-03-01,110.5
2004-04-01,111.0
2004-05-01,115.3
2004-06-01,116.7
2004-07-01,118.2
2004-08-01,118.4
2004-09-01,120.0
2004-10-01,122.7
2004-11-01,123.5
2004-12-01,119.7
2005-01-01,117.1
2005-02-01,120.8
2005-03-01,121.9
2005-04-01,126.7
2005-05-01,126.6
2005-06-01,126.5
2005-07-01,131.1
2005-08-01,133.2
2005-09-01,147.1
2005-10-01,140.9
2005-11-01,131.4
2005-12-01,130.2
2006-01-01,132.1
2006-02-01,132.9
2006-03-01,130.4
2006-04-01,140.4
2006-05-01,143.6
2006-06-01,141.7
2006-07-01,143.8
2006-08-01,145.8
2006-09-01,136.1
2006-10-01,129.8
2006-11-01,129.2
2006-12-01,132.9
2007-01-01,132.7
2007-02-01,130.9
2007-03-01,138.9
2007-04-01,142.8
2007-05-01,144.2
2007-06-01,144.7
2007-07-01,142.1
2007-08-01,139.2
2007-09-01,137.6
2007-10-01,137.5
2007-11-01,139.2
2007-12-01,145.1
2008-01-01,146.6
2008-02-01,145.9
2008-03-01,151.0
2008-04-01,155.3
2008-05-01,162.9
2008-06-01,167.1
2008-07-01,172.6
2008-08-01,166.6
2008-09-01,166.2
2008-10-01,155.9
2008-11-01,138.9
2008-12-01,128.5
2009-01-01,127.5
2009-02-01,129.8
2009-03-01,128.7
2009-04-01,131.4
2009-05-01,134.0
2009-06-01,138.3
2009-07-01,134.5
2009-08-01,134.2
2009-09-01,137.2
2009-10-01,133.5
2009-11-01,139.7
2009-12-01,137.8
2010-01-01,141.7
2010-02-01,140.2
2010-03-01,143.0
2010-04-01,143.7
2010-05-01,143.0
2010-06-01,140.6
2010-07-01,142.2
2010-08-01,142.0
2010-09-01,140.6
2010-10-01,144.0
2010-11-01,145.5
2010-12-01,148.5
2011-01-01,151.6
2011-02-01,153.1
2011-03-01,159.6
2011-04-01,165.8
2011-05-01,163.8
2011-06-01,160.5
2011-07-01,164.5
2011-08-01,164.7
2011-09-01,165.1
2011-10-01,164.5
2011-11-01,164.6
2011-12-01,162.9
2012-01-01,165.1
2012-02-01,167.9
2012-03-01,171.6
2012-04-01,173.7
2012-05-01,167.9
2012-06-01,164.0
2012-07-01,166.5
2012-08-01,169.9
2012-09-01,174.4
2012-10-01,172.8
2012-11-01,168.3
2012-12-01,166.7
2013-01-01,167.8
2013-02-01,174.8
2013-03-01,172.7
2013-04-01,168.3
2013-05-01,165.5
2013-06-01,167.8
2013-07-01,170.0
2013-08-01,171.0
2013-09-01,172.2
2013-10-01,166.6
2013-11-01,166.5
2013-12-01,169.9
2014-01-01,171.3
2014-02-01,174.4
2014-03-01,175.1
2014-04-01,174.5
2014-05-01,175.4
2014-06-01,174.8
2014-07-01,174.5
2014-08-01,172.2
2014-09-01,171.8
2014-10-01,169.2
2014-11-01,161.4
2014-12-01,152.0
2015-01-01,142.1
2015-02-01,149.0
2015-03-01,154.2
2015-04-01,151.7
2015-05-01,158.1
2015-06-01,161.6
2015-07-01,163.2
2015-08-01,156.8
2015-09-01,151.9
2015-10-01,149.2
2015-11-01,148.9
2015-12-01,146.1
2016-01-01,141.2
2016-02-01,138.2
2016-03-01,138.0
2016-04-01,145.8
2016-05-01,149.5
2016-06-01,165.3
2016-07-01,159.1
2016-08-01,157.7
2016-09-01,162.3
2016-10-01,164.6
2016-11-01,162.6
2016-12-01,164.7
2017-01-01,170.0
2017-02-01,165.9
2017-03-01,163.5
2017-04-01,168.5
2017-05-01,165.5
2017-06-01,155.7
2017-07-01,159.5
2017-08-01,162.5
2017-09-01,169.0
2017-10-01,165.5
2017-11-01,170.7
2017-12-01,166.4
2018-01-01,168.8
2018-02-01,168.5
2018-03-01,168.3
2018-04-01,175.1
2018-05-01,180.4
