index,PCU324191324191
2009-03-01,369.8
2009-04-01,360.3
2009-05-01,354.5
2009-06-01,342.0
2009-07-01,343.3
2009-08-01,346.6
2009-09-01,344.3
2009-10-01,350.5
2009-11-01,347.8
2009-12-01,345.2
2010-01-01,347.2
2010-02-01,348.5
2010-03-01,356.4
2010-04-01,354.4
2010-05-01,354.7
2010-06-01,359.6
2010-07-01,367.8
2010-08-01,373.1
2010-09-01,372.3
2010-10-01,373.3
2010-11-01,374.2
2010-12-01,379.5
2011-01-01,390.8
2011-02-01,393.5
2011-03-01,389.9
2011-04-01,400.8
2011-05-01,427.3
2011-06-01,431.2
2011-07-01,445.9
2011-08-01,451.3
2011-09-01,452.0
2011-10-01,453.4
2011-11-01,451.5
2011-12-01,454.3
2012-01-01,450.4
2012-02-01,447.6
2012-03-01,450.0
2012-04-01,450.4
2012-05-01,449.5
2012-06-01,454.0
2012-07-01,452.6
2012-08-01,448.2
2012-09-01,448.0
2012-10-01,447.5
2012-11-01,446.1
2012-12-01,441.5
2013-01-01,435.6
2013-02-01,434.1
2013-03-01,433.2
2013-04-01,434.1
2013-05-01,435.0
2013-06-01,437.8
2013-07-01,436.6
2013-08-01,428.6
2013-09-01,427.4
2013-10-01,430.1
2013-11-01,431.4
2013-12-01,433.3
2014-01-01,431.4
2014-02-01,432.4
2014-03-01,430.8
2014-04-01,434.0
2014-05-01,433.3
2014-06-01,432.2
2014-07-01,435.1
2014-08-01,435.2
2014-09-01,435.1
2014-10-01,434.9
2014-11-01,432.0
2014-12-01,432.2
2015-01-01,429.5
2015-02-01,424.4
2015-03-01,422.2
2015-04-01,423.3
2015-05-01,423.3
2015-06-01,420.9
2015-07-01,417.5
2015-08-01,421.4
2015-09-01,418.7
2015-10-01,413.7
2015-11-01,412.7
2015-12-01,410.0
2016-01-01,415.5
2016-02-01,410.8
2016-03-01,407.0
2016-04-01,403.6
2016-05-01,405.2
2016-06-01,405.7
2016-07-01,406.7
2016-08-01,409.6
2016-09-01,410.0
2016-10-01,411.6
2016-11-01,412.1
2016-12-01,411.2
2017-01-01,410.4
2017-02-01,410.2
2017-03-01,412.3
2017-04-01,416.9
2017-05-01,417.7
2017-06-01,418.5
2017-07-01,420.9
2017-08-01,419.4
2017-09-01,422.4
2017-10-01,421.3
2017-11-01,419.5
2017-12-01,428.6
2018-01-01,428.1
2018-02-01,430.7
2018-03-01,436.2
2018-04-01,441.8
2018-05-01,445.8
2018-06-01,449.6
2018-07-01,454.5
2018-08-01,457.2
2018-09-01,457.2
2018-10-01,458.4
2018-11-01,457.6
2018-12-01,459.0
2019-01-01,459.8
2019-02-01,459.4
2019-03-01,456.3
2019-04-01,455.3
2019-05-01,456.9
2019-06-01,465.0
2019-07-01,465.4
2019-08-01,466.2
2019-09-01,465.9
2019-10-01,467.1
2019-11-01,467.4
2019-12-01,467.9
2020-01-01,468.3
2020-02-01,468.7
2020-03-01,467.9
2020-04-01,467.5
2020-05-01,465.2
2020-06-01,464.7
2020-07-01,462.0
2020-08-01,462.7
2020-09-01,462.9
2020-10-01,462.8
2020-11-01,464.7
2020-12-01,464.3
2021-01-01,467.2
2021-02-01,468.9
2021-03-01,478.7
2021-04-01,489.8
2021-05-01,490.9
2021-06-01,493.6
2021-07-01,501.212
2021-08-01,508.391
2021-09-01,509.515
2021-10-01,527.871
2021-11-01,527.774
2021-12-01,528.583
2022-01-01,532.807
2022-02-01,534.905
2022-03-01,541.179
2022-04-01,566.067
2022-05-01,565.297
2022-06-01,600.159
2022-07-01,617.613
2022-08-01,620.629
2022-09-01,636.911
2022-10-01,646.279
2022-11-01,648.561
2022-12-01,647.355
2023-01-01,644.653
2023-02-01,641.294
2023-03-01,641.721
2023-04-01,635.493
2023-05-01,636.061
2023-06-01,637.573
2023-07-01,635.425
2023-08-01,634.873
2023-09-01,627.385
2023-10-01,630.503
2023-11-01,631.275
2023-12-01,636.23
2024-01-01,638.964
2024-02-01,637.374
2024-03-01,631.227
2024-04-01,630.802
2024-05-01,630.615
2024-06-01,630.198
