date,N10D,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7
1986-04-01,0.016541666666666677,0.22510024251943445,0.18244585988271544,0.2875789909872578,0.14645236523524402,0.20860090584203805
1986-05-01,0.024541666666666684,0.17553148428121185,0.10912891588100854,0.26754211859488863,0.16130593206291788,0.1667336008074095
1986-06-01,0.02370833333333333,0.1186449356337507,0.06186926421313163,0.1920243053422798,0.1190373302081849,0.10942353955610855
1986-07-01,0.0,0.12279440510086526,0.07127098751209074,0.18032268385544778,0.09541318552854654,0.11115529639356227
1986-08-01,0.014499999999999957,0.14418870156963007,0.09026360279493757,0.20229026878708903,0.10831954448829088,0.13245938344469338
1986-09-01,0.022166666666666668,0.16394798113814613,0.11870513440296263,0.19163284558241792,0.11008936334794127,0.1444937482200112
1986-10-01,0.06270833333333337,0.12585201816992966,0.06045505974676778,0.20783304562110547,0.12119856809266104,0.11436485406388668
1986-11-01,0.038416666666666655,0.1477168230991977,0.07352673484935313,0.2428095626193517,0.10480084448800008,0.13945006384992054
1986-12-01,0.03295833333333331,0.11389072441004813,0.0658937585834795,0.1652858618852959,0.10286352387626972,0.10220580804600869
1987-01-01,0.16216666666666668,0.12725731623357978,0.09610800302511263,0.15492088754103686,0.08720559967662857,0.11031402611481438
1987-02-01,0.12016666666666664,0.11418202450103618,0.06587987828165036,0.18148881222674598,0.0967828613137837,0.11238504717544488
1987-03-01,0.19662500000000005,0.11460479019128247,0.04968791132787295,0.20569881067740878,0.08962972225534131,0.09550976910346314
1987-04-01,0.17308333333333337,0.16311421246916613,0.0931637927171246,0.22491242577620427,0.10390401219040528,0.14743885041269494
1987-05-01,0.18325000000000002,0.1383626997498694,0.08756328921909026,0.1874643033620618,0.11973874379501971,0.12722867721076253
1987-06-01,0.1555833333333333,0.12242630142294214,0.06757724090532881,0.18636418225706344,0.10580818141370314,0.11495873050871262
1987-07-01,0.15529166666666672,0.13681348145124184,0.07975819721053522,0.21472255404115734,0.09487229445412167,0.12004506898810018
1987-08-01,0.1456666666666666,0.14073530785437763,0.07855140411150403,0.23974572534193142,0.11249545622417316,0.12270602919115998
1987-09-01,0.1732083333333333,0.18287280011347556,0.0907248253957175,0.3101791455542732,0.11710582562951287,0.1643679382840974
1987-10-01,0.2087916666666667,0.13804510653902974,0.08016508834415535,0.2068942756115069,0.1364575124245006,0.13678122904206746
1987-11-01,0.1924583333333333,0.12225332037128656,0.05839284347500892,0.21259106940022313,0.09481820534667919,0.1042295814778796
1987-12-01,0.18958333333333333,0.15969610688845146,0.07817267016159449,0.2586430556230399,0.12276191777874064,0.15074552820880305
1988-01-01,0.18274999999999997,0.10517663095184554,0.061353313565139664,0.15485212997197442,0.09677995329725451,0.09770022167012495
1988-02-01,0.16504166666666664,0.09442620455355322,0.052606740512516265,0.14354196824500431,0.06617191612117122,0.08216428263006552
1988-03-01,0.21791666666666665,0.15973277887140244,0.10303189415754302,0.20800723146273017,0.10838468405854419,0.14251853485103216
1988-04-01,0.17695833333333333,0.1688495722178593,0.11845489238998572,0.2100369549014521,0.12344297524987131,0.14743097580790165
1988-05-01,0.206125,0.15040771633875227,0.08917737003179382,0.20938604991432805,0.13101719510173693,0.14527661517987567
1988-06-01,0.19108333333333338,0.0920605156911112,0.06790005706786953,0.11027247249468045,0.08856655141227822,0.08532856132282861
1988-07-01,0.15133333333333332,0.10125203685188328,0.08541303217572938,0.10789529414029664,0.07623946934514376,0.08951063268512212
1988-08-01,0.15437500000000004,0.10806264681766761,0.09107540216191651,0.11083078395546711,0.08393698909784604,0.0974101737269061
1988-09-01,0.18966666666666665,0.08093506637282952,0.058970264031101394,0.10949138651013166,0.06630510327820703,0.07079204087444861
1988-10-01,0.21062499999999995,0.07992416510695419,0.05113939431914938,0.10472052798478901,0.061563873129054855,0.07325547974061052
1988-11-01,0.17479166666666668,0.06771862210213492,0.06564589605081618,0.05464301528526602,0.04605134975587201,0.05218303731381481
1988-12-01,0.19504166666666667,0.11607582105456168,0.08558633765856757,0.13682297859622716,0.07425387565902923,0.10721668156279408
1989-01-01,0.4257916666666667,0.11729499150663036,0.07255154450084254,0.16126675278170208,0.09520322673514077,0.10733217576642871
1989-02-01,0.3570833333333333,0.103460658919422,0.07054683233666158,0.13870051861542426,0.0772409902377885,0.09435876436951322
1989-03-01,0.477375,0.11525173932447441,0.0872131090329435,0.13357853810406964,0.08382008683337354,0.10054689130289275
1989-04-01,0.44133333333333336,0.10215084639628574,0.07180280136217317,0.12688613471532995,0.0835979143705453,0.09084734684878003
1989-05-01,0.44858333333333333,0.14952966452054844,0.07003960644981934,0.24052589455889276,0.10226854369440237,0.1354602640879961
1989-06-01,0.4364583333333333,0.1118080325481147,0.052645605357637876,0.17502651750246842,0.09986594043800547,0.10121032675672591
