index,Food ,Meat,"Fish, seafood and other marine products",Dairy products and eggs,Bakery and cereal products (excluding baby food),"Fruit, fruit preparations and nuts",Vegetables and vegetable preparations,Other food products and non-alcoholic beverages,Food purchased from restaurants 
1990-06-01,0.10891089108910879,0.11845730027548207,0.15391879131255903,0.08400000000000007,0.08999999999999997,0.17427385892116176,0.17136329017517138,0.09485368314833509,0.09776119402985067
1990-07-01,0.11303630363036288,0.12052341597796135,0.15108593012275728,0.08400000000000007,0.08846153846153848,0.2116182572614108,0.1698400609291698,0.10292633703329979,0.10223880597014917
1990-08-01,0.10726072607260728,0.11570247933884292,0.15391879131255903,0.08700000000000008,0.08538461538461539,0.20746887966804983,0.10053313023610055,0.09687184661957615,0.10373134328358208
1990-09-01,0.10561056105610556,0.12327823691460049,0.15675165250236067,0.1060000000000001,0.08999999999999997,0.15041493775933612,0.047220106626047254,0.10393541876892032,0.10447761194029842
1990-10-01,0.10891089108910879,0.12603305785123964,0.15486307837582625,0.1090000000000001,0.0938461538461538,0.11099585062240669,0.0944402132520944,0.10393541876892032,0.10820895522388047
1990-11-01,0.10973597359735965,0.12190082644628097,0.15108593012275728,0.1110000000000001,0.09615384615384615,0.10269709543568473,0.1210967250571211,0.09687184661957615,0.11044776119402983
1990-12-01,0.10726072607260728,0.12603305785123964,0.15486307837582625,0.1140000000000001,0.09999999999999998,0.09958506224066388,0.08606245239908605,0.06861755802219982,0.11268656716417907
1991-01-01,0.13448844884488442,0.12741046831955916,0.16713881019830024,0.1140000000000001,0.10230769230769221,0.17323651452282163,0.12947448591012944,0.12008072653884971,0.15223880597014922
1991-02-01,0.13448844884488442,0.12258953168044073,0.1643059490084986,0.1140000000000001,0.0953846153846154,0.19917012448132787,0.1332825590251333,0.11806256306760854,0.15298507462686556
1991-03-01,0.1369636963696369,0.11914600550964183,0.1643059490084986,0.125,0.09923076923076923,0.24066390041493768,0.11043412033511046,0.12108980827447025,0.15447761194029846
1991-04-01,0.13943894389438938,0.11294765840220378,0.16241737488196406,0.12,0.09769230769230763,0.23236514522821572,0.17974105102817972,0.12008072653884971,0.15597014925373126
1991-05-01,0.141089108910891,0.10881542699724522,0.1718602455146364,0.118,0.08999999999999997,0.2520746887966804,0.20944402132520945,0.11301715438950566,0.1582089552238805
1991-06-01,0.15346534653465338,0.11639118457300268,0.17469310670443805,0.118,0.09615384615384615,0.279045643153527,0.3373952779893373,0.11301715438950566,0.1582089552238805
1991-07-01,0.14851485148514854,0.11639118457300268,0.17563739376770537,0.1190000000000001,0.09076923076923071,0.30497925311203333,0.2597105864432596,0.1089808274470232,0.15895522388059696
1991-08-01,0.141089108910891,0.11501377410468316,0.18130311614730876,0.118,0.09153846153846157,0.3070539419087136,0.12947448591012944,0.1120080726538849,0.16044776119402976
1991-09-01,0.13201320132013195,0.11225895316804413,0.1822474032105761,0.1140000000000001,0.09076923076923071,0.2572614107883816,0.05940594059405946,0.10292633703329979,0.1611940298507462
1991-10-01,0.12541254125412526,0.10606060606060608,0.17563739376770537,0.1140000000000001,0.09307692307692317,0.17634854771784236,0.04493526275704485,0.1009081735620585,0.16268656716417912
1991-11-01,0.127062706270627,0.10812672176308535,0.1643059490084986,0.12100000000000011,0.0938461538461538,0.14419087136929465,0.10357958872810358,0.08476286579212922,0.1641791044776118
1991-12-01,0.12211221122112204,0.10330578512396682,0.1586402266288952,0.122,0.09461538461538455,0.10269709543568473,0.08758568164508762,0.06760847628657929,0.16492537313432837
1992-01-01,0.12788778877887785,0.10330578512396682,0.1709159584513692,0.123,0.09153846153846157,0.1182572614107884,0.11957349581111965,0.08779011099899092,0.16641791044776116
1992-02-01,0.1287128712871286,0.10055096418732778,0.1709159584513692,0.123,0.08999999999999997,0.12551867219917,0.15765422696115772,0.0736629667003027,0.16716417910447762
1992-03-01,0.13201320132013195,0.09848484848484851,0.17374881964117084,0.12,0.0938461538461538,0.1452282157676349,0.19801980198019808,0.07265388496468217,0.16791044776119396
1992-04-01,0.13448844884488442,0.09986225895316792,0.17469310670443805,0.1190000000000001,0.09461538461538455,0.14419087136929465,0.22086824067022093,0.07769929364278516,0.16791044776119396
1992-05-01,0.1328382838283828,0.10261707988980717,0.1831916902738432,0.122,0.09846153846153838,0.16493775933609967,0.15384615384615385,0.07568113017154388,0.1686567164179104
1992-06-01,0.13861386138613851,0.10674931129476573,0.18791312559017936,0.125,0.10230769230769221,0.21680497925311204,0.16146230007616147,0.08072653884964687,0.1686567164179104
1992-07-01,0.1369636963696369,0.10055096418732778,0.20396600566572243,0.122,0.10461538461538467,0.21265560165975106,0.15460776846915458,0.08476286579212922,0.17089552238805966
1992-08-01,0.13613861386138615,0.10330578512396682,0.20585457979225685,0.125,0.10461538461538467,0.2365145228215767,0.10510281797410514,0.0817356205852674,0.171641791044776
1992-09-01,0.1328382838283828,0.10468319559228645,0.21057601510859303,0.127,0.10615384615384615,0.19917012448132787,0.0822543792840823,0.08072653884964687,0.171641791044776
1992-10-01,0.1328382838283828,0.10606060606060608,0.2219074598677997,0.128,0.10538461538461541,0.1431535269709543,0.09367859862909367,0.08072653884964687,0.17388059701492536
1992-11-01,0.13366336633663356,0.11019283746556463,0.21340887629839467,0.13,0.1069230769230769,0.10788381742738595,0.13023610053313017,0.0817356205852674,0.17388059701492536
1992-12-01,0.13613861386138615,0.11363636363636354,0.21246458923512734,0.129,0.10999999999999999,0.1047717842323651,0.1424219345011425,0.08476286579212922,0.1746268656716417
1993-01-01,0.14191419141914174,0.11845730027548207,0.22662889518413587,0.132,0.10769230769230764,0.1182572614107884,0.18050266565118056,0.08879919273461145,0.1761194029850746
1993-02-01,0.14521452145214508,0.12396694214876025,0.2275731822474032,0.123,0.10769230769230764,0.13485477178423233,0.19954303122619954,0.09687184661957615,0.1761194029850746
1993-03-01,0.14273927392739272,0.11707988980716244,0.23229461756373937,0.1160000000000001,0.10461538461538467,0.10269709543568473,0.23076923076923073,0.08879919273461145,0.1761194029850746
1993-04-01,0.141089108910891,0.11639118457300268,0.23229461756373937,0.118,0.10461538461538467,0.11099585062240669,0.20487433358720486,0.08779011099899092,0.1761194029850746
1993-05-01,0.14851485148514854,0.12327823691460049,0.2341831916902739,0.1160000000000001,0.10230769230769221,0.1182572614107884,0.2757044935262757,0.08879919273461145,0.17835820895522386
1993-06-01,0.14851485148514854,0.12603305785123964,0.2341831916902739,0.11699999999999999,0.1069230769230769,0.12033195020746879,0.25285605483625284,0.09586276488395562,0.17835820895522386
1993-07-01,0.14851485148514854,0.13085399449035806,0.23607176581680822,0.11699999999999999,0.11230769230769233,0.13796680497925307,0.20792079207920788,0.09687184661957615,0.17835820895522386
1993-08-01,0.14521452145214508,0.1267217630853994,0.23701605288007555,0.118,0.11153846153846148,0.15975103734439844,0.14470677837014467,0.10292633703329979,0.1791044776119402
1993-09-01,0.14191419141914174,0.12809917355371903,0.2341831916902739,0.1190000000000001,0.1069230769230769,0.16493775933609967,0.0944402132520944,0.09889001009081733,0.17835820895522386
1993-10-01,0.14273927392739272,0.12534435261707988,0.2341831916902739,0.11699999999999999,0.11307692307692307,0.16493775933609967,0.1089108910891089,0.09687184661957615,0.17985074626865666
1993-11-01,0.14521452145214508,0.1267217630853994,0.22285174693106702,0.1190000000000001,0.11384615384615382,0.15145228215767625,0.16070068545316063,0.09384460141271445,0.17985074626865666
1993-12-01,0.14851485148514854,0.13429752066115697,0.21718602455146352,0.122,0.11615384615384616,0.12240663900414939,0.18964204112718963,0.09283551967709391,0.1805970149253731
1994-01-01,0.1509900990099009,0.1301652892561983,0.22379603399433423,0.125,0.11615384615384616,0.11307053941908718,0.22239146991622238,0.0978809283551968,0.1820895522388059
1994-02-01,0.14851485148514854,0.13292011019283745,0.22568460812086866,0.12,0.11615384615384616,0.12033195020746879,0.16603198781416606,0.10191725529767903,0.18283582089552225
1994-03-01,0.14356435643564347,0.12878787878787867,0.22568460812086866,0.09400000000000008,0.11615384615384616,0.10788381742738595,0.15689261233815688,0.0978809283551968,0.18432835820895516
1994-04-01,0.14603960396039595,0.12534435261707988,0.2285174693106704,0.118,0.12230769230769234,0.1068464730290456,0.15689261233815688,0.10292633703329979,0.1850746268656716
1994-05-01,0.14603960396039595,0.12741046831955916,0.22662889518413587,0.11199999999999999,0.11692307692307691,0.12551867219917,0.1744097486671744,0.09283551967709391,0.18358208955223881
1994-06-01,0.14851485148514854,0.12809917355371903,0.21624173748819642,0.1160000000000001,0.11846153846153851,0.1182572614107884,0.2056359482102057,0.08879919273461145,0.18358208955223881
1994-07-01,0.15181518151815176,0.12603305785123964,0.2275731822474032,0.12,0.12076923076923074,0.15560165975103735,0.20944402132520945,0.09687184661957615,0.18582089552238806
1994-08-01,0.15016501650165004,0.12603305785123964,0.23229461756373937,0.1190000000000001,0.11923076923076925,0.1929460580912863,0.130997715156131,0.10797174571140267,0.18731343283582086
1994-09-01,0.14521452145214508,0.12809917355371903,0.23984891406987718,0.122,0.12,0.1545643153526971,0.055597867479055596,0.11907164480322907,0.18880597014925377
1994-10-01,0.14768976897689756,0.12809917355371903,0.23796033994334276,0.1190000000000001,0.12615384615384617,0.11929460580912865,0.07387661843107396,0.1331987891019173,0.1895522388059701
1994-11-01,0.14851485148514854,0.11845730027548207,0.23984891406987718,0.1260000000000001,0.12461538461538457,0.09854771784232363,0.12718964204112726,0.13824419778002028,0.19029850746268645
1994-12-01,0.15016501650165004,0.11639118457300268,0.247403210576015,0.132,0.13,0.06742738589211617,0.15384615384615385,0.1442986881937437,0.19104477611940301
1995-01-01,0.1608910891089108,0.11914600550964183,0.25023607176581675,0.137,0.13461538461538458,0.11099585062240669,0.20030464584920027,0.17053481331987896,0.1925373134328358
1995-02-01,0.16501650165016502,0.12534435261707988,0.25590179414542025,0.139,0.14384615384615385,0.1068464730290456,0.20030464584920027,0.18163471241170537,0.19328358208955215
1995-03-01,0.16501650165016502,0.12809917355371903,0.25590179414542025,0.14,0.14384615384615385,0.09232365145228216,0.1957349581111958,0.17558022199798196,0.1940298507462686
1995-04-01,0.17244224422442234,0.13085399449035806,0.2577903682719547,0.14400000000000002,0.1515384615384615,0.11099585062240669,0.2658035034272658,0.1715438950554995,0.1955223880597014
1995-05-01,0.16831683168316824,0.12396694214876025,0.26251180358829085,0.14400000000000002,0.1415384615384616,0.12240663900414939,0.2132520944402133,0.17356205852674067,0.19776119402985065
1995-06-01,0.1691419141914191,0.12534435261707988,0.26251180358829085,0.14400000000000002,0.14384615384615385,0.11618257261410792,0.23533891850723532,0.1685166498486378,0.1985074626865671
1995-07-01,0.1691419141914191,0.13154269972451793,0.26251180358829085,0.14500000000000002,0.13923076923076927,0.1545643153526971,0.19192688499619193,0.16952573158425832,0.2
1995-08-01,0.16254125412541243,0.13429752066115697,0.26440037771482516,0.14200000000000002,0.14230769230769225,0.15871369294605808,0.07463823305407469,0.1745711402623612,0.2014925373134328
1995-09-01,0.1608910891089108,0.13636363636363635,0.2662889518413597,0.14700000000000002,0.15076923076923077,0.12136929460580914,0.04265041888804266,0.17558022199798196,0.20223880597014926
1995-10-01,0.1608910891089108,0.13567493112947648,0.26817752596789424,0.1479999999999999,0.15846153846153854,0.11099585062240669,0.04265041888804266,0.17558022199798196,0.20223880597014926
1995-11-01,0.1608910891089108,0.13154269972451793,0.2653446647780925,0.15100000000000002,0.15923076923076918,0.11203319502074682,0.0533130236100533,0.17255297679112003,0.20223880597014926
1995-12-01,0.16419141914191404,0.1301652892561983,0.2596789423984891,0.14900000000000002,0.17076923076923078,0.11099585062240669,0.09139375476009137,0.1685166498486378,0.20223880597014926
1996-01-01,0.1674917491749175,0.13154269972451793,0.26251180358829085,0.15500000000000003,0.16153846153846152,0.11929460580912865,0.10434120335110442,0.18163471241170537,0.20373134328358206
1996-02-01,0.16831683168316824,0.13567493112947648,0.26251180358829085,0.15900000000000003,0.1676923076923077,0.10892116182572609,0.08530083777608533,0.18466195761856707,0.20522388059701485
1996-03-01,0.1691419141914191,0.13567493112947648,0.25590179414542025,0.15799999999999992,0.1676923076923077,0.1317427385892116,0.09824828636709826,0.1796165489404642,0.2059701492537313
1996-04-01,0.17656765676567643,0.1391184573002754,0.24929178470254953,0.15500000000000003,0.17153846153846153,0.14419087136929465,0.1667936024371668,0.1796165489404642,0.20671641791044765
1996-05-01,0.1732673267326732,0.1391184573002754,0.24929178470254953,0.15400000000000003,0.16538461538461535,0.1410788381742738,0.130997715156131,0.1826437941473259,0.20671641791044765
1996-06-01,0.17821782178217815,0.14738292011019283,0.24929178470254953,0.15500000000000003,0.16538461538461535,0.1701244813278009,0.1477532368621477,0.17759838546922302,0.2089552238805969
1996-07-01,0.17656765676567643,0.14531680440771344,0.24929178470254953,0.15700000000000003,0.16230769230769237,0.15560165975103735,0.13632901751713633,0.17860746720484366,0.20970149253731346
1996-08-01,0.17409240924092406,0.15082644628099173,0.25118035882908407,0.15500000000000003,0.16846153846153844,0.16493775933609967,0.08453922315308449,0.1745711402623612,0.20970149253731346
1996-09-01,0.17161716171617158,0.1604683195592287,0.2521246458923512,0.16299999999999992,0.18000000000000005,0.14419087136929465,0.012185833968012205,0.17558022199798196,0.2104477611940298
1996-10-01,0.17656765676567643,0.15977961432506882,0.2549575070821529,0.17100000000000004,0.1907692307692307,0.15560165975103735,0.031987814166032025,0.17558022199798196,0.21268656716417905
1996-11-01,0.1815181518151815,0.1604683195592287,0.2521246458923512,0.17700000000000005,0.1907692307692307,0.14419087136929465,0.08834729626808835,0.18163471241170537,0.2134328358208955
1996-12-01,0.17986798679867977,0.15702479338842978,0.25023607176581675,0.18100000000000005,0.1992307692307692,0.15663900414937748,0.06702208682406707,0.16750756811301715,0.2134328358208955
1997-01-01,0.183168316831683,0.15977961432506882,0.2587346553352219,0.18299999999999994,0.19307692307692315,0.15145228215767625,0.10053313023610055,0.1765893037336025,0.2134328358208955
1997-02-01,0.1856435643564356,0.15977961432506882,0.25023607176581675,0.18299999999999994,0.19846153846153847,0.12240663900414939,0.12414318354912413,0.18062563067608484,0.21567164179104475
1997-03-01,0.1856435643564356,0.15702479338842978,0.2521246458923512,0.18400000000000005,0.19846153846153847,0.12033195020746879,0.130997715156131,0.17860746720484366,0.2164179104477611
1997-04-01,0.18234323432343225,0.15702479338842978,0.2521246458923512,0.18299999999999994,0.19153846153846155,0.12551867219917,0.11652703731911651,0.17356205852674067,0.21567164179104475
1997-05-01,0.1856435643564356,0.1618457300275481,0.2549575070821529,0.18499999999999994,0.18307692307692303,0.1639004149377593,0.11271896420411276,0.1745711402623612,0.21716417910447755
1997-06-01,0.18811881188118806,0.16942148760330578,0.2521246458923512,0.18200000000000005,0.18384615384615388,0.14626556016597503,0.14623000761614624,0.16952573158425832,0.22014925373134325
1997-07-01,0.1914191419141913,0.17011019283746553,0.25590179414542025,0.18600000000000005,0.18384615384615388,0.15352697095435686,0.16755521706016752,0.17255297679112003,0.2208955223880597
1997-08-01,0.18646864686468645,0.17286501377410468,0.2530689329556185,0.18600000000000005,0.17846153846153845,0.14004149377593356,0.10967250571210962,0.17255297679112003,0.22164179104477605
1997-09-01,0.1815181518151815,0.1707988980716253,0.2530689329556185,0.18799999999999994,0.18384615384615388,0.12448132780082988,0.051789794364051844,0.16246215943491416,0.2223880597014925
1997-10-01,0.1815181518151815,0.16597796143250687,0.25684608120868735,0.18799999999999994,0.19769230769230772,0.11514522821576756,0.051789794364051844,0.1745711402623612,0.2223880597014925
1997-11-01,0.18894389438943882,0.16666666666666663,0.26251180358829085,0.19299999999999995,0.2007692307692308,0.1182572614107884,0.12033511043412037,0.17053481331987896,0.2238805970149253
1997-12-01,0.18811881188118806,0.165289256198347,0.2606232294617563,0.19299999999999995,0.20153846153846156,0.11099585062240669,0.11500380807311494,0.16750756811301715,0.22611940298507466
1998-01-01,0.20049504950495045,0.16115702479338834,0.26251180358829085,0.19499999999999995,0.1938461538461539,0.1317427385892116,0.2376237623762376,0.18466195761856707,0.2283582089552239
1998-02-01,0.19471947194719463,0.15702479338842978,0.26251180358829085,0.19900000000000007,0.19538461538461538,0.11929460580912865,0.17288651942117295,0.18768920282542878,0.22910447761194025
1998-03-01,0.19636963696369636,0.152892561983471,0.2615675165250235,0.20199999999999996,0.19153846153846155,0.11618257261410792,0.21096725057121102,0.18466195761856707,0.22910447761194025
1998-04-01,0.19471947194719463,0.14531680440771344,0.26251180358829085,0.20600000000000007,0.1923076923076923,0.11514522821576756,0.19954303122619954,0.18567103935418783,0.23059701492537305
1998-05-01,0.19801980198019797,0.14393939393939392,0.27478753541076484,0.20799999999999996,0.18153846153846154,0.16701244813278004,0.2086824067022086,0.18567103935418783,0.2313432835820895
1998-06-01,0.20379537953795368,0.15426997245179064,0.2776203966005666,0.21100000000000008,0.18307692307692303,0.1929460580912863,0.21934501142421936,0.18768920282542878,0.23208955223880595
1998-07-01,0.2013201320132012,0.1584022038567492,0.28234183191690265,0.20900000000000007,0.1807692307692308,0.17842323651452285,0.1957349581111958,0.18466195761856707,0.23358208955223886
1998-08-01,0.1971947194719471,0.1639118457300276,0.2804532577903682,0.20900000000000007,0.18000000000000005,0.18983402489626555,0.11576542269611578,0.18567103935418783,0.2343283582089552
1998-09-01,0.1914191419141913,0.1604683195592287,0.2851746931067044,0.21100000000000008,0.18384615384615388,0.15871369294605808,0.0654988575780655,0.18365287588294654,0.23656716417910445
1998-10-01,0.19224422442244216,0.15082644628099173,0.29556185080264397,0.20999999999999996,0.19153846153846155,0.15871369294605808,0.09139375476009137,0.18062563067608484,0.23656716417910445
1998-11-01,0.20049504950495045,0.16115702479338834,0.2993389990557128,0.21499999999999997,0.19615384615384612,0.17634854771784236,0.13709063214013706,0.18466195761856707,0.23656716417910445
1998-12-01,0.20049504950495045,0.15358126721763088,0.30028328611898014,0.21299999999999997,0.2007692307692308,0.1773858921161825,0.14699162223914697,0.18163471241170537,0.2373134328358209
1999-01-01,0.2095709570957095,0.15151515151515138,0.30689329556185074,0.21400000000000008,0.2007692307692308,0.225103734439834,0.1987814166031987,0.1957618567103936,0.2388059701492537
1999-02-01,0.2054455445544554,0.15220385674931125,0.3153918791312559,0.21400000000000008,0.20307692307692315,0.17219917012448127,0.18050266565118056,0.19677093844601412,0.2402985074626865
1999-03-01,0.20709570957095702,0.15358126721763088,0.3182247403210575,0.21999999999999997,0.19538461538461538,0.16286307053941906,0.19725818735719725,0.19778002018163465,0.24104477611940295
