index,Truck transportation  
1997-01-01,0.0
1997-02-01,0.009853834784036786
1997-03-01,0.016012481524059763
1997-04-01,0.03859418623747746
1997-05-01,0.04680571522417476
1997-06-01,0.05296436196419774
1997-07-01,0.06552800131384462
1997-08-01,0.06873049761865657
1997-09-01,0.07152241747413368
1997-10-01,0.07045491870586307
1997-11-01,0.07562818196748233
1997-12-01,0.09180489407127612
1998-01-01,0.09402200689768436
1998-02-01,0.10551814747906063
1998-03-01,0.104368533420923
1998-04-01,0.10034488421744125
1998-05-01,0.08942355066513386
1998-06-01,0.07291837740187224
1998-07-01,0.05616685826900969
1998-08-01,0.07973394646083098
1998-09-01,0.08671374609952376
1998-10-01,0.10921333552307444
1998-11-01,0.12120216784365256
1998-12-01,0.15486943668911157
1999-01-01,0.14838232878962065
1999-02-01,0.13721464936771233
1999-03-01,0.12851042864181317
1999-04-01,0.13680407291837737
1999-05-01,0.13631138117917563
1999-06-01,0.14649367712268024
1999-07-01,0.15955000821152898
1999-08-01,0.17211364756117586
1999-09-01,0.19387419937592387
1999-10-01,0.19543438988339634
1999-11-01,0.20676629988503858
1999-12-01,0.1914928559697816
2000-01-01,0.20101822959435056
2000-02-01,0.19108227952044676
2000-03-01,0.22450320249630473
2000-04-01,0.21284283133519466
2000-05-01,0.22524224010510752
2000-06-01,0.23296107735260319
2000-07-01,0.23977664641156182
2000-08-01,0.25061586467400243
2000-09-01,0.251929709311874
2000-10-01,0.2621941205452456
2000-11-01,0.2686812284447364
2000-12-01,0.2819839054031861
2001-01-01,0.29257677779602576
2001-02-01,0.29167350960748895
2001-03-01,0.3030054196091312
2001-04-01,0.30875348989981943
2001-05-01,0.3165544424371818
2001-06-01,0.3056331088848745
2001-07-01,0.3067006076531451
2001-08-01,0.3085071440302185
2001-09-01,0.2979142716373788
2001-10-01,0.29060601083921833
2001-11-01,0.2929052389554936
2001-12-01,0.28978485794054865
2002-01-01,0.29052389554935143
2002-02-01,0.3013631138117918
2002-03-01,0.3011167679421909
2002-04-01,0.32706519954015434
2002-05-01,0.3292823123665627
2002-06-01,0.3322384628017738
2002-07-01,0.3203317457710626
2002-08-01,0.33420922975858103
2002-09-01,0.33347019214977824
2002-10-01,0.3329775004105764
2002-11-01,0.33158154048283794
2002-12-01,0.33248480867137453
2003-01-01,0.328296928888159
2003-02-01,0.3264082772212187
2003-03-01,0.32066020693053043
2003-04-01,0.31097060272622756
2003-05-01,0.31056002627689283
2003-06-01,0.2993102315651175
2003-07-01,0.3104779109870257
2003-08-01,0.27984890786664485
2003-09-01,0.29077024141895214
2003-10-01,0.28896370504187874
2003-11-01,0.30358022663820017
2003-12-01,0.32049597635079663
2004-01-01,0.3119559862046313
2004-02-01,0.3038265725078009
2004-03-01,0.33182788635243887
2004-04-01,0.3358515355559206
2004-05-01,0.33864345541139773
2004-06-01,0.35974708490720975
2004-07-01,0.35153555592051244
2004-08-01,0.36902611266217766
2004-09-01,0.37436360650353095
2004-10-01,0.3911151256363936
2004-11-01,0.4008047298406965
2004-12-01,0.39908030875349
2005-01-01,0.41312202332074244
2005-02-01,0.41517490556741676
2005-03-01,0.4146000985383478
2005-04-01,0.4343898833962885
2005-05-01,0.4575463951387748
2005-06-01,0.4472819839054032
2005-07-01,0.47331253079323377
2005-08-01,0.48218098209886695
2005-09-01,0.4853834784036788
2005-10-01,0.4853013631138119
2005-11-01,0.48119559862046324
2005-12-01,0.48341271144687137
2006-01-01,0.4888323205780918
2006-02-01,0.4917884710133027
2006-03-01,0.49975365413039907
2006-04-01,0.4908852028247661
2006-05-01,0.48661520775168343
2006-06-01,0.48513713253407786
2006-07-01,0.4828379044178026
2006-08-01,0.47971752340285767
2006-09-01,0.4765150270980456
2006-10-01,0.4609131220233207
2006-11-01,0.47659714238791273
2006-12-01,0.5009853834784037
2007-01-01,0.4935950073903761
2007-02-01,0.5049269173920183
2007-03-01,0.5080472984069635
2007-04-01,0.5197897848579407
2007-05-01,0.5261947774675646
2007-06-01,0.5301363113811792
2007-07-01,0.5298078502217114
2007-08-01,0.5313680407291839
2007-09-01,0.5290688126129086
2007-10-01,0.5234849729019544
2007-11-01,0.5237313187715553
2007-12-01,0.49860404007226156
2008-01-01,0.4835769420266054
2008-02-01,0.47224503202496315
2008-03-01,0.4807029068812614
2008-04-01,0.49039251108556425
2008-05-01,0.49515519789784856
2008-06-01,0.49334866152077517
2008-07-01,0.5036130727541468
2008-08-01,0.48505501724421096
2008-09-01,0.4900640499260962
2008-10-01,0.4946625061586467
2008-11-01,0.4921169321727705
2008-12-01,0.47224503202496315
2009-01-01,0.43964526194777465
2009-02-01,0.4271637378879949
2009-03-01,0.4147643291180818
2009-04-01,0.42691739201839396
2009-05-01,0.4246181639021187
2009-06-01,0.4336508457874857
2009-07-01,0.47158810970602727
2009-08-01,0.45680735752997204
2009-09-01,0.4708490720972245
2009-10-01,0.472573493184431
2009-11-01,0.49400558383971105
2009-12-01,0.5105928723928397
2010-01-01,0.5106749876827066
2010-02-01,0.5262768927574315
2010-03-01,0.5384299556577434
2010-04-01,0.5408112990638858
2010-05-01,0.543192642470028
2010-06-01,0.5587945475447529
2010-07-01,0.5548530136311383
2010-08-01,0.5659385777631796
2010-09-01,0.5531285925439318
2010-10-01,0.567745114140253
2010-11-01,0.561175890950895
2010-12-01,0.5850714403021844
2011-01-01,0.6146329446542946
2011-02-01,0.5962391197240926
2011-03-01,0.6232550500903269
2011-04-01,0.6048612251601249
2011-05-01,0.6141402529150928
2011-06-01,0.6083921826244048
2011-07-01,0.6283461980620793
2011-08-01,0.6269502381343406
2011-09-01,0.6345048448021022
2011-10-01,0.6509279027754968
2011-11-01,0.653309246181639
2011-12-01,0.6648875020528824
2012-01-01,0.6568402036459189
2012-02-01,0.6326161931351617
2012-03-01,0.653884053210708
2012-04-01,0.6593036623419282
2012-05-01,0.6587288553128594
2012-06-01,0.6635736574150106
2012-07-01,0.6666119231400887
2012-08-01,0.6736738380686484
2012-09-01,0.6777796025619971
2012-10-01,0.6684184595171621
2012-11-01,0.6611101987190016
2012-12-01,0.6519132862539005
2013-01-01,0.6680078830678273
2013-02-01,0.6868122844473641
2013-03-01,0.7051239940876992
2013-04-01,0.7195762851042864
2013-05-01,0.6855805550993594
2013-06-01,0.6710461487929054
2013-07-01,0.6687469206766301
2013-08-01,0.6853342092297587
2013-09-01,0.711857447856791
2013-10-01,0.7381343406142225
2013-11-01,0.7695844966332732
2013-12-01,0.7428149121366399
2014-01-01,0.7542289374281492
2014-02-01,0.7643291180817868
2014-03-01,0.766874692067663
2014-04-01,0.7727048776482182
2014-05-01,0.7921662013466908
