index,"Inflation rate, average consumer prices (Annual percent change)"
1987-01-01,0.3414634146341463
1987-02-01,0.3387533875338754
1987-03-01,0.3360433604336044
1987-04-01,0.3333333333333334
1987-05-01,0.3306233062330623
1987-06-01,0.3279132791327913
1987-07-01,0.3252032520325204
1987-08-01,0.3224932249322493
1987-09-01,0.3197831978319784
1987-10-01,0.3170731707317073
1987-11-01,0.3143631436314363
1987-12-01,0.3116531165311653
1988-01-01,0.3089430894308943
1988-02-01,0.3157181571815718
1988-03-01,0.3224932249322493
1988-04-01,0.3292682926829268
1988-05-01,0.3360433604336043
1988-06-01,0.3428184281842819
1988-07-01,0.3495934959349593
1988-08-01,0.3563685636856368
1988-09-01,0.3631436314363144
1988-10-01,0.3699186991869919
1988-11-01,0.3766937669376693
1988-12-01,0.3834688346883469
1989-01-01,0.3902439024390244
1989-02-01,0.3888888888888889
1989-03-01,0.3875338753387534
1989-04-01,0.3861788617886179
1989-05-01,0.3848238482384824
1989-06-01,0.3834688346883469
1989-07-01,0.3821138211382114
1989-08-01,0.3807588075880758
1989-09-01,0.3794037940379403
1989-10-01,0.3780487804878049
1989-11-01,0.3766937669376693
1989-12-01,0.3753387533875338
1990-01-01,0.3739837398373983
1990-02-01,0.3794037940379403
1990-03-01,0.3848238482384824
1990-04-01,0.3902439024390244
1990-05-01,0.3956639566395664
1990-06-01,0.4010840108401083
1990-07-01,0.4065040650406503
1990-08-01,0.4119241192411924
1990-09-01,0.4173441734417344
1990-10-01,0.4227642276422764
1990-11-01,0.4281842818428184
1990-12-01,0.4336043360433604
1991-01-01,0.4390243902439024
1991-02-01,0.4112466124661246
1991-03-01,0.3834688346883468
1991-04-01,0.355691056910569
1991-05-01,0.3279132791327913
1991-06-01,0.3001355013550135
1991-07-01,0.2723577235772357
1991-08-01,0.2445799457994579
1991-09-01,0.2168021680216802
1991-10-01,0.1890243902439024
1991-11-01,0.1612466124661246
1991-12-01,0.1334688346883469
1992-01-01,0.1056910569105691
1992-02-01,0.10840108401084
1992-03-01,0.1111111111111111
1992-04-01,0.1138211382113821
1992-05-01,0.1165311653116531
1992-06-01,0.119241192411924
1992-07-01,0.1219512195121951
1992-08-01,0.1246612466124661
1992-09-01,0.1273712737127371
1992-10-01,0.1300813008130081
1992-11-01,0.1327913279132791
1992-12-01,0.1355013550135501
1993-01-01,0.1382113821138211
1993-02-01,0.1266937669376693
1993-03-01,0.1151761517615176
1993-04-01,0.1036585365853658
1993-05-01,0.092140921409214
1993-06-01,0.0806233062330623
1993-07-01,0.0691056910569105
1993-08-01,0.0575880758807587
1993-09-01,0.046070460704607
1993-10-01,0.0345528455284552
1993-11-01,0.0230352303523035
1993-12-01,0.0115176151761517
1994-01-01,0.0
1994-02-01,0.0128726287262872
1994-03-01,0.0257452574525745
1994-04-01,0.0386178861788617
1994-05-01,0.051490514905149
1994-06-01,0.0643631436314363
1994-07-01,0.0772357723577235
1994-08-01,0.0901084010840108
1994-09-01,0.1029810298102981
1994-10-01,0.1158536585365853
1994-11-01,0.1287262872628726
1994-12-01,0.1415989159891599
1995-01-01,0.1544715447154471
1995-02-01,0.1510840108401084
1995-03-01,0.1476964769647696
1995-04-01,0.1443089430894309
1995-05-01,0.1409214092140921
1995-06-01,0.1375338753387534
1995-07-01,0.1341463414634146
1995-08-01,0.1307588075880759
1995-09-01,0.1273712737127371
1995-10-01,0.1239837398373983
1995-11-01,0.1205962059620596
1995-12-01,0.1172086720867208
1996-01-01,0.1138211382113821
1996-02-01,0.1138211382113821
1996-03-01,0.1138211382113821
1996-04-01,0.1138211382113821
1996-05-01,0.1138211382113821
1996-06-01,0.1138211382113821
1996-07-01,0.1138211382113821
1996-08-01,0.1138211382113821
1996-09-01,0.1138211382113821
1996-10-01,0.1138211382113821
1996-11-01,0.1138211382113821
1996-12-01,0.1138211382113821
1997-01-01,0.1138211382113821
1997-02-01,0.1097560975609756
1997-03-01,0.1056910569105691
1997-04-01,0.1016260162601626
1997-05-01,0.097560975609756
1997-06-01,0.0934959349593495
1997-07-01,0.089430894308943
1997-08-01,0.0853658536585365
1997-09-01,0.08130081300813
1997-10-01,0.0772357723577235
1997-11-01,0.073170731707317
1997-12-01,0.0691056910569105
1998-01-01,0.065040650406504
1998-02-01,0.0697831978319783
1998-03-01,0.0745257452574525
1998-04-01,0.0792682926829268
1998-05-01,0.084010840108401
1998-06-01,0.0887533875338753
1998-07-01,0.0934959349593495
1998-08-01,0.0982384823848238
1998-09-01,0.102981029810298
1998-10-01,0.1077235772357723
1998-11-01,0.1124661246612465
1998-12-01,0.1172086720867208
1999-01-01,0.1219512195121951
1999-02-01,0.1287262872628726
1999-03-01,0.1355013550135501
1999-04-01,0.1422764227642276
1999-05-01,0.1490514905149051
1999-06-01,0.1558265582655826
1999-07-01,0.1626016260162601
1999-08-01,0.1693766937669376
1999-09-01,0.1761517615176151
1999-10-01,0.1829268292682926
1999-11-01,0.1897018970189702
1999-12-01,0.1964769647696477
2000-01-01,0.2032520325203252
2000-02-01,0.2018970189701897
2000-03-01,0.2005420054200542
2000-04-01,0.1991869918699187
2000-05-01,0.1978319783197832
2000-06-01,0.1964769647696476
2000-07-01,0.1951219512195122
2000-08-01,0.1937669376693766
2000-09-01,0.1924119241192412
2000-10-01,0.1910569105691056
2000-11-01,0.1897018970189701
2000-12-01,0.1883468834688346
2001-01-01,0.1869918699186991
2001-02-01,0.1856368563685636
2001-03-01,0.1842818428184282
2001-04-01,0.1829268292682926
2001-05-01,0.1815718157181571
2001-06-01,0.1802168021680216
2001-07-01,0.1788617886178861
2001-08-01,0.1775067750677506
2001-09-01,0.1761517615176151
2001-10-01,0.1747967479674796
2001-11-01,0.1734417344173441
2001-12-01,0.1720867208672086
2002-01-01,0.1707317073170731
2002-02-01,0.1741192411924119
2002-03-01,0.1775067750677506
2002-04-01,0.1808943089430894
2002-05-01,0.1842818428184281
2002-06-01,0.1876693766937669
2002-07-01,0.1910569105691056
2002-08-01,0.1944444444444444
2002-09-01,0.1978319783197832
2002-10-01,0.2012195121951219
2002-11-01,0.2046070460704606
2002-12-01,0.2079945799457994
2003-01-01,0.2113821138211382
2003-02-01,0.2052845528455284
2003-03-01,0.1991869918699186
2003-04-01,0.1930894308943089
2003-05-01,0.1869918699186991
2003-06-01,0.1808943089430894
2003-07-01,0.1747967479674796
2003-08-01,0.1686991869918699
2003-09-01,0.1626016260162601
2003-10-01,0.1565040650406504
2003-11-01,0.1504065040650406
2003-12-01,0.1443089430894309
2004-01-01,0.1382113821138211
2004-02-01,0.1402439024390243
2004-03-01,0.1422764227642276
2004-04-01,0.1443089430894309
2004-05-01,0.1463414634146341
2004-06-01,0.1483739837398373
2004-07-01,0.1504065040650406
2004-08-01,0.1524390243902439
2004-09-01,0.1544715447154471
2004-10-01,0.1565040650406504
2004-11-01,0.1585365853658537
2004-12-01,0.1605691056910569
2005-01-01,0.1626016260162601
2005-02-01,0.1612466124661246
2005-03-01,0.1598915989159891
2005-04-01,0.1585365853658537
2005-05-01,0.1571815718157181
2005-06-01,0.1558265582655826
2005-07-01,0.1544715447154471
2005-08-01,0.1531165311653116
2005-09-01,0.1517615176151761
2005-10-01,0.1504065040650406
2005-11-01,0.1490514905149051
2005-12-01,0.1476964769647696
2006-01-01,0.1463414634146341
2006-02-01,0.1470189701897019
2006-03-01,0.1476964769647696
2006-04-01,0.1483739837398373
2006-05-01,0.1490514905149051
2006-06-01,0.1497289972899728
2006-07-01,0.1504065040650406
2006-08-01,0.1510840108401084
2006-09-01,0.1517615176151761
2006-10-01,0.1524390243902439
2006-11-01,0.1531165311653116
2006-12-01,0.1537940379403794
2007-01-01,0.1544715447154471
2007-02-01,0.1565040650406504
2007-03-01,0.1585365853658536
2007-04-01,0.1605691056910569
2007-05-01,0.1626016260162601
2007-06-01,0.1646341463414634
2007-07-01,0.1666666666666666
2007-08-01,0.1686991869918699
2007-09-01,0.1707317073170731
2007-10-01,0.1727642276422764
2007-11-01,0.1747967479674796
2007-12-01,0.1768292682926829
2008-01-01,0.1788617886178861
2008-02-01,0.1646341463414634
2008-03-01,0.1504065040650406
2008-04-01,0.1361788617886178
2008-05-01,0.121951219512195
2008-06-01,0.1077235772357723
2008-07-01,0.0934959349593495
2008-08-01,0.0792682926829268
2008-09-01,0.065040650406504
2008-10-01,0.0508130081300812
2008-11-01,0.0365853658536585
2008-12-01,0.0223577235772357
2009-01-01,0.008130081300813
2009-02-01,0.0182926829268292
2009-03-01,0.0284552845528455
2009-04-01,0.0386178861788617
2009-05-01,0.048780487804878
2009-06-01,0.0589430894308943
2009-07-01,0.0691056910569105
2009-08-01,0.0792682926829268
2009-09-01,0.089430894308943
2009-10-01,0.0995934959349593
2009-11-01,0.1097560975609756
2009-12-01,0.1199186991869918
2010-01-01,0.1300813008130081
2010-02-01,0.1375338753387533
2010-03-01,0.1449864498644986
2010-04-01,0.1524390243902439
2010-05-01,0.1598915989159891
2010-06-01,0.1673441734417344
2010-07-01,0.1747967479674796
2010-08-01,0.1822493224932249
2010-09-01,0.1897018970189701
2010-10-01,0.1971544715447154
2010-11-01,0.2046070460704607
2010-12-01,0.2120596205962059
2011-01-01,0.2195121951219512
2011-02-01,0.2100271002710027
2011-03-01,0.2005420054200541
2011-04-01,0.1910569105691056
2011-05-01,0.1815718157181571
2011-06-01,0.1720867208672086
2011-07-01,0.1626016260162601
2011-08-01,0.1531165311653116
2011-09-01,0.1436314363143631
2011-10-01,0.1341463414634146
2011-11-01,0.1246612466124661
2011-12-01,0.1151761517615176
2012-01-01,0.1056910569105691
2012-02-01,0.1016260162601625
2012-03-01,0.097560975609756
2012-04-01,0.0934959349593495
2012-05-01,0.089430894308943
2012-06-01,0.0853658536585365
2012-07-01,0.08130081300813
2012-08-01,0.0772357723577235
2012-09-01,0.073170731707317
2012-10-01,0.0691056910569105
2012-11-01,0.065040650406504
2012-12-01,0.0609756097560975
2013-01-01,0.056910569105691
2013-02-01,0.0636856368563685
2013-03-01,0.070460704607046
2013-04-01,0.0772357723577235
2013-05-01,0.084010840108401
2013-06-01,0.0907859078590786
2013-07-01,0.097560975609756
2013-08-01,0.1043360433604336
2013-09-01,0.1111111111111111
2013-10-01,0.1178861788617886
2013-11-01,0.1246612466124661
2013-12-01,0.1314363143631436
2014-01-01,0.1382113821138211
2014-02-01,0.1327913279132791
2014-03-01,0.1273712737127371
2014-04-01,0.1219512195121951
2014-05-01,0.1165311653116531
2014-06-01,0.1111111111111111
2014-07-01,0.1056910569105691
2014-08-01,0.100271002710027
2014-09-01,0.094850948509485
2014-10-01,0.089430894308943
2014-11-01,0.084010840108401
2014-12-01,0.078590785907859
2015-01-01,0.073170731707317
2015-02-01,0.0752032520325203
2015-03-01,0.0772357723577235
2015-04-01,0.0792682926829268
2015-05-01,0.08130081300813
2015-06-01,0.0833333333333333
2015-07-01,0.0853658536585365
2015-08-01,0.0873983739837398
2015-09-01,0.089430894308943
2015-10-01,0.0914634146341463
2015-11-01,0.0934959349593495
2015-12-01,0.0955284552845528
2016-01-01,0.097560975609756
2016-02-01,0.0989159891598915
2016-03-01,0.100271002710027
2016-04-01,0.1016260162601625
2016-05-01,0.102981029810298
2016-06-01,0.1043360433604336
2016-07-01,0.1056910569105691
2016-08-01,0.1070460704607045
2016-09-01,0.1084010840108401
2016-10-01,0.1097560975609756
2016-11-01,0.1111111111111111
2016-12-01,0.1124661246612466
2017-01-01,0.1138211382113821
2017-02-01,0.1185636856368563
2017-03-01,0.1233062330623306
2017-04-01,0.1280487804878048
2017-05-01,0.1327913279132791
2017-06-01,0.1375338753387533
2017-07-01,0.1422764227642276
2017-08-01,0.1470189701897019
2017-09-01,0.1517615176151761
2017-10-01,0.1565040650406504
2017-11-01,0.1612466124661246
2017-12-01,0.1659891598915989
2018-01-01,0.1707317073170731
2018-02-01,0.1680216802168021
2018-03-01,0.1653116531165311
2018-04-01,0.1626016260162601
2018-05-01,0.1598915989159891
2018-06-01,0.1571815718157181
2018-07-01,0.1544715447154471
2018-08-01,0.1517615176151761
2018-09-01,0.1490514905149051
2018-10-01,0.1463414634146341
2018-11-01,0.1436314363143631
2018-12-01,0.1409214092140921
2019-01-01,0.1382113821138211
2019-02-01,0.1300813008130081
2019-03-01,0.1219512195121951
2019-04-01,0.1138211382113821
2019-05-01,0.1056910569105691
2019-06-01,0.097560975609756
2019-07-01,0.089430894308943
2019-08-01,0.08130081300813
2019-09-01,0.073170731707317
2019-10-01,0.065040650406504
2019-11-01,0.056910569105691
2019-12-01,0.048780487804878
2020-01-01,0.040650406504065
2020-02-01,0.0589430894308943
2020-03-01,0.0772357723577235
2020-04-01,0.0955284552845528
2020-05-01,0.1138211382113821
2020-06-01,0.1321138211382113
2020-07-01,0.1504065040650406
2020-08-01,0.1686991869918699
2020-09-01,0.1869918699186991
2020-10-01,0.2052845528455284
2020-11-01,0.2235772357723577
2020-12-01,0.2418699186991869
2021-01-01,0.2601626016260163
2021-02-01,0.2831978319783197
2021-03-01,0.3062330623306233
2021-04-01,0.3292682926829268
2021-05-01,0.3523035230352304
2021-06-01,0.3753387533875338
2021-07-01,0.3983739837398374
2021-08-01,0.4214092140921409
2021-09-01,0.4444444444444444
2021-10-01,0.4674796747967479
2021-11-01,0.4905149051490514
2021-12-01,0.513550135501355
2022-01-01,0.5365853658536586
2022-02-01,0.5169376693766938
2022-03-01,0.497289972899729
2022-04-01,0.4776422764227642
2022-05-01,0.4579945799457994
2022-06-01,0.4383468834688347
2022-07-01,0.4186991869918699
2022-08-01,0.3990514905149052
2022-09-01,0.3794037940379403
2022-10-01,0.3597560975609756
2022-11-01,0.3401084010840108
2022-12-01,0.320460704607046
2023-01-01,0.3008130081300813
2023-02-01,0.2920054200542005
2023-03-01,0.2831978319783197
2023-04-01,0.274390243902439
2023-05-01,0.2655826558265582
2023-06-01,0.2567750677506775
2023-07-01,0.2479674796747967
2023-08-01,0.2391598915989159
2023-09-01,0.2303523035230352
2023-10-01,0.2215447154471544
2023-11-01,0.2127371273712736
2023-12-01,0.2039295392953929
2024-01-01,0.1951219512195122
2024-02-01,0.1903794037940379
2024-03-01,0.1856368563685636
2024-04-01,0.1808943089430894
2024-05-01,0.1761517615176151
2024-06-01,0.1714092140921409
2024-07-01,0.1666666666666666
2024-08-01,0.1619241192411923
2024-09-01,0.1571815718157181
2024-10-01,0.1524390243902439
2024-11-01,0.1476964769647696
2024-12-01,0.1429539295392953
2025-01-01,0.1382113821138211
2025-02-01,0.1382113821138211
2025-03-01,0.1382113821138211
2025-04-01,0.1382113821138211
2025-05-01,0.1382113821138211
2025-06-01,0.1382113821138211
2025-07-01,0.1382113821138211
2025-08-01,0.1382113821138211
2025-09-01,0.1382113821138211
2025-10-01,0.1382113821138211
2025-11-01,0.1382113821138211
2025-12-01,0.1382113821138211
2026-01-01,0.1382113821138211
2026-02-01,0.1382113821138211
2026-03-01,0.1382113821138211
2026-04-01,0.1382113821138211
2026-05-01,0.1382113821138211
2026-06-01,0.1382113821138211
2026-07-01,0.1382113821138211
2026-08-01,0.1382113821138211
2026-09-01,0.1382113821138211
2026-10-01,0.1382113821138211
2026-11-01,0.1382113821138211
2026-12-01,0.1382113821138211
2027-01-01,0.1382113821138211
2027-02-01,0.1382113821138211
2027-03-01,0.1382113821138211
2027-04-01,0.1382113821138211
2027-05-01,0.1382113821138211
2027-06-01,0.1382113821138211
2027-07-01,0.1382113821138211
2027-08-01,0.1382113821138211
2027-09-01,0.1382113821138211
2027-10-01,0.1382113821138211
2027-11-01,0.1382113821138211
2027-12-01,0.1382113821138211
2028-01-01,0.1382113821138211
2028-02-01,0.1388888888888888
2028-03-01,0.1395663956639566
2028-04-01,0.1402439024390243
2028-05-01,0.1409214092140921
2028-06-01,0.1415989159891599
2028-07-01,0.1422764227642276
2028-08-01,0.1429539295392953
2028-09-01,0.1436314363143631
2028-10-01,0.1443089430894309
2028-11-01,0.1449864498644986
2028-12-01,0.1456639566395663
2029-01-01,0.1463414634146341
