index,Household income,Disposable income ,Total interest paid 
1995-08-01,0.05407144197221908,0.04973414539829851,0.07539468479159905
1995-09-01,0.05463024918453602,0.05071176527455529,0.07478332793900822
1995-10-01,0.055189056396852954,0.05168938515081206,0.07417197108641704
1995-11-01,0.055916955128747114,0.052622293116782626,0.07276944654223749
1995-12-01,0.056644853860641164,0.0535552010827533,0.07136692199805805
1996-01-01,0.057372752592535325,0.054488109048723865,0.0699643974538785
1996-02-01,0.058000001610395424,0.05495335460170142,0.06848994857409985
1996-03-01,0.05862725062825552,0.05541860015467903,0.06701549969432152
1996-04-01,0.05925449964611562,0.05588384570765659,0.06554105081454309
1996-05-01,0.06040351678152811,0.05637688515081207,0.06203473945409421
1996-06-01,0.061552533916940655,0.0568699245939675,0.058528428093645446
1996-07-01,0.06270155105235314,0.05736296403712299,0.05502211673319668
1996-08-01,0.06430953088376085,0.059051140757927334,0.05099435393965546
1996-09-01,0.0659175107151686,0.060739317478731625,0.04696659114611412
1996-10-01,0.06752549054657625,0.06242749419953597,0.04293882835257301
1996-11-01,0.06843375356601938,0.06374951662799694,0.03572841370877833
1996-12-01,0.06934201658546246,0.06507153905645785,0.028517999064983424
1997-01-01,0.0702502796049056,0.06639356148491876,0.021307584421188852
1997-02-01,0.07207566281862676,0.06700986078886312,0.019761211205811424
1997-03-01,0.07390104603234804,0.06762616009280742,0.018214837990433885
1997-04-01,0.0757264292460692,0.06824245939675172,0.01666846477505657
1997-05-01,0.0782169057701273,0.07245504640371231,0.01630884309706193
1997-06-01,0.08070738229418545,0.07666763341067284,0.01594922141906696
1997-07-01,0.08319785881824354,0.08088022041763337,0.015589599741072324
1997-08-01,0.08445638284252505,0.082249371616396,0.018053008235336288
1997-09-01,0.0857149068668066,0.08361852281515852,0.020516416729600473
1997-10-01,0.08697343089108817,0.0849876740139211,0.022979825223864436
1997-11-01,0.08951382967330712,0.08575986078886311,0.028266263890387222
1997-12-01,0.09205422845552613,0.08653204756380511,0.03355270255691012
1998-01-01,0.09459462723774509,0.08730423433874707,0.038839141223432905
1998-02-01,0.09636928299559311,0.08798458043310131,0.04052936311000832
1998-03-01,0.09814393875344124,0.0886649265274555,0.042219584996583404
1998-04-01,0.09991859451128926,0.08934527262180975,0.04390980688315893
1998-05-01,0.10109901435748037,0.09320378963650422,0.04907037796238345
1998-06-01,0.10227943420367158,0.09706230665119875,0.05423094904160819
1998-07-01,0.10345985404986269,0.10092082366589328,0.05939152012083282
1998-08-01,0.10624664333203693,0.1035116976024748,0.06325745315927622
1998-09-01,0.10903343261421128,0.1061025715390565,0.06712338619771996
1998-10-01,0.11182022189638557,0.10869344547563803,0.07098931923616347
1998-11-01,0.1126020688750019,0.10939916860015464,0.0669076131909232
1998-12-01,0.11338391585361829,0.11010489172467136,0.06282590714568259
1999-01-01,0.11416576283223462,0.11081061484918792,0.05874420110044232
1999-02-01,0.11683338285299266,0.11348003673627227,0.056100981767180924
1999-03-01,0.1195010028737506,0.11614945862335652,0.05345776243391953
1999-04-01,0.12216862289450864,0.11881888051044082,0.05081454310065803
1999-05-01,0.12417437039577889,0.12104601701469453,0.04991548890567121
1999-06-01,0.12618011789704903,0.12327315351894813,0.049016434710684176
1999-07-01,0.12818586539831928,0.12550029002320184,0.04811738051569747
1999-08-01,0.13052899074103147,0.12748574052590872,0.04962779156327535
1999-09-01,0.13287211608374377,0.12947119102861565,0.051138202610853334
1999-10-01,0.13521524142645608,0.13145664153132247,0.05264861365843132
1999-11-01,0.13887728062187027,0.13344571732405258,0.06615240766713415
1999-12-01,0.14253931981728457,0.1354347931167827,0.07965620167583687
2000-01-01,0.14620135901269876,0.1374238689095128,0.09315999568453981
2000-02-01,0.14947448771308552,0.14030597447795828,0.10538713273636113
2000-03-01,0.1527476164134723,0.14318808004640365,0.11761426978818279
2000-04-01,0.15602074511385894,0.14607018561484914,0.12984140684000434
2000-05-01,0.15895569077509136,0.14994562064965195,0.13417484805984103
2000-06-01,0.1618906364363238,0.15382105568445475,0.13850828927967762
2000-07-01,0.1648255820975561,0.15769649071925756,0.14284173049951443
2000-08-01,0.16683052440111407,0.1606474767981439,0.14992627755601107
2000-09-01,0.16883546670467203,0.16359846287703012,0.15701082461250748
2000-10-01,0.1708404090082299,0.16654944895591645,0.16409537166900423
2000-11-01,0.1745942407428432,0.172215777262181,0.166091271981875
2000-12-01,0.1783480724774565,0.17788210556844547,0.1680871722947459
2001-01-01,0.1821019042120698,0.18354843387470993,0.1700830726076168
2001-02-01,0.18277263390639248,0.17999444122196434,0.16468874743769546
2001-03-01,0.1834433636007154,0.17644044856921887,0.15929442226777424
2001-04-01,0.18411409329503808,0.17288645591647328,0.15390009709785302
2001-05-01,0.18436370458584256,0.17778180587780362,0.14712122846765208
2001-06-01,0.18461331587664692,0.18267715583913374,0.1403423598374508
2001-07-01,0.18486292716745129,0.18757250580046408,0.13356349120724997
2001-08-01,0.1855747219451,0.18931989559164736,0.12513036285827295
2001-09-01,0.1862865167227487,0.19106728538283063,0.11669723450929625
2001-10-01,0.18699831150039742,0.1928146751740139,0.10826410616031934
2001-11-01,0.18797018513910996,0.19571128190255221,0.10026252382493606
2001-12-01,0.1889420587778226,0.19860788863109052,0.092260941489553
2002-01-01,0.18991393241653526,0.20150449535962872,0.08425935915416982
2002-02-01,0.1907255717105057,0.20199511794276875,0.08364800230157854
2002-03-01,0.19153721100447613,0.20248574052590868,0.0830366454489877
2002-04-01,0.19234885029844656,0.2029763631090487,0.08242528859639653
2002-05-01,0.19445202672290168,0.2063478828306265,0.08789153810191674
2002-06-01,0.1965552031473568,0.20971940255220417,0.09335778760743685
2002-07-01,0.19865837957181193,0.21309092227378185,0.09882403711295717
2002-08-01,0.20166659822486116,0.2147972254447022,0.10662782752544309
2002-09-01,0.20467481687791028,0.21650352861562266,0.11443161793792933
2002-10-01,0.2076830355309594,0.2182098317865429,0.12223540835041535
2002-11-01,0.20889083209936782,0.22129857888631094,0.11944834034595608
2002-12-01,0.21009862866777623,0.22438732598607886,0.11666127234149659
2003-01-01,0.21130642523618465,0.22747607308584689,0.11387420433703743
2003-02-01,0.21197796012821973,0.22636190061871614,0.11813572122127514
2003-03-01,0.2126494950202547,0.2252477281515855,0.12239723810551295
2003-04-01,0.2133210299122898,0.22413355568445475,0.12665875498975077
2003-05-01,0.21518747820933687,0.22478369102861567,0.13352752903945053
2003-06-01,0.21705392650638405,0.22543382637277648,0.14039630308915008
2003-07-01,0.21892037480343113,0.2260839617169374,0.14726507713884984
2003-08-01,0.22131181200887967,0.2283799787316319,0.14550293091667565
2003-09-01,0.22370324921432833,0.2306759957463263,0.14374078469450124
2003-10-01,0.22609468641977698,0.23297201276102092,0.14197863847232706
2003-11-01,0.229838855781843,0.23567768754833723,0.14703132304815314
2003-12-01,0.233583025143909,0.23838336233565344,0.15208400762397956
2004-01-01,0.237327194505975,0.24108903712296986,0.15713669219980575
2004-02-01,0.2402395946312637,0.2460158062645012,0.1555723379005286
2004-03-01,0.24315199475655253,0.25094257540603243,0.15400798360125145
2004-04-01,0.24606439488184123,0.25586934454756377,0.1524436293019743
2004-05-01,0.24876905399736388,0.2583139984532096,0.15255151580537274
2004-06-01,0.2514737131128863,0.26075865235885537,0.15265940230877117
2004-07-01,0.25417837222840883,0.2632033062645011,0.1527672888121696
2004-08-01,0.2566616019730565,0.2643053944315545,0.15465530262164195
2004-09-01,0.25914483171770414,0.26540748259860786,0.1565433164311144
2004-10-01,0.2616280614623518,0.26650957076566123,0.15843133024058687
2004-11-01,0.26327952197022225,0.2658328499613302,0.16920199949652948
2004-12-01,0.2649309824780925,0.2651561291569992,0.17997266875247242
2005-01-01,0.26658244298596295,0.2644794083526682,0.19074333800841514
2005-02-01,0.27083791289532194,0.26926358275328693,0.1958319847520409
2005-03-01,0.2750933828046807,0.27404775715390567,0.2009206314956664
2005-04-01,0.2793488527140397,0.2788319315545244,0.20600927823929227
2005-05-01,0.28230553871350345,0.28040047370456295,0.21107994389901819
2005-06-01,0.2852622247129672,0.2819690158546017,0.2161506095587442
2005-07-01,0.28821891071243094,0.28353755800464037,0.22122127521847013
2005-08-01,0.290854322824698,0.2873827822892498,0.22093357787607426
2005-09-01,0.2934897349369651,0.2912280065738592,0.22064588053367862
2005-10-01,0.29612514704923226,0.29507323085846865,0.22035818319128275
2005-11-01,0.3034476150446361,0.3017884764114463,0.24144999460567484
2005-12-01,0.3107700830400401,0.3085037219644238,0.2625418060200668
2006-01-01,0.31809255103544404,0.31521896751740136,0.2836336174344589
2006-02-01,0.3193156463603855,0.31544494392884764,0.2991692739238321
2006-03-01,0.3205387416853272,0.3156709203402938,0.31470493041320524
2006-04-01,0.32176183701026867,0.3158968967517401,0.3302405869025785
2006-05-01,0.3269118815779621,0.32213722931167826,0.3446614161901679
2006-06-01,0.3320619261456555,0.3283775618716163,0.35908224547775747
2006-07-01,0.3372119707133488,0.3346178944315545,0.37350307476534683
2006-08-01,0.3413514921521405,0.3390226218097448,0.3839141223432948
2006-09-01,0.3454910135909321,0.343427349187935,0.3943251699212429
2006-10-01,0.3496305350297239,0.3478320765661253,0.40473621749919086
2006-11-01,0.3538352774832097,0.3527975154679041,0.41289962958967164
2006-12-01,0.3580400199366954,0.3577629543696829,0.4210630416801525
2007-01-01,0.36224476239018116,0.3627283932714617,0.4292264537706333
2007-02-01,0.367964081740451,0.36216526488785766,0.44282015319883483
2007-03-01,0.3736834010907208,0.3616021365042537,0.4564138526270364
2007-04-01,0.3794027204409907,0.36103900812064965,0.4700075520552379
2007-05-01,0.38162989731313574,0.36228127416860006,0.48005897795519104
2007-06-01,0.38385707418528087,0.3635235402165507,0.49011040385514437
2007-07-01,0.3860842510574259,0.3647658062645011,0.5001618297550977
2007-08-01,0.3892623664277645,0.368876885150812,0.5130003236595101
2007-09-01,0.39244048179810304,0.3729879640371229,0.5258388175639227
2007-10-01,0.3956185971684418,0.3770990429234338,0.5386773114683353
2007-11-01,0.4011309807066576,0.3817792923433874,0.5406192685295069
2007-12-01,0.4066433642448735,0.386459541763341,0.5425612255906785
2008-01-01,0.41215574778308944,0.3911397911832946,0.5445031826518502
2008-02-01,0.41211790349061256,0.3954937645011601,0.5433164311144675
2008-03-01,0.4120800591981359,0.39984773781902555,0.5421296795770848
2008-04-01,0.412042214905659,0.4042017111368909,0.5409429280397021
2008-05-01,0.414570535722194,0.4092456979891725,0.5402956090193117
2008-06-01,0.41709885653872875,0.41428968484145395,0.5396482899989211
2008-07-01,0.4196271773552637,0.41933367169373553,0.5390009709785305
2008-08-01,0.41850875773291757,0.4188962200309358,0.5228899198043658
2008-09-01,0.4173903381105714,0.41845876836813606,0.5067788686302012
2008-10-01,0.41627191848822526,0.41802131670533643,0.49066781745603627
2008-11-01,0.4151357845162091,0.41701227764887855,0.4736936742546839
2008-12-01,0.4139996505441928,0.4160032385924208,0.45671953105333196
2009-01-01,0.41286351657217674,0.4149941995359629,0.4397453878519798
2009-02-01,0.41166377198089105,0.41629205336426917,0.4257740856618836
2009-03-01,0.41046402738960547,0.41758990719257544,0.41180278347178767
2009-04-01,0.4092642827983198,0.4188877610208817,0.39783148128169166
2009-05-01,0.41135618645480304,0.42396679234338747,0.39653684324091054
2009-06-01,0.4134480901112864,0.4290458236658932,0.3952422052001294
2009-07-01,0.4155399937677697,0.4341248549883991,0.3939475671593483
2009-08-01,0.41733800025927364,0.4380232501933488,0.39268889128636675
2009-09-01,0.4191360067507777,0.44192164539829853,0.3914302154133851
2009-10-01,0.4209340132422816,0.44582004060324826,0.3901715395404035
2009-11-01,0.42286487735631045,0.4522730568445476,0.39261696695076775
2009-12-01,0.42479574147033944,0.45872607308584684,0.3950623943611321
2010-01-01,0.4267266055843682,0.4651790893271462,0.39750782177149635
2010-02-01,0.43038220319808423,0.46172539636504256,0.4038191822203042
2010-03-01,0.4340378008118004,0.4582717034029388,0.4101305426691121
2010-04-01,0.4376933984255164,0.4548180104408353,0.41644190311791995
2010-05-01,0.44016857619304134,0.45910914539829845,0.4150393785737404
2010-06-01,0.44264375396056627,0.4634002803557618,0.41363685402956085
2010-07-01,0.4451189317280912,0.46769141531322506,0.4122343294853814
2010-08-01,0.45044692499019673,0.47284295243619484,0.41755673031970375
2010-09-01,0.45577491825230226,0.47799448955916474,0.42287913115402587
2010-10-01,0.4611029115144078,0.4831460266821345,0.4282015319883482
2010-11-01,0.4641868187524106,0.48473632057231236,0.43641888733052825
2010-12-01,0.46727072599041325,0.4863266144624903,0.4446362426727083
2011-01-01,0.47035463322841614,0.48791690835266815,0.45285359801488834
2011-02-01,0.47312531855634493,0.4889017788089713,0.44589491854568986
2011-03-01,0.47589600388427383,0.48988664926527453,0.4389362390764916
2011-04-01,0.4786666892122026,0.49087151972157766,0.4319775596072931
2011-05-01,0.48145508888980143,0.493654534029389,0.43359585715826954
2011-06-01,0.48424348856740035,0.4964375483372004,0.43521415470924596
2011-07-01,0.48703188824499916,0.49922056264501163,0.43683245226022216
2011-08-01,0.4892590651171442,0.504850638051044,0.43760563886791093
2011-09-01,0.4914862419892893,0.5104807134570766,0.4383788254755997
2011-10-01,0.49371341886143433,0.5161107888631091,0.43915201208328847
2011-11-01,0.4983610200566699,0.5185119392884765,0.43704822526701903
2011-12-01,0.5030086212519054,0.5209130897138436,0.4349444384507498
2012-01-01,0.5076562224471408,0.5233142401392112,0.4328406516344806
2012-02-01,0.5102996865365306,0.5247172273781902,0.43656273600172624
2012-03-01,0.5129431506259206,0.5261202146171693,0.4402848203689719
2012-04-01,0.5155866147153103,0.5275232018561484,0.4440069047362175
2012-05-01,0.5187365481657193,0.5314119296210362,0.4445463372532096
2012-06-01,0.5218864816161284,0.5353006573859243,0.44508576977020164
2012-07-01,0.5250364150665374,0.539189385150812,0.44562520228719393
2012-08-01,0.5278787629908586,0.5414721094354216,0.44181321250044936
2012-09-01,0.5307211109151797,0.5437548337200309,0.43800122271370523
2012-10-01,0.5335634588395008,0.5460375580046404,0.4341892329269609
2012-11-01,0.537485576895979,0.5526005413766435,0.43857661739849674
2012-12-01,0.5414076949524571,0.5591635247486466,0.4429640018700328
2013-01-01,0.5453298130089352,0.5657265081206497,0.4473513863415687
2013-02-01,0.5472365211915959,0.5674714810518176,0.44859208113065063
2013-03-01,0.5491432293742569,0.5692164539829854,0.44983277591973236
2013-04-01,0.5510499375569173,0.5709614269141532,0.4510734707088143
2013-05-01,0.553926103785154,0.5728973317865429,0.455334987593052
2013-06-01,0.5568022700133903,0.5748332366589326,0.45959650447728995
2013-07-01,0.5596784362416269,0.5767691415313225,0.46385802136152765
2013-08-01,0.5633147091102484,0.5804161832946635,0.46384004027762804
2013-09-01,0.5669509819788701,0.5840632250580047,0.4638220591937282
2013-10-01,0.5705872548474915,0.5877102668213456,0.4638040781098284
2013-11-01,0.5728144317196366,0.5898818155452437,0.463300607760636
2013-12-01,0.5750416085917818,0.5920533642691415,0.4627971374114431
2014-01-01,0.5772687854639267,0.5942249129930395,0.4622936670622505
2014-02-01,0.5797254436840695,0.5959287993039444,0.4622217427266516
2014-03-01,0.5821821019042122,0.5976326856148493,0.4621498183910525
2014-04-01,0.5846387601243548,0.599336571925754,0.46207789405545363
2014-05-01,0.5883048253083305,0.6047165023201857,0.4645233214658179
2014-06-01,0.591970890492306,0.6100964327146172,0.46696874887618234
2014-07-01,0.5956369556762815,0.6154763631090487,0.4694141762865466
2014-08-01,0.5982200299372509,0.6164878190255221,0.4727226957240981
2014-09-01,0.6008031041982205,0.6174992749419954,0.47603121516165003
2014-10-01,0.6033861784591898,0.6185107308584687,0.47933973459920154
2014-11-01,0.6089847181526189,0.6255401682134571,0.4791419426763045
2014-12-01,0.614583257846048,0.6325696055684455,0.47894415075340746
2015-01-01,0.620181797539477,0.639599042923434,0.4787463588305102
2015-02-01,0.6240588245240679,0.6425512374323279,0.472327111878304
2015-03-01,0.6279358515086588,0.6455034319412221,0.4659078649260978
2015-04-01,0.6318128784932497,0.648455626450116,0.4594886179738914
2015-05-01,0.6342010949078494,0.6511165893271462,0.46159240479016084
2015-06-01,0.6365893113224488,0.6537775522041764,0.46369619160643005
2015-07-01,0.6389775277370482,0.6564385150812067,0.46579997842269927
2015-08-01,0.6412594580536279,0.6569206786542925,0.4650267918150107
2015-09-01,0.6435413883702075,0.6574028422273783,0.46425360520732173
2015-10-01,0.645823318686787,0.6578850058004642,0.4634804185996332
2015-11-01,0.6408037161484819,0.6487371906419181,0.464307548459021
2015-12-01,0.6357841136101765,0.6395893754833719,0.46513467831840904
2016-01-01,0.6307645110718711,0.6304415603248261,0.46596180817779687
2016-02-01,0.633319403412911,0.6366275135344162,0.47340597691228836
2016-03-01,0.6358742957539509,0.6428134667440064,0.48085014564677964
2016-04-01,0.6384291880949908,0.6489994199535964,0.4882943143812709
2016-05-01,0.641046885857588,0.6528978151585461,0.48520156795051606
2016-06-01,0.6436645836201851,0.6567962103634959,0.4821088215197612
2016-07-01,0.6462822813827822,0.6606946055684455,0.47901607508900634
2016-08-01,0.6501520615879628,0.6646884667440063,0.48270219728845254
2016-09-01,0.6540218417931432,0.6686823279195668,0.48638831948789873
2016-10-01,0.6578916219983237,0.6726761890951276,0.49007444168734493
2016-11-01,0.6600688766123077,0.6738133217324054,0.49417412881648504
2016-12-01,0.6622461312262922,0.6749504543696829,0.49827381594562514
2017-01-01,0.6644233858402762,0.6760875870069607,0.5023735030747652
2017-02-01,0.6696386514226638,0.6824644721577726,0.5075340741539901
2017-03-01,0.6748539170050512,0.6888413573085848,0.5126946452332145
2017-04-01,0.6800691825874385,0.6952182424593969,0.5178552163124394
2017-05-01,0.686435075700663,0.7027117169373551,0.5251555363757326
2017-06-01,0.6928009688138876,0.7102051914153134,0.5324558564390262
2017-07-01,0.6991668619271121,0.7176986658932716,0.5397561765023194
2017-08-01,0.7035978649377461,0.7214762180974479,0.5526486136584313
2017-09-01,0.7080288679483806,0.7252537703016242,0.5655410508145432
2017-10-01,0.7124598709590146,0.7290313225058005,0.5784334879706549
2017-11-01,0.7149962437526722,0.728815013534416,0.591505735965764
2017-12-01,0.71753261654633,0.7285987045630318,0.6045779839608733
2018-01-01,0.7200689893399876,0.7283823955916473,0.6176502319559823
2018-02-01,0.7221786073461409,0.7286047467130703,0.6307224799510914
2018-03-01,0.7242882253522942,0.7288270978344935,0.643794727946201
2018-04-01,0.7263978433584475,0.7290494489559165,0.6568669759413098
2018-05-01,0.7298618039166429,0.7310252320185615,0.6705685618729097
2018-06-01,0.7333257644748381,0.7330010150812065,0.6842701478045096
2018-07-01,0.7367897250330333,0.7349767981438515,0.6979717337361097
2018-08-01,0.7419824450794772,0.7414878190255221,0.7124105441075991
2018-09-01,0.7471751651259209,0.7479988399071926,0.7268493544790878
2018-10-01,0.7523678851723647,0.7545098607888632,0.7412881648505772
2018-11-01,0.7555661304855101,0.7565110208816705,0.7562843888229583
2018-12-01,0.7587643757986555,0.7585121809744779,0.7712806127953392
2019-01-01,0.7619626211118009,0.7605133410672855,0.7862768367677203
2019-02-01,0.7683349558067236,0.767655162412993,0.7902326752256624
2019-03-01,0.7747072905016463,0.7747969837587008,0.7941885136836052
2019-04-01,0.781079625196569,0.7819388051044085,0.7981443521415471
2019-05-01,0.7845081570554242,0.7857296500386699,0.80753047793721
2019-06-01,0.7879366889142796,0.7895204949729311,0.8169166037328731
2019-07-01,0.7913652207731348,0.7933113399071927,0.826302729528536
2019-08-01,0.7972496056544205,0.7995927590873937,0.8263926349480349
2019-09-01,0.8031339905357062,0.8058741782675947,0.826482540367533
2019-10-01,0.809018375416992,0.8121555974477959,0.8265724457870322
2019-11-01,0.8118526713641903,0.8168720997679815,0.8218973639731001
2019-12-01,0.8146869673113886,0.8215886020881671,0.8172222821591689
2020-01-01,0.8175212632585869,0.8263051044083527,0.8125472003452369
2020-02-01,0.8358982906457768,0.8651053750966746,0.7870320422915092
2020-03-01,0.8542753180329665,0.9039056457849961,0.7615168842377819
2020-04-01,0.8726523454201562,0.9427059164733178,0.7360017261840545
2020-05-01,0.8668927661842729,0.9250676720804332,0.7233790052864387
2020-06-01,0.8611331869483894,0.9074294276875483,0.710756284388823
2020-07-01,0.8553736077125058,0.8897911832946637,0.6981335634912073
2020-08-01,0.8536915496915691,0.8858964133797371,0.6911209407703097
2020-09-01,0.8520094916706322,0.8820016434648106,0.684108318049412
2020-10-01,0.8503274336496955,0.878106873549884,0.6770956953285144
2020-11-01,0.8634940266407716,0.8948400038669762,0.672402632430683
2020-12-01,0.8766606196318476,0.911573134184068,0.6677095695328515
2021-01-01,0.8898272126229236,0.9283062645011602,0.6630165066350199
2021-02-01,0.8940263186924233,0.9265479988399072,0.6685546804761394
2021-03-01,0.8982254247619232,0.9247897331786543,0.6740928543172581
2021-04-01,0.9024245308314232,0.9230314675174014,0.6796310281583774
2021-05-01,0.9082453050934391,0.9271389211136891,0.6687344913151364
2021-06-01,0.9140660793554551,0.9312463747099768,0.6578379544718956
2021-07-01,0.9198868536174716,0.9353538283062646,0.6469414176286546
2021-08-01,0.919631605942681,0.9312947119102861,0.6478764339914408
2021-09-01,0.9193763582678909,0.9272355955143079,0.6488114503542276
2021-10-01,0.9191211105931008,0.9231764791183295,0.6497464667170137
2021-11-01,0.9326105878667976,0.9400280355761794,0.6571366921998057
2021-12-01,0.9461000651404949,0.9568795920340296,0.664526917682598
2022-01-01,0.9595895424141923,0.9737311484918794,0.67191714316539
2022-02-01,0.9648692238135612,0.9779244006187162,0.7146581795950658
2022-03-01,0.9701489052129304,0.9821176527455528,0.7573992160247421
2022-04-01,0.9754285866122998,0.9863109048723899,0.800140252454418
2022-05-01,0.9836190577415331,0.9908739365815933,0.8667601683029452
2022-06-01,0.9918095288707665,0.9954369682907966,0.9333800841514727
2022-07-01,1.0,1.0,1.0
