index,Total wheat milled ,Total wheat flour produced ,Millfeeds produced 
1995-08-01,0.5229357798165137,0.4216867469879519,0.7647058823529412
1995-09-01,0.3119266055045873,0.2771084337349399,0.6078431372549019
1995-10-01,0.3394495412844038,0.3253012048192769,0.6078431372549019
1995-11-01,0.4495412844036697,0.4096385542168674,0.7058823529411765
1995-12-01,0.146788990825688,0.1204819277108433,0.5686274509803922
1996-01-01,0.0,0.0,0.4509803921568627
1996-02-01,0.3394495412844038,0.3012048192771084,0.7058823529411765
1996-03-01,0.1009174311926603,0.0963855421686745,0.4509803921568627
1996-04-01,0.0458715596330274,0.0602409638554215,0.5098039215686275
1996-05-01,0.3761467889908256,0.3132530120481929,0.7058823529411765
1996-06-01,0.275229357798165,0.2168674698795178,0.5686274509803922
1996-07-01,0.146788990825688,0.1566265060240963,0.5490196078431372
1996-08-01,0.5412844036697246,0.493975903614458,0.7450980392156862
1996-09-01,0.4220183486238531,0.3614457831325299,0.5882352941176471
1996-10-01,0.4587155963302753,0.5903614457831325,0.6862745098039215
1996-11-01,0.4495412844036697,0.4578313253012049,0.8039215686274509
1996-12-01,0.1834862385321101,0.1927710843373493,0.5294117647058824
1997-01-01,0.0825688073394494,0.072289156626506,0.4901960784313725
1997-02-01,0.3027522935779816,0.3493975903614459,0.5882352941176471
1997-03-01,0.2201834862385319,0.1445783132530118,0.7058823529411765
1997-04-01,0.2201834862385319,0.2048192771084336,0.5294117647058824
1997-05-01,0.3211009174311925,0.2891566265060239,0.4901960784313725
1997-06-01,0.3853211009174313,0.3373493975903614,0.6666666666666666
1997-07-01,0.3944954128440365,0.3373493975903614,0.6666666666666666
1997-08-01,0.3944954128440365,0.530120481927711,0.6470588235294118
1997-09-01,0.4587155963302753,0.542168674698795,0.5686274509803922
1997-10-01,0.5688073394495412,0.542168674698795,0.6862745098039215
1997-11-01,0.5045871559633028,0.506024096385542,0.7058823529411765
1997-12-01,0.3394495412844038,0.3855421686746989,0.6666666666666666
1998-01-01,0.1651376146788989,0.2168674698795178,0.5294117647058824
1998-02-01,0.2935779816513759,0.3132530120481929,0.5882352941176471
1998-03-01,0.2385321100917432,0.2891566265060239,0.6274509803921567
1998-04-01,0.2385321100917432,0.3012048192771084,0.7254901960784313
1998-05-01,0.3761467889908256,0.4578313253012049,0.6666666666666666
1998-06-01,0.3853211009174313,0.433734939759036,0.6274509803921567
1998-07-01,0.6146788990825687,0.6867469879518071,0.8039215686274509
1998-08-01,0.5504587155963303,0.5783132530120481,0.8627450980392156
1998-09-01,0.5504587155963303,0.5542168674698795,0.7450980392156862
1998-10-01,0.5412844036697246,0.5783132530120481,0.823529411764706
1998-11-01,0.63302752293578,0.6144578313253011,0.7647058823529412
1998-12-01,0.4678899082568806,0.4578313253012049,0.7058823529411765
1999-01-01,0.275229357798165,0.2771084337349399,0.5686274509803922
1999-02-01,0.3853211009174313,0.3253012048192769,0.6470588235294118
1999-03-01,0.4862385321100919,0.433734939759036,0.6862745098039215
1999-04-01,0.3211009174311925,0.3132530120481929,0.6078431372549019
1999-05-01,0.8165137614678899,0.4578313253012049,0.6862745098039215
1999-06-01,0.5229357798165137,0.530120481927711,0.7254901960784313
1999-07-01,0.4311926605504588,0.4216867469879519,0.7058823529411765
1999-08-01,0.6513761467889909,0.6746987951807226,0.823529411764706
1999-09-01,0.5963302752293578,0.5783132530120481,0.7450980392156862
1999-10-01,0.5688073394495412,0.6024096385542166,0.7843137254901961
1999-11-01,0.6788990825688075,0.6987951807228916,0.9019607843137256
1999-12-01,0.5229357798165137,0.530120481927711,0.7450980392156862
2000-01-01,0.201834862385321,0.2048192771084336,0.6274509803921567
2000-02-01,0.4128440366972474,0.4216867469879519,0.7058823529411765
2000-03-01,0.4587155963302753,0.469879518072289,0.7254901960784313
2000-04-01,0.2935779816513759,0.3253012048192769,0.5686274509803922
2000-05-01,0.5229357798165137,0.530120481927711,0.7254901960784313
2000-06-01,0.4495412844036697,0.4457831325301205,0.6470588235294118
2000-07-01,0.4311926605504588,0.5903614457831325,0.0
2000-08-01,0.6788990825688075,0.7590361445783131,0.7647058823529412
2000-09-01,0.63302752293578,0.7108433734939756,0.7450980392156862
2000-10-01,0.6238532110091743,0.7108433734939756,0.7058823529411765
2000-11-01,0.7706422018348624,0.8313253012048192,0.823529411764706
2000-12-01,0.4678899082568806,0.5180722891566265,0.6666666666666666
2001-01-01,0.3027522935779816,0.3614457831325299,0.5882352941176471
2001-02-01,0.5504587155963303,0.6265060240963856,0.7254901960784313
2001-03-01,0.4495412844036697,0.5180722891566265,0.6862745098039215
2001-04-01,0.36697247706422,0.4096385542168674,0.6078431372549019
2001-05-01,0.5779816513761469,0.6506024096385541,0.7254901960784313
2001-06-01,0.5596330275229355,0.6144578313253011,0.6666666666666666
2001-07-01,0.4495412844036697,0.469879518072289,0.4901960784313725
2001-08-01,0.6697247706422018,0.7349397590361446,0.823529411764706
2001-09-01,0.6972477064220184,0.7590361445783131,0.823529411764706
2001-10-01,0.7064220183486236,0.7831325301204817,0.823529411764706
2001-11-01,0.8165137614678899,0.9397590361445782,0.8627450980392156
2001-12-01,0.440366972477064,0.5180722891566265,0.6470588235294118
2002-01-01,0.4954128440366971,0.5783132530120481,0.7647058823529412
2002-02-01,0.5137614678899081,0.6024096385542166,0.7254901960784313
2002-03-01,0.4128440366972474,0.493975903614458,0.6862745098039215
2002-04-01,0.4862385321100919,0.5783132530120481,0.7254901960784313
2002-05-01,0.63302752293578,0.6867469879518071,0.8627450980392156
2002-06-01,0.3577981651376147,0.3855421686746989,0.7058823529411765
2002-07-01,0.6972477064220184,0.4819277108433735,0.8431372549019608
2002-08-01,0.7889908256880733,0.8915662650602407,0.8823529411764705
2002-09-01,0.7155963302752293,0.7951807228915662,0.8823529411764705
2002-10-01,0.871559633027523,0.9277108433734936,0.9411764705882352
2002-11-01,0.9724770642201837,0.9999999999999998,1.0
2002-12-01,0.6055045871559634,0.6265060240963856,0.7843137254901961
2003-01-01,0.5504587155963303,0.6024096385542166,0.7647058823529412
2003-02-01,0.5688073394495412,0.5903614457831325,0.7843137254901961
2003-03-01,0.5504587155963303,0.5903614457831325,0.7450980392156862
2003-04-01,0.5779816513761469,0.6385542168674696,0.7647058823529412
2003-05-01,0.5412844036697246,0.6024096385542166,0.7843137254901961
2003-06-01,0.4220183486238531,0.469879518072289,0.6274509803921567
2003-07-01,0.4311926605504588,0.469879518072289,0.6862745098039215
2003-08-01,0.724770642201835,0.7349397590361446,0.8627450980392156
2003-09-01,0.7614678899082568,0.7710843373493976,0.9019607843137256
2003-10-01,0.7798165137614681,0.8313253012048192,0.7450980392156862
2003-11-01,0.6880733944954127,0.7349397590361446,0.8431372549019608
2003-12-01,0.4311926605504588,0.4819277108433735,0.6470588235294118
2004-01-01,0.4036697247706422,0.469879518072289,0.6666666666666666
2004-02-01,0.5596330275229355,0.6144578313253011,0.7450980392156862
2004-03-01,0.5137614678899081,0.5662650602409636,0.6862745098039215
2004-04-01,0.4220183486238531,0.4819277108433735,0.6274509803921567
2004-05-01,0.4678899082568806,0.5542168674698795,0.6862745098039215
2004-06-01,0.3853211009174313,0.433734939759036,0.6274509803921567
2004-07-01,0.871559633027523,0.9397590361445782,0.9215686274509804
2004-08-01,0.6146788990825687,0.7108433734939756,0.6862745098039215
2004-09-01,0.798165137614679,0.8915662650602407,0.7843137254901961
2004-10-01,0.6697247706422018,0.7590361445783131,0.6862745098039215
2004-11-01,0.7339449541284402,0.7831325301204817,0.7647058823529412
2004-12-01,0.6238532110091743,0.6506024096385541,0.7450980392156862
2005-01-01,0.5688073394495412,0.5542168674698795,0.7254901960784313
2005-02-01,0.4862385321100919,0.4457831325301205,0.6274509803921567
2005-03-01,0.63302752293578,0.6626506024096386,0.7843137254901961
2005-04-01,0.5137614678899081,0.542168674698795,0.6274509803921567
2005-05-01,0.6422018348623852,0.6385542168674696,0.7254901960784313
2005-06-01,0.724770642201835,0.7228915662650601,0.7843137254901961
2005-07-01,0.5321100917431194,0.530120481927711,0.6862745098039215
2005-08-01,0.8532110091743117,0.9156626506024096,0.9215686274509804
2005-09-01,0.8899082568807339,0.9036144578313252,0.9411764705882352
2005-10-01,0.8807339449541283,0.8313253012048192,0.8627450980392156
2005-11-01,0.7889908256880733,0.7951807228915662,0.8431372549019608
2005-12-01,0.5871559633027521,0.530120481927711,0.6862745098039215
2006-01-01,0.5137614678899081,0.6024096385542166,0.7450980392156862
2006-02-01,0.2935779816513759,0.2530120481927709,0.5882352941176471
2006-03-01,0.6788990825688075,0.6746987951807226,0.7843137254901961
2006-04-01,0.3944954128440365,0.3975903614457829,0.6862745098039215
2006-05-01,0.7522935779816515,0.7228915662650601,0.823529411764706
2006-06-01,0.7431192660550459,0.7710843373493976,0.8431372549019608
2006-07-01,0.5229357798165137,0.542168674698795,0.7843137254901961
2006-08-01,0.8073394495412842,0.8554216867469877,0.9019607843137256
2006-09-01,0.7155963302752293,0.8072289156626506,0.8627450980392156
2006-10-01,0.8990825688073396,0.9277108433734936,0.9411764705882352
2006-11-01,0.8532110091743117,0.8795180722891567,0.9019607843137256
