index,Total wheat milled ,Total wheat flour produced ,Millfeeds produced 
2006-12-01,0.6055045871559634,0.6265060240963856,0.8039215686274509
2007-01-01,0.6972477064220184,0.7349397590361446,0.823529411764706
2007-02-01,0.4954128440366971,0.530120481927711,0.7254901960784313
2007-03-01,0.6513761467889909,0.6987951807228916,0.7647058823529412
2007-04-01,0.4311926605504588,0.469879518072289,0.6470588235294118
2007-05-01,0.5137614678899081,0.5542168674698795,0.6862745098039215
2007-06-01,0.5596330275229355,0.6144578313253011,0.8823529411764705
2007-07-01,0.4954128440366971,0.542168674698795,0.7058823529411765
2007-08-01,0.6972477064220184,0.7710843373493976,0.8039215686274509
2007-09-01,0.5596330275229355,0.6024096385542166,0.7450980392156862
2007-10-01,0.6513761467889909,0.6626506024096386,0.7647058823529412
2007-11-01,0.7614678899082568,0.7831325301204817,0.8039215686274509
2007-12-01,0.4220183486238531,0.433734939759036,0.6666666666666666
2008-01-01,0.5229357798165137,0.530120481927711,0.6862745098039215
2008-02-01,0.3211009174311925,0.3132530120481929,0.5882352941176471
2008-03-01,0.3853211009174313,0.3855421686746989,0.6274509803921567
2008-04-01,0.4770642201834862,0.506024096385542,0.6470588235294118
2008-05-01,0.4587155963302753,0.433734939759036,0.6470588235294118
2008-06-01,0.4036697247706422,0.4457831325301205,0.6274509803921567
2008-07-01,0.5321100917431194,0.542168674698795,0.6862745098039215
2008-08-01,0.3486238532110091,0.3493975903614459,0.6470588235294118
2008-09-01,0.4495412844036697,0.4578313253012049,0.7254901960784313
2008-10-01,0.5596330275229355,0.6024096385542166,0.6862745098039215
2008-11-01,0.4036697247706422,0.433734939759036,0.6666666666666666
2008-12-01,0.3394495412844038,0.3855421686746989,0.6274509803921567
2009-01-01,0.275229357798165,0.3012048192771084,0.5686274509803922
2009-02-01,0.1651376146788989,0.2168674698795178,0.4901960784313725
2009-03-01,0.4036697247706422,0.4457831325301205,0.6274509803921567
2009-04-01,0.3394495412844038,0.4096385542168674,0.5882352941176471
2009-05-01,0.3394495412844038,0.3734939759036144,0.5882352941176471
2009-06-01,0.4954128440366971,0.5903614457831325,0.6470588235294118
2009-07-01,0.5504587155963303,0.5783132530120481,0.6666666666666666
2009-08-01,0.4862385321100919,0.5180722891566265,0.6666666666666666
2009-09-01,0.6238532110091743,0.6867469879518071,0.7254901960784313
2009-10-01,0.6972477064220184,0.7349397590361446,0.7647058823529412
2009-11-01,0.5321100917431194,0.6265060240963856,0.6862745098039215
2009-12-01,0.5137614678899081,0.5903614457831325,0.6666666666666666
2010-01-01,0.36697247706422,0.4096385542168674,0.5882352941176471
2010-02-01,0.2477064220183484,0.3012048192771084,0.5490196078431372
2010-03-01,0.4678899082568806,0.5662650602409636,0.6470588235294118
2010-04-01,0.3853211009174313,0.4578313253012049,0.6078431372549019
2010-05-01,0.4220183486238531,0.3734939759036144,0.5882352941176471
2010-06-01,0.5779816513761469,0.6265060240963856,0.7058823529411765
2010-07-01,0.4587155963302753,0.542168674698795,0.6470588235294118
2010-08-01,0.5779816513761469,0.7228915662650601,0.7254901960784313
2010-09-01,0.5596330275229355,0.6265060240963856,0.7254901960784313
2010-10-01,0.5963302752293578,0.6385542168674696,0.6862745098039215
2010-11-01,0.6697247706422018,0.7469879518072287,0.7647058823529412
2010-12-01,0.3486238532110091,0.4457831325301205,0.5490196078431372
2011-01-01,0.3394495412844038,0.3855421686746989,0.5882352941176471
2011-02-01,0.1651376146788989,0.2409638554216868,0.4901960784313725
2011-03-01,0.5321100917431194,0.6144578313253011,0.6666666666666666
2011-04-01,0.2844036697247707,0.3614457831325299,0.5490196078431372
2011-05-01,0.3853211009174313,0.4216867469879519,0.6078431372549019
2011-06-01,0.4587155963302753,0.493975903614458,0.6470588235294118
2011-07-01,0.3761467889908256,0.4457831325301205,0.5882352941176471
2011-08-01,0.5963302752293578,0.6385542168674696,0.6862745098039215
2011-09-01,0.5045871559633028,0.5662650602409636,0.6862745098039215
2011-10-01,0.4954128440366971,0.530120481927711,0.6470588235294118
2011-11-01,0.4678899082568806,0.542168674698795,0.6274509803921567
2011-12-01,0.2201834862385319,0.2650602409638554,0.4705882352941176
2012-01-01,0.2293577981651375,0.2891566265060239,0.5098039215686275
2012-02-01,0.1559633027522935,0.2530120481927709,0.4705882352941176
2012-03-01,0.3394495412844038,0.3975903614457829,0.5294117647058824
2012-04-01,0.1926605504587157,0.2409638554216868,0.4705882352941176
2012-05-01,0.3577981651376147,0.433734939759036,0.5490196078431372
2012-06-01,0.3486238532110091,0.3975903614457829,0.5686274509803922
2012-07-01,0.4862385321100919,0.5180722891566265,0.6274509803921567
2012-08-01,0.4220183486238531,0.5542168674698795,0.5882352941176471
2012-09-01,0.3944954128440365,0.4578313253012049,0.5882352941176471
2012-10-01,0.5504587155963303,0.6265060240963856,0.6862745098039215
2012-11-01,0.5229357798165137,0.6626506024096386,0.6470588235294118
2012-12-01,0.1834862385321101,0.2650602409638554,0.5098039215686275
2013-01-01,0.3853211009174313,0.4819277108433735,0.5882352941176471
2013-02-01,0.1009174311926603,0.1927710843373493,0.4509803921568627
2013-03-01,0.2201834862385319,0.3012048192771084,0.5098039215686275
2013-04-01,0.2935779816513759,0.4096385542168674,0.6470588235294118
2013-05-01,0.4036697247706422,0.469879518072289,0.5882352941176471
2013-06-01,0.3211009174311925,0.3975903614457829,0.5490196078431372
2013-07-01,0.6146788990825687,0.4819277108433735,0.6274509803921567
2013-08-01,0.4311926605504588,0.530120481927711,0.6078431372549019
2013-09-01,0.4954128440366971,0.5783132530120481,0.6666666666666666
2013-10-01,0.5963302752293578,0.6987951807228916,0.6862745098039215
2013-11-01,0.4678899082568806,0.542168674698795,0.6470588235294118
2013-12-01,0.1284403669724769,0.2289156626506023,0.4705882352941176
2014-01-01,0.440366972477064,0.530120481927711,0.6078431372549019
2014-02-01,0.1559633027522935,0.2891566265060239,0.4901960784313725
2014-03-01,0.3027522935779816,0.3975903614457829,0.5294117647058824
2014-04-01,0.3486238532110091,0.4096385542168674,0.5098039215686275
2014-05-01,0.440366972477064,0.542168674698795,0.5686274509803922
2014-06-01,0.4220183486238531,0.5180722891566265,0.5686274509803922
2014-07-01,0.9816513761467888,0.6987951807228916,0.6666666666666666
2014-08-01,0.4495412844036697,0.506024096385542,0.5686274509803922
2014-09-01,0.4678899082568806,0.5662650602409636,0.6274509803921567
2014-10-01,0.6146788990825687,0.7228915662650601,0.6666666666666666
2014-11-01,0.4128440366972474,0.5180722891566265,0.5686274509803922
2014-12-01,0.3027522935779816,0.3855421686746989,0.5294117647058824
2015-01-01,0.4495412844036697,0.469879518072289,0.5882352941176471
2015-02-01,0.1284403669724769,0.2771084337349399,0.4901960784313725
2015-03-01,0.4587155963302753,0.5180722891566265,0.6274509803921567
2015-04-01,0.2935779816513759,0.4096385542168674,0.5294117647058824
2015-05-01,0.4036697247706422,0.542168674698795,0.6078431372549019
2015-06-01,0.5137614678899081,0.5903614457831325,0.6470588235294118
2015-07-01,0.8807339449541283,0.5662650602409636,0.6274509803921567
2015-08-01,0.4862385321100919,0.542168674698795,0.6862745098039215
2015-09-01,0.6513761467889909,0.6626506024096386,0.7058823529411765
2015-10-01,0.6513761467889909,0.7349397590361446,0.7058823529411765
2015-11-01,0.6055045871559634,0.6144578313253011,0.7254901960784313
2015-12-01,0.440366972477064,0.506024096385542,0.6274509803921567
2016-01-01,0.4036697247706422,0.4819277108433735,0.5490196078431372
2016-02-01,0.4220183486238531,0.506024096385542,0.6078431372549019
2016-03-01,0.4678899082568806,0.433734939759036,0.6078431372549019
2016-04-01,0.3577981651376147,0.4216867469879519,0.5882352941176471
2016-05-01,0.4311926605504588,0.433734939759036,0.5686274509803922
2016-06-01,0.5504587155963303,0.6265060240963856,0.6470588235294118
2016-07-01,0.9999999999999998,0.6024096385542166,0.6470588235294118
2016-08-01,0.6422018348623852,0.6265060240963856,0.7058823529411765
2016-09-01,0.5779816513761469,0.6265060240963856,0.6666666666666666
2016-10-01,0.5963302752293578,0.5783132530120481,0.6470588235294118
2016-11-01,0.5596330275229355,0.6265060240963856,0.6666666666666666
2016-12-01,0.3394495412844038,0.3734939759036144,0.5490196078431372
2017-01-01,0.4587155963302753,0.506024096385542,0.5686274509803922
2017-02-01,0.1834862385321101,0.2168674698795178,0.4901960784313725
2017-03-01,0.5504587155963303,0.6024096385542166,0.6274509803921567
2017-04-01,0.1559633027522935,0.2771084337349399,0.5098039215686275
2017-05-01,0.4678899082568806,0.5903614457831325,0.6470588235294118
2017-06-01,0.5229357798165137,0.6987951807228916,0.7450980392156862
2017-07-01,0.6422018348623852,0.4819277108433735,0.6470588235294118
2017-08-01,0.6146788990825687,0.7469879518072287,0.7450980392156862
2017-09-01,0.6788990825688075,0.6867469879518071,0.6862745098039215
2017-10-01,0.7522935779816515,0.7710843373493976,0.7254901960784313
2017-11-01,0.7339449541284402,0.6987951807228916,0.7058823529411765
2017-12-01,0.5412844036697246,0.493975903614458,0.5882352941176471
2018-01-01,0.6422018348623852,0.6867469879518071,0.6470588235294118
2018-02-01,0.3944954128440365,0.433734939759036,0.5490196078431372
2018-03-01,0.5504587155963303,0.542168674698795,0.6666666666666666
2018-04-01,0.4587155963302753,0.5180722891566265,0.6078431372549019
2018-05-01,0.724770642201835,0.7228915662650601,0.6470588235294118
2018-06-01,0.5688073394495412,0.5903614457831325,0.6470588235294118
2018-07-01,0.6788990825688075,0.6746987951807226,0.7058823529411765
2018-08-01,0.7614678899082568,0.7349397590361446,0.7450980392156862
2018-09-01,0.5779816513761469,0.6024096385542166,0.6666666666666666
2018-10-01,0.7339449541284402,0.7590361445783131,0.7647058823529412
2018-11-01,0.8073394495412842,0.8192771084337347,0.8039215686274509
2018-12-01,0.4587155963302753,0.4819277108433735,0.6078431372549019
2019-01-01,0.6788990825688075,0.6987951807228916,0.7254901960784313
2019-02-01,0.3394495412844038,0.3493975903614459,0.5490196078431372
2019-03-01,0.6788990825688075,0.7228915662650601,0.6862745098039215
2019-04-01,0.5504587155963303,0.6144578313253011,0.6666666666666666
2019-05-01,0.7522935779816515,0.7831325301204817,0.7450980392156862
2019-06-01,0.4495412844036697,0.506024096385542,0.5882352941176471
2019-07-01,0.7155963302752293,0.7831325301204817,0.7058823529411765
2019-08-01,0.7431192660550459,0.8313253012048192,0.7647058823529412
2019-09-01,0.6146788990825687,0.6867469879518071,0.6666666666666666
2019-10-01,0.7614678899082568,0.8433734939759037,0.7647058823529412
2019-11-01,0.7339449541284402,0.8072289156626506,0.7254901960784313
2019-12-01,0.440366972477064,0.506024096385542,0.5882352941176471
2020-01-01,0.6788990825688075,0.6987951807228916,0.6862745098039215
2020-02-01,0.4128440366972474,0.4216867469879519,0.5882352941176471
2020-03-01,0.7798165137614681,0.8192771084337347,0.7450980392156862
2020-04-01,0.5229357798165137,0.5662650602409636,0.6274509803921567
2020-05-01,0.5504587155963303,0.6024096385542166,0.6470588235294118
2020-06-01,0.6605504587155961,0.7108433734939756,0.6862745098039215
2020-07-01,0.7155963302752293,0.7228915662650601,0.7058823529411765
2020-08-01,0.8165137614678899,0.8433734939759037,0.7647058823529412
2020-09-01,0.798165137614679,0.8313253012048192,0.7647058823529412
2020-10-01,0.8348623853211008,0.8915662650602407,0.7450980392156862
2020-11-01,0.7706422018348624,0.8433734939759037,0.7254901960784313
2020-12-01,0.5229357798165137,0.6265060240963856,0.6470588235294118
2021-01-01,0.5045871559633028,0.5903614457831325,0.6274509803921567
2021-02-01,0.275229357798165,0.3975903614457829,0.5098039215686275
2021-03-01,0.6238532110091743,0.7469879518072287,0.6666666666666666
2021-04-01,0.4770642201834862,0.5783132530120481,0.5882352941176471
2021-05-01,0.4495412844036697,0.5180722891566265,0.5686274509803922
2021-06-01,0.6055045871559634,0.6987951807228916,0.6666666666666666
2021-07-01,0.5688073394495412,0.6867469879518071,0.6470588235294118
2021-08-01,0.6146788990825687,0.6987951807228916,0.6862745098039215
2021-09-01,0.6788990825688075,0.7469879518072287,0.7058823529411765
2021-10-01,0.7155963302752293,0.8192771084337347,0.7450980392156862
2021-11-01,0.7522935779816515,0.8313253012048192,0.7647058823529412
2021-12-01,0.5871559633027521,0.6024096385542166,0.7058823529411765
2022-01-01,0.5596330275229355,0.6385542168674696,0.6470588235294118
2022-02-01,0.6055045871559634,0.6024096385542166,0.6470588235294118
2022-03-01,0.7064220183486236,0.7228915662650601,0.7058823529411765
2022-04-01,0.6238532110091743,0.6746987951807226,0.6862745098039215
2022-05-01,0.6788990825688075,0.7108433734939756,0.7058823529411765
2022-06-01,0.6972477064220184,0.7108433734939756,0.7254901960784313
2022-07-01,0.7155963302752293,0.6987951807228916,0.7254901960784313
2022-08-01,0.7522935779816515,0.7469879518072287,0.7450980392156862
2022-09-01,0.8532110091743117,0.8795180722891567,0.8039215686274509
2022-10-01,0.7431192660550459,0.7951807228915662,0.7254901960784313
2022-11-01,0.7706422018348624,0.8313253012048192,0.7254901960784313
2022-12-01,0.5688073394495412,0.5783132530120481,0.5882352941176471
2023-01-01,0.6422018348623852,0.6867469879518071,0.6470588235294118
2023-02-01,0.4770642201834862,0.530120481927711,0.5686274509803922
2023-03-01,0.8532110091743117,0.9036144578313252,0.7647058823529412
2023-04-01,0.4495412844036697,0.5180722891566265,0.5686274509803922
2023-05-01,0.7614678899082568,0.7710843373493976,0.7058823529411765
2023-06-01,0.724770642201835,0.7590361445783131,0.7058823529411765
2023-07-01,0.6972477064220184,0.7349397590361446,0.6862745098039215
2023-08-01,0.8623853211009174,0.8674698795180722,0.7843137254901961
2023-09-01,0.8623853211009174,0.8433734939759037,0.7450980392156862
2023-10-01,0.8256880733944956,0.8192771084337347,0.7254901960784313
2023-11-01,0.9357798165137614,0.9277108433734936,0.7843137254901961
2023-12-01,0.5045871559633028,0.5180722891566265,0.6078431372549019
