index,"Farm, fishing and intermediate food products",Farm and fishing products,Intermediate food products,"Food, beverage and tobacco products"
2017-01-01,0.0,0.0,0.056081081081080786,0.0
2017-02-01,0.008560642314031863,0.005758946935417342,0.07409909909909862,0.05576347305389184
2017-03-01,0.017121284628063282,0.011517893870835128,0.0921171171171169,0.11152694610778369
2017-04-01,0.025681926942096034,0.01727684080625247,0.11013513513513473,0.16729041916167553
2017-05-01,0.10123890040942207,0.11168243521184706,0.11824324324324298,0.16991017964071808
2017-06-01,0.17679587387674722,0.20608802961744122,0.12635135135135123,0.17252994011976064
2017-07-01,0.2523528473440737,0.3004936240230358,0.13445945945945947,0.17514970059880142
2017-08-01,0.2886691125644707,0.3529411764705883,0.11824324324324298,0.20970558882235402
2017-09-01,0.32498537778486636,0.4053887289181408,0.10202702702702693,0.2442614770459084
2017-10-01,0.3613016430052638,0.4578362813656933,0.08581081081081043,0.278817365269461
2017-11-01,0.36076992609134884,0.45084327437268623,0.10495495495495488,0.1961077844311383
2017-12-01,0.360238209177433,0.44385026737967914,0.12409909909909889,0.11339820359281383
2018-01-01,0.3597064922635189,0.43685726038667205,0.1432432432432429,0.030688622754491135
2018-02-01,0.3602913808688255,0.4422048539695598,0.12972972972972974,0.0879491017964078
2018-03-01,0.3608762694741312,0.4475524475524475,0.11621621621621614,0.1452095808383227
2018-04-01,0.36146115807943824,0.4529000411353352,0.10270270270270254,0.20247005988023936
2018-05-01,0.37608337321210206,0.48388866035924893,0.06846846846846821,0.17215568862275354
2018-06-01,0.39070558834476454,0.5148772795831618,0.034234234234233885,0.1418413173652695
2018-07-01,0.40532780347742836,0.5458658988070755,0.0,0.11152694610778369
2018-08-01,0.44648269261445206,0.5967365967365956,0.009909909909909587,0.10441616766467021
2018-09-01,0.4876375817514753,0.6476072946661184,0.019819819819819617,0.09730538922155674
2018-10-01,0.528792470888499,0.6984779925956399,0.029729729729729648,0.09019461077844326
2018-11-01,0.46987823682671337,0.6204579733991502,0.03153153153153143,0.15718562874251418
2018-12-01,0.41096400276492684,0.54243795420266,0.03333333333333277,0.22417664670658688
2019-01-01,0.35204976870314253,0.46441793500617035,0.035135135135135,0.2911676646706578
2019-02-01,0.37831658425054515,0.4828602769779242,0.0837837837837836,0.3285928143712571
2019-03-01,0.4045833997979469,0.5013026189496776,0.1324324324324322,0.3660179640718564
2019-04-01,0.43085021534534995,0.5197449609214315,0.18108108108108079,0.4034431137724557
