category,top_experiment,mean_score,path,scores
food_cpi: Dairy products and eggs,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.024781180581729928,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.012831749687134403, 0.03316118209578697, 0.018768641555255802, 0.050685598129283554, 0.019235367523355085, 0.014004544499563749]"
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.025847015366589534,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.017571902021887024, 0.02806414428451924, 0.019565604930615956, 0.05198543356495627, 0.02498200030718991, 0.012913007090368802]"
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp1_human_,0.026654898362727,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02086292233876808, 0.023205545080692256, 0.023854978795329305, 0.057465967649991595, 0.02360057777399983, 0.010939398537580941]"
food_cpi: Dairy products and eggs,ag_global_all_SimpleFeedForwardModel_exp5_climate_,0.026976639203802905,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.007440833794164558, 0.011145905380877109, 0.010480899652203533, 0.04716803726624366, 0.05813476762209657, 0.027489391507232015]"
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.0274940058938792,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.021195439842783912, 0.023337385925805722, 0.023591575444509575, 0.06040919974463584, 0.029558072773022748, 0.006872361632517402]"
food_cpi: Dairy products and eggs,ag_local_SimpleFeedForwardModel,0.027709517027605126,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.018980794885324247, 0.01669006429949155, 0.014008213139625065, 0.04458631702774282, 0.043564579057464914, 0.02842713375598212]"
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_,0.027768671475225448,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.018793516593091992, 0.02513368277952403, 0.021928296655842065, 0.057962103073376, 0.025335587692552078, 0.017458842056966524]"
food_cpi: Dairy products and eggs,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_,0.028594923489152352,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.007633448067789906, 0.01955086109258777, 0.025825057931025526, 0.04823244582831271, 0.038832336803148376, 0.03149539121204982]"
food_cpi: Dairy products and eggs,ag_global_all_TemporalFusionTransformerModel_exp5_manufacturing_,0.028657990305569887,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.014034575916107659, 0.025487147937450737, 0.03487834488992575, 0.04970312160029361, 0.042232184856019865, 0.005612566633621691]"
food_cpi: Dairy products and eggs,ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.028998663440704342,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.00875934005435144, 0.023355599570660315, 0.02851473046181317, 0.05807741670105942, 0.048756745851450574, 0.006528148004891167]"
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel,0.017427299131623,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.011707823552438613, 0.008828461062820293, 0.008877342433300852, 0.04262319525762232, 0.010024465758854835, 0.022502506724701103]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp1_human_,0.018107501732997692,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.0086089878240846, 0.011036313604055124, 0.009399695396759574, 0.05060398830206442, 0.009887257870752335, 0.01910876740027008]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.018980708630861938,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01512349442552443, 0.011626394306649487, 0.008863286985611936, 0.04734444427185047, 0.008037676671558603, 0.02288895512397669]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.0192002449841317,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.009935337609374829, 0.011238837311825078, 0.013699683860181491, 0.049920567540786435, 0.0070606551375522325, 0.023346388445070164]"
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_manufacturing_,0.019716187328303526,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.010516456302148751, 0.008306094480449255, 0.00992839099239775, 0.040633261278587525, 0.0074278968092269726, 0.04148502410701091]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp5_manufacturing_,0.020063787185274046,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.014501967817635722, 0.010900364910076467, 0.009544371625629954, 0.052304745644297976, 0.01629561699734437, 0.016835656116659777]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_,0.020357152389486856,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.010324776091099892, 0.01002672250242622, 0.00924256940452166, 0.054652285560537396, 0.008567614742889485, 0.02932894603544647]"
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.02042267578222749,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.017464476703718933, 0.01702164128889842, 0.00999556026472668, 0.037952829399802566, 0.010057119220356427, 0.030044427815861897]"
"food_cpi: Fish, seafood and other marine products",ag_local_SimpleFeedForwardModel,0.020552778051071512,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.008944634370471015, 0.008688070002123132, 0.02415614551801815, 0.043137771386483025, 0.02099316824506399, 0.01739687878426975]"
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.02061872619992396,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.014987117370513982, 0.009185915513516605, 0.01291736352134142, 0.04775575094067702, 0.020753765205217357, 0.018112444648277385]"
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_,0.02198160686965961,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.00986366468239996, 0.008087952745888718, 0.018656000204904884, 0.044436658331979774, 0.011780774547764885, 0.03906459070501943]"
"food_cpi: Fish, seafood and other marine products",ag_local_DeepARModel,0.02205024320278963,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.010854690989193488, 0.011447317441345844, 0.014400998044381707, 0.04282508263042327, 0.0083295325123856, 0.04444383759900786]"
"food_cpi: Fish, seafood and other marine products",ag_local_AutoARIMAModel,0.023024915125322194,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.019872842748462436, 0.017257238060343752, 0.009868315832908202, 0.04969334280662298, 0.01019812219741319, 0.03125962910618263]"
"food_cpi: Fish, seafood and other marine products",ag_local_TemporalFusionTransformerModel,0.02327076773566701,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02123498560360467, 0.014412065320979954, 0.015062219299409978, 0.040532906960321795, 0.0246331167913854, 0.023749312438300276]"
"food_cpi: Fish, seafood and other marine products",ag_global_all_ChronosModel,0.02333424647708253,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.015452188068932803, 0.014138629739339893, 0.015439568861118176, 0.05869816553413641, 0.01550562352695867, 0.02077130313200923]"
food_cpi: Food,ag_global_all_ChronosModel,0.020411361120274515,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01566026277064578, 0.00343441804358874, 0.011589314981041342, 0.06115247581631787, 0.027770405775199583, 0.0028612893348537675]"
food_cpi: Food,ag_local_AutoARIMAModel,0.02073103965338861,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013712908912271645, 0.003745265487452359, 0.009379105589896984, 0.05698289193112438, 0.03562467712101294, 0.004941388878573356]"
food_cpi: Food,ag_local_ChronosModel,0.021713151721501154,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.019529994887042393, 0.004045123216778846, 0.015036427102446077, 0.06102210653379844, 0.020831065482502544, 0.009814193106438622]"
food_cpi: Food,ag_local_AutoETSModel,0.02522550161057376,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01167575448573277, 0.006301071277712085, 0.010437492510083957, 0.07071823779153683, 0.042732320340212133, 0.009488133258164793]"
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel,0.027513091655486734,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01548786097603909, 0.00533939775114101, 0.010560488506297573, 0.056925928726040756, 0.05040114510229272, 0.026363728871109233]"
food_cpi: Food,ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.028122865838697733,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013130645961389922, 0.014054415300083148, 0.020273426871863447, 0.05815684965834538, 0.052682521350940814, 0.010439335889563705]"
food_cpi: Food,ag_local_NaiveModel,0.03038673558316261,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.022558833436169465, 0.011973688771274405, 0.016488050222153845, 0.06435975075778971, 0.05464593040771592, 0.012294159903872316]"
food_cpi: Food,ag_global_all_DeepARModel,0.030951361072711504,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01964114105698958, 0.007808007596570781, 0.01656113312653675, 0.05404792684256849, 0.08520088589837244, 0.002449071915231002]"
food_cpi: Food,ag_global_all_SimpleFeedForwardModel,0.03131823475368569,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.023095835107447914, 0.01734234516498599, 0.017153117588839965, 0.061868490686240736, 0.03158414614262375, 0.03686547383197578]"
food_cpi: Food,ag_local_TemporalFusionTransformerModel,0.03291116457753959,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013975713709548246, 0.01231863941864048, 0.012329168458702564, 0.05184351626419483, 0.06235655007984851, 0.04464339953430292]"
food_cpi: Food,ag_local_DeepARModel,0.033385416661552446,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01192819864460277, 0.015630026544120393, 0.008862567733957417, 0.05542886122852154, 0.06132525645428866, 0.0471375893638239]"
food_cpi: Food,ag_local_DLinearModel,0.03845383391112011,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013552618377370387, 0.0068294676127353526, 0.012315829586055324, 0.048967999297703305, 0.07818189929192865, 0.07087518930092764]"
food_cpi: Food,ag_local_PatchTSTModel,0.03963658986122879,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.010455090425299794, 0.0061394779002926945, 0.01291754401695605, 0.05431935101924368, 0.08418284620330561, 0.06980522960227493]"
food_cpi: Food,ag_global_all_PatchTSTModel,0.042789434106060065,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01665755092224849, 0.01847845486292478, 0.03552415351032012, 0.08078701141923324, 0.09218908092087863, 0.01310035300075514]"
food_cpi: Food,ag_local_SimpleFeedForwardModel,0.04348363090910134,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.015066093691863066, 0.008884412395954187, 0.012518178606964936, 0.05723393545071975, 0.062104350475287645, 0.10509481483381844]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_,0.025051110112979388,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.017076754920609047, 0.013869091190366414, 0.011913007243711436, 0.0543690162651868, 0.02476801187227578, 0.02831077918572683]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.02737170721810923,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.018481534354347576, 0.02011504200623008, 0.010515249286221343, 0.0675681044099457, 0.035695855513476, 0.011854457738434672]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.028681051457382298,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02319676606710987, 0.017234226460014664, 0.013463440759085505, 0.06620239211817745, 0.039630999583951394, 0.012358483755954906]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.02910797366484029,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02200820141854458, 0.028587574755784273, 0.015733523620371163, 0.05473636352826742, 0.033703015354060596, 0.019879163312013733]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_TemporalFusionTransformerModel_exp1_human_,0.029655984586398686,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.02123004179669004, 0.024175750642335746, 0.025637784547138935, 0.06425073512912582, 0.029454997444603677, 0.013186597958497888]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.029831986851248226,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.020784734577389916, 0.016520358845545584, 0.013596367814407853, 0.05988287483453352, 0.04765788557955563, 0.02054969945605684]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_geopolitical_,0.030688842430894276,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.019824062584506752, 0.01496043363082323, 0.011546843706127494, 0.062486582309967745, 0.03067915583320495, 0.04463597652073547]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_climate_,0.031084032223609632,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.018232197906254743, 0.014746034572228096, 0.01224077427331603, 0.05147797721566696, 0.05772321978716469, 0.03208398958702728]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_,0.03147291518906834,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.024135854865948804, 0.015854995254991143, 0.018930123777652963, 0.05688386638541673, 0.03926076234612772, 0.033771888504272714]"
"food_cpi: Fruit, fruit preparations and nuts",ag_local_AutoETSModel,0.03340736040307808,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01912948167189224, 0.028278704876706376, 0.014993945583859993, 0.07512462689311102, 0.053484153213412024, 0.009433250179486844]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_manufacturing_,0.03355634255855067,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.023205306205809014, 0.018711922970568094, 0.023514197137835476, 0.06450770396305922, 0.03465462764192716, 0.03674429743210505]"
"food_cpi: Fruit, fruit preparations and nuts",ag_local_NaiveModel,0.03375070105113109,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.027296478294095247, 0.02322210121485346, 0.01389943636147349, 0.07223109636853027, 0.052568446393273835, 0.013286647674560215]"
"food_cpi: Fruit, fruit preparations and nuts",ag_local_SimpleFeedForwardModel,0.033759035462406724,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.014896673487496813, 0.020887007644112946, 0.012594693130054117, 0.05466363036709049, 0.06584060974944865, 0.03367159839623732]"
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_,0.03386519505079176,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.017086903792906373, 0.02710547284002094, 0.028112872385076013, 0.07177889637491176, 0.04394451029868903, 0.015162514613146435]"
"food_cpi: Fruit, fruit preparations and nuts",ag_local_ChronosModel,0.03646659668687852,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.019113217303777873, 0.024127902448750432, 0.021142305089379986, 0.07206946068753685, 0.07136797983112944, 0.01097871476069657]"
food_cpi: Meat,ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_,0.02244705843076167,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.015178134183205901, 0.01452543246064453, 0.03078425123840915, 0.03352843873180313, 0.0251305017598105, 0.01553559221069681]"
food_cpi: Meat,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.02252487504608508,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01242492905341958, 0.011563538365359016, 0.03333876650924748, 0.05253376968991644, 0.011331858331288035, 0.013956388327279913]"
food_cpi: Meat,ag_global_all_ChronosModel,0.022538576896107124,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01837041935100436, 0.014402977112363376, 0.029515682643925505, 0.03289510671875176, 0.031127637074652485, 0.008919638475945265]"
food_cpi: Meat,claude-3-5-sonnet-20240620_report_False,0.022556738317128146,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.020205085231682227, 0.013513463331347533, 0.034968236625090646, 0.020624135798636187, 0.0402037832724089, 0.005825725643603374]"
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True,0.02256044622966916,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.022204846450533486, 0.020010045711171716, 0.037132896795320246, 0.013474808229094234, 0.036757603402197275, 0.005782476789698005]"
food_cpi: Meat,ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.02307822744928527,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.013130377431208581, 0.012180834399614975, 0.03454017286930219, 0.03540305964115274, 0.02237046703115191, 0.020844453323281224]"
food_cpi: Meat,ag_local_PatchTSTModel,0.023108887447575072,f'./output/{exp_test_description}/{EXPERIMENT_NAME}/random_seed_42/{cutoff_date}/forecasts/{category}.csv',"[0.01766436418753471, 0.018383103950473746, 0.03190242548552134, 0.016909070327791167, 0.041547007744126084, 0.012247352990003393]"
