30-Sep-2003,-0.30,,,,,,,,,
31-Oct-2003,-0.67,,,,,,,,,
30-Nov-2003,-0.62,,,,,,,,,
31-Dec-2003,-0.56,,,,,,,,,
31-Jan-2004,-0.86,,,,,,,,,
29-Feb-2004,-0.66,,,,,,,,,
31-Mar-2004,-0.14,,,,,,,,,
30-Apr-2004,0.15,,,,,,,,,
31-May-2004,0.50,,,,,,,,,
30-Jun-2004,0.22,,,,,,,,,
31-Jul-2004,-0.63,,,,,,,,,
31-Aug-2004,-0.07,,,,,,,,,
30-Sep-2004,-0.15,,,,,,,,,
31-Oct-2004,-0.71,,,,,,,,,
30-Nov-2004,-0.44,,,,,,,,,
31-Dec-2004,-0.16,,,,,,,,,
31-Jan-2005,-0.29,,,,,,,,,
28-Feb-2005,-0.42,,,,,,,,,
31-Mar-2005,-0.44,,,,,,,,,
30-Apr-2005,-1.33,,,,,,,,,
31-May-2005,-1.01,,,,,,,,,
30-Jun-2005,-0.80,,,,,,,,,
31-Jul-2005,-0.62,,,,,,,,,
31-Aug-2005,-0.59,,,,,,,,,
30-Sep-2005,0.14,,,,,,,,,
31-Oct-2005,0.15,,,,,,,,,
30-Nov-2005,-0.27,,,,,,,,,
31-Dec-2005,-0.55,,,,,,,,,
31-Jan-2006,-0.41,,,,,,,,,
28-Feb-2006,-0.52,,,,,,,,,
31-Mar-2006,-0.19,,,,,,,,,
30-Apr-2006,0.20,,,,,,,,,
31-May-2006,-0.02,,,,,,,,,
30-Jun-2006,0.38,,,,,,,,,
31-Jul-2006,0.03,,,,,,,,,
31-Aug-2006,0.24,,,,,,,,,
30-Sep-2006,-0.54,,,,,,,,,
31-Oct-2006,-0.36,,,,,,,,,
30-Nov-2006,-0.18,,,,,,,,,
31-Dec-2006,-0.33,,,,,,,,,
31-Jan-2007,-0.58,,,,,,,,,
28-Feb-2007,-0.56,,,,,,,,,
31-Mar-2007,-0.49,,,,,,,,,
30-Apr-2007,-0.77,,,,,,,,,
31-May-2007,-0.33,,,,,,,,,
30-Jun-2007,-0.29,,,,,,,,,
31-Jul-2007,-0.45,,,,,,,,,
31-Aug-2007,-0.10,,,,,,,,,
30-Sep-2007,-0.08,,,,,,,,,
31-Oct-2007,-0.72,,,,,,,,,
30-Nov-2007,-0.71,,,,,,,,,
31-Dec-2007,-0.15,,,,,,,,,
31-Jan-2008,-0.54,,,,,,,,,
29-Feb-2008,0.26,,,,,,,,,
31-Mar-2008,0.05,,,,,,,,,
30-Apr-2008,0.11,,,,,,,,,
31-May-2008,-0.02,,,,,,,,,
30-Jun-2008,0.14,,,,,,,,,
31-Jul-2008,0.74,,,,,,,,,
31-Aug-2008,0.35,,,,,,,,,
30-Sep-2008,-0.32,,,,,,,,,
31-Oct-2008,-0.24,,,,,,,,,
30-Nov-2008,-1.24,,,,,,,,,
31-Dec-2008,-0.89,,,,,,,,,
31-Jan-2009,-0.43,,,,,,,,,
28-Feb-2009,-0.02,,,,,,,,,
31-Mar-2009,0.36,,,,,,,,,
30-Apr-2009,0.47,,,,,,,,,
31-May-2009,0.03,,,,,,,,,
30-Jun-2009,-0.40,,,,,,,,,
31-Jul-2009,-0.70,,,,,,,,,
31-Aug-2009,-1.17,,,,,,,,,
30-Sep-2009,-0.67,,,,,,,,,
31-Oct-2009,-0.79,,,,,,,,,
30-Nov-2009,-0.90,,,,,,,,,
31-Dec-2009,-0.64,,,,,,,,,
31-Jan-2010,-0.36,,,,,,,,,
28-Feb-2010,-0.05,,,,,,,,,
31-Mar-2010,0.26,,,,,,,,,
30-Apr-2010,0.26,,,,,,,,,
31-May-2010,0.65,,,,,,,,,
30-Jun-2010,0.19,,,,,,,,,
31-Jul-2010,-0.11,,,,,,,,,
31-Aug-2010,0.03,,,,,,,,,
30-Sep-2010,0.12,,,,,,,,,
31-Oct-2010,0.26,,,,,,,,,
30-Nov-2010,0.40,,,,,,,,,
31-Dec-2010,0.71,,,,,,,,,
31-Jan-2011,0.58,,,,,,,,,
28-Feb-2011,0.17,,,,,,,,,
31-Mar-2011,0.54,,,,,,,,,
30-Apr-2011,1.35,,,,,,,,,
31-May-2011,0.78,,,,,,,,,
30-Jun-2011,0.08,,,,,,,,,
31-Jul-2011,0.10,,,,,,,,,
31-Aug-2011,-0.14,,,,,,,,,
30-Sep-2011,-0.32,,,,,,,,,
31-Oct-2011,-0.18,,,,,,,,,
30-Nov-2011,0.13,,,,,,,,,
31-Dec-2011,0.09,,,,,,,,,
31-Jan-2012,0.37,,,,,,,,,
29-Feb-2012,0.04,,,,,,,,,
31-Mar-2012,-0.13,,,,,,,,,
30-Apr-2012,-0.21,,,,,,,,,
31-May-2012,-0.53,,,,,,,,,
30-Jun-2012,-0.61,,,,,,,,,
31-Jul-2012,-0.75,,,,,,,,,
31-Aug-2012,-0.17,,,,,,,,,
30-Sep-2012,-0.31,,,,,,,,,
31-Oct-2012,-0.10,,,,,,,,,
30-Nov-2012,-0.46,,,,,,,,,
31-Dec-2012,-0.16,,,,,,,,,
31-Jan-2013,0.02,,,,,,,,,
28-Feb-2013,-0.21,,,,,,,,,
31-Mar-2013,-0.41,,,,,,,,,
30-Apr-2013,-0.57,,,,,,,,,
31-May-2013,-0.79,,,,,,,,,
30-Jun-2013,-0.59,,,,,,,,,
31-Jul-2013,-0.65,,,,,,,,,
31-Aug-2013,-0.67,,,,,,,,,
30-Sep-2013,-0.46,,,,,,,,,
31-Oct-2013,-0.29,,,,,,,,,
30-Nov-2013,-0.72,,,,,,,,,
31-Dec-2013,-0.51,,,,,,,,,
31-Jan-2014,-0.55,,,,,,,,,
28-Feb-2014,-0.30,,,,,,,,,
31-Mar-2014,-0.61,,,,,,,,,
30-Apr-2014,-0.95,,,,,,,,,
31-May-2014,-0.95,,,,,,,,,
30-Jun-2014,-0.74,,,,,,,,,
31-Jul-2014,-0.80,,,,,,,,,
31-Aug-2014,-0.59,,,,,,,,,
30-Sep-2014,-0.63,,,,,,,,,
31-Oct-2014,-0.41,,,,,,,,,
30-Nov-2014,-0.57,,,,,,,,,
31-Dec-2014,-0.23,,,,,,,,,
31-Jan-2015,-0.51,,,,,,,,,
28-Feb-2015,-0.15,,,,,,,,,
31-Mar-2015,-0.25,,,,,,,,,
30-Apr-2015,-0.50,,,,,,,,,
31-May-2015,-0.43,,,,,,,,,
30-Jun-2015,-0.72,,,,,,,,,
31-Jul-2015,-0.29,,,,,,,,,
31-Aug-2015,-0.49,,,,,,,,,
30-Sep-2015,-0.38,,,,,,,,,
31-Oct-2015,-0.41,,,,,,,,,
30-Nov-2015,-0.50,,,,,,,,,
31-Dec-2015,-0.47,,,,,,,,,
31-Jan-2016,-0.59,,,,,,,,,
29-Feb-2016,-0.67,,,,,,,,,
31-Mar-2016,-0.75,,,,,,,,,
30-Apr-2016,-0.43,,,,,,,,,
31-May-2016,-0.49,,,,,,,,,
30-Jun-2016,-0.27,,,,,,,,,
31-Jul-2016,-0.11,,,,,,,,,
31-Aug-2016,0.03,,,,,,,,,
30-Sep-2016,-0.16,,,,,,,,,
31-Oct-2016,0.17,,,,,,,,,
30-Nov-2016,0.00,,,,,,,,,
31-Dec-2016,0.08,,,,,,,,,
31-Jan-2017,0.14,,,,,,,,,
28-Feb-2017,0.00,,,,,,,,,
31-Mar-2017,0.08,,,,,,,,,
30-Apr-2017,0.02,,,,,,,,,
31-May-2017,-0.12,,,,,,,,,
30-Jun-2017,0.16,,,,,,,,,
31-Jul-2017,0.10,,,,,,,,,
31-Aug-2017,0.32,,,,,,,,,
30-Sep-2017,0.58,,,,,,,,,
31-Oct-2017,0.87,,,,,,,,,
30-Nov-2017,0.72,,,,,,,,,
31-Dec-2017,0.64,,,,,,,,,
31-Jan-2018,0.54,,,,,,,,,
28-Feb-2018,0.14,,,,,,,,,
31-Mar-2018,0.45,,,,,,,,,
30-Apr-2018,0.59,,,,,,,,,
31-May-2018,0.50,,,,,,,,,
30-Jun-2018,0.55,,,,,,,,,
31-Jul-2018,0.66,,,,,,,,,
31-Aug-2018,0.56,,,,,,,,,
30-Sep-2018,0.58,,,,,,,,,
31-Oct-2018,0.63,,,,,,,,,
30-Nov-2018,0.53,,,,,,,,,
31-Dec-2018,0.52,,,,,,,,,
31-Jan-2019,0.56,,,,,,,,,
28-Feb-2019,0.27,,,,,,,,,
31-Mar-2019,0.38,,,,,,,,,
30-Apr-2019,0.16,,,,,,,,,
31-May-2019,-0.40,,,,,,,,,
30-Jun-2019,-0.52,,,,,,,,,
31-Jul-2019,-0.42,,,,,,,,,
31-Aug-2019,-0.17,,,,,,,,,
30-Sep-2019,0.07,,,,,,,,,
31-Oct-2019,0.01,,,,,,,,,
30-Nov-2019,0.06,,,,,,,,,
31-Dec-2019,0.10,,,,,,,,,
31-Jan-2020,-0.03,,,,,,,,,
29-Feb-2020,1.23,,,,,,,,,
31-Mar-2020,2.66,,,,,,,,,
30-Apr-2020,3.16,,,,,,,,,
31-May-2020,2.30,,,,,,,,,
30-Jun-2020,1.80,,,,,,,,,
31-Jul-2020,2.63,,,,,,,,,
31-Aug-2020,1.28,,,,,,,,,
30-Sep-2020,0.46,,,,,,,,,
31-Oct-2020,0.02,,,,,,,,,
30-Nov-2020,0.67,,,,,,,,,
31-Dec-2020,1.62,,,,,,,,,
31-Jan-2021,1.57,,,,,,,,,
28-Feb-2021,2.04,,,,,,,,,
31-Mar-2021,2.36,,,,,,,,,
30-Apr-2021,2.77,,,,,,,,,
31-May-2021,3.04,,,,,,,,,
30-Jun-2021,2.85,,,,,,,,,
31-Jul-2021,2.74,,,,,,,,,
31-Aug-2021,3.33,,,,,,,,,
30-Sep-2021,3.41,,,,,,,,,
31-Oct-2021,4.00,,,,,,,,,
30-Nov-2021,4.27,,,,,,,,,
31-Dec-2021,4.29,,,,,,,,,
31-Jan-2022,3.73,,,,,,,,,
28-Feb-2022,2.77,,,,,,,,,
31-Mar-2022,2.93,,,,,,,,,
30-Apr-2022,3.52,,,,,,,,,
31-May-2022,2.95,,,,,,,,,
30-Jun-2022,2.65,,,,,,,,,
31-Jul-2022,2.10,,,,,,,,,
31-Aug-2022,1.80,,,,,,,,,
30-Sep-2022,1.71,,,,,,,,,
31-Oct-2022,1.72,,,,,,,,,
30-Nov-2022,1.34,,,,,,,,,
31-Dec-2022,1.18,,,,,,,,,
31-Jan-2023,1.01,,,,,,,,,
28-Feb-2023,0.14,,,,,,,,,
31-Mar-2023,-0.77,,,,,,,,,
30-Apr-2023,-0.93,,,,,,,,,
31-May-2023,-1.20,,,,,,,,,
30-Jun-2023,-0.88,,,,,,,,,
31-Jul-2023,-0.77,,,,,,,,,
31-Aug-2023,-0.61,,,,,,,,,
30-Sep-2023,-0.35,,,,,,,,,
31-Oct-2023,-0.22,,,,,,,,,
30-Nov-2023,0.04,,,,,,,,,
31-Dec-2023,-0.22,,,,,,,,,
31-Jan-2024,-0.14,,,,,,,,,
29-Feb-2024,-0.10,,,,,,,,,
31-Mar-2024,-0.33,,,,,,,,,
30-Apr-2024,-0.72,,,,,,,,,
31-May-2024,-0.50,,,,,,,,,
30-Jun-2024,-0.03,,,,,,,,,
