,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
31-Jan-1998,-0.86,,,,,,,,,
28-Feb-1998,-0.63,,,,,,,,,
31-Mar-1998,-0.37,,,,,,,,,
30-Apr-1998,-0.32,,,,,,,,,
31-May-1998,-0.44,,,,,,,,,
30-Jun-1998,-0.62,,,,,,,,,
31-Jul-1998,-0.79,,,,,,,,,
31-Aug-1998,-0.66,,,,,,,,,
30-Sep-1998,-0.79,,,,,,,,,
31-Oct-1998,-0.74,,,,,,,,,
30-Nov-1998,-0.94,,,,,,,,,
31-Dec-1998,-0.97,,,,,,,,,
31-Jan-1999,-0.62,,,,,,,,,
28-Feb-1999,-0.20,,,,,,,,,
31-Mar-1999,-0.30,,,,,,,,,
30-Apr-1999,-0.43,,,,,,,,,
31-May-1999,-0.56,,,,,,,,,
30-Jun-1999,-0.60,,,,,,,,,
31-Jul-1999,-0.76,,,,,,,,,
31-Aug-1999,-0.66,,,,,,,,,
30-Sep-1999,-0.59,,,,,,,,,
31-Oct-1999,-0.27,,,,,,,,,
30-Nov-1999,-0.35,,,,,,,,,
31-Dec-1999,-0.46,,,,,,,,,
31-Jan-2000,-0.65,,,,,,,,,
29-Feb-2000,-0.54,,,,,,,,,
31-Mar-2000,-0.48,,,,,,,,,
30-Apr-2000,-0.01,,,,,,,,,
31-May-2000,0.22,,,,,,,,,
30-Jun-2000,0.02,,,,,,,,,
31-Jul-2000,0.01,,,,,,,,,
31-Aug-2000,0.09,,,,,,,,,
30-Sep-2000,0.06,,,,,,,,,
31-Oct-2000,-0.44,,,,,,,,,
30-Nov-2000,-0.61,,,,,,,,,
31-Dec-2000,-0.67,,,,,,,,,
31-Jan-2001,-0.70,,,,,,,,,
28-Feb-2001,-0.63,,,,,,,,,
31-Mar-2001,-0.36,,,,,,,,,
30-Apr-2001,-0.77,,,,,,,,,
31-May-2001,-1.02,,,,,,,,,
30-Jun-2001,-0.68,,,,,,,,,
31-Jul-2001,-0.78,,,,,,,,,
31-Aug-2001,-0.82,,,,,,,,,
30-Sep-2001,-0.78,,,,,,,,,
31-Oct-2001,-1.04,,,,,,,,,
30-Nov-2001,-1.21,,,,,,,,,
31-Dec-2001,-1.05,,,,,,,,,
31-Jan-2002,-0.84,,,,,,,,,
28-Feb-2002,-0.59,,,,,,,,,
31-Mar-2002,-0.59,,,,,,,,,
30-Apr-2002,-0.66,,,,,,,,,
31-May-2002,-0.69,,,,,,,,,
30-Jun-2002,-0.88,,,,,,,,,
31-Jul-2002,-1.18,,,,,,,,,
31-Aug-2002,-1.06,,,,,,,,,
30-Sep-2002,-1.13,,,,,,,,,
31-Oct-2002,-1.05,,,,,,,,,
30-Nov-2002,-1.08,,,,,,,,,
31-Dec-2002,-0.82,,,,,,,,,
31-Jan-2003,-0.84,,,,,,,,,
28-Feb-2003,-0.54,,,,,,,,,
31-Mar-2003,-0.38,,,,,,,,,
30-Apr-2003,-0.65,,,,,,,,,
31-May-2003,-0.44,,,,,,,,,
30-Jun-2003,-0.23,,,,,,,,,
31-Jul-2003,-0.23,,,,,,,,,
31-Aug-2003,-0.27,,,,,,,,,
