timestamp,q_0.5,q_0.01,q_0.05,q_0.1,q_0.25,q_0.75,q_0.9,q_0.95,q_0.99
2018-08-01,134.53021240234375,130.30676025390625,131.74715042114258,132.79945678710936,133.61931228637695,135.40319442749023,136.2147003173828,137.42392196655274,141.17946304321288
2018-09-01,134.10987854003906,128.03696258544923,130.8740547180176,132.08031616210937,133.1613426208496,135.19920349121094,136.58116912841797,137.68780136108398,140.0572198486328
2018-10-01,134.15558624267578,126.38429946899414,130.13252334594728,131.04952697753907,132.61451721191406,135.59236907958984,137.07930603027344,138.20571517944336,139.82315795898438
2018-11-01,134.0654754638672,125.66959922790528,130.28993377685546,131.2525604248047,132.5245132446289,135.62263870239258,137.86135559082032,138.8365280151367,141.07884307861326
2018-12-01,134.5632781982422,127.37165550231934,130.44548797607422,131.13093109130858,132.44987106323242,136.1438980102539,137.53982696533203,139.12461929321287,142.53794738769528
2019-01-01,135.34650421142578,128.26324386596679,130.77188415527343,132.0263870239258,133.5079116821289,136.9316291809082,138.99745483398436,140.52591400146483,141.89953338623047
2019-02-01,136.19554901123047,128.3295175933838,131.79786529541016,132.39395751953126,134.4122543334961,138.17906188964844,140.38924255371094,141.45059356689453,146.25081756591797
2019-03-01,136.5450439453125,131.08761260986327,132.30205154418945,132.94611206054688,134.72515869140625,138.0853042602539,140.27420043945312,142.27948532104492,144.53203994750976
2019-04-01,136.6564712524414,131.5824188232422,132.5097625732422,133.38338623046874,135.02558135986328,138.54054260253906,140.67609558105468,142.39520263671875,144.9490496826172
2019-05-01,136.77059936523438,130.7144290161133,132.85538864135742,133.48424682617187,135.21628189086914,138.7785301208496,141.11590881347655,142.32228469848633,145.35477096557617
2019-06-01,137.13819885253906,129.25449966430665,133.36238708496094,134.03087463378907,135.49263381958008,139.0811767578125,140.90252990722655,142.2960693359375,145.26761123657226
2019-07-01,137.44898223876953,130.11915466308594,132.69476013183595,134.48645782470703,135.93604278564453,139.3919219970703,141.1111618041992,142.07440719604492,146.9502142333984
2019-08-01,138.15037536621094,130.76446060180663,133.04474639892578,134.76585693359374,136.12903213500977,139.77492141723633,141.9925735473633,143.4530487060547,146.9128289794922
2019-09-01,137.62023162841797,130.15741744995117,132.31986312866212,133.8818603515625,135.73281860351562,139.2713623046875,141.40322723388672,142.253328704834,147.63971130371092
2019-10-01,137.40916442871094,127.68789855957031,132.28108673095704,133.6945571899414,135.36318969726562,139.56610107421875,141.85997924804687,143.7123275756836,146.26211151123044
2019-11-01,137.44049072265625,129.03903869628905,131.82881393432618,133.66776580810546,135.3144760131836,139.40729904174805,141.59807739257812,142.9602294921875,149.181701965332
2019-12-01,137.44418334960938,128.80109634399415,132.23997268676757,133.55925903320312,135.4280242919922,139.53215408325195,142.0860168457031,143.68477783203124,147.98772323608398
2020-01-01,137.8578109741211,130.2504444885254,133.49574127197266,134.14773864746093,135.9922218322754,140.1159210205078,142.60681762695313,145.88662185668943,149.83432815551757
