category,forecast_year,model,MAE,RMSE,MAPE,train_time_sec
Food purchased from restaurants,2022,DeepAR,7.336253356933592,7.786381611854012,4.139682018989154,173.2291157245636
Food purchased from restaurants,2022,SimpleFeedForward,6.296530914306639,6.8021510103769804,3.548752276825208,173.2291157245636
Food purchased from restaurants,2022,WeightedEnsemble,6.280765607880386,6.814130039349191,3.5389015240001256,173.2291157245636
Food purchased from restaurants,2023,AutoETS,6.359671191766448,6.629593819607776,3.381097602831615,140.36500668525696
Food purchased from restaurants,2023,Chronos[autogluon__chronos-t5-small],3.339395141601559,3.487289939806188,1.7757613777280874,140.36500668525696
Food purchased from restaurants,2023,TemporalFusionTransformer,5.454560852050778,5.5924344876265595,2.903134095708513,140.36500668525696
Food purchased from restaurants,2023,DeepAR,9.924285507202145,10.03375377503355,5.287786982443396,140.36500668525696
Food purchased from restaurants,2023,SimpleFeedForward,6.110677337646481,6.277731525372098,3.2530019458941952,140.36500668525696
Food purchased from restaurants,2023,WeightedEnsemble,5.899029032389319,6.050005104234107,3.1401425095971645,140.36500668525696
Food purchased from restaurants,2024,AutoETS,4.6032466222514286,5.833542648209023,2.3821843574283763,101.86909770965576
Food purchased from restaurants,2024,Chronos[autogluon__chronos-t5-small],3.354497019449871,4.696610709681201,1.739275937088956,101.86909770965576
Food purchased from restaurants,2024,TemporalFusionTransformer,1.6927141825358045,2.5377093235269417,0.8816493881264648,101.86909770965576
Food purchased from restaurants,2024,DeepAR,7.652032343546547,7.924728127664028,3.9318958570435707,101.86909770965576
Food purchased from restaurants,2024,SimpleFeedForward,3.844994354248044,5.16670946427698,1.9889347291972188,101.86909770965576
Food purchased from restaurants,2024,WeightedEnsemble,3.354497019449871,4.696610709681201,1.739275937088956,101.86909770965576
Food purchased from restaurants,2025,AutoETS,3.6003635972778554,6.535078748000944,1.923654953463548,101.52547001838684
Food purchased from restaurants,2025,Chronos[autogluon__chronos-t5-small],5.193247604370118,7.480300008836744,2.7305085443260455,101.52547001838684
Food purchased from restaurants,2025,TemporalFusionTransformer,3.4751850128173807,6.815743975441737,1.8674329176836548,101.52547001838684
Food purchased from restaurants,2025,DeepAR,5.203317260742185,6.6379109353328785,2.709927612485405,101.52547001838684
Food purchased from restaurants,2025,SimpleFeedForward,4.6320236206054695,7.290465644619483,2.4508062336338545,101.52547001838684
Food purchased from restaurants,2025,WeightedEnsemble,5.150196685259527,7.451731739158356,2.7087016905189563,101.52547001838684
Food,2021,AutoETS,1.6524401439358982,2.167353384000718,1.0376324122770917,205.7636275291443
Food,2021,Chronos[autogluon__chronos-t5-small],2.159729258219398,2.9668835366966544,1.3551029485967183,205.7636275291443
Food,2021,TemporalFusionTransformer,2.6344006856282527,3.619992036811497,1.652994612004104,205.7636275291443
Food,2021,DeepAR,1.507235209147133,1.818020218594061,0.9532118029090499,205.7636275291443
Food,2021,SimpleFeedForward,1.5255215962727842,1.6982852215957922,0.9727307835112022,205.7636275291443
Food,2021,WeightedEnsemble,2.102397220235474,2.888506931583156,1.3201913080011842,205.7636275291443
Food,2022,AutoETS,11.409759727570078,11.950088452204351,6.604878703338428,126.73920440673828
Food,2022,Chronos[autogluon__chronos-t5-small],10.055048878987632,10.66520072620196,5.815097467041391,126.73920440673828
Food,2022,TemporalFusionTransformer,10.94370549519857,11.668695446291052,6.325934522758385,126.73920440673828
Food,2022,DeepAR,10.48279406229655,11.220289355556746,6.057768004515671,126.73920440673828
Food,2022,SimpleFeedForward,10.041627502441408,10.458574654292358,5.81606316719602,126.73920440673828
Food,2022,WeightedEnsemble,10.31324092881721,10.985055934213259,5.9620278485543885,126.73920440673828
Food,2023,AutoETS,8.597648974011767,8.660616702501626,4.659494037088708,127.96468782424927
Food,2023,Chronos[autogluon__chronos-t5-small],8.49739901224772,8.544355491351714,4.6062749099525755,127.96468782424927
Food,2023,TemporalFusionTransformer,12.126265207926432,12.179618358281072,6.573365783880466,127.96468782424927
Food,2023,DeepAR,13.514378229777018,13.578648363283662,7.325839429876933,127.96468782424927
Food,2023,SimpleFeedForward,11.419471740722656,11.517880765209288,6.193498201348844,127.96468782424927
Food,2023,WeightedEnsemble,12.1418548890914,12.197825271776656,6.583961563912159,127.96468782424927
Food,2024,AutoETS,1.7074313418564226,2.2462033340581975,0.9026962811738305,99.70881295204163
Food,2024,Chronos[autogluon__chronos-t5-small],1.0551003774007175,1.2657098010513328,0.5572235172862129,99.70881295204163
Food,2024,TemporalFusionTransformer,1.1864730834960895,1.4848934326541436,0.6281058952180695,99.70881295204163
Food,2024,DeepAR,14.797441482543947,14.868970924384765,7.8125223585183114,99.70881295204163
Food,2024,SimpleFeedForward,0.9595108032226586,1.5137978372205196,0.5080158168199206,99.70881295204163
Food,2024,WeightedEnsemble,1.1864730834960895,1.4848934326541436,0.6281058952180695,99.70881295204163
Food,2025,AutoETS,1.3435983699890457,2.3418530183833854,0.7087629102010727,117.38344931602478
Food,2025,Chronos[autogluon__chronos-t5-small],1.7911766052246136,2.366460378662045,0.9360740391625781,117.38344931602478
Food,2025,TemporalFusionTransformer,2.710413742065434,2.8228231545678817,1.3958843134765464,117.38344931602478
Food,2025,DeepAR,12.013266372680668,12.514499079725024,6.179185453939577,117.38344931602478
Food,2025,SimpleFeedForward,4.731604003906249,5.134796747090743,2.454941480025088,117.38344931602478
Food,2025,WeightedEnsemble,1.6380740583769473,2.2488717988698745,0.8572925866272979,117.38344931602478
"Fruit, fruit preparations and nuts",2021,AutoETS,2.3866953792027252,2.555861653192974,1.6696465482258733,146.7305474281311
"Fruit, fruit preparations and nuts",2021,Chronos[autogluon__chronos-t5-small],2.396725591023762,3.0855493382297876,1.6623586204231193,146.7305474281311
"Fruit, fruit preparations and nuts",2021,TemporalFusionTransformer,1.8406679789225298,2.159240568566827,1.2809031209287607,146.7305474281311
"Fruit, fruit preparations and nuts",2021,DeepAR,1.576150894165039,2.22604680783728,1.1072661776865091,146.7305474281311
"Fruit, fruit preparations and nuts",2021,SimpleFeedForward,2.27862752278646,2.5893088190982265,1.5876607053885734,146.7305474281311
"Fruit, fruit preparations and nuts",2021,WeightedEnsemble,1.4502715612712673,1.6384744842934071,1.0130832594175143,146.7305474281311
"Fruit, fruit preparations and nuts",2022,AutoETS,13.296966617469709,13.854708255045345,8.487112051514352,132.91518592834473
"Fruit, fruit preparations and nuts",2022,Chronos[autogluon__chronos-t5-small],9.469685490926103,9.845754014850048,6.0439471489353265,132.91518592834473
"Fruit, fruit preparations and nuts",2022,TemporalFusionTransformer,10.342187499999996,10.721094764883148,6.601655292350821,132.91518592834473
"Fruit, fruit preparations and nuts",2022,DeepAR,8.6747750600179,9.257134197986309,5.528235795707145,132.91518592834473
"Fruit, fruit preparations and nuts",2022,SimpleFeedForward,10.356539662679033,10.718276334680333,6.6131410146769,132.91518592834473
"Fruit, fruit preparations and nuts",2022,WeightedEnsemble,9.996164258321128,10.35074268275514,6.380663075859065,132.91518592834473
"Fruit, fruit preparations and nuts",2023,AutoETS,5.948329820126415,6.6340034284879525,3.538910323459612,128.36773228645325
"Fruit, fruit preparations and nuts",2023,Chronos[autogluon__chronos-t5-small],5.336675135294596,5.74026743133672,3.1764240493949636,128.36773228645325
"Fruit, fruit preparations and nuts",2023,TemporalFusionTransformer,22.93885625203451,23.34334727303231,13.686309061993459,128.36773228645325
"Fruit, fruit preparations and nuts",2023,DeepAR,8.458655802408854,8.837077183219831,5.043590920918322,128.36773228645325
"Fruit, fruit preparations and nuts",2023,SimpleFeedForward,10.86277338663737,11.222527832696843,6.472088931209568,128.36773228645325
"Fruit, fruit preparations and nuts",2023,WeightedEnsemble,9.966322740457825,10.194601265633267,5.939428646867474,128.36773228645325
"Fruit, fruit preparations and nuts",2024,AutoETS,2.345000496105918,2.78477977187989,1.3866060784436816,151.15419507026672
"Fruit, fruit preparations and nuts",2024,Chronos[autogluon__chronos-t5-small],2.577066548665369,3.007010361146295,1.5320439300379483,151.15419507026672
"Fruit, fruit preparations and nuts",2024,TemporalFusionTransformer,8.222297922770188,8.779755620154448,4.874712837593576,151.15419507026672
"Fruit, fruit preparations and nuts",2024,DeepAR,2.331815846761072,2.735837778549878,1.3875645595517612,151.15419507026672
"Fruit, fruit preparations and nuts",2024,SimpleFeedForward,2.1877573649088595,2.82406654014249,1.2904652946584791,151.15419507026672
"Fruit, fruit preparations and nuts",2024,WeightedEnsemble,2.230287347907359,2.6474156840431364,1.318738742393583,151.15419507026672
"Fruit, fruit preparations and nuts",2025,AutoETS,5.6953987611516474,6.17452277033056,3.22315317995609,124.7699875831604
"Fruit, fruit preparations and nuts",2025,Chronos[autogluon__chronos-t5-small],3.8978366851806676,4.180297336051446,2.2051201454848166,124.7699875831604
"Fruit, fruit preparations and nuts",2025,TemporalFusionTransformer,1.9591655731201207,2.1282093832289894,1.1105606724849109,124.7699875831604
"Fruit, fruit preparations and nuts",2025,DeepAR,1.0955848693847692,1.432591860553968,0.6237859996001293,124.7699875831604
"Fruit, fruit preparations and nuts",2025,SimpleFeedForward,2.459142684936527,2.7873046995439337,1.3901796257444097,124.7699875831604
"Fruit, fruit preparations and nuts",2025,WeightedEnsemble,4.045242201793567,4.4551442567747275,2.2870785365512325,124.7699875831604
Meat,2021,AutoETS,6.539695357576598,8.052856954572672,3.575811046607514,191.2043445110321
Meat,2021,Chronos[autogluon__chronos-t5-small],7.866841379801436,9.304238063160536,4.313911381120843,191.2043445110321
Meat,2021,TemporalFusionTransformer,6.901885732014978,8.524464783092403,3.770853645939545,191.2043445110321
Meat,2021,DeepAR,5.2967946370442744,5.863347362717874,2.942793494529503,191.2043445110321
Meat,2021,SimpleFeedForward,5.25505294799805,6.327545862287699,3.0024274174403756,191.2043445110321
Meat,2021,WeightedEnsemble,6.901885732014978,8.524464783092403,3.770853645939545,191.2043445110321
Meat,2022,AutoETS,8.47169160577723,8.949886275776837,4.36312269446084,98.70902061462402
Meat,2022,Chronos[autogluon__chronos-t5-small],7.640194829305017,8.027113677647613,3.9369858169989738,98.70902061462402
Meat,2022,TemporalFusionTransformer,4.208289082845056,5.150981436152664,2.1542869879543844,98.70902061462402
Meat,2022,DeepAR,13.21191558837891,13.47099070576247,6.822869358008073,98.70902061462402
Meat,2022,SimpleFeedForward,12.029935455322269,12.295420239179164,6.211003757080421,98.70902061462402
Meat,2022,WeightedEnsemble,11.908003973077847,12.17536792788258,6.147839562643641,98.70902061462402
Meat,2023,AutoETS,8.227906890722528,8.405841041400338,4.008135704552617,149.61744809150696
Meat,2023,Chronos[autogluon__chronos-t5-small],4.667813237508135,4.996036996269694,2.2700157713940268,149.61744809150696
Meat,2023,TemporalFusionTransformer,8.966615295410152,9.113924450503477,4.369889129556428,149.61744809150696
Meat,2023,DeepAR,1.727927780151364,2.432882582345908,0.8478687531845854,149.61744809150696
Meat,2023,SimpleFeedForward,9.271507517496742,9.753300979515352,4.524417541275564,149.61744809150696
Meat,2023,WeightedEnsemble,1.727927780151364,2.432882582345908,0.8478687531845854,149.61744809150696
Meat,2024,AutoETS,1.4004685192070383,1.8703406739732362,0.6702654539963119,125.20700335502625
Meat,2024,Chronos[autogluon__chronos-t5-small],2.6523492177327506,3.0418938289892745,1.248497955212353,125.20700335502625
Meat,2024,TemporalFusionTransformer,6.317782338460288,6.708413829011988,2.98812162513427,125.20700335502625
Meat,2024,DeepAR,2.4753980000813818,2.7595966925892106,1.1785321629208056,125.20700335502625
Meat,2024,SimpleFeedForward,5.115759785970053,5.373706050480521,2.4335753054787688,125.20700335502625
Meat,2024,WeightedEnsemble,2.4753980000813818,2.7595966925892106,1.1785321629208056,125.20700335502625
Meat,2025,AutoETS,3.3458659505029544,4.162415358665967,1.5046746885240587,144.31996083259583
Meat,2025,Chronos[autogluon__chronos-t5-small],6.771918487548831,8.162825748571374,3.0434400911852704,144.31996083259583
Meat,2025,TemporalFusionTransformer,6.815424728393552,7.876456200896692,3.0750821402766997,144.31996083259583
Meat,2025,DeepAR,3.0640640258789062,3.8124977682796133,1.3759024708127363,144.31996083259583
Meat,2025,SimpleFeedForward,2.725278854370117,3.555895823908453,1.2308619679646622,144.31996083259583
Meat,2025,WeightedEnsemble,3.162316714813379,3.931068257314639,1.4212694465874431,144.31996083259583
Other food products and non-alcoholic beverages,2021,AutoETS,4.118033290207045,4.573221209993626,2.8779209599807847,177.92413973808289
Other food products and non-alcoholic beverages,2021,Chronos[autogluon__chronos-t5-small],5.390297190348306,5.673446110464349,3.775308459528116,177.92413973808289
Other food products and non-alcoholic beverages,2021,TemporalFusionTransformer,3.8421735127766916,4.239489934222588,2.6856648541572627,177.92413973808289
Other food products and non-alcoholic beverages,2021,DeepAR,2.3734432220458976,2.989021140233861,1.6526115739422138,177.92413973808289
Other food products and non-alcoholic beverages,2021,SimpleFeedForward,1.9559379577636709,2.226431250936292,1.3674791913802673,177.92413973808289
Other food products and non-alcoholic beverages,2021,WeightedEnsemble,3.9979880826846284,4.415885071902593,2.794480337530691,177.92413973808289
Other food products and non-alcoholic beverages,2022,AutoETS,14.953043482800432,15.750396711330348,9.359877909298959,138.40792298316956
Other food products and non-alcoholic beverages,2022,Chronos[autogluon__chronos-t5-small],14.489144897460934,15.134360552834528,9.078799165071482,138.40792298316956
Other food products and non-alcoholic beverages,2022,TemporalFusionTransformer,13.31690241495768,14.151419284252896,8.328158671976476,138.40792298316956
Other food products and non-alcoholic beverages,2022,DeepAR,14.56728197733561,15.38821097831044,9.11610425852374,138.40792298316956
Other food products and non-alcoholic beverages,2022,SimpleFeedForward,15.981909688313799,16.482419006650726,10.029499852154473,138.40792298316956
Other food products and non-alcoholic beverages,2022,WeightedEnsemble,15.438917573016006,16.052428468182995,9.678370712269786,138.40792298316956
Other food products and non-alcoholic beverages,2023,AutoETS,6.112255273535325,6.358138169026579,3.5312216817814637,155.17450189590454
Other food products and non-alcoholic beverages,2023,Chronos[autogluon__chronos-t5-small],8.680859883626303,8.906175917838317,5.019075471096476,155.17450189590454
Other food products and non-alcoholic beverages,2023,TemporalFusionTransformer,8.907503763834635,9.145304580674784,5.149018520170479,155.17450189590454
Other food products and non-alcoholic beverages,2023,DeepAR,6.542351404825847,6.709608971038106,3.78246806842807,155.17450189590454
Other food products and non-alcoholic beverages,2023,SimpleFeedForward,13.280442555745443,13.415780659040289,7.688693233047411,155.17450189590454
Other food products and non-alcoholic beverages,2023,WeightedEnsemble,13.280442555745443,13.415780659040289,7.688693233047411,155.17450189590454
Other food products and non-alcoholic beverages,2024,AutoETS,1.318990175529483,1.4666302844543575,0.7419252179132931,76.715256690979
Other food products and non-alcoholic beverages,2024,Chronos[autogluon__chronos-t5-small],1.1302566528320288,1.4123624354359408,0.6342660920253387,76.715256690979
Other food products and non-alcoholic beverages,2024,TemporalFusionTransformer,1.606381225585937,1.9087939774944307,0.9075590338974787,76.715256690979
Other food products and non-alcoholic beverages,2024,DeepAR,21.230477396647135,21.564527161547176,11.94174914687698,76.715256690979
Other food products and non-alcoholic beverages,2024,SimpleFeedForward,1.1847846984863277,1.5836660333027495,0.6673134409994476,76.715256690979
Other food products and non-alcoholic beverages,2024,WeightedEnsemble,1.1302566528320288,1.4123624354359408,0.6342660920253387,76.715256690979
Other food products and non-alcoholic beverages,2025,AutoETS,2.680498086544091,3.106417237393151,1.466044150885468,127.82557129859924
Other food products and non-alcoholic beverages,2025,Chronos[autogluon__chronos-t5-small],4.6746675491333,5.276294096413226,2.5096559810674974,127.82557129859924
Other food products and non-alcoholic beverages,2025,TemporalFusionTransformer,3.9491600036621115,4.709883327564466,2.1362756061753476,127.82557129859924
Other food products and non-alcoholic beverages,2025,DeepAR,15.429252815246581,16.580585920689554,8.312281219356262,127.82557129859924
Other food products and non-alcoholic beverages,2025,SimpleFeedForward,2.6514419555664084,3.301025317833361,1.4538284627119062,127.82557129859924
