STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
MB3,M,3,SNOW WC,19860201 0000,19860130 0000,14.40,,INCHES
MB3,M,3,SNOW WC,19860301 0000,19860226 0000,29.30,,INCHES
MB3,M,3,SNOW WC,19860401 0000,19860331 0000,26.90,,INCHES
MB3,M,3,SNOW WC,19860501 0000,19860428 0000,15.00,,INCHES
MB3,M,3,SNOW WC,19870201 0000,19870203 0000,13.90,,INCHES
MB3,M,3,SNOW WC,19870301 0000,19870227 0000,19.40,,INCHES
MB3,M,3,SNOW WC,19870401 0000,19870327 0000,28.80,,INCHES
MB3,M,3,SNOW WC,19870501 0000,19870430 0000,5.90,,INCHES
MB3,M,3,SNOW WC,19880201 0000,19880126 0000,17.30,,INCHES
MB3,M,3,SNOW WC,19880301 0000,19880226 0000,17.80,,INCHES
MB3,M,3,SNOW WC,19880401 0000,19880330 0000,10.90,,INCHES
MB3,M,3,SNOW WC,19880501 0000,19880429 0000,0.05,,INCHES
MB3,M,3,SNOW WC,19890201 0000,19890131 0000,14.30,,INCHES
MB3,M,3,SNOW WC,19890301 0000,19890301 0000,16.50,,INCHES
MB3,M,3,SNOW WC,19890401 0000,19890329 0000,22.40,,INCHES
MB3,M,3,SNOW WC,19890501 0000,19890428 0000,5.50,,INCHES
MB3,M,3,SNOW WC,19900101 0000,19900101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19900201 0000,19900129 0000,5.70,,INCHES
MB3,M,3,SNOW WC,19900301 0000,19900228 0000,12.90,,INCHES
MB3,M,3,SNOW WC,19900401 0000,19900402 0000,6.00,,INCHES
MB3,M,3,SNOW WC,19900501 0000,19900501 0000,0.00,,INCHES
MB3,M,3,SNOW WC,19900601 0000,19900601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19900701 0000,19900701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19910101 0000,19910101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19910201 0000,19910131 0000,3.50,,INCHES
MB3,M,3,SNOW WC,19910301 0000,19910228 0000,5.00,,INCHES
MB3,M,3,SNOW WC,19910401 0000,19910327 0000,21.30,,INCHES
MB3,M,3,SNOW WC,19910501 0000,19910502 0000,12.30,,INCHES
MB3,M,3,SNOW WC,19910601 0000,19910601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19910701 0000,19910701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19920101 0000,19920101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19920201 0000,19920131 0000,10.50,,INCHES
MB3,M,3,SNOW WC,19920301 0000,19920227 0000,26.00,,INCHES
MB3,M,3,SNOW WC,19920401 0000,19920331 0000,29.40,,INCHES
MB3,M,3,SNOW WC,19920501 0000,19920430 0000,5.00,,INCHES
MB3,M,3,SNOW WC,19920601 0000,19920601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19920701 0000,19920701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19930101 0000,19930101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19930201 0000,19930128 0000,27.10,,INCHES
MB3,M,3,SNOW WC,19930301 0000,19930301 0000,37.10,,INCHES
MB3,M,3,SNOW WC,19930401 0000,19930330 0000,29.60,,INCHES
MB3,M,3,SNOW WC,19930501 0000,19930430 0000,25.40,,INCHES
MB3,M,3,SNOW WC,19930601 0000,19930601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19930701 0000,19930701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19940101 0000,19940101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19940201 0000,19940131 0000,14.20,,INCHES
MB3,M,3,SNOW WC,19940301 0000,19940301 0000,22.50,,INCHES
MB3,M,3,SNOW WC,19940401 0000,19940329 0000,19.80,,INCHES
MB3,M,3,SNOW WC,19940501 0000,19940429 0000,3.20,,INCHES
MB3,M,3,SNOW WC,19940601 0000,19940601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19940701 0000,19940701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19950101 0000,19950101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19950201 0000,19950130 0000,38.50,,INCHES
MB3,M,3,SNOW WC,19950301 0000,19950228 0000,32.30,,INCHES
MB3,M,3,SNOW WC,19950401 0000,19950330 0000,48.20,,INCHES
MB3,M,3,SNOW WC,19950501 0000,19950502 0000,40.40,,INCHES
MB3,M,3,SNOW WC,19950601 0000,19950601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19950701 0000,19950701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19960101 0000,19960101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19960201 0000,19960131 0000,19.10,,INCHES
MB3,M,3,SNOW WC,19960301 0000,19960301 0000,---, ,INCHES
MB3,M,3,SNOW WC,19960401 0000,19960328 0000,24.30,,INCHES
MB3,M,3,SNOW WC,19960501 0000,19960430 0000,13.60,,INCHES
MB3,M,3,SNOW WC,19960601 0000,19960601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19960701 0000,19960701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19970101 0000,19970101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19970201 0000,19970130 0000,16.30,,INCHES
MB3,M,3,SNOW WC,19970301 0000,19970227 0000,14.90,,INCHES
MB3,M,3,SNOW WC,19970401 0000,19970331 0000,11.00,,INCHES
MB3,M,3,SNOW WC,19970501 0000,19970501 0000,---, ,INCHES
MB3,M,3,SNOW WC,19970601 0000,19970601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19970701 0000,19970701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19980101 0000,19980101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19980201 0000,19980130 0000,22.80,,INCHES
MB3,M,3,SNOW WC,19980401 0000,19980330 0000,56.00,,INCHES
MB3,M,3,SNOW WC,19980501 0000,19980430 0000,51.80, ,INCHES
MB3,M,3,SNOW WC,19980601 0000,19980601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19980701 0000,19980701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19981001 0000,19981001 0000,---, ,INCHES
MB3,M,3,SNOW WC,19981101 0000,19981101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19981201 0000,19981201 0000,---, ,INCHES
MB3,M,3,SNOW WC,19990101 0000,19990101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19990201 0000,19990129 0000,18.50, ,INCHES
MB3,M,3,SNOW WC,19990301 0000,19990301 0000,35.40, ,INCHES
MB3,M,3,SNOW WC,19990401 0000,19990401 0000,45.10, ,INCHES
MB3,M,3,SNOW WC,19990501 0000,19990430 0000,35.20,r,INCHES
MB3,M,3,SNOW WC,19990601 0000,19990601 0000,---, ,INCHES
MB3,M,3,SNOW WC,19990701 0000,19990701 0000,---, ,INCHES
MB3,M,3,SNOW WC,19990801 0000,19990801 0000,---, ,INCHES
MB3,M,3,SNOW WC,19990901 0000,19990901 0000,---, ,INCHES
MB3,M,3,SNOW WC,19991001 0000,19991001 0000,---, ,INCHES
MB3,M,3,SNOW WC,19991101 0000,19991101 0000,---, ,INCHES
MB3,M,3,SNOW WC,19991201 0000,19991201 0000,---, ,INCHES
MB3,M,3,SNOW WC,20000101 0000,20000101 0000,---, ,INCHES
MB3,M,3,SNOW WC,20000201 0000,20000128 0000,16.60, ,INCHES
MB3,M,3,SNOW WC,20000301 0000,20000301 0000,36.50, ,INCHES
MB3,M,3,SNOW WC,20000401 0000,20000331 0000,37.40, ,INCHES
MB3,M,3,SNOW WC,20000501 0000,20000503 0000,25.40, ,INCHES
MB3,M,3,SNOW WC,20000601 0000,20000601 0000,---, ,INCHES
MB3,M,3,SNOW WC,20000701 0000,20000701 0000,---, ,INCHES
MB3,M,3,SNOW WC,20000801 0000,20000801 0000,---, ,INCHES
MB3,M,3,SNOW WC,20000901 0000,20000901 0000,---, ,INCHES
MB3,M,3,SNOW WC,20010101 0000,20010101 0000,---, ,INCHES
MB3,M,3,SNOW WC,20010201 0000,20010131 0000,10.80,r,INCHES
MB3,M,3,SNOW WC,20010301 0000,20010301 0000,---, ,INCHES
MB3,M,3,SNOW WC,20010401 0000,20010402 0000,17.30, ,INCHES
MB3,M,3,SNOW WC,20010501 0000,20010501 0000,16.30, ,INCHES
MB3,M,3,SNOW WC,20010601 0000,20010601 0000,---, ,INCHES
MB3,M,3,SNOW WC,20020101 0000,20020101 0000,---, ,INCHES
MB3,M,3,SNOW WC,20020201 0000,20020130 0000,30.70,r,INCHES
MB3,M,3,SNOW WC,20020301 0000,20020227 0000,28.50, ,INCHES
MB3,M,3,SNOW WC,20020401 0000,20020329 0000,27.50,r,INCHES
MB3,M,3,SNOW WC,20020501 0000,20020502 0000,10.50, ,INCHES
MB3,M,3,SNOW WC,20020601 0000,20020601 0000,---, ,INCHES
MB3,M,3,SNOW WC,20030101 0000,20030101 0000,---, ,INCHES
MB3,M,3,SNOW WC,20030201 0000,20030129 0000,30.80, ,INCHES
MB3,M,3,SNOW WC,20030301 0000,20030227 0000,34.10, ,INCHES
MB3,M,3,SNOW WC,20030401 0000,20030327 0000,36.30, ,INCHES
MB3,M,3,SNOW WC,20030501 0000,20030501 0000,43.20, ,INCHES
MB3,M,3,SNOW WC,20030601 0000,20030601 0000,---, ,INCHES
MB3,M,3,SNOW WC,20040101 0000,20040101 0000,---, ,INCHES
MB3,M,3,SNOW WC,20040201 0000,20040130 0000,21.20,r,INCHES
MB3,M,3,SNOW WC,20040301 0000,20040227 0000,35.70,r,INCHES
MB3,M,3,SNOW WC,20040401 0000,20040331 0000,31.50, ,INCHES
